指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=-0.0939,=3571.1713,=0.6623,=203.7331,=0.9160,=70.4245,=117.3661,=130.7908,=166.4437,=348.7588,=10.2025,=0.9303,=2.8469,=4.7878,=5.3738,=6.9100,=17.6268,=22.0637,=0.9303,=7.2923,=10.9606,=12.8876,=15.3150,=37.4011,=0.0011,=0.4570,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=136
="931743",半导体材料设备,2012-12-21,=-0.0891,=8175.7197,=0.5878,=136.7677,=0.9387,=30.1973,=39.8450,=60.7863,=88.7787,=224.0742,=10.3704,=0.9361,=2.5588,=3.4179,=4.2838,=6.9543,=17.1334,=15.5641,=0.9387,=2.5903,=3.1566,=3.8406,=10.9963,=25.3851,=0.0014,=0.0665,=0.0009,=0.0021,=0.0029,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=277
="931865",中证半导,2019-03-20,=-0.0872,=7433.2387,=0.5020,=165.6519,=0.9413,=32.8138,=45.5491,=73.4820,=127.5390,=255.0466,=10.2188,=0.9363,=3.3892,=4.1491,=5.2536,=8.3560,=15.8034,=18.8260,=0.9413,=6.4190,=7.7038,=8.7692,=15.0485,=28.9040,=0.0010,=0.1532,=0.0006,=0.0012,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=214
="931144",通信技术,2019-05-30,=-0.0037,=3187.5142,=0.3691,=66.6791,=0.9265,=22.8153,=30.4520,=37.0309,=51.7329,=113.1406,=9.9138,=0.9598,=2.5671,=3.1102,=3.7110,=4.7957,=15.3977,=6.0627,=0.9563,=1.6428,=2.1073,=2.4949,=3.4093,=9.4991,=0.0034,=0.0500,=0.0021,=0.0043,=0.0065,=0.0101,=0.0166,=0.0432,=0.1354,=0.0299,=251
="000685",科创芯片,2022-06-13,=-0.0660,=3504.2500,=0.3409,=215.0992,=0.9532,=42.1555,=69.6767,=118.4513,=179.7829,=335.4323,=9.9349,=0.9383,=3.1235,=4.0777,=5.1538,=7.6470,=15.4697,=20.5822,=0.9552,=7.4796,=10.0569,=12.2696,=15.7016,=31.9311,=0.0008,=0.0398,=0.0005,=0.0011,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=498
="H30184",半导体,2013-07-15,=-0.0686,=11631.0556,=0.2639,=118.6647,=0.8907,=33.2056,=51.7038,=78.3009,=107.2775,=186.6477,=8.0996,=0.8771,=2.5082,=3.4286,=4.8694,=7.4484,=12.7528,=12.7585,=0.9662,=1.3963,=2.6456,=7.0067,=9.4343,=20.0377,=0.0015,=0.0998,=0.0010,=0.0018,=0.0025,=0.0036,=0.0070,=0.0203,=0.0527,=0.0094,=3376
="932066",半导体行业精选,2023-11-10,=-0.0712,=5107.3093,=0.2574,=94.2322,=0.7258,=50.1901,=65.2050,=83.0892,=99.0942,=142.8699,=8.0409,=0.7394,=3.1655,=4.1407,=6.7238,=8.3711,=12.2533,=12.2018,=0.7606,=6.6489,=8.3950,=10.7182,=12.5059,=18.4956,=0.0018,=0.2939,=0.0012,=0.0017,=0.0023,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=2
="990001",中华半导体芯片,2019-03-18,=-0.0695,=14947.6887,=0.2365,=121.5989,=0.8542,=33.1780,=61.4521,=85.9633,=116.4432,=187.5449,=8.0668,=0.8654,=3.1429,=4.2745,=5.3345,=7.4740,=12.4905,=12.6510,=0.9654,=3.3238,=6.0900,=7.1227,=9.5186,=19.5120,=0.0013,=0.0631,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1383
="H30007",芯片产业,2012-12-20,=-0.0712,=3884.3257,=0.2266,=115.0865,=0.8214,=24.2382,=40.3144,=70.9928,=112.6345,=186.5687,=8.2380,=0.9151,=1.9412,=3.6288,=4.5220,=7.2358,=12.9184,=12.5075,=0.9748,=1.5871,=3.6900,=6.5434,=8.3240,=19.5328,=0.0013,=0.0515,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=534
="000682",科创信息,2021-08-16,=-0.0546,=2445.3900,=0.2265,=172.2820,=0.9610,=41.6131,=60.9992,=93.1766,=133.6433,=255.5918,=9.3206,=0.9475,=3.3247,=4.3573,=5.3875,=6.6378,=13.8809,=14.6895,=0.9627,=5.5790,=7.3186,=8.9067,=11.4929,=21.7670,=0.0016,=0.0313,=0.0011,=0.0020,=0.0030,=0.0038,=0.0070,=0.0200,=0.0432,=0.0072,=102
="931688",中证算力,2022-07-21,,,=0.2130,=34.7739,=0.8980,=18.0036,=20.8095,=23.8884,=32.4678,=44.9092,=3.7243,=0.9094,=1.6529,=1.9017,=2.2756,=3.3620,=4.7747,=2.6116,=0.8941,=1.3731,=1.5930,=1.8131,=2.4918,=3.3716,=0.0169,=0.0906,=0.0131,=0.0191,=0.0261,=0.0299,=0.0338,=0.0245,=0.1011,=0.0224,=107
="980017",国证芯片,2015-02-17,=-0.0683,=15304.3800,=0.2064,=117.0832,=0.8363,=30.3742,=55.7503,=80.9264,=107.8763,=227.4136,=8.7004,=0.9312,=3.1638,=4.0969,=5.7569,=7.4838,=13.5798,=13.4774,=0.9656,=3.6283,=5.7907,=6.6672,=8.0716,=20.9165,=0.0012,=0.0463,=0.0008,=0.0016,=0.0021,=0.0027,=0.0044,=0.0146,=0.0397,=0.0130,=2613
="931079",5G通信,2019-04-25,=-0.0164,=2305.1485,=0.1957,=48.4953,=0.8894,=21.0709,=27.6527,=33.5967,=44.5308,=103.6981,=7.0745,=0.9592,=2.3623,=3.0440,=3.6267,=5.3095,=10.5199,=2.7979,=0.9382,=1.1916,=1.4909,=1.8804,=2.3547,=4.2354,=0.0068,=0.3454,=0.0036,=0.0056,=0.0083,=0.0121,=0.0152,=0.0389,=0.1398,=0.0276,=2278
="931380",科技50,2019-11-25,=-0.0298,=3758.2607,=0.1895,=44.2578,=0.4448,=22.4426,=31.2535,=46.2367,=56.5811,=71.9143,=5.6995,=0.5540,=2.7627,=3.8752,=5.4826,=7.3516,=9.9144,=4.9599,=0.6243,=2.1802,=3.0694,=4.1522,=5.6575,=7.7525,=0.0094,=0.7403,=0.0035,=0.0051,=0.0076,=0.0104,=0.0163,=0.0253,=0.0951,=0.0118,=945
="399363",云科技,2009-08-03,=-0.0270,=11113.2700,=0.1894,=34.8663,=0.1456,=25.0041,=36.0533,=41.6384,=48.8919,=74.9161,=3.9501,=0.1975,=3.0187,=3.9515,=4.6606,=5.5540,=10.4646,=2.6907,=0.4087,=1.6015,=2.2265,=3.0594,=3.7127,=4.3826,=0.0158,=0.9984,=0.0046,=0.0055,=0.0069,=0.0103,=0.0160,=0.0491,=0.1469,=0.0254,=285
="H30318",科技传媒通信150,2014-04-15,=-0.0394,=3652.3708,=0.1879,=60.2573,=0.9138,=19.8534,=28.8631,=38.1291,=49.9727,=90.7292,=8.7380,=0.9744,=2.0037,=2.4801,=3.5037,=4.3769,=13.0479,=4.5307,=0.9551,=1.2409,=1.8640,=2.3034,=2.8117,=6.8164,=0.0047,=0.0429,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.0368,=0.1091,=0.0211,=45
="930792",HK银行,2016-04-22,=-0.0036,=5235.7982,=0.1871,=7.3474,=0.9155,=3.2659,=4.4606,=5.8963,=6.8075,=9.5632,=0.7008,=0.6625,=0.3905,=0.4962,=0.6240,=0.8015,=1.0771,=2.7375,=0.9797,=1.0519,=1.5163,=1.8821,=2.4247,=3.1066,=0.0439,=0.0515,=0.0355,=0.0500,=0.0563,=0.0743,=0.1045,,=0.0901,,=755
="CN5075",国证信创,2015-02-16,,,=0.1815,=97.2717,=0.5775,=39.3034,=49.9624,=77.8926,=124.6676,=152.0158,=7.6287,=0.8513,=3.0386,=3.5724,=5.2349,=7.3236,=10.9595,=6.0606,=0.8951,=2.8415,=3.6958,=4.4284,=5.5415,=8.6847,=0.0026,=0.0955,=0.0018,=0.0030,=0.0057,=0.0079,=0.0108,=0.0268,=0.0598,=0.0136,=28
="931696",科技50策略,2021-07-12,=-0.0295,=23749.0521,=0.1790,=49.0371,=0.8241,=23.0047,=27.8431,=33.9355,=46.7985,=71.4621,=7.8356,=0.9112,=3.0567,=3.9233,=4.4696,=7.1149,=11.2899,=4.4091,=0.8290,=1.9010,=2.3670,=2.6777,=4.2386,=6.7093,=0.0062,=0.1637,=0.0042,=0.0064,=0.0098,=0.0121,=0.0167,=0.0396,=0.1271,=0.0285,=13
="931087",科技龙头,2019-03-20,=-0.0397,=6177.0534,=0.1752,=54.2996,=0.8647,=22.2848,=33.6375,=40.6056,=52.1772,=78.0359,=7.8328,=0.9614,=2.8190,=4.2285,=5.3080,=6.5296,=11.1808,=6.8517,=0.9815,=2.0316,=3.3114,=3.9819,=4.9745,=9.7717,=0.0058,=0.3345,=0.0037,=0.0054,=0.0064,=0.0086,=0.0172,=0.0321,=0.1080,=0.0209,=2092
="931248",油气资源,2023-06-12,=0.0022,=1065.5055,=0.1661,=14.3689,=0.8796,=8.9017,=10.2136,=11.3354,=13.1731,=19.0700,=1.3840,=0.8439,=1.0292,=1.1526,=1.2230,=1.3629,=1.8318,=0.7551,=0.8796,=0.4486,=0.5144,=0.5938,=0.6757,=0.9774,=0.0351,=0.1045,=0.0285,=0.0396,=0.0460,=0.0498,=0.0548,=0.0301,=0.0906,=0.0280,=49
