指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=0.0254,=12377.3720,=-0.0327,=5.8734,=0.7830,=3.2016,=4.0862,=5.2338,=5.9014,=7.9938,=0.5559,=0.4482,=0.3790,=0.4576,=0.5652,=0.7121,=1.0569,=2.2045,=0.8321,=1.0856,=1.4345,=1.7509,=2.1394,=2.9053,=0.0497,=0.2472,=0.0324,=0.0492,=0.0546,=0.0738,=0.0997,,=0.0881,,=101
="H11146",港股通内地金融,2010-06-02,=0.0323,=1110.5567,=0.0065,=6.0222,=0.4992,=3.2759,=4.5177,=6.0271,=6.7500,=9.2347,=0.6114,=0.4019,=0.3797,=0.4938,=0.6630,=0.8765,=1.1859,=1.5599,=0.7575,=0.6692,=0.9478,=1.3141,=1.5984,=2.1885,=0.0478,=0.4225,=0.0302,=0.0445,=0.0502,=0.0726,=0.0994,,=0.0970,,=41
="932584",智选港股通红利低波,2026-06-11,,,,=6.0632,=0.8000,=5.4952,=5.6374,=5.8248,=6.0632,=6.2685,=0.6193,=0.8000,=0.5613,=0.5758,=0.5950,=0.6193,=0.6403,=0.9315,=0.8000,=0.8443,=0.8661,=0.8949,=0.9315,=0.9631,=0.0562,=0.2000,=0.0544,=0.0562,=0.0584,=0.0600,=0.0621,,,,=11
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0249,=4030.8600,=0.0025,=6.7014,=0.7026,=4.1647,=4.6493,=5.6936,=6.9483,=7.8218,=0.6217,=0.5805,=0.4381,=0.4957,=0.5925,=0.6846,=0.7455,=1.0506,=0.9896,=0.5323,=0.5969,=0.7478,=0.9457,=1.0875,=0.0531,=0.0727,=0.0487,=0.0569,=0.0693,=0.0865,=0.0936,,=0.0921,,=258
="930792",HK银行,2016-04-22,=0.0253,=4948.9727,=0.1199,=6.8259,=0.8067,=3.2659,=4.4606,=5.8963,=6.7909,=9.5632,=0.6650,=0.6064,=0.3905,=0.4962,=0.6240,=0.8015,=1.0771,=2.5994,=0.9330,=1.0519,=1.5163,=1.8760,=2.4108,=3.1066,=0.0462,=0.0799,=0.0355,=0.0500,=0.0563,=0.0743,=0.1045,,=0.0901,,=752
="H30106",H300金融服务,2013-05-21,=0.0228,=1590.6247,=0.0475,=6.9594,=0.4968,=4.0175,=5.3642,=6.9740,=7.7688,=11.1922,=0.7456,=0.5134,=0.4470,=0.5777,=0.7401,=0.9083,=1.2489,=1.9874,=0.8613,=0.8557,=1.1816,=1.4731,=1.8956,=2.3593,=0.0447,=0.3114,=0.0288,=0.0433,=0.0472,=0.0664,=0.0918,,=0.1014,,=19
="399986",中证银行,2013-07-15,=0.0230,=7227.4900,=-0.0494,=7.0129,=0.8363,=4.1183,=5.2599,=6.3015,=6.8554,=9.0846,=0.6738,=0.4041,=0.4848,=0.5836,=0.7150,=0.8950,=1.2416,=2.6325,=0.8845,=1.4134,=1.7842,=2.1622,=2.5149,=3.3016,=0.0420,=0.2371,=0.0285,=0.0411,=0.0460,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9608
="931233",港股通央企红利,2017-06-28,=0.0264,=1141.2387,=-0.0210,=7.1934,=0.7208,=3.6988,=4.9633,=6.3730,=7.4439,=14.0775,=0.6767,=0.5727,=0.3929,=0.5227,=0.6450,=0.8598,=1.8161,=0.9767,=0.5412,=0.4645,=0.6243,=0.9464,=1.3892,=1.7583,=0.0520,=0.2041,=0.0394,=0.0519,=0.0571,=0.0798,=0.1038,,=0.0906,,=469
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0253,=2902.3000,=0.0430,=7.2976,=0.8867,=3.7550,=5.0512,=5.8329,=6.8270,=7.9027,=0.7320,=0.7845,=0.4590,=0.5793,=0.6415,=0.7390,=0.8175,=1.1104,=0.9050,=0.5101,=0.6885,=0.7990,=0.9203,=1.2126,=0.0512,=0.0756,=0.0478,=0.0537,=0.0621,=0.0791,=0.1052,,=0.0995,,=280
="931024",港股通非银,2017-11-06,=0.0252,=3890.7227,=-0.0966,=7.3185,=0.0177,=6.7549,=8.5449,=11.0251,=13.3230,=22.4310,=0.9958,=0.4053,=0.6237,=0.8511,=1.0437,=1.2217,=1.7592,=1.2262,=0.7980,=0.5870,=0.8767,=1.0166,=1.2280,=2.2002,=0.0399,=0.7551,=0.0165,=0.0267,=0.0345,=0.0413,=0.0611,,=0.1344,,=200
="H11140",香港红利,2009-07-23,=0.0325,=3868.3836,=0.0588,=7.3679,=0.7527,=3.0693,=4.4494,=5.9820,=7.7973,=13.9623,=0.6955,=0.5740,=0.3833,=0.5103,=0.6294,=0.8661,=1.1652,=1.1722,=0.6729,=0.5431,=0.7455,=0.9723,=1.3502,=2.1349,=0.0534,=0.1419,=0.0382,=0.0560,=0.0634,=0.0876,=0.1281,,=0.0912,,=48
="987016",港股通红利低波,2021-11-18,,,=0.0447,=7.4603,=0.9128,=3.4544,=4.3069,=4.9722,=6.8437,=8.0054,=0.7151,=0.9674,=0.4152,=0.4883,=0.5407,=0.6643,=0.7529,=1.1068,=0.8000,=0.5827,=0.6607,=0.7980,=1.1068,=1.3012,=0.0538,=0.0564,=0.0488,=0.0590,=0.0817,=0.0924,=0.1160,,=0.0893,,=165
="000018",180金融,2007-12-10,=0.0283,=5391.3400,=-0.0924,=7.4656,=0.4849,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7701,=0.3167,=0.5902,=0.6965,=0.8654,=1.0669,=1.4199,=2.2424,=0.8289,=1.2355,=1.5824,=1.9589,=2.2075,=2.8772,=0.0389,=0.4742,=0.0246,=0.0353,=0.0392,=0.0493,=0.0636,=0.0229,=0.0959,=0.0245,=774
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0224,=4268.8800,=-0.0446,=7.5006,=0.8293,=3.5572,=4.6528,=6.0026,=7.2266,=9.5068,=0.6759,=0.6295,=0.3828,=0.4856,=0.5832,=0.8129,=1.1073,=0.9050,=0.5523,=0.4386,=0.6575,=0.8499,=1.4129,=2.0623,=0.0537,=0.2051,=0.0385,=0.0534,=0.0642,=0.0818,=0.1103,,=0.0873,,=1536
="399809",保险主题,2015-02-13,=0.0445,=2231,=-0.1638,=7.5278,=0.3522,=5.4537,=6.8114,=10.3690,=15.0245,=22.8725,=0.8150,=0.3361,=0.6352,=0.7647,=1.2218,=1.4858,=1.9794,=2.1926,=0.9431,=0.5239,=0.8688,=1.0970,=1.7490,=2.3772,=0.0385,=0.6449,=0.0120,=0.0209,=0.0298,=0.0488,=0.0686,=0.0227,=0.1015,=0.0246,=1500
