指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=0.0152,=12762.2300,=-0.0017,=6.0708,=0.8719,=3.2016,=4.0768,=5.2092,=5.9045,=7.9938,=0.5728,=0.5248,=0.3790,=0.4568,=0.5662,=0.7134,=1.0569,=2.2786,=0.8947,=1.0856,=1.4321,=1.7463,=2.1377,=2.9053,,=0.0881,,=0.0481,=98
="H11146",港股通内地金融,2010-06-02,=0.0288,=1153.1900,=0.0477,=6.2627,=0.5913,=3.2759,=4.5181,=6.0155,=6.7473,=9.2347,=0.6355,=0.4289,=0.3797,=0.4941,=0.6694,=0.8760,=1.1859,=1.6177,=0.8194,=0.6692,=0.9479,=1.2978,=1.5980,=2.1885,,=0.0970,,=0.0461,=41
="930792",HK银行,2016-04-22,=0.0305,=4950.2800,=0.1239,=6.9014,=0.8268,=3.2659,=4.4645,=5.8519,=6.7741,=9.5632,=0.6716,=0.6097,=0.3905,=0.4964,=0.6260,=0.8010,=1.0771,=2.6254,=0.9485,=1.0519,=1.5167,=1.8547,=2.3944,=3.1066,,=0.0901,,=0.0458,=755
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0156,=4228.8300,=0.0518,=6.9366,=0.7895,=4.1647,=4.6318,=5.6524,=6.9850,=7.8218,=0.6436,=0.6448,=0.4381,=0.4946,=0.5910,=0.6872,=0.7455,=1.0875,=1,=0.5323,=0.5950,=0.7416,=0.9363,=1.0875,,=0.0921,,=0.0513,=240
="H30106",H300金融服务,2013-05-21,=0.0268,=1594.2500,=0.0535,=7.0349,=0.5205,=4.0175,=5.3653,=6.9684,=7.7687,=11.1922,=0.7545,=0.5237,=0.4470,=0.5779,=0.7432,=0.9081,=1.2489,=2.0108,=0.8793,=0.8557,=1.1817,=1.4646,=1.8865,=2.3593,,=0.1014,,=0.0442,=21
="399986",中证银行,2013-07-15,=0.0109,=7401.9100,=-0.0265,=7.1691,=0.8744,=4.1183,=5.2645,=6.2817,=6.8499,=9.0846,=0.6829,=0.4250,=0.4848,=0.5838,=0.7191,=0.8984,=1.2416,=2.6911,=0.9172,=1.4134,=1.7845,=2.1422,=2.5021,=3.3016,=0.0226,=0.0881,=0.0236,=0.0411,=9560
="931233",港股通央企红利,2017-06-28,=0.0168,=1188.4100,=0.0194,=7.4498,=0.8003,=3.6988,=4.9580,=6.3375,=7.4458,=14.0775,=0.7008,=0.6271,=0.3929,=0.5224,=0.6450,=0.8603,=1.8161,=1.0115,=0.5744,=0.4645,=0.6222,=0.9481,=1.3904,=1.7583,,=0.0906,,=0.0502,=450
="931024",港股通非银,2017-11-06,=0.0239,=3967.6400,=-0.0759,=7.5056,=0.0231,=6.7549,=8.6151,=11.0790,=13.3596,=22.4310,=1.0215,=0.4514,=0.6237,=0.8485,=1.0470,=1.2233,=1.7592,=1.2568,=0.8193,=0.5870,=0.8754,=1.0138,=1.2278,=2.2002,,=0.1344,,=0.0390,=192
="000018",180金融,2007-12-10,=0.0190,=5406,=-0.0900,=7.5341,=0.5119,=5.2016,=6.4321,=7.4972,=8.3000,=10.8609,=0.7681,=0.3002,=0.5902,=0.6966,=0.8734,=1.0695,=1.4199,=2.2624,=0.8476,=1.2355,=1.5826,=1.9486,=2.2069,=2.8772,=0.0229,=0.0959,=0.0245,=0.0386,=777
="987016",港股通红利低波,2021-11-18,,,=0.0830,=7.5504,=0.9369,=3.4544,=4.3013,=4.9288,=6.7887,=8.0054,=0.6976,=0.9090,=0.4152,=0.4876,=0.5386,=0.6611,=0.7529,=1.2298,=0.9279,=0.5827,=0.6595,=0.7935,=1.1099,=1.3012,,=0.0893,,=0.0511,=153
="399809",保险主题,2015-02-13,=0.0280,=2208.8600,=-0.1721,=7.5793,=0.3451,=5.4537,=6.8119,=10.5187,=15.0228,=22.8725,=0.8130,=0.3196,=0.6352,=0.7660,=1.2248,=1.4853,=1.9794,=2.2076,=0.9452,=0.5239,=0.8689,=1.0979,=1.5135,=2.3772,=0.0227,=0.1015,=0.0246,=0.0383,=1494
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0156,=3003.1800,=0.0792,=7.5901,=0.9533,=3.7550,=5.0475,=5.8189,=6.7618,=7.9027,=0.7607,=0.8838,=0.4590,=0.5786,=0.6402,=0.7396,=0.8175,=1.1538,=0.9449,=0.5101,=0.6879,=0.7972,=0.9114,=1.2126,,,,=0.0493,=279
="000818",细分金融,2012-04-11,=0.0191,=6695.3400,=-0.0932,=7.6170,=0.4786,=5.2356,=6.4985,=7.6831,=8.4792,=10.9951,=0.7767,=0.2908,=0.5930,=0.7010,=0.8902,=1.0927,=1.4303,=2.3071,=0.8418,=1.2689,=1.6360,=1.9855,=2.2606,=2.9111,=0.0231,=0.0956,=0.0246,=0.0380,=7
="H11140",香港红利,2009-07-23,=0.0181,=4020.4000,=0.1011,=7.6231,=0.7696,=3.0693,=4.4554,=5.9845,=8.0587,=13.9623,=0.7196,=0.6162,=0.3833,=0.5103,=0.6299,=0.8659,=1.1652,=1.2128,=0.6960,=0.5431,=0.7464,=0.9728,=1.4901,=2.1349,,=0.0912,,=0.0516,=47
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0109,=1302.3700,=0.0211,=7.7496,=0.7836,=3.6777,=4.8617,=6.6099,=7.8176,=10.6953,=0.7113,=0.5607,=0.4041,=0.5047,=0.6486,=0.9071,=1.1746,=1.1261,=0.5583,=0.5013,=0.7009,=1.0665,=1.4996,=1.9871,,,,=0.0525,=912
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0106,=4516.1800,=0.0108,=7.7793,=0.8636,=3.5572,=4.6455,=5.9889,=7.2139,=9.5068,=0.7005,=0.6826,=0.3828,=0.4851,=0.5809,=0.8151,=1.1073,=0.9379,=0.5800,=0.4386,=0.6557,=0.8495,=1.4147,=2.0623,,,,=0.0518,=1513
="000914",300金融,2007-07-02,=0.0189,=6066.6300,=-0.0969,=7.9660,=0.5465,=5.2769,=6.6035,=7.8376,=8.5959,=11.3863,=0.7730,=0.2825,=0.5962,=0.7048,=0.9115,=1.1326,=1.4919,=2.1702,=0.8604,=1.1210,=1.4313,=1.8124,=2.0918,=2.7052,=0.0223,=0.0897,=0.0236,=0.0376,=343
="932596",港股通红利低波,2016-02-04,=0.0179,=4199.7200,=0.0827,=7.9801,=0.3933,=7.4451,=7.8406,=8.0667,=8.2767,=8.5745,=0.7485,=0.6180,=0.6528,=0.6979,=0.7322,=0.7595,=0.7956,=1.3332,=0.5393,=1.2161,=1.2848,=1.3270,=1.3602,=1.4099,,=0.0894,,=0.0487,=91
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0139,=2706.5200,=0.0923,=7.9855,=0.9502,=3.8979,=4.9492,=5.8875,=7.2156,=8.4533,=0.7126,=0.8722,=0.4277,=0.5172,=0.5780,=0.6838,=0.8197,=1.2426,=0.9263,=0.5333,=0.6968,=0.8756,=1.1222,=1.3442,,,,=0.0504,=492
="930914",港股通高股息,2016-11-25,=0.0123,=5210.4500,=0.0595,=8.0016,=0.8218,=3.4280,=4.4201,=5.9257,=7.8272,=11.1979,=0.7710,=0.7171,=0.3979,=0.5022,=0.6159,=0.8526,=1.1764,=1.2678,=0.8086,=0.5144,=0.7042,=0.9225,=1.2585,=2.2126,,=0.0918,,=0.0502,=705
="H30270",红利价值,2013-12-19,=0.0131,=9695.0400,=0.0171,=8.0080,=0.7715,=4.4543,=5.4322,=6.7622,=8.7114,=13.0955,=0.8050,=0.6119,=0.5256,=0.6488,=0.7638,=1.2450,=1.7317,=1.6229,=0.9917,=0.5854,=0.8117,=0.9995,=1.2968,=1.6637,=0.0235,=0.0936,=0.0240,=0.0415,=198
="931157",SHS红利成长LV,2019-04-25,=0.0122,=7268.4000,=-0.0249,=8.0254,=0.6966,=4.1261,=5.5915,=6.9154,=8.3348,=11.5318,=0.8048,=0.4895,=0.5154,=0.6258,=0.8080,=0.9242,=1.5888,=1.5699,=0.9446,=0.5018,=0.7114,=1.0386,=1.4086,=1.6439,,=0.0964,,=0.0473,=335
="930992",沪港深红利低波,2017-06-28,=0.0095,=5558,=-0.0017,=8.0618,=0.8999,=4.0130,=5.1636,=5.8828,=7.7635,=8.5109,=0.7522,=0.8935,=0.4277,=0.5369,=0.5906,=0.7256,=0.7950,=1.1925,=0.8163,=0.4496,=0.6005,=0.8572,=1.1867,=1.3912,,=0.0878,,=0.0492,=48
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0141,=5097.2000,=0.0975,=8.0639,=0.8391,=4.2457,=4.7281,=5.7809,=7.8672,=9.0746,=0.7529,=0.8539,=0.4429,=0.4987,=0.5833,=0.7380,=0.8283,=1.2320,=1,=0.6036,=0.6744,=0.8772,=1.0358,=1.2320,,,,=0.0575,=85
="000934",中证金融,2009-07-03,=0.0204,=5653.6000,=-0.0982,=8.2315,=0.5601,=5.7083,=6.8952,=8.0859,=8.8699,=11.5527,=0.7804,=0.2739,=0.6117,=0.7182,=0.9172,=1.1485,=1.5017,=2.1697,=0.8637,=1.1467,=1.4503,=1.8026,=2.0807,=2.6696,=0.0220,=0.0873,=0.0231,=0.0368,=1153
