指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=0.0198,=3941.1800,=0.8346,=223.1327,=0.9343,=70.4245,=117.2545,=130.7767,=166.4437,=348.7588,=11.1771,=0.9343,=2.8469,=4.7868,=5.3666,=6.9100,=17.6268,=24.1646,=0.9343,=7.2923,=10.9605,=12.8855,=15.3150,=37.4011,=0.0010,=0.4251,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=136
="931743",半导体材料设备,2012-12-21,=0.0209,=8975.2900,=0.7431,=149.5817,=0.9556,=30.1973,=39.8450,=60.7816,=87.8617,=224.0742,=11.3444,=0.9543,=2.5588,=3.4179,=4.2834,=6.9437,=17.1334,=17.0223,=0.9556,=2.5903,=3.1566,=3.8404,=10.9884,=25.3851,=0.0013,=0.0483,=0.0009,=0.0021,=0.0029,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=277
="931865",中证半导,2019-03-20,=0.0243,=8143.6400,=0.6456,=179.0285,=0.9562,=32.8138,=45.5491,=73.4610,=127.5287,=255.0466,=11.0452,=0.9422,=3.3892,=4.1491,=5.2533,=8.3193,=15.8034,=20.3462,=0.9592,=6.4190,=7.7038,=8.7687,=15.0360,=28.9040,=0.0009,=0.0777,=0.0006,=0.0012,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=212
="000685",科创芯片,2022-06-13,=0.0323,=3751.9400,=0.4356,=229.8619,=0.9671,=42.1555,=69.6767,=118.4509,=179.6510,=335.4323,=10.5937,=0.9472,=3.1235,=4.0777,=5.1491,=7.6406,=15.4697,=21.9639,=0.9651,=7.4796,=10.0569,=12.2634,=15.7006,=31.9311,=0.0008,=0.0319,=0.0005,=0.0011,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=498
="931144",通信技术,2019-05-30,=0.0565,=3199.4100,=0.3742,=67.0544,=0.9287,=22.8153,=30.4520,=37.0243,=51.6793,=113.1406,=9.9630,=0.9615,=2.5671,=3.1102,=3.7105,=4.7928,=15.3977,=6.0932,=0.9569,=1.6428,=2.1073,=2.4946,=3.4078,=9.4991,=0.0033,=0.0477,=0.0021,=0.0044,=0.0065,=0.0101,=0.0166,=0.0432,=0.1354,=0.0299,=251
="H30184",半导体,2013-07-15,=0.0291,=12487.2000,=0.3570,=127.0815,=0.9370,=33.2056,=51.7038,=78.2079,=107.2668,=186.6477,=8.6748,=0.9065,=2.5082,=3.4266,=4.8661,=7.4474,=12.7528,=13.6634,=0.9786,=1.3963,=2.6456,=6.9978,=9.4296,=20.0377,=0.0014,=0.0569,=0.0010,=0.0018,=0.0025,=0.0036,=0.0070,=0.0203,=0.0527,=0.0094,=3374
="932066",半导体行业精选,2023-11-10,=0.0270,=5498.7800,=0.3537,=101.0794,=0.8209,=50.1901,=65.2050,=83.0801,=99.0942,=142.8699,=8.6258,=0.8361,=3.1655,=4.1407,=6.7186,=8.3711,=12.2533,=13.0885,=0.8574,=6.6489,=8.3950,=10.7145,=12.5059,=18.4956,=0.0017,=0.2352,=0.0012,=0.0017,=0.0023,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=2
="990001",中华半导体芯片,2019-03-18,=0.0287,=16064.2200,=0.3289,=130.3088,=0.9100,=33.1780,=61.4521,=85.9183,=116.3319,=187.5449,=8.6451,=0.9173,=3.1429,=4.2745,=5.3333,=7.4727,=12.4905,=13.5572,=0.9715,=3.3238,=6.0900,=7.1215,=9.5124,=19.5120,=0.0012,=0.0313,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1384
="H30007",芯片产业,2012-12-20,=0.0285,=4182.2900,=0.3207,=123.5244,=0.8830,=24.2382,=40.3144,=70.9415,=112.4625,=186.5687,=8.8425,=0.9522,=1.9412,=3.6288,=4.5112,=7.2350,=12.9184,=13.4245,=0.9773,=1.5871,=3.6878,=6.5377,=8.3190,=19.5328,=0.0012,=0.0272,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=534
="000682",科创信息,2021-08-16,=0.0353,=2586.6400,=0.2973,=182.0981,=0.9712,=41.6131,=60.9992,=93.1708,=133.5979,=255.5918,=9.8354,=0.9525,=3.3247,=4.3573,=5.3872,=6.6306,=13.8809,=15.5081,=0.9695,=5.5790,=7.3186,=8.9065,=11.4827,=21.7670,=0.0015,=0.0271,=0.0011,=0.0020,=0.0030,=0.0038,=0.0070,=0.0200,=0.0432,=0.0072,=102
