指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q2),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q2),关注度
="950125",科创半导体材料设备,2024-07-26,=-0.0211,=4221.2929,=0.9650,=182.5974,=0.8441,=70.4245,=117.5178,=136.8540,=173.9326,=348.7588,=10.8801,=0.8916,=2.8469,=4.8056,=5.7136,=7.3181,=17.6268,=24.4869,=0.8973,=7.2923,=11.0319,=13.1298,=16.2716,=37.4011,=0.0010,=0.4449,=0.0006,=0.0008,=0.0011,=0.0016,=0.0028,=0.0401,=0.0371,=0.0180,=158
="931743",半导体材料设备,2012-12-21,=-0.0239,=9429.4756,=0.8313,=133.2136,=0.9031,=30.1973,=40.7191,=62.1955,=95.9334,=224.0742,=10.6212,=0.9093,=2.5588,=3.4621,=4.3569,=7.4549,=17.1334,=16.8800,=0.9242,=2.5903,=3.1948,=3.8824,=11.8319,=25.3851,=0.0013,=0.0745,=0.0009,=0.0019,=0.0028,=0.0045,=0.0073,=0.0498,=0.0706,=0.0390,=311
="931865",中证半导,2019-03-20,=-0.0223,=8211.0523,=0.6592,=146.4265,=0.8754,=32.8138,=46.7818,=74.6558,=132.9664,=255.0466,=10.7822,=0.9204,=3.3892,=4.1564,=5.3576,=8.7152,=15.8034,=19.0717,=0.9204,=6.4190,=7.7221,=8.8877,=15.5506,=28.9040,=0.0009,=0.1208,=0.0006,=0.0010,=0.0020,=0.0024,=0.0032,=0.0432,=0.0580,=0.0301,=227
="931144",通信技术,2019-05-30,=-0.0319,=3844.5724,=0.6513,=63.7069,=0.8994,=22.8153,=30.6525,=37.5182,=53.2379,=113.1406,=10.7754,=0.9556,=2.5671,=3.1158,=3.7600,=4.8766,=15.3977,=6.5138,=0.9522,=1.6428,=2.1103,=2.5173,=3.4441,=9.4991,=0.0031,=0.0455,=0.0021,=0.0043,=0.0064,=0.0099,=0.0166,=0.1157,=0.1354,=0.0739,=263
="000685",科创芯片,2022-06-13,=-0.0240,=3897.2400,=0.4912,=156.8938,=0.5983,=42.1555,=73.2571,=120.4748,=181.0139,=335.4323,=10.4857,=0.9271,=3.1235,=4.1129,=5.2613,=7.9504,=15.4697,=20.9013,=0.9386,=7.4796,=10.1366,=12.3790,=16.2590,=31.9311,=0.0008,=0.0633,=0.0005,=0.0010,=0.0015,=0.0021,=0.0026,=0.0456,=0.0415,=0.0173,=524
="H30184",半导体,2013-07-15,=-0.0258,=12900.9776,=0.4019,=90.5384,=0.5976,=33.2056,=52.7937,=79.6445,=107.8669,=186.6477,=8.2885,=0.8756,=2.5082,=3.4900,=4.9515,=7.5513,=12.7528,=12.8733,=0.9580,=1.3963,=2.6471,=7.1102,=9.7538,=20.0377,=0.0015,=0.1050,=0.0010,=0.0017,=0.0024,=0.0033,=0.0070,=0.0588,=0.0527,=0.0230,=3428
="932066",半导体行业精选,2023-11-10,=-0.0264,=5583.1290,=0.3745,=75.0136,=0.3295,=50.1901,=65.7591,=82.8088,=99.1169,=142.8699,=8.1509,=0.7421,=3.1655,=4.1941,=6.8861,=8.4251,=12.2533,=12.1950,=0.7307,=6.6489,=8.4584,=11.0541,=12.5959,=18.4956,=0.0018,=0.2894,=0.0012,=0.0017,=0.0022,=0.0028,=0.0034,=0.0665,=0.0794,=0.0376,=8
="931079",5G通信,2019-04-25,=-0.0322,=2636.2678,=0.3675,=46.3246,=0.8351,=21.0709,=27.7595,=33.9347,=44.9426,=103.6981,=7.4081,=0.9484,=2.3623,=3.0536,=3.6714,=5.4524,=10.5199,=2.9052,=0.9423,=1.1916,=1.4952,=1.8992,=2.3883,=4.2354,=0.0062,=0.2932,=0.0036,=0.0056,=0.0081,=0.0121,=0.0152,=0.0942,=0.1398,=0.0637,=2296
="931688",中证算力,2022-07-21,,,=0.3587,=35.4354,=0.8820,=18.0036,=20.8604,=24.1469,=32.8478,=44.9092,=3.8676,=0.9039,=1.6529,=1.9047,=2.2995,=3.4039,=4.7747,=2.6870,=0.8832,=1.3731,=1.5974,=1.8290,=2.5301,=3.3716,=0.0155,=0.0864,=0.0131,=0.0189,=0.0260,=0.0299,=0.0338,=0.0631,=0.1011,=0.0578,=113
="H30318",科技传媒通信150,2014-04-15,=-0.0302,=4140.6412,=0.3467,=53.7787,=0.8497,=19.8534,=28.8910,=38.1621,=50.4034,=90.7292,=8.8982,=0.9646,=2.0037,=2.4821,=3.5091,=4.4610,=13.0479,=4.6946,=0.9559,=1.2409,=1.8642,=2.3044,=2.8796,=6.8164,=0.0045,=0.0383,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.1033,=0.1091,=0.0497,=50
="990001",中华半导体芯片,2019-03-18,=-0.0257,=16169.5248,=0.3376,=92.9181,=0.5903,=33.1780,=61.7499,=87.1423,=116.6789,=187.5449,=8.1746,=0.8589,=3.1429,=4.2977,=5.3996,=7.5486,=12.4905,=12.5471,=0.9513,=3.3238,=6.1052,=7.1518,=9.6982,=19.5120,=0.0013,=0.0755,=0.0008,=0.0016,=0.0020,=0.0028,=0.0056,=0.0564,=0.0410,=0.0254,=1394
="H30007",芯片产业,2012-12-20,=-0.0257,=4197.9564,=0.3257,=83.8298,=0.5997,=24.2382,=40.3400,=72.8838,=113.3747,=186.5687,=8.2621,=0.9065,=1.9412,=3.6296,=4.5900,=7.3766,=12.9184,=12.3051,=0.9638,=1.5871,=3.7389,=6.5967,=8.4768,=19.5328,=0.0013,=0.0597,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0667,=0.0446,=0.0267,=551
="931160",通信设备,2013-07-15,=-0.0312,=20462.3415,=0.3235,=47.4884,=0.7035,=19.3231,=27.8248,=36.6985,=54.8882,=91.1971,=8.8037,=0.9687,=2.1520,=2.8717,=3.4273,=3.9748,=12.1269,=2.9754,=0.9592,=0.9706,=1.2837,=1.5073,=2.4413,=4.3558,=0.0068,=0.4020,=0.0028,=0.0054,=0.0077,=0.0150,=0.0221,=0.1127,=0.1280,=0.0660,=1332
="000682",科创信息,2021-08-16,=-0.0233,=2629.8200,=0.3190,=129.3144,=0.7482,=41.6131,=63.5575,=94.2401,=136.1923,=255.5918,=9.7963,=0.9377,=3.3247,=4.3715,=5.4246,=7.4675,=13.8809,=14.8783,=0.9483,=5.5790,=7.3378,=8.9691,=11.6605,=21.7670,=0.0015,=0.0418,=0.0011,=0.0020,=0.0028,=0.0038,=0.0070,=0.0461,=0.0432,=0.0205,=108
="980017",国证芯片,2015-02-17,=-0.0254,=16667.2300,=0.3138,=88.1898,=0.5603,=30.3742,=56.0487,=82.3481,=108.5591,=227.4136,=8.9567,=0.9321,=3.1638,=4.1149,=5.8693,=7.6185,=13.5798,=13.3169,=0.9501,=3.6283,=5.8026,=6.7212,=8.2633,=20.9165,=0.0013,=0.0800,=0.0008,=0.0016,=0.0020,=0.0027,=0.0044,=0.0673,=0.0397,=0.0271,=2635
="931406",5G 50,2020-02-20,=-0.0299,=2789.3747,=0.3105,=30.9891,=0.6769,=15.2657,=20.6514,=24.3105,=34.6110,=51.5506,=3.5164,=0.6613,=1.5292,=1.9740,=2.6288,=3.8164,=5.3757,=2.3256,=0.9476,=0.9155,=1.4127,=1.5902,=1.9494,=2.9469,=0.0165,=0.4198,=0.0042,=0.0068,=0.0204,=0.0275,=0.0387,=0.0653,=0.1023,=0.0580,=708
="399363",云科技,2009-08-03,=-0.0262,=12216.2800,=0.3075,=33.5380,=0.1104,=25.0041,=35.8942,=41.4184,=48.6142,=74.9161,=4.0375,=0.2385,=3.0187,=3.9515,=4.6299,=5.5535,=10.4646,=2.7505,=0.4296,=1.6015,=2.2272,=2.9953,=3.6906,=4.3638,=0.0145,=0.9806,=0.0046,=0.0055,=0.0071,=0.0105,=0.0160,=0.0735,=0.1037,=0.0278,=289
="000690",科创成长,2022-11-04,=-0.0361,=2441.0100,=0.3020,=67.8514,=0.2931,=26.4295,=47.5357,=82.7331,=153.7281,=288.8500,=12.1921,=0.7873,=3.7827,=4.8827,=6.6078,=12.3588,=18.2315,=11.5535,=0.6762,=2.7510,=4.0255,=8.6934,=14.5124,=20.0971,=0.0017,=0.1302,=0.0011,=0.0020,=0.0033,=0.0053,=0.0127,=0.1346,=0.1043,=0.0615,=155
="980080",成长100,2012-12-28,,,=0.2976,=61.4595,=0.7402,=39.4731,=45.6208,=50.7222,=63.8626,=83.5146,=6.6928,=0.7293,=3.0437,=3.7068,=5.7964,=6.8886,=9.2690,=3.6412,=0.6747,=2.0191,=2.4268,=3.2106,=4.4575,=5.8594,=0.0037,=0.1245,=0.0025,=0.0046,=0.0056,=0.0069,=0.0087,=0.1077,=0.1452,=0.0594,=295
="950162",科创芯片设计,2024-07-26,=-0.0276,=2389.2862,=0.2843,=121.1657,=0.0209,=109.6960,=216.2438,=260.7487,=379.7514,=687.1301,=12.8378,=0.7357,=4.2582,=7.9271,=10.8536,=13.2671,=20.2102,=19.7890,=0.6483,=8.7765,=14.5143,=18.1558,=21.6192,=32.5243,=0.0016,=0.5608,=0.0010,=0.0012,=0.0015,=0.0018,=0.0029,=0.0858,=0.0713,=0.0289,=71
="931271",通信设备主题,2012-12-21,=-0.0287,=4612.5024,=0.2780,=70.3935,=0.7605,=25.8971,=33.3198,=36.6376,=78.9072,=113.3155,=10.4208,=0.9013,=2.2261,=2.9136,=3.6411,=8.3574,=14.2344,=6.6781,=0.8776,=1.5689,=2.0623,=2.6193,=5.7954,=9.3619,=0.0035,=0.1303,=0.0022,=0.0043,=0.0080,=0.0098,=0.0129,=0.0994,=0.1175,=0.0626,=16
="399389",国证通信,2011-12-02,=-0.0260,=10611.3300,=0.2724,=31.3332,=0.3983,=15.1336,=21.7830,=45.6205,=65.0392,=153.7967,=2.8792,=0.7360,=1.3245,=1.8462,=2.4681,=3.0145,=3.8815,=2.7325,=0.9736,=0.9743,=1.4593,=1.6830,=1.9026,=3.2843,=0.0197,=0.6137,=0.0026,=0.0050,=0.0071,=0.0293,=0.0420,=0.0553,=0.0855,=0.0549,=64
="931696",科技50策略,2021-07-12,=-0.0291,=25624.6994,=0.2721,=43.1898,=0.7599,=23.0047,=28.0171,=34.2640,=47.2715,=71.4621,=8.1063,=0.9084,=3.0567,=3.9352,=4.5273,=7.2158,=11.2899,=4.0663,=0.7520,=1.9010,=2.3725,=2.7146,=4.3088,=6.7093,=0.0058,=0.1422,=0.0042,=0.0062,=0.0097,=0.0121,=0.0167,=0.1061,=0.1271,=0.0618,=15
="000698",科创100,2023-08-07,=-0.0320,=1850.1000,=0.2690,=88.8004,=0.0828,=60.6995,=122.2645,=209.6401,=251.6390,=337.2511,=6.2494,=0.8200,=2.7397,=3.6423,=4.2414,=6.1136,=8.5061,=6.8319,=0.5992,=4.0312,=5.1483,=6.5106,=8.3860,=10.0837,=0.0033,=0.2063,=0.0025,=0.0032,=0.0052,=0.0064,=0.0089,=0.0429,=0.0369,=0.0143,=602
