指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="987016",港股通红利低波,2021-11-18,,,=0.1122,=7.5535,=0.9837,=3.4544,=4.2792,=4.8471,=6.1932,=7.7483,=0.7037,=0.9789,=0.4152,=0.4834,=0.5347,=0.6238,=0.7226,=1.2396,=0.9837,=0.5827,=0.6565,=0.7841,=0.9583,=1.2728,,=0.0957,,=0.0552,=93
="H11140",香港红利,2009-07-23,=0.0025,=3913.0500,=0.0725,=7.6062,=0.7704,=3.0693,=4.4554,=5.9843,=8.4154,=13.9623,=0.7298,=0.6274,=0.3833,=0.5103,=0.6298,=0.8659,=1.1652,=1.2263,=0.7027,=0.5431,=0.7464,=0.9726,=1.6080,=2.1349,,=0.0974,,=0.0557,=17
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0019,=2992.9900,=0.0756,=7.6086,=0.9813,=3.7550,=5.0360,=5.7622,=6.6209,=7.8951,=0.7748,=0.9520,=0.4590,=0.5768,=0.6365,=0.7234,=0.8175,=1.1677,=0.9782,=0.5101,=0.6868,=0.7896,=0.8928,=1.2116,,=0.1004,,=0.0526,=259
="000914",300金融,2007-07-02,=0.0069,=6233.4200,=-0.0721,=7.6783,=0.4545,=5.2769,=6.6022,=7.8138,=8.6017,=11.3863,=0.7852,=0.2892,=0.5962,=0.7048,=0.9368,=1.1413,=1.4919,=2.1123,=0.8335,=1.1210,=1.4310,=1.8124,=2.0626,=2.7052,=0.0748,=0.0924,=0.0740,=0.0390,=338
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0002,=4810.8300,=0.0767,=7.8732,=0.8916,=3.5572,=4.6247,=5.9343,=7.0853,=9.5068,=0.6972,=0.6913,=0.3828,=0.4840,=0.5740,=0.8191,=1.1073,=1.0453,=0.6408,=0.4386,=0.6469,=0.8382,=1.4274,=2.0623,,=0.0887,,=0.0549,=1362
="H30270",红利价值,2013-12-19,=0.0019,=9788.1900,=0.0268,=7.9693,=0.7736,=4.4543,=5.4162,=6.7204,=8.7989,=13.0955,=0.8305,=0.6541,=0.5256,=0.6474,=0.7566,=1.2616,=1.7317,=1.6075,=0.9982,=0.5854,=0.8072,=0.9922,=1.2481,=1.6240,=0.0710,=0.0996,=0.0748,=0.0429,=149
="000934",中证金融,2009-07-03,=0.0061,=5848.5400,=-0.0671,=7.9814,=0.4755,=5.7083,=6.8944,=8.0589,=8.8714,=11.5527,=0.7973,=0.2851,=0.6117,=0.7181,=0.9414,=1.1564,=1.5017,=2.1045,=0.8381,=1.1467,=1.4503,=1.8025,=2.0525,=2.6696,=0.0730,=0.0894,=0.0723,=0.0378,=1144
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0078,=1412.2900,=0.1073,=8.0050,=0.8513,=3.6777,=4.8612,=6.6059,=7.7033,=10.6953,=0.7476,=0.6223,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1770,=0.6332,=0.5013,=0.7008,=1.0661,=1.5005,=1.9871,,=0.0935,,=0.0550,=893
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0069,=2779.2000,=0.1217,=8.0336,=0.9866,=3.8979,=4.9396,=5.8039,=7.0925,=8.2464,=0.7264,=0.9283,=0.4277,=0.5150,=0.5728,=0.6676,=0.8197,=1.2368,=0.9424,=0.5333,=0.6942,=0.8640,=1.1058,=1.3442,,=0.0916,,=0.0529,=460
="930914",港股通高股息,2016-11-25,=0.0042,=5321.5577,=0.0820,=8.0337,=0.8411,=3.4280,=4.4077,=5.8435,=7.7044,=11.1979,=0.7727,=0.7326,=0.3979,=0.5002,=0.6086,=0.8563,=1.1764,=1.2674,=0.8197,=0.5144,=0.6945,=0.9166,=1.2280,=2.2126,,=0.0991,,=0.0550,=632
="931024",港股通非银,2017-11-06,=0.0074,=4240.2419,=-0.0139,=8.0802,=0.0915,=6.7549,=8.7902,=11.4108,=13.3961,=22.4310,=1.1500,=0.6397,=0.6237,=0.8449,=1.0423,=1.2272,=1.7592,=1.3654,=0.8982,=0.5870,=0.8712,=1.0050,=1.1929,=2.2002,,=0.1332,,=0.0320,=165
="931157",SHS红利成长LV,2019-04-25,=0.0056,=7602.9555,=0.0200,=8.0920,=0.7271,=4.1261,=5.5604,=6.8517,=8.3565,=11.5318,=0.8261,=0.5803,=0.5154,=0.6231,=0.8052,=0.9324,=1.5888,=1.5976,=0.9862,=0.5018,=0.7020,=1.0098,=1.3637,=1.6333,,=0.0998,,=0.0489,=269
="932596",港股通红利低波,2016-02-04,,,=0.0771,=8.1330,=0.5982,=7.4451,=7.7590,=8.0128,=8.3006,=8.5745,=0.7515,=0.8750,=0.6528,=0.6821,=0.7088,=0.7379,=0.7672,=1.3429,=0.6250,=1.2161,=1.2669,=1.3148,=1.3647,=1.4099,,,,=0.0532,=62
="000992",全指金融,2011-08-02,=0.0063,=5601.5000,=-0.0646,=8.1738,=0.4850,=5.9310,=7.1022,=8.2288,=9.0288,=11.6339,=0.7999,=0.2909,=0.6188,=0.7234,=0.9505,=1.1726,=1.5107,=2.0825,=0.8241,=1.1568,=1.4432,=1.8067,=2.0579,=2.6668,=0.0720,=0.0864,=0.0697,=0.0372,=2688
="930992",沪港深红利低波,2017-06-28,=0.0039,=5754.8500,=0.0337,=8.1747,=0.9598,=4.0130,=5.1004,=5.7995,=7.2885,=8.5012,=0.7658,=0.9765,=0.4277,=0.5354,=0.5868,=0.6969,=0.7825,=1.1950,=0.8382,=0.4496,=0.5973,=0.8041,=1.1545,=1.3912,,=0.0942,,=0.0530,=1
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0002,=3754,=0.0443,=8.2042,=0.9705,=4.9972,=5.5252,=6.0194,=7.4784,=8.5137,=0.7937,=0.9718,=0.5264,=0.5886,=0.6261,=0.7313,=0.8235,=0.9828,=0.9743,=0.5404,=0.5919,=0.6571,=0.8338,=1.0198,,=0.0966,,=0.0497,=105
="931446",东证红利低波,2020-04-21,=0.0033,=3476.8800,=0.0099,=8.3426,=0.7675,=5.1478,=6.1517,=7.0497,=8.5384,=11.0216,=0.8265,=0.7191,=0.5884,=0.6929,=0.7578,=0.8771,=1.2481,=1.5136,=0.9769,=0.5909,=0.7501,=0.8765,=1.2762,=1.5979,=0.0726,=0.0943,=0.0749,=0.0449,=698
="000151",上国红利,2012-07-20,=-0.0029,=1649.0300,=0.0794,=8.3489,=0.9493,=4.5075,=5.3657,=6.8819,=7.5651,=10.0345,=0.7908,=0.5608,=0.5268,=0.6189,=0.7559,=0.9686,=1.3272,=1.0652,=0.4590,=0.6026,=0.8953,=1.1094,=1.3121,=1.6854,=0.0643,=0.0774,=0.0685,=0.0506,=188
="H30269",红利低波,2013-12-19,=0.0026,=11309.9000,=0.0062,=8.3767,=0.7738,=4.5638,=5.5488,=6.7780,=9.4786,=14.4342,=0.8791,=0.6044,=0.5386,=0.6570,=0.8017,=1.3872,=1.9670,=1.6203,=0.9946,=0.6111,=0.8850,=1.0980,=1.4136,=1.6442,=0.0719,=0.1013,=0.0686,=0.0439,=3612
="H50040",上红低波,2014-03-21,=0.0041,=11247.9100,=0.0200,=8.4143,=0.7862,=4.6938,=5.9512,=6.9996,=9.6645,=14.3118,=0.8711,=0.5826,=0.5647,=0.6911,=0.8376,=1.3609,=1.8756,=1.6384,=0.9959,=0.6380,=0.8684,=1.2019,=1.3911,=1.6603,=0.0726,=0.0985,=0.0721,=0.0434,=332
="931130",红利成长低波,2018-12-04,=0.0039,=23881.6800,=0.0031,=8.4769,=0.7305,=4.4465,=5.5604,=7.6619,=8.7405,=11.5512,=0.8667,=0.3761,=0.5279,=0.6228,=0.9050,=1.0350,=1.5803,=1.8899,=0.7983,=0.3109,=0.8106,=1.3118,=1.9108,=2.5957,=0.0726,=0.1017,=0.0458,=0.0440,=127
="000029",180价值,2009-01-09,=0.0045,=4340.7500,=-0.0252,=8.4866,=0.8010,=5.6894,=6.9075,=7.8822,=8.4861,=10.8138,=0.8586,=0.4656,=0.6666,=0.8069,=0.8668,=1.0683,=1.4433,=1.1044,=0.8941,=0.6198,=0.7825,=0.9448,=1.0602,=1.4032,=0.0717,=0.0949,=0.0779,=0.0422,=553
="000922",中证红利,2008-05-26,=-0.0011,=5849.5200,=0.0628,=8.6225,=0.8142,=5.1762,=6.0245,=7.6580,=8.5345,=11.2156,=0.8757,=0.5204,=0.5911,=0.7110,=0.8590,=1.1106,=1.4999,=1.2869,=0.9065,=0.6332,=0.7726,=1.0440,=1.2098,=1.7101,=0.0685,=0.1011,=0.0683,=0.0449,=19587
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0078,=5222.4500,=0.1245,=8.6273,=0.9912,=4.2457,=4.7000,=5.7034,=7.4766,=8.7334,=0.7912,=0.9912,=0.4429,=0.4960,=0.5733,=0.7220,=0.8009,=1.1120,=0.9912,=0.6036,=0.6696,=0.8656,=0.9906,=1.1256,,=0.0936,,=0.0563,=75
="000821",300红利,2012-07-20,=0.0022,=6869.6100,=0.0296,=8.7466,=0.8789,=4.9998,=6.1944,=7.5620,=8.3573,=10.9286,=0.8917,=0.5336,=0.5725,=0.7140,=0.8783,=1.0813,=1.4919,=1.4241,=0.9440,=0.6098,=0.7993,=1.0603,=1.3000,=1.6963,=0.0718,=0.0996,=0.0719,=0.0451,=971
="000015",红利指数,2005-01-04,=-0.0037,=3286.2800,=0.0819,=8.7720,=0.9679,=4.6646,=5.5108,=7.0887,=7.9557,=10.4439,=0.8732,=0.6102,=0.5525,=0.6398,=0.7661,=1.0213,=1.3875,=1.4922,=0.9707,=0.7277,=0.8913,=1.1193,=1.3151,=1.6890,=0.0663,=0.1047,=0.0675,=0.0434,=14037
="000824",国企红利,2012-07-20,=0,=2242.5500,=0.0573,=8.9632,=0.9547,=4.8847,=5.9406,=7.3386,=8.2728,=10.7823,=0.8992,=0.6049,=0.5610,=0.6880,=0.8280,=1.0599,=1.4469,=1.3195,=0.8978,=0.5370,=0.7016,=0.9867,=1.2244,=1.6834,=0.0683,=0.1019,=0.0718,=0.0451,=907
="931644",800红利,2024-03-15,=0.0020,=2709.0500,=0.0593,=9.0311,=0.8126,=6.4729,=7.2599,=8.1398,=9.0195,=9.4757,=0.9174,=0.8695,=0.7001,=0.7658,=0.8548,=0.9069,=0.9431,=1.3272,=0.9958,=0.8423,=0.9195,=1.1019,=1.2644,=1.3425,=0.0715,=0.1008,=0.0722,=0.0450,=28
="399373",大盘价值,2010-01-04,=0.0051,=8393.6900,=-0.0210,=9.0707,=0.7927,=5.4746,=6.8623,=8.3390,=9.0900,=11.9914,=0.9650,=0.5389,=0.6410,=0.8033,=0.9514,=1.1408,=1.5001,=1.1662,=0.8657,=0.5920,=0.7817,=0.9285,=1.1297,=1.4541,=0.0758,=0.0989,=0.0766,=0.0437,=321
="930740",300红利LV,2018-12-04,=0,=7387.3500,=0.0304,=9.1435,=0.9123,=5.4153,=6.8024,=7.4754,=8.4898,=9.6903,=0.9563,=0.8393,=0.6159,=0.7674,=0.8529,=0.9447,=1.0604,=1.3933,=0.7516,=0.6725,=0.8536,=1.0741,=1.5151,=1.9253,=0.0708,=0.1068,=0.0707,=0.0439,=571
="000919",300价值,2008-01-21,=0.0085,=5304.8000,=-0.0026,=9.1987,=0.7886,=5.9577,=7.3283,=8.4397,=9.2297,=12.2376,=0.9616,=0.5554,=0.6917,=0.8497,=0.9452,=1.1524,=1.5388,=1.1375,=0.8817,=0.6314,=0.7861,=0.9060,=1.0985,=1.3421,=0.0752,=0.0977,=0.0773,=0.0403,=4286
="000063",上证周期,2010-02-03,=0.0012,=4001.1000,=-0.0139,=9.2180,=0.7433,=5.4761,=7.1362,=8.5341,=9.4385,=12.4946,=0.9862,=0.5455,=0.6668,=0.8368,=0.9675,=1.1091,=1.4831,=1.6476,=0.9889,=0.8113,=1.0636,=1.2496,=1.4157,=1.7571,=0.0796,=0.1017,=0.0808,=0.0378,=205
="399995",基建工程,2015-03-12,=0.0135,=4135.7300,=0.0587,=9.2292,=0.6700,=5.8673,=7.3439,=8.2803,=12.7263,=18.8590,=0.7325,=0.1920,=0.5815,=0.7369,=0.9131,=1.4944,=2.1834,=0.1976,=0.4046,=0.1368,=0.1788,=0.2070,=0.3612,=0.5478,=0.0443,=0.0702,=0.0520,=0.0282,=2678
="000825",央企红利,2012-07-20,=0.0002,=3694.1600,=0.0697,=9.4056,=0.9835,=4.7369,=6.0940,=7.3096,=8.2802,=10.5687,=0.9378,=0.6848,=0.5507,=0.6915,=0.8602,=1.0042,=1.3929,=1.2495,=0.8797,=0.6009,=0.8548,=1.0489,=1.2066,=1.7357,=0.0699,=0.0986,=0.0705,=0.0433,=272
="931479",证券保险,2020-05-06,=0.0040,=977.1600,=-0.0805,=9.4109,=0.0021,=9.3757,=12.0349,=13.6523,=15.5713,=21.1012,=1.3856,=0.4947,=1.0296,=1.2276,=1.3880,=1.5788,=2.2844,=1.7491,=0.7424,=1.0318,=1.2666,=1.4399,=1.7974,=2.2879,=0.1244,=0.1142,=0.0972,=0.0239,=0
="931848",800红利低波,2024-05-21,=0.0026,=3298.0400,=0.0419,=9.4694,=0.8337,=7.4155,=8.1206,=8.9230,=9.4220,=9.7854,=0.9840,=0.9330,=0.7315,=0.8574,=0.9154,=0.9678,=1.0001,=1.3810,=0.8314,=1.1714,=1.2274,=1.3291,=1.3766,=1.5428,=0.0731,=0.1024,=0.0737,=0.0432,=118
="H30035",300非银,2012-12-21,=0.0045,=10202.4100,=-0.0852,=9.6682,=0.0016,=9.6261,=13.1238,=15.1675,=19.3628,=26.3489,=1.4114,=0.2839,=1.0544,=1.3279,=1.6508,=2.0510,=2.4387,=1.7863,=0.5620,=1.0410,=1.4185,=1.7300,=1.9729,=2.3917,=0.1224,=0.1127,=0.0964,=0.0233,=1142
="931069",中金300,2018-02-14,=0.0073,=5040.0500,=0.0071,=9.6760,=0.5986,=5.9518,=7.4826,=9.2503,=10.5276,=13.6164,=1.0180,=0.3773,=0.7377,=0.9192,=1.1100,=1.3597,=1.8328,=1.4111,=0.8758,=0.6656,=0.8587,=1.1100,=1.3054,=1.7542,=0.0823,=0.0904,=0.0771,=0.0398,=81
="930955",红利低波100,2017-05-26,=0.0002,=12020.2900,=0.0194,=9.6891,=0.9013,=5.0805,=6.0507,=7.3763,=8.5045,=11.5013,=1.0234,=0.8609,=0.5792,=0.6653,=0.8216,=0.9921,=1.3722,=1.2379,=0.7664,=0.5888,=0.7750,=0.9846,=1.2840,=1.7525,=0.0692,=0.0947,=0.0714,=0.0457,=1789
="399550",央视50,2012-06-06,=0.0089,=8089.3200,=-0.0003,=9.7112,=0.6877,=6.8960,=8.2469,=9.2241,=10.1362,=13.0561,=1.0172,=0.1982,=0.8649,=1.0177,=1.2409,=1.4261,=1.8564,=2.0289,=0.7940,=1.3448,=1.6454,=1.7942,=2.0342,=2.5217,=0.0768,=0.1002,=0.0803,=0.0433,=2255
="932305",智选高股息,2024-09-30,=-0.0009,=12075.2700,=0.0820,=9.7453,=0.9971,=7.0143,=7.4535,=8.2906,=9.1589,=9.8486,=1.1231,=0.9971,=0.8750,=0.9195,=1.0418,=1.0785,=1.1350,=0.8060,=0.5731,=0.7106,=0.7289,=0.7757,=1.2808,=1.3342,=0.0813,=0.0891,=0.0838,=0.0669,=223
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0027,=4330.0300,=0.0783,=9.7790,=0.6503,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.9123,=0.5812,=0.5567,=0.7305,=0.8673,=1.1842,=1.3660,=1.0234,=0.5621,=0.5555,=0.7802,=0.9897,=1.3645,=1.5178,,=0.0950,,=0.0544,=30
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0053,=8875.0700,=-0.0621,=9.7915,=0.6836,=5.7712,=7.8725,=8.9493,=10.2828,=13.0207,=1.0562,=0.4492,=0.7256,=0.9399,=1.0736,=1.2097,=1.5098,=1.5255,=0.6275,=0.9123,=1.1392,=1.3916,=1.7093,=2.4187,,=0.1056,,=0.0367,=262
="000925",基本面50,2009-02-26,=0.0056,=4478.3500,=-0.0303,=9.8443,=0.7326,=6.2635,=7.9688,=9.0353,=10.0524,=12.7955,=1.0248,=0.4124,=0.7306,=0.9013,=1.0645,=1.1921,=1.5728,=1.0814,=0.7656,=0.6037,=0.7864,=0.9668,=1.1028,=1.4866,=0.0747,=0.0964,=0.0771,=0.0393,=4523
="000968",300周期,2010-05-28,=0.0017,=4534.2000,=-0.0049,=9.9693,=0.7425,=6.1174,=7.8172,=9.1553,=10.2896,=13.3562,=1.0245,=0.5196,=0.7021,=0.8484,=1.0151,=1.1859,=1.5550,=1.6580,=0.9889,=0.8459,=1.0834,=1.2650,=1.4587,=1.8297,=0.0765,=0.0967,=0.0777,=0.0355,=97
="H30356",800价值,2014-06-09,=0.0072,=6758.0800,=0.0168,=9.9781,=0.8082,=6.4024,=7.6830,=9.0175,=9.9415,=13.4784,=1.0317,=0.6137,=0.7030,=0.8601,=0.9875,=1.1809,=1.6287,=1.1184,=0.8576,=0.5868,=0.7367,=0.8791,=1.0646,=1.3738,=0.0738,=0.0969,=0.0754,=0.0383,=27
="930723",沪港深F100,2015-08-05,=0.0006,=5126.6471,=0.0069,=9.9860,=0.7492,=5.4557,=7.5729,=8.9292,=10.1363,=13.1279,=1.0236,=0.5447,=0.6469,=0.8477,=1.0100,=1.1158,=1.4626,=1.3096,=0.8517,=0.6039,=0.8635,=1.0703,=1.2763,=1.6654,,=0.1082,,=0.0399,=152
="000042",上证央企,2009-03-30,=0.0034,=1812.6300,=0.0007,=10.0858,=0.8199,=6.3284,=7.8863,=9.1144,=10.0150,=12.9577,=1.0354,=0.6428,=0.7230,=0.8871,=0.9896,=1.1180,=1.4812,=1.3231,=0.9926,=0.6569,=0.8569,=0.9752,=1.1219,=1.3891,=0.0745,=0.0988,=0.0773,=0.0376,=380
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0038,=12186.5600,=-0.0512,=10.0872,=0.8225,=6.0524,=7.8393,=8.5876,=9.8913,=15.8114,=1.0897,=0.6949,=0.6924,=0.8881,=0.9965,=1.1579,=1.7191,=1.4559,=0.8249,=0.7782,=0.9902,=1.0776,=1.4226,=2.0876,,=0.1073,,=0.0354,=90
="399805",互联金融,2015-02-10,=0.0160,=3595.2600,=-0.0659,=10.1302,=0.2386,=7.5943,=9.8174,=11.5609,=13.2085,=16.5816,=1.0953,=0.2604,=0.7644,=1.0567,=1.4546,=1.7406,=2.0317,=1.8683,=0.8752,=1.1667,=1.4082,=1.6147,=1.7821,=2.2175,=0.0834,=0.0945,=0.0809,=0.0337,=325
="399966",800证保,2012-12-21,=0.0032,=6097.6800,=-0.0779,=10.1334,=0.0004,=10.1070,=13.7103,=15.9948,=19.7375,=27.1945,=1.4142,=0.2831,=1.0619,=1.3308,=1.6317,=2.0433,=2.4366,=1.9210,=0.6473,=1.1634,=1.5249,=1.7796,=2.0457,=2.5211,=0.1174,=0.1078,=0.0911,=0.0225,=165
="H30588",中证证保,2015-02-02,=0.0032,=1035.4100,=-0.0780,=10.1409,=0.0004,=10.1145,=13.6588,=16.0870,=19.5891,=27.6808,=1.4126,=0.2810,=1.0752,=1.3326,=1.6419,=2.0375,=2.4238,=1.9234,=0.6877,=1.1673,=1.5178,=1.7558,=2.0128,=2.5500,=0.1176,=0.1080,=0.0914,=0.0224,=452
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0038,=8451.4300,=-0.0519,=10.1499,=0.8242,=6.0524,=7.8431,=8.5990,=9.9080,=15.8114,=1.0932,=0.6977,=0.6924,=0.8876,=0.9980,=1.1595,=1.7191,=1.4615,=0.8279,=0.7782,=0.9919,=1.0781,=1.4270,=2.0876,,=0.1073,,=0.0352,=4717
="932422",A500红利低波,2025-04-09,=-0.0004,=3180.5300,=0.0250,=10.1665,=0.6743,=9.5190,=9.8572,=10.0701,=10.2346,=10.5846,=1.0802,=0.9908,=0.9943,=1.0276,=1.0408,=1.0547,=1.0941,=1.3191,=0.2202,=1.2431,=1.3098,=1.4425,=1.4783,=1.5336,=0.0713,,,=0.0428,=224
="930608",中证基建,2015-03-31,=0.0118,=8942.3400,=0.0537,=10.2352,=0.4446,=6.6667,=8.6208,=10.5692,=17.2759,=25.2863,=0.8507,=0.2373,=0.6550,=0.8276,=1.1215,=1.6297,=2.2134,=0.2441,=0.3041,=0.1701,=0.2221,=0.3433,=0.4991,=0.7101,=0.0483,=0.0726,=0.0544,=0.0288,=637
="000806",消费服务,2012-02-10,=0.0092,=8146.0900,=-0.0329,=10.2588,=0.3164,=8.7745,=9.9711,=10.8055,=11.8704,=17.0971,=1.1531,=0.1055,=1.0009,=1.2057,=1.3593,=1.5460,=2.0145,=2.2346,=0.6642,=1.6526,=1.9443,=2.1063,=2.3803,=3.0032,=0.0839,=0.1037,=0.0833,=0.0360,=407
="950090",50AH优选,2015-12-10,=0.0017,=6170.1205,=-0.0019,=10.2851,=0.9041,=6.3188,=7.9005,=8.6034,=9.7450,=13.5010,=1.0933,=0.7122,=0.7914,=0.9478,=1.0252,=1.1249,=1.5403,=1.3859,=0.9806,=0.6574,=0.8453,=0.9460,=1.0520,=1.4553,,=0.1000,,=0.0382,=1987
="932153",港股通价值策略,2025-04-30,=0.0087,=1104.7300,=0.0515,=10.3193,=0.7751,=8.1696,=9.4896,=10.0734,=10.3301,=10.9237,=0.8939,=0.7799,=0.7012,=0.8186,=0.8759,=0.8957,=0.9365,=1.0600,=0.7560,=0.8168,=0.9474,=1.0261,=1.0639,=1.1126,,,,=0.0427,=5
="931722",国新港股通央企红利,2023-09-13,=0.0022,=1474.6800,=0.1197,=10.3839,=0.9967,=5.5040,=6.6198,=7.4995,=8.8380,=10.4602,=1.0001,=0.9967,=0.6213,=0.7194,=0.8054,=0.8865,=1.0074,=0.6719,=0.9967,=0.3100,=0.3756,=0.4616,=0.5793,=0.6769,,=0.1023,,=0.0560,=297
="399371",国证价值,2010-01-04,=0.0060,=7455.9400,=0.0351,=10.4324,=0.8129,=6.4728,=7.8356,=9.0971,=10.3237,=13.0475,=1.0667,=0.6193,=0.7249,=0.8967,=1.0117,=1.2427,=1.5675,=1.1024,=0.8080,=0.5764,=0.7536,=0.8693,=1.0962,=1.3812,=0.0733,=0.0955,=0.0763,=0.0393,=108
="931375",300质量低波,2019-11-25,=0.0099,=17645.4000,=0.0405,=10.4515,=0.4088,=6.4946,=8.1259,=11.5326,=13.5849,=22.0532,=1.3743,=0.4095,=0.8054,=1.0752,=1.5752,=2.0874,=3.3245,=1.8620,=0.6458,=1.0044,=1.3149,=1.6374,=2.0969,=2.5370,=0.1555,=0.1246,=0.0949,=0.0286,=106
