指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0078,=12335.6730,=-0.0352,=5.8116,=0.7533,=3.2016,=4.0763,=5.2035,=5.9017,=7.9938,=0.5478,=0.4097,=0.3790,=0.4566,=0.5664,=0.7134,=1.0569,=2.1814,=0.8198,=1.0856,=1.4318,=1.7455,=2.1341,=2.9053,,=0.0881,,=0.0502,=98
="H11146",港股通内地金融,2010-06-02,=-0.0100,=1108.8081,=0.0070,=6.0145,=0.5016,=3.2759,=4.5177,=6.0098,=6.7500,=9.2347,=0.6103,=0.3921,=0.3797,=0.4938,=0.6702,=0.8765,=1.1859,=1.5536,=0.7551,=0.6692,=0.9478,=1.2947,=1.5980,=2.1885,,=0.0970,,=0.0480,=40
="930792",HK银行,2016-04-22,=-0.0055,=4862.8563,=0.1030,=6.6976,=0.7839,=3.2659,=4.4606,=5.8440,=6.7741,=9.5632,=0.6518,=0.5658,=0.3905,=0.4962,=0.6246,=0.8015,=1.0771,=2.5478,=0.8859,=1.0519,=1.5163,=1.8520,=2.3903,=3.1066,,=0.0901,,=0.0472,=753
="399986",中证银行,2013-07-15,=-0.0093,=7141.3100,=-0.0607,=6.8080,=0.7847,=4.1183,=5.2599,=6.2796,=6.8478,=9.0846,=0.6475,=0.3123,=0.4848,=0.5836,=0.7197,=0.8984,=1.2416,=2.5556,=0.8337,=1.4134,=1.7842,=2.1389,=2.4955,=3.3016,=0.0226,=0.0881,=0.0236,=0.0433,=9551
="H30106",H300金融服务,2013-05-21,=-0.0066,=1590.6116,=0.0504,=6.8640,=0.4761,=4.0175,=5.3642,=6.9687,=7.7688,=11.1922,=0.7361,=0.4809,=0.4470,=0.5777,=0.7443,=0.9083,=1.2489,=1.9619,=0.8496,=0.8557,=1.1816,=1.4623,=1.8841,=2.3593,,=0.1014,,=0.0453,=21
="000018",180金融,2007-12-10,=-0.0064,=5230.8800,=-0.1194,=7.1747,=0.3606,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7297,=0.2463,=0.5902,=0.6965,=0.8744,=1.0696,=1.4199,=2.1544,=0.7603,=1.2355,=1.5824,=1.9459,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0405,=774
="399809",保险主题,2015-02-13,=-0.0089,=2121.1100,=-0.2050,=7.1748,=0.2686,=5.4537,=6.8114,=10.5369,=15.0245,=22.8725,=0.7683,=0.2092,=0.6352,=0.7660,=1.2256,=1.4858,=1.9794,=2.0897,=0.9059,=0.5239,=0.8688,=1.0963,=1.4699,=2.3772,=0.0227,=0.1015,=0.0246,=0.0404,=1489
="000818",细分金融,2012-04-11,,,=-0.1136,=7.2722,=0.3358,=5.2356,=6.4974,=7.6854,=8.4810,=10.9951,=0.7397,=0.2471,=0.5930,=0.7010,=0.8928,=1.0928,=1.4303,=2.2027,=0.7550,=1.2689,=1.6354,=1.9840,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0398,=7
="931233",港股通央企红利,2017-06-28,=-0.0054,=1206.0549,=0.0351,=7.3747,=0.7712,=3.6988,=4.9518,=6.3295,=7.4512,=14.0775,=0.6937,=0.6111,=0.3929,=0.5221,=0.6448,=0.8636,=1.8161,=1.0013,=0.5612,=0.4645,=0.6212,=0.9472,=1.3910,=1.7583,,=0.0906,,=0.0507,=451
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0083,=4272.6400,=0.0626,=7.4159,=0.9175,=4.1647,=4.6262,=5.6483,=6.9753,=7.8218,=0.6929,=0.8227,=0.4381,=0.4942,=0.5887,=0.6871,=0.7455,=0.9854,=0.9093,=0.5323,=0.5950,=0.7405,=0.9321,=1.0366,,=0.0921,,=0.0509,=236
