指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=-0.0231,=11873.2900,=-0.0712,=5.6721,=0.6869,=3.2016,=4.0769,=5.2209,=5.9046,=7.9938,=0.5353,=0.3636,=0.3790,=0.4571,=0.5660,=0.7129,=1.0569,=2.1290,=0.7919,=1.0856,=1.4324,=1.7484,=2.1416,=2.9053,=0.0514,=0.3682,=0.0324,=0.0492,=0.0547,=0.0739,=0.0997,,=0.0881,,=99
="932584",智选港股通红利低波,2026-06-11,=-0.0151,=1683.7600,,=5.7598,=0,=5.7598,=5.9008,=6.0802,=6.1973,=6.2685,=0.5883,=0,=0.5883,=0.6027,=0.6211,=0.6330,=0.6403,=0.8849,=0,=0.8849,=0.9066,=0.9341,=0.9521,=0.9631,=0.0592,=1,=0.0544,=0.0550,=0.0561,=0.0578,=0.0592,,,,=1
="H11146",港股通内地金融,2010-06-02,=-0.0221,=1081.1900,=-0.0177,=5.8714,=0.4732,=3.2759,=4.5177,=6.0271,=6.7500,=9.2347,=0.5961,=0.3808,=0.3797,=0.4938,=0.6661,=0.8765,=1.1859,=1.5208,=0.7279,=0.6692,=0.9478,=1.3022,=1.5984,=2.1885,=0.0491,=0.4777,=0.0302,=0.0445,=0.0504,=0.0726,=0.0994,,=0.0970,,=39
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0144,=3867.9000,=-0.0380,=6.4846,=0.6587,=4.1647,=4.6419,=5.6689,=6.9733,=7.8218,=0.6016,=0.5286,=0.4381,=0.4947,=0.5930,=0.6864,=0.7455,=1.0166,=0.9761,=0.5323,=0.5963,=0.7429,=0.9388,=1.0875,=0.0549,=0.1262,=0.0487,=0.0571,=0.0704,=0.0865,=0.0936,,=0.0921,,=245
="930792",HK银行,2016-04-22,=-0.0168,=4762.0100,=0.0811,=6.5706,=0.7396,=3.2659,=4.4606,=5.8701,=6.7902,=9.5632,=0.6401,=0.5313,=0.3905,=0.4962,=0.6246,=0.8015,=1.0771,=2.5022,=0.8452,=1.0519,=1.5163,=1.8621,=2.3999,=3.1066,=0.0480,=0.1298,=0.0355,=0.0502,=0.0564,=0.0743,=0.1045,,=0.0901,,=753
="399986",中证银行,2013-07-15,=-0.0251,=6890.0200,=-0.0938,=6.6943,=0.7208,=4.1183,=5.2599,=6.2879,=6.8536,=9.0846,=0.6379,=0.2907,=0.4848,=0.5836,=0.7178,=0.8984,=1.2416,=2.5129,=0.8008,=1.4134,=1.7842,=2.1473,=2.5119,=3.3016,=0.0440,=0.3781,=0.0285,=0.0411,=0.0462,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9578
="H30106",H300金融服务,2013-05-21,=-0.0125,=1535.2300,=0.0145,=6.7300,=0.4453,=4.0175,=5.3642,=6.9740,=7.7688,=11.1922,=0.7217,=0.4485,=0.4470,=0.5777,=0.7422,=0.9083,=1.2489,=1.9234,=0.8167,=0.8557,=1.1816,=1.4673,=1.8897,=2.3593,=0.0462,=0.4404,=0.0288,=0.0433,=0.0473,=0.0664,=0.0918,,=0.1014,,=20
="931233",港股通央企红利,2017-06-28,=-0.0061,=1110.9200,=-0.0471,=6.9069,=0.6152,=3.6988,=4.9591,=6.3535,=7.4458,=14.0775,=0.6497,=0.5126,=0.3929,=0.5225,=0.6453,=0.8600,=1.8161,=0.9378,=0.4878,=0.4645,=0.6222,=0.9484,=1.3900,=1.7583,=0.0542,=0.3283,=0.0394,=0.0519,=0.0571,=0.0799,=0.1038,,=0.0906,,=453
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0103,=2741.6600,=-0.0148,=6.9927,=0.8301,=3.7550,=5.0477,=5.8274,=6.7856,=7.9027,=0.7014,=0.7317,=0.4590,=0.5786,=0.6403,=0.7401,=0.8175,=1.0637,=0.8629,=0.5101,=0.6883,=0.7982,=0.9136,=1.2126,=0.0535,=0.1878,=0.0478,=0.0537,=0.0623,=0.0792,=0.1052,,=0.0994,,=281
="H11140",香港红利,2009-07-23,=-0.0109,=3695.9400,=0.0122,=7.0375,=0.6895,=3.0693,=4.4494,=5.9820,=7.9319,=13.9623,=0.6643,=0.5286,=0.3833,=0.5103,=0.6294,=0.8661,=1.1652,=1.1196,=0.6226,=0.5431,=0.7455,=0.9723,=1.4057,=2.1349,=0.0559,=0.1958,=0.0382,=0.0561,=0.0636,=0.0876,=0.1281,,=0.0912,,=46
="987016",港股通红利低波,2021-11-18,,,=0.0135,=7.0858,=0.8550,=3.4544,=4.3025,=4.9418,=6.8120,=8.0054,=0.6793,=0.8424,=0.4152,=0.4879,=0.5392,=0.6627,=0.7529,=1.0509,=0.7681,=0.5827,=0.6600,=0.7951,=1.1099,=1.3012,=0.0567,=0.1074,=0.0488,=0.0594,=0.0821,=0.0927,=0.1160,,=0.0893,,=159
="000018",180金融,2007-12-10,=-0.0227,=5149.9300,=-0.1331,=7.1057,=0.3303,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7266,=0.2441,=0.5902,=0.6965,=0.8709,=1.0696,=1.4199,=2.1343,=0.7390,=1.2355,=1.5824,=1.9524,=2.2073,=2.8772,=0.0409,=0.5988,=0.0246,=0.0353,=0.0392,=0.0493,=0.0636,=0.0229,=0.0959,=0.0245,=778
="399809",保险主题,2015-02-13,=-0.0202,=2076.6800,=-0.2216,=7.1207,=0.2606,=5.4537,=6.8114,=10.4529,=15.0245,=22.8725,=0.7639,=0.1913,=0.6352,=0.7656,=1.2252,=1.4858,=1.9794,=2.0740,=0.8953,=0.5239,=0.8688,=1.0970,=1.6953,=2.3772,=0.0407,=0.6981,=0.0120,=0.0209,=0.0295,=0.0488,=0.0686,=0.0227,=0.1015,=0.0246,=1496
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0099,=4134.2400,=-0.0747,=7.1926,=0.7938,=3.5572,=4.6524,=5.9927,=7.2266,=9.5068,=0.6477,=0.5849,=0.3828,=0.4855,=0.5817,=0.8150,=1.1073,=0.8672,=0.5271,=0.4386,=0.6559,=0.8499,=1.4141,=2.0623,=0.0561,=0.2756,=0.0385,=0.0531,=0.0644,=0.0819,=0.1103,,,,=1519
="931024",港股通非银,2017-11-06,=-0.0183,=3774.6300,=-0.1209,=7.1955,=0.0033,=6.7549,=8.5821,=11.0725,=13.3392,=22.4310,=0.9790,=0.3719,=0.6237,=0.8489,=1.0453,=1.2229,=1.7592,=1.2055,=0.7842,=0.5870,=0.8754,=1.0149,=1.2291,=2.2002,=0.0407,=0.7819,=0.0165,=0.0265,=0.0345,=0.0414,=0.0611,,=0.1344,,=192
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0055,=1206.6800,=-0.0539,=7.2129,=0.6589,=3.6777,=4.8612,=6.6079,=7.8179,=10.6953,=0.6620,=0.5163,=0.4041,=0.5046,=0.6481,=0.9078,=1.1746,=1.0481,=0.4732,=0.5013,=0.7008,=1.0649,=1.5005,=1.9871,=0.0565,=0.3337,=0.0423,=0.0526,=0.0604,=0.0808,=0.1102,,,,=913
="000818",细分金融,2012-04-11,=-0.0232,=6446.3700,=-0.1269,=7.2623,=0.3320,=5.2356,=6.4974,=7.6851,=8.4810,=10.9951,=0.7406,=0.2487,=0.5930,=0.7010,=0.8869,=1.0928,=1.4303,=2.1988,=0.7456,=1.2689,=1.6354,=1.9888,=2.2623,=2.9111,=0.0399,=0.6408,=0.0239,=0.0331,=0.0375,=0.0471,=0.0625,=0.0231,=0.0956,=0.0246,=7
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0067,=2485.6900,=0.0032,=7.3937,=0.8514,=3.8979,=4.9496,=5.9038,=7.2399,=8.4533,=0.6598,=0.7498,=0.4277,=0.5172,=0.5789,=0.6848,=0.8197,=1.1505,=0.8398,=0.5333,=0.6968,=0.8771,=1.1238,=1.3442,=0.0544,=0.1089,=0.0482,=0.0565,=0.0673,=0.0840,=0.1067,,,,=495
="H30270",红利价值,2013-12-19,=-0.0137,=9149.8800,=-0.0401,=7.4109,=0.6717,=4.4543,=5.4340,=6.7665,=8.7092,=13.0955,=0.7453,=0.4496,=0.5256,=0.6489,=0.7637,=1.2450,=1.7317,=1.5019,=0.9439,=0.5854,=0.8126,=1.0002,=1.2978,=1.6637,=0.0448,=0.3943,=0.0269,=0.0419,=0.0506,=0.0631,=0.0726,=0.0235,=0.0936,=0.0240,=195
="931157",SHS红利成长LV,2019-04-25,=-0.0163,=6916.5700,=-0.0721,=7.4929,=0.5968,=4.1261,=5.5957,=6.9166,=8.3335,=11.5318,=0.7380,=0.3381,=0.5154,=0.6264,=0.8074,=0.9238,=1.5888,=1.6104,=0.9829,=0.5018,=0.7114,=1.0392,=1.4139,=1.6968,=0.0487,=0.5405,=0.0259,=0.0418,=0.0481,=0.0558,=0.0761,,=0.0964,,=338
="930914",港股通高股息,2016-11-25,=-0.0104,=4811.2200,=-0.0216,=7.5156,=0.7502,=3.4280,=4.4216,=5.9290,=7.8272,=11.1979,=0.7242,=0.6285,=0.3979,=0.5024,=0.6162,=0.8521,=1.1764,=1.1908,=0.7477,=0.5144,=0.7046,=0.9231,=1.2571,=2.2126,=0.0535,=0.1561,=0.0387,=0.0551,=0.0659,=0.0866,=0.1194,,=0.0918,,=714
="931130",红利成长低波,2018-12-04,=-0.0252,=21957.1500,=-0.0741,=7.5184,=0.4538,=4.4465,=5.5796,=7.8194,=8.7175,=11.5512,=0.7495,=0.3308,=0.5279,=0.6249,=0.8999,=1.0297,=1.5803,=2.5673,=0.9918,=0.3109,=0.8147,=1.3204,=1.9206,=2.6815,=0.0419,=0.4691,=0.0246,=0.0322,=0.0424,=0.0533,=0.0639,=0.0231,=0.0934,=0.0229,=146
="932596",港股通红利低波,2016-02-04,=-0.0088,=3917.2600,=0.0099,=7.5186,=0.0324,=7.4451,=7.8144,=8.0468,=8.2766,=8.5745,=0.6938,=0.1622,=0.6528,=0.6979,=0.7312,=0.7593,=0.7956,=1.2975,=0.2703,=1.2161,=1.2851,=1.3269,=1.3605,=1.4099,=0.0522,=0.3838,=0.0473,=0.0494,=0.0526,=0.0550,=0.0579,,=0.0894,,=92
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0088,=4673.4800,=0.0063,=7.5249,=0.7424,=4.2457,=4.7365,=5.7999,=7.8672,=9.0746,=0.7042,=0.6839,=0.4429,=0.4993,=0.5843,=0.7380,=0.8283,=1.1520,=0.9854,=0.6036,=0.6749,=0.8777,=1.0380,=1.2314,=0.0616,=0.2457,=0.0497,=0.0609,=0.0728,=0.0879,=0.0947,,,,=84
="000914",300金融,2007-07-02,=-0.0234,=5834.6100,=-0.1315,=7.5660,=0.3864,=5.2769,=6.6022,=7.8391,=8.6017,=11.3863,=0.7354,=0.2408,=0.5962,=0.7048,=0.9073,=1.1328,=1.4919,=2.0618,=0.7703,=1.1210,=1.4310,=1.8122,=2.0952,=2.7052,=0.0396,=0.6058,=0.0235,=0.0340,=0.0376,=0.0467,=0.0618,=0.0223,=0.0897,=0.0236,=344
="930992",沪港深红利低波,2017-06-28,=-0.0100,=5213.2600,=-0.0636,=7.5673,=0.7728,=4.0130,=5.1749,=5.8990,=7.7691,=8.5109,=0.7063,=0.7692,=0.4277,=0.5370,=0.5911,=0.7277,=0.7950,=1.1194,=0.7318,=0.4496,=0.6005,=0.8593,=1.1857,=1.3912,=0.0525,=0.1186,=0.0478,=0.0542,=0.0717,=0.0768,=0.0949,,=0.0878,,=49
