指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=-0.0041,=4375.2323,=1.0366,=207.3213,=0.8962,=70.4245,=117.4285,=132.4187,=168.4291,=348.7588,=11.6233,=0.9162,=2.8469,=4.7915,=5.5042,=7.0282,=17.6268,=26.0854,=0.9202,=7.2923,=10.9919,=12.9833,=15.7364,=37.4011,=0.0009,=0.3253,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=148
="931743",半导体材料设备,2012-12-21,=-0.0062,=9858.1096,=0.9145,=149.2955,=0.9410,=30.1973,=40.0333,=61.1827,=89.8638,=224.0742,=11.5438,=0.9423,=2.5588,=3.4348,=4.3145,=7.0755,=17.1334,=18.2623,=0.9526,=2.5903,=3.1786,=3.8569,=11.1991,=25.3851,=0.0012,=0.0436,=0.0009,=0.0020,=0.0029,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=293
="931865",中证半导,2019-03-20,=-0.0097,=8496.4869,=0.7169,=167.2016,=0.9303,=32.8138,=45.7278,=73.8963,=129.6847,=255.0466,=10.8229,=0.9303,=3.3892,=4.1525,=5.2948,=8.5233,=15.8034,=20.3209,=0.9479,=6.4190,=7.7153,=8.8208,=15.2529,=28.9040,=0.0009,=0.0796,=0.0006,=0.0011,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=219
="931144",通信技术,2019-05-30,=0.0180,=3716.3948,=0.5963,=74.1469,=0.9401,=22.8153,=30.4745,=37.1284,=52.1641,=113.1406,=11.1644,=0.9669,=2.5671,=3.1132,=3.7428,=4.8240,=15.3977,=6.8214,=0.9647,=1.6428,=2.1083,=2.5058,=3.4218,=9.4991,=0.0030,=0.0365,=0.0021,=0.0043,=0.0064,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=257
="000685",科创芯片,2022-06-13,=-0.0056,=3936.5700,=0.5063,=202.5446,=0.9106,=42.1555,=70.8736,=119.3984,=181.3574,=335.4323,=10.5821,=0.9361,=3.1235,=4.0945,=5.1838,=7.7025,=15.4697,=21.8451,=0.9538,=7.4796,=10.0843,=12.3264,=15.8549,=31.9311,=0.0008,=0.0422,=0.0005,=0.0010,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=512
="H30184",半导体,2013-07-15,=-0.0058,=13112.9685,=0.4250,=113.5544,=0.8454,=33.2056,=51.7038,=78.8877,=107.8669,=186.6477,=8.6490,=0.9011,=2.5082,=3.4337,=4.8895,=7.4843,=12.7528,=13.8035,=0.9744,=1.3963,=2.6456,=7.0384,=9.5435,=20.0377,=0.0014,=0.0486,=0.0010,=0.0017,=0.0024,=0.0035,=0.0070,=0.0203,=0.0527,=0.0094,=3398
="932066",半导体行业精选,2023-11-10,=-0.0040,=5712.9061,=0.4065,=89.5210,=0.6181,=50.1901,=65.3857,=83.5414,=99.8792,=142.8699,=8.4693,=0.8053,=3.1655,=4.1541,=6.7684,=8.4332,=12.2533,=13.1305,=0.8470,=6.6489,=8.4103,=10.8481,=12.5983,=18.4956,=0.0017,=0.2288,=0.0012,=0.0016,=0.0022,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=6
="990001",中华半导体芯片,2019-03-18,=-0.0093,=16461.8793,=0.3618,=113.4586,=0.7682,=33.1780,=61.6060,=86.1960,=116.8936,=187.5449,=8.4528,=0.8957,=3.1429,=4.2876,=5.3548,=7.5038,=12.4905,=13.4386,=0.9628,=3.3238,=6.0972,=7.1282,=9.5752,=19.5120,=0.0012,=0.0394,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1386
="H30007",芯片产业,2012-12-20,=-0.0077,=4294.5497,=0.3562,=100.3765,=0.7490,=24.2382,=40.3144,=71.5622,=113.4115,=186.5687,=8.5643,=0.9336,=1.9412,=3.6288,=4.5428,=7.2916,=12.9184,=13.1847,=0.9720,=1.5871,=3.6957,=6.5605,=8.3687,=19.5328,=0.0012,=0.0260,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=544
="931079",5G通信,2019-04-25,=0.0102,=2601.9304,=0.3497,=49.2989,=0.8953,=21.0709,=27.7203,=33.6843,=44.6736,=103.6981,=7.6142,=0.9600,=2.3623,=3.0455,=3.6341,=5.3439,=10.5199,=2.9685,=0.9544,=1.1916,=1.4915,=1.8828,=2.3710,=4.2354,=0.0052,=0.1481,=0.0036,=0.0056,=0.0082,=0.0121,=0.0152,=0.0389,=0.1398,=0.0276,=2284
="H30318",科技传媒通信150,2014-04-15,=0.0032,=4108.7137,=0.3363,=60.6623,=0.9110,=19.8534,=28.8631,=38.1374,=50.0998,=90.7292,=9.3859,=0.9740,=2.0037,=2.4801,=3.5091,=4.4123,=13.0479,=4.8383,=0.9695,=1.2409,=1.8640,=2.3043,=2.8443,=6.8164,=0.0038,=0.0128,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.0368,=0.1091,=0.0211,=49
="980017",国证芯片,2015-02-17,=-0.0115,=16944.4300,=0.3356,=109.8726,=0.8028,=30.3742,=55.8843,=81.4440,=109.2544,=227.4136,=9.0456,=0.9411,=3.1638,=4.1038,=5.7858,=7.5171,=13.5798,=14.3047,=0.9682,=3.6283,=5.7952,=6.6944,=8.1776,=20.9165,=0.0011,=0.0318,=0.0008,=0.0016,=0.0020,=0.0027,=0.0044,=0.0146,=0.0397,=0.0130,=2619
="000682",科创信息,2021-08-16,=-0.0105,=2653.2000,=0.3307,=162.6871,=0.9255,=41.6131,=61.4635,=93.4345,=135.9137,=255.5918,=9.6946,=0.9405,=3.3247,=4.3590,=5.4025,=6.9371,=13.8809,=15.1902,=0.9581,=5.5790,=7.3277,=8.9240,=11.5300,=21.7670,=0.0014,=0.0343,=0.0011,=0.0020,=0.0030,=0.0038,=0.0070,=0.0200,=0.0432,=0.0072,=106
="000690",科创成长,2022-11-04,=0.0238,=2479.4400,=0.3225,=104.0468,=0.5750,=26.4295,=46.3146,=83.4099,=154.6490,=288.8500,=12.7535,=0.8196,=3.7827,=4.8585,=5.6164,=12.3337,=18.2315,=13.4875,=0.7457,=2.7510,=4.0147,=6.7544,=14.5466,=20.0971,=0.0015,=0.0522,=0.0011,=0.0021,=0.0034,=0.0053,=0.0127,=0.0188,=0.1043,=0.0143,=149
="000698",科创100,2023-08-07,=0.0213,=1922.8200,=0.3189,=110.4732,=0.1304,=60.6995,=128.2923,=212.0722,=252.6256,=337.2511,=7.0528,=0.9416,=2.7397,=3.6210,=4.2146,=5.9750,=8.5061,=7.5270,=0.6889,=4.0312,=5.1128,=6.3704,=8.4107,=10.0837,=0.0029,=0.1087,=0.0025,=0.0033,=0.0053,=0.0064,=0.0089,=0.0093,=0.0369,=0.0028,=585
="931688",中证算力,2022-07-21,,,=0.2968,=36.5596,=0.9009,=18.0036,=20.8143,=24.0561,=32.6158,=44.9092,=3.8511,=0.9097,=1.6529,=1.9019,=2.2858,=3.3800,=4.7747,=2.6921,=0.8971,=1.3731,=1.5946,=1.8207,=2.5065,=3.3716,=0.0150,=0.0678,=0.0131,=0.0190,=0.0261,=0.0299,=0.0338,=0.0245,=0.1011,=0.0224,=110
="931160",通信设备,2013-07-15,=0.0182,=20020.2707,=0.2949,=51.6220,=0.7745,=19.3231,=27.7990,=36.6969,=54.9602,=91.1971,=8.8846,=0.9736,=2.1520,=2.8712,=3.4261,=3.9737,=12.1269,=2.9886,=0.9641,=0.9706,=1.2833,=1.5072,=2.4410,=4.3558,=0.0053,=0.2082,=0.0028,=0.0052,=0.0077,=0.0150,=0.0221,=0.0428,=0.1280,=0.0276,=1306
="931406",5G 50,2020-02-20,=0.0083,=2748.4259,=0.2912,=31.9557,=0.7117,=15.2657,=20.6145,=24.0504,=34.6385,=51.5506,=3.5490,=0.6793,=1.5292,=1.9707,=2.5708,=3.8293,=5.3757,=2.3347,=0.9569,=0.9155,=1.4065,=1.5868,=1.9216,=2.9469,=0.0161,=0.4062,=0.0042,=0.0067,=0.0205,=0.0276,=0.0387,=0.0252,=0.1023,=0.0236,=705
="399363",云科技,2009-08-03,=-0.0016,=12049.9300,=0.2897,=35.4175,=0.1694,=25.0041,=36.0449,=41.5453,=48.7831,=74.9161,=4.0728,=0.2453,=3.0187,=3.9515,=4.6437,=5.5540,=10.4646,=2.7844,=0.4349,=1.6015,=2.2265,=3.0476,=3.7052,=4.3638,=0.0139,=0.9757,=0.0046,=0.0055,=0.0070,=0.0104,=0.0160,=0.0491,=0.1469,=0.0254,=287
