指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0020,=12485.8900,=-0.0233,=5.9119,=0.8078,=3.2016,=4.0674,=5.1862,=5.9014,=7.9938,=0.5571,=0.4450,=0.3790,=0.4563,=0.5675,=0.7145,=1.0569,=2.2190,=0.8435,=1.0856,=1.4299,=1.7413,=2.1149,=2.9053,,=0.0881,,=0.0494,=89
="H11146",港股通内地金融,2010-06-02,=0.0124,=1150.5300,=0.0453,=6.1947,=0.5630,=3.2759,=4.5177,=5.9629,=6.7500,=9.2347,=0.6286,=0.4102,=0.3797,=0.4938,=0.6754,=0.8765,=1.1859,=1.6001,=0.8054,=0.6692,=0.9478,=1.2794,=1.5963,=2.1885,,=0.0970,,=0.0467,=36
="399986",中证银行,2013-07-15,=-0.0086,=7206.0500,=-0.0522,=6.8677,=0.8090,=4.1183,=5.2599,=6.2619,=6.8452,=9.0846,=0.6502,=0.3160,=0.4848,=0.5836,=0.7220,=0.8984,=1.2416,=2.5780,=0.8531,=1.4134,=1.7842,=2.1245,=2.4704,=3.3016,=0.0226,=0.0881,=0.0236,=0.0429,=9521
="930792",HK银行,2016-04-22,=0.0199,=4829.9300,=0.0966,=6.8723,=0.8197,=3.2659,=4.4645,=5.8133,=6.7741,=9.5632,=0.6567,=0.5745,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.5578,=0.8981,=1.0519,=1.5167,=1.8388,=2.3667,=3.1066,,=0.0901,,=0.0471,=748
="H30106",H300金融服务,2013-05-21,=0.0167,=1628.8700,=0.0764,=7.1433,=0.5675,=4.0175,=5.3642,=6.9514,=7.7688,=11.1922,=0.7553,=0.5172,=0.4470,=0.5777,=0.7466,=0.9083,=1.2489,=2.0063,=0.8788,=0.8557,=1.1816,=1.4573,=1.8681,=2.3593,,=0.1014,,=0.0443,=17
="000018",180金融,2007-12-10,=-0.0031,=5388.7000,=-0.0929,=7.3501,=0.4356,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7445,=0.2533,=0.5902,=0.6965,=0.8809,=1.0696,=1.4199,=2.2066,=0.8012,=1.2355,=1.5824,=1.9352,=2.2047,=2.8772,=0.0229,=0.0959,=0.0245,=0.0396,=768
="399809",保险主题,2015-02-13,=-0.0022,=2347.2700,=-0.1202,=7.3730,=0.3115,=5.4537,=6.8114,=10.6333,=15.0245,=22.8725,=0.7849,=0.2475,=0.6352,=0.7667,=1.2256,=1.4858,=1.9794,=2.1475,=0.9266,=0.5239,=0.8688,=1.0963,=1.4076,=2.3772,=0.0227,=0.1015,=0.0246,=0.0393,=1477
="000818",细分金融,2012-04-11,=-0.0019,=6742.2200,=-0.0869,=7.4766,=0.4319,=5.2356,=6.4974,=7.6854,=8.4810,=10.9951,=0.7575,=0.2537,=0.5930,=0.7010,=0.8984,=1.0928,=1.4303,=2.2641,=0.8053,=1.2689,=1.6354,=1.9744,=2.2575,=2.9111,=0.0231,=0.0956,=0.0246,=0.0388,=6
="931233",港股通央企红利,2017-06-28,=0.0091,=1251.3300,=0.0733,=7.5462,=0.8306,=3.6988,=4.9460,=6.3168,=7.4439,=14.0775,=0.7099,=0.6467,=0.3929,=0.5218,=0.6443,=0.8652,=1.8161,=1.0246,=0.5898,=0.4645,=0.6197,=0.9426,=1.3926,=1.7583,,=0.0906,,=0.0496,=437
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0139,=4462.2600,=0.1098,=7.6075,=0.9875,=4.1647,=4.6136,=5.6283,=6.9106,=7.8218,=0.7108,=0.9528,=0.4381,=0.4934,=0.5855,=0.6811,=0.7455,=1.0109,=0.9806,=0.5323,=0.5929,=0.7358,=0.9206,=1.0366,,=0.0921,,=0.0496,=229
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0122,=3027.8200,=0.0881,=7.7228,=0.9836,=3.7550,=5.0443,=5.8045,=6.6722,=7.9027,=0.7733,=0.9288,=0.4590,=0.5779,=0.6388,=0.7341,=0.8175,=1.1752,=0.9751,=0.5101,=0.6874,=0.7950,=0.9038,=1.2126,,,,=0.0485,=277
="987016",港股通红利低波,2021-11-18,,,=0.1471,=7.7349,=0.9825,=3.4544,=4.2935,=4.8857,=6.6219,=8.0054,=0.7147,=0.9677,=0.4152,=0.4847,=0.5373,=0.6411,=0.7529,=1.2600,=0.9834,=0.5827,=0.6589,=0.7894,=1.0790,=1.3012,,=0.0893,,=0.0499,=133
