指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0043,=12236.0500,=-0.0428,=5.8534,=0.7863,=3.2016,=4.0486,=5.1631,=5.8838,=7.9938,=0.5538,=0.4370,=0.3790,=0.4549,=0.5672,=0.7168,=1.0569,=2.2307,=0.8654,=1.0856,=1.4272,=1.7350,=2.0767,=2.9053,,=0.0932,,=0.0542,=76
="H11146",港股通内地金融,2010-06-02,=0.0097,=1091.6500,=-0.0082,=6.2363,=0.5869,=3.2759,=4.5181,=5.8540,=6.7473,=9.2347,=0.6342,=0.4091,=0.3797,=0.4941,=0.6838,=0.8770,=1.1859,=1.6119,=0.8218,=0.6692,=0.9479,=1.2611,=1.5844,=2.1885,,=0.0962,,=0.0476,=31
="399986",中证银行,2013-07-15,=0.0016,=7162.7900,=-0.0579,=6.7124,=0.7578,=4.1183,=5.2645,=6.2136,=6.8062,=9.0846,=0.6585,=0.3353,=0.4848,=0.5838,=0.7257,=0.9075,=1.2416,=2.5583,=0.8546,=1.4134,=1.7845,=2.1163,=2.4394,=3.3016,=0.0685,=0.0932,=0.0729,=0.0463,=9398
="930792",HK银行,2016-04-22,=0.0070,=4461.5700,=0.0129,=6.8340,=0.8168,=3.2659,=4.4504,=5.7762,=6.7166,=9.5632,=0.6455,=0.5435,=0.3905,=0.4958,=0.6220,=0.8034,=1.0771,=2.5718,=0.9203,=1.0519,=1.5148,=1.8301,=2.3148,=3.1066,,=0.0964,,=0.0513,=736
="H30106",H300金融服务,2013-05-21,=0.0099,=1553.8100,=0.0268,=7.1745,=0.5836,=4.0175,=5.3653,=6.8851,=7.7687,=11.1922,=0.7634,=0.5188,=0.4470,=0.5779,=0.7487,=0.9081,=1.2489,=2.0230,=0.8947,=0.8557,=1.1817,=1.4530,=1.8338,=2.3593,,=0.1014,,=0.0455,=17
="399809",保险主题,2015-02-13,=0.0041,=2513.0300,=-0.0580,=7.2386,=0.2821,=5.4537,=6.8119,=10.6431,=15.0228,=22.8725,=0.8148,=0.3019,=0.6352,=0.7669,=1.2297,=1.4853,=1.9794,=2.1276,=0.9316,=0.5239,=0.8689,=1.0979,=1.3655,=2.3772,=0.0826,=0.1040,=0.0824,=0.0401,=1455
="000018",180金融,2007-12-10,=0.0038,=5503.3300,=-0.0736,=7.2854,=0.4226,=5.2016,=6.4321,=7.4955,=8.3000,=10.8609,=0.7767,=0.3031,=0.5902,=0.6966,=0.8949,=1.0753,=1.4199,=2.2085,=0.8143,=1.2355,=1.5826,=1.9236,=2.1829,=2.8772,=0.0783,=0.0973,=0.0761,=0.0402,=762
="000818",细分金融,2012-04-11,=0.0047,=6869.5900,=-0.0696,=7.4206,=0.4180,=5.2356,=6.4985,=7.6831,=8.4792,=10.9951,=0.7906,=0.2986,=0.5930,=0.7010,=0.9107,=1.1013,=1.4303,=2.2657,=0.8180,=1.2689,=1.6360,=1.9715,=2.2353,=2.9111,=0.0780,=0.0969,=0.0769,=0.0393,=5
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0112,=4454.8100,=0.1080,=7.4275,=0.9809,=4.1647,=4.6046,=5.5453,=6.8187,=7.6037,=0.7059,=0.9721,=0.4381,=0.4911,=0.5804,=0.6703,=0.7227,=0.9959,=0.9809,=0.5323,=0.5911,=0.7253,=0.9080,=1.0190,,=0.0980,,=0.0546,=194
="931233",港股通央企红利,2017-06-28,=0.0112,=1263.8000,=0.0840,=7.4327,=0.8070,=3.6988,=4.9350,=6.2648,=7.4168,=14.0775,=0.7131,=0.6607,=0.3929,=0.5213,=0.6404,=0.8683,=1.8161,=1.0236,=0.5880,=0.4645,=0.6185,=0.9343,=1.3960,=1.7583,,=0.0974,,=0.0549,=378
="987016",港股通红利低波,2021-11-18,,,=0.1164,=7.6110,=0.9923,=3.4544,=4.2792,=4.8477,=6.2324,=7.7483,=0.7090,=0.9894,=0.4152,=0.4834,=0.5349,=0.6252,=0.7226,=1.2490,=0.9923,=0.5827,=0.6565,=0.7842,=0.9645,=1.2728,,=0.0953,,=0.0548,=93
="H11140",香港红利,2009-07-23,=0.0061,=3936.8300,=0.0782,=7.6662,=0.7737,=3.0693,=4.4554,=5.9845,=8.4154,=13.9623,=0.7356,=0.6372,=0.3833,=0.5103,=0.6299,=0.8659,=1.1652,=1.2360,=0.7097,=0.5431,=0.7464,=0.9728,=1.6080,=2.1349,,=0.0974,,=0.0553,=17
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0088,=3019.2400,=0.0850,=7.6714,=0.9850,=3.7550,=5.0360,=5.7622,=6.6216,=7.8951,=0.7812,=0.9664,=0.4590,=0.5768,=0.6366,=0.7235,=0.8175,=1.1773,=0.9844,=0.5101,=0.6868,=0.7896,=0.8930,=1.2116,,=0.1004,,=0.0521,=259
="000914",300金融,2007-07-02,=0.0047,=6262.5900,=-0.0678,=7.6990,=0.4592,=5.2769,=6.6035,=7.8122,=8.5959,=11.3863,=0.7873,=0.2932,=0.5962,=0.7048,=0.9368,=1.1411,=1.4919,=2.1180,=0.8377,=1.1210,=1.4313,=1.8124,=2.0626,=2.7052,=0.0748,=0.0919,=0.0740,=0.0389,=338
="H30270",红利价值,2013-12-19,=0.0056,=9842.5900,=0.0325,=7.9297,=0.7692,=4.4543,=5.4162,=6.7206,=8.7989,=13.0955,=0.8264,=0.6502,=0.5256,=0.6474,=0.7567,=1.2616,=1.7317,=1.5995,=0.9960,=0.5854,=0.8072,=0.9922,=1.2489,=1.6240,=0.0710,=0.0975,=0.0748,=0.0431,=150
