指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0012,=12451.5900,=-0.0260,=5.9110,=0.8116,=3.2016,=4.0509,=5.1784,=5.8959,=7.9938,=0.5717,=0.5170,=0.3790,=0.4559,=0.5669,=0.7157,=1.0569,=2.2499,=0.8736,=1.0856,=1.4286,=1.7391,=2.1054,=2.9053,,=0.0932,,=0.0501,=85
="H11146",港股通内地金融,2010-06-02,=-0.0042,=1121.6800,=0.0191,=6.1401,=0.5472,=3.2759,=4.5177,=5.9017,=6.7500,=9.2347,=0.6403,=0.4272,=0.3797,=0.4938,=0.6789,=0.8770,=1.1859,=1.5931,=0.8022,=0.6692,=0.9478,=1.2723,=1.5909,=2.1885,,=0.0962,,=0.0477,=35
="399986",中证银行,2013-07-15,=0.0002,=7204.4500,=-0.0524,=6.8202,=0.7976,=4.1183,=5.2599,=6.2485,=6.8227,=9.0846,=0.6593,=0.3405,=0.4848,=0.5836,=0.7238,=0.9022,=1.2416,=2.5959,=0.8706,=1.4134,=1.7842,=2.1203,=2.4592,=3.3016,=0.0685,=0.0932,=0.0729,=0.0434,=9485
="930792",HK银行,2016-04-22,=-0.0044,=4696.5600,=0.0663,=6.8678,=0.8221,=3.2659,=4.4605,=5.7960,=6.7494,=9.5632,=0.6692,=0.6007,=0.3905,=0.4961,=0.6243,=0.8020,=1.0771,=2.5836,=0.9267,=1.0519,=1.5160,=1.8335,=2.3373,=3.1066,,=0.0964,,=0.0480,=743
="H30106",H300金融服务,2013-05-21,=-0.0073,=1591.6100,=0.0518,=7.0770,=0.5448,=4.0175,=5.3642,=6.9254,=7.7688,=11.1922,=0.7692,=0.5395,=0.4470,=0.5777,=0.7469,=0.9083,=1.2489,=2.0014,=0.8808,=0.8557,=1.1816,=1.4567,=1.8561,=2.3593,,=0.1014,,=0.0452,=17
="399809",保险主题,2015-02-13,=-0.0138,=2333.7600,=-0.1252,=7.2671,=0.2964,=5.4537,=6.8114,=10.6490,=15.0245,=22.8725,=0.7944,=0.2667,=0.6352,=0.7667,=1.2257,=1.4858,=1.9794,=2.1293,=0.9266,=0.5239,=0.8688,=1.0978,=1.3864,=2.3772,=0.0826,=0.1040,=0.0824,=0.0397,=1472
="000018",180金融,2007-12-10,=-0.0025,=5380.0700,=-0.0943,=7.2809,=0.4138,=5.2016,=6.4287,=7.4964,=8.3012,=10.8609,=0.7566,=0.2655,=0.5902,=0.6965,=0.8849,=1.0710,=1.4199,=2.2047,=0.8059,=1.2355,=1.5824,=1.9297,=2.1971,=2.8772,=0.0781,=0.0973,=0.0761,=0.0398,=768
="000818",细分金融,2012-04-11,=-0.0011,=6704.5800,=-0.0920,=7.4098,=0.4093,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7696,=0.2659,=0.5930,=0.7010,=0.9026,=1.0957,=1.4303,=2.2606,=0.8083,=1.2689,=1.6354,=1.9719,=2.2494,=2.9111,=0.0780,=0.0969,=0.0769,=0.0390,=6
="931233",港股通央企红利,2017-06-28,=-0.0034,=1229.5700,=0.0547,=7.4515,=0.8085,=3.6988,=4.9426,=6.2917,=7.4229,=14.0775,=0.7197,=0.6735,=0.3929,=0.5215,=0.6421,=0.8664,=1.8161,=1.0094,=0.5753,=0.4645,=0.6188,=0.9386,=1.3927,=1.7583,,=0.0974,,=0.0509,=425
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0033,=4348.6800,=0.0816,=7.4642,=0.9744,=4.1647,=4.6122,=5.5985,=6.8906,=7.6535,=0.7157,=0.9886,=0.4381,=0.4927,=0.5831,=0.6762,=0.7230,=0.9888,=0.9602,=0.5323,=0.5919,=0.7313,=0.9169,=1.0198,,=0.0980,,=0.0512,=217
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0029,=2963.1300,=0.0648,=7.5931,=0.9693,=3.7550,=5.0434,=5.7924,=6.6468,=7.9027,=0.7823,=0.9650,=0.4590,=0.5774,=0.6375,=0.7295,=0.8175,=1.1557,=0.9631,=0.5101,=0.6871,=0.7925,=0.9002,=1.2126,,=0.1004,,=0.0499,=272
="987016",港股通红利低波,2021-11-18,,,=0.1349,=7.6464,=0.9822,=3.4544,=4.2830,=4.8705,=6.5291,=7.8983,=0.7235,=0.9944,=0.4152,=0.4841,=0.5365,=0.6347,=0.7308,=1.2428,=0.9719,=0.5827,=0.6578,=0.7877,=1.0280,=1.2881,,=0.0953,,=0.0514,=121
