指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0087,=12509.0318,=-0.0221,=5.9954,=0.8470,=3.2016,=4.0768,=5.2111,=5.9049,=7.9938,=0.5658,=0.4965,=0.3790,=0.4568,=0.5662,=0.7134,=1.0569,=2.2503,=0.8702,=1.0856,=1.4321,=1.7467,=2.1394,=2.9053,,=0.0881,,=0.0487,=99
="H11146",港股通内地金融,2010-06-02,=-0.0052,=1152.1890,=0.0439,=6.2509,=0.5849,=3.2759,=4.5177,=6.0203,=6.7500,=9.2347,=0.6347,=0.4285,=0.3797,=0.4938,=0.6681,=0.8765,=1.1859,=1.6191,=0.8216,=0.6692,=0.9478,=1.3006,=1.5984,=2.1885,,=0.0970,,=0.0461,=40
="930792",HK银行,2016-04-22,=-0.0003,=4967.1758,=0.1250,=6.8789,=0.8218,=3.2659,=4.4645,=5.8576,=6.7890,=9.5632,=0.6701,=0.6082,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.6195,=0.9456,=1.0519,=1.5167,=1.8587,=2.3950,=3.1066,,=0.0901,,=0.0459,=754
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0163,=4175.3800,=0.0385,=6.8873,=0.7567,=4.1647,=4.6400,=5.6552,=6.9753,=7.8218,=0.6390,=0.6257,=0.4381,=0.4947,=0.5924,=0.6871,=0.7455,=1.0798,=0.9973,=0.5323,=0.5960,=0.7418,=0.9363,=1.0875,,=0.0921,,=0.0517,=243
="399986",中证银行,2013-07-15,=-0.0127,=7191.6400,=-0.0541,=6.9139,=0.8186,=4.1183,=5.2599,=6.2845,=6.8529,=9.0846,=0.6587,=0.3483,=0.4848,=0.5836,=0.7186,=0.8984,=1.2416,=2.5954,=0.8611,=1.4134,=1.7842,=2.1441,=2.5074,=3.3016,=0.0226,=0.0881,=0.0236,=0.0426,=9563
="H30106",H300金融服务,2013-05-21,=-0.0054,=1601.0891,=0.0554,=7.0730,=0.5351,=4.0175,=5.3642,=6.9725,=7.7688,=11.1922,=0.7585,=0.5318,=0.4470,=0.5777,=0.7431,=0.9083,=1.2489,=2.0215,=0.8869,=0.8557,=1.1816,=1.4659,=1.8873,=2.3593,,=0.1014,,=0.0439,=21
="000018",180金融,2007-12-10,=-0.0092,=5326.8900,=-0.1033,=7.3012,=0.4159,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7466,=0.2655,=0.5902,=0.6965,=0.8727,=1.0696,=1.4199,=2.1930,=0.7885,=1.2355,=1.5824,=1.9496,=2.2073,=2.8772,=0.0229,=0.0959,=0.0245,=0.0398,=777
="399809",保险主题,2015-02-13,=-0.0196,=2182.1900,=-0.1821,=7.3397,=0.3149,=5.4537,=6.8114,=10.4862,=15.0245,=22.8725,=0.7873,=0.2613,=0.6352,=0.7658,=1.2249,=1.4858,=1.9794,=2.1378,=0.9196,=0.5239,=0.8688,=1.0978,=1.5529,=2.3772,=0.0227,=0.1015,=0.0246,=0.0395,=1496
="931233",港股通央企红利,2017-06-28,=-0.0143,=1176.0480,=0.0061,=7.3463,=0.7621,=3.6988,=4.9580,=6.3378,=7.4458,=14.0775,=0.6910,=0.6048,=0.3929,=0.5224,=0.6451,=0.8603,=1.8161,=0.9974,=0.5556,=0.4645,=0.6222,=0.9482,=1.3904,=1.7583,,=0.0906,,=0.0509,=452
="000818",细分金融,2012-04-11,,,=-0.0953,=7.4486,=0.4188,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7595,=0.2655,=0.5930,=0.7010,=0.8892,=1.0928,=1.4303,=2.2552,=0.7943,=1.2689,=1.6354,=1.9861,=2.2623,=2.9111,=0.0231,=0.0956,=0.0246,=0.0389,=7
