指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0026,=12553.4400,=-0.0180,=5.8814,=0.7962,=3.2016,=4.0507,=5.1745,=5.8911,=7.9938,=0.5687,=0.5064,=0.3790,=0.4558,=0.5666,=0.7157,=1.0569,=2.2386,=0.8660,=1.0856,=1.4283,=1.7378,=2.0960,=2.9053,,=0.0932,,=0.0495,=82
="H11146",港股通内地金融,2010-06-02,=0.0092,=1101.3600,=0.0006,=6.0116,=0.5160,=3.2759,=4.5181,=5.8886,=6.7473,=9.2347,=0.6268,=0.4054,=0.3797,=0.4941,=0.6795,=0.8765,=1.1859,=1.5602,=0.7748,=0.6692,=0.9479,=1.2695,=1.5902,=2.1885,,=0.0962,,=0.0491,=34
="930792",HK银行,2016-04-22,=0.0134,=4587.1200,=0.0414,=6.7200,=0.7977,=3.2659,=4.4558,=5.7880,=6.7344,=9.5632,=0.6551,=0.5738,=0.3905,=0.4960,=0.6241,=0.8023,=1.0771,=2.5278,=0.8805,=1.0519,=1.5156,=1.8322,=2.3263,=3.1066,,=0.0964,,=0.0500,=741
="H30106",H300金融服务,2013-05-21,=0.0182,=1558.1000,=0.0296,=6.9094,=0.5006,=4.0175,=5.3653,=6.9080,=7.7687,=11.1922,=0.7512,=0.5071,=0.4470,=0.5779,=0.7472,=0.9081,=1.2489,=1.9548,=0.8586,=0.8557,=1.1817,=1.4558,=1.8490,=2.3593,,=0.1014,,=0.0469,=17
="399986",中证银行,2013-07-15,=0.0012,=7329.5000,=-0.0360,=6.9498,=0.8326,=4.1183,=5.2599,=6.2408,=6.8207,=9.0846,=0.6718,=0.3747,=0.4848,=0.5836,=0.7244,=0.9047,=1.2416,=2.6452,=0.8974,=1.4134,=1.7842,=2.1189,=2.4534,=3.3016,=0.0685,=0.0932,=0.0729,=0.0426,=9465
="931233",港股通央企红利,2017-06-28,=0.0074,=1206.8400,=0.0352,=7.3362,=0.7711,=3.6988,=4.9417,=6.2886,=7.4223,=14.0775,=0.7088,=0.6483,=0.3929,=0.5215,=0.6418,=0.8669,=1.8161,=0.9937,=0.5614,=0.4645,=0.6185,=0.9381,=1.3934,=1.7583,,=0.0974,,=0.0523,=412
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0109,=4266.0300,=0.0610,=7.3424,=0.9342,=4.1647,=4.6091,=5.5862,=6.8604,=7.6535,=0.7043,=0.9442,=0.4381,=0.4925,=0.5824,=0.6744,=0.7230,=0.9727,=0.9227,=0.5323,=0.5918,=0.7300,=0.9138,=1.0198,,=0.0980,,=0.0514,=214
="000018",180金融,2007-12-10,=0.0088,=5413.7900,=-0.0887,=7.3695,=0.4493,=5.2016,=6.4287,=7.4964,=8.3012,=10.8609,=0.7659,=0.2774,=0.5902,=0.6965,=0.8878,=1.0720,=1.4199,=2.2312,=0.8265,=1.2355,=1.5824,=1.9281,=2.1922,=2.8772,=0.0781,=0.0973,=0.0761,=0.0393,=767
="399809",保险主题,2015-02-13,=0.0200,=2358.6200,=-0.1159,=7.3836,=0.3100,=5.4537,=6.8114,=10.6490,=15.0245,=22.8725,=0.8071,=0.2918,=0.6352,=0.7667,=1.2265,=1.4858,=1.9794,=2.1635,=0.9386,=0.5239,=0.8688,=1.0978,=1.3770,=2.3772,=0.0826,=0.1040,=0.0824,=0.0390,=1469
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0108,=2914.7700,=0.0474,=7.4590,=0.9544,=3.7550,=5.0422,=5.7800,=6.6444,=7.9027,=0.7685,=0.9248,=0.4590,=0.5771,=0.6373,=0.7283,=0.8175,=1.1354,=0.9464,=0.5101,=0.6870,=0.7918,=0.8979,=1.2126,,=0.1004,,=0.0513,=268
="931024",港股通非银,2017-11-06,=0.0241,=4040.4700,=-0.0590,=7.4655,=0.0159,=6.7549,=8.7365,=11.3723,=13.3832,=22.4310,=1.0592,=0.5166,=0.6237,=0.8457,=1.0446,=1.2264,=1.7592,=1.2599,=0.8360,=0.5870,=0.8722,=1.0067,=1.2006,=2.2002,,=0.1136,,=0.0383,=180
="000818",细分金融,2012-04-11,=0.0091,=6722.7900,=-0.0895,=7.4847,=0.4411,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7775,=0.2766,=0.5930,=0.7010,=0.9059,=1.0965,=1.4303,=2.2831,=0.8273,=1.2689,=1.6354,=1.9719,=2.2482,=2.9111,=0.0780,=0.0969,=0.0769,=0.0386,=6
="987016",港股通红利低波,2021-11-18,,,=0.1195,=7.5231,=0.9642,=3.4544,=4.2830,=4.8642,=6.4861,=7.8983,=0.7119,=0.9811,=0.4152,=0.4838,=0.5362,=0.6330,=0.7308,=1.2227,=0.9462,=0.5827,=0.6577,=0.7861,=1.0075,=1.2881,,=0.0953,,=0.0516,=116
="H11140",香港红利,2009-07-23,=0.0010,=4008.7000,=0.0979,=7.6077,=0.7632,=3.0693,=4.4554,=5.9845,=8.4095,=13.9623,=0.7370,=0.6409,=0.3833,=0.5103,=0.6299,=0.8659,=1.1652,=1.2081,=0.6879,=0.5431,=0.7464,=0.9728,=1.5550,=2.1349,,=0.0974,,=0.0522,=28
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0068,=4601.6900,=0.0299,=7.7184,=0.8679,=3.5572,=4.6329,=5.9562,=7.1183,=9.5068,=0.7108,=0.7113,=0.3828,=0.4843,=0.5762,=0.8174,=1.1073,=0.9260,=0.5719,=0.4386,=0.6495,=0.8400,=1.4243,=2.0623,,=0.0887,,=0.0525,=1425
="000914",300金融,2007-07-02,=0.0091,=6113.3000,=-0.0900,=7.8467,=0.5095,=5.2769,=6.6022,=7.8187,=8.6017,=11.3863,=0.7750,=0.2725,=0.5962,=0.7048,=0.9282,=1.1362,=1.4919,=2.1491,=0.8528,=1.1210,=1.4310,=1.8123,=2.0717,=2.7052,=0.0748,=0.0919,=0.0740,=0.0382,=339
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0135,=1354.7700,=0.0622,=7.9142,=0.8315,=3.6777,=4.8617,=6.6099,=7.7369,=10.6953,=0.7443,=0.6175,=0.4041,=0.5047,=0.6486,=0.9071,=1.1746,=1.1501,=0.5907,=0.5013,=0.7009,=1.0665,=1.4996,=1.9871,,=0.0935,,=0.0518,=901
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0084,=2734.8100,=0.1038,=7.9562,=0.9696,=3.8979,=4.9411,=5.8227,=7.1197,=8.2754,=0.7247,=0.9178,=0.4277,=0.5161,=0.5745,=0.6724,=0.8197,=1.2342,=0.9330,=0.5333,=0.6951,=0.8670,=1.1095,=1.3442,,=0.0916,,=0.0509,=471
="931157",SHS红利成长LV,2019-04-25,=0.0055,=7543.3400,=0.0119,=7.9691,=0.6885,=4.1261,=5.5681,=6.8713,=8.3499,=11.5318,=0.8227,=0.5592,=0.5154,=0.6240,=0.8072,=0.9303,=1.5888,=1.5709,=0.9618,=0.5018,=0.7041,=1.0229,=1.3774,=1.6333,,=0.0965,,=0.0475,=297
="932596",港股通红利低波,2016-02-04,=0.0095,=4204.7700,=0.0840,=7.9971,=0.4275,=7.4451,=7.7816,=8.0674,=8.2874,=8.5745,=0.7556,=0.8244,=0.6528,=0.6865,=0.7151,=0.7536,=0.7672,=1.3110,=0.4275,=1.2161,=1.2711,=1.3206,=1.3627,=1.4099,,,,=0.0508,=73
="930914",港股通高股息,2016-11-25,=0.0120,=5296.2300,=0.0770,=8.0026,=0.8325,=3.4280,=4.4109,=5.8638,=7.7330,=11.1979,=0.7791,=0.7331,=0.3979,=0.5007,=0.6108,=0.8548,=1.1764,=1.2453,=0.8043,=0.5144,=0.6968,=0.9201,=1.2399,=2.2126,,=0.1000,,=0.0514,=657
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0079,=3731.5200,=0.0380,=8.0197,=0.9223,=4.9972,=5.5316,=6.0573,=7.5496,=8.5137,=0.7900,=0.9461,=0.5264,=0.5908,=0.6271,=0.7378,=0.8235,=0.9577,=0.9411,=0.5404,=0.5922,=0.6604,=0.8399,=1.0198,,=0.0966,,=0.0478,=108
="H30270",红利价值,2013-12-19,=0.0004,=9805.3100,=0.0286,=8.0536,=0.7804,=4.4543,=5.4212,=6.7292,=8.7751,=13.0955,=0.8252,=0.6454,=0.5256,=0.6479,=0.7596,=1.2572,=1.7317,=1.6295,=0.9982,=0.5854,=0.8085,=0.9940,=1.2602,=1.6417,=0.0717,=0.0975,=0.0748,=0.0413,=172
