指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="000914",300金融,2007-07-02,=0.0032,=5851.8500,=-0.1289,=7.4443,=0.3494,=5.2769,=6.6022,=7.8389,=8.6017,=11.3863,=0.7240,=0.2250,=0.5962,=0.7048,=0.9058,=1.1314,=1.4919,=2.0286,=0.7305,=1.1210,=1.4310,=1.8124,=2.0952,=2.7052,=0.0403,=0.6312,=0.0235,=0.0340,=0.0376,=0.0467,=0.0618,=0.0223,=0.0897,=0.0236,=343
="H50040",上红低波,2014-03-21,=0.0019,=10157.4100,=-0.0789,=7.5649,=0.6428,=4.6938,=5.9512,=7.0985,=9.6645,=14.3118,=0.7583,=0.3412,=0.5647,=0.6911,=0.8332,=1.3609,=1.8756,=1.4739,=0.8776,=0.6380,=0.8684,=1.2019,=1.4036,=1.6845,=0.0470,=0.5163,=0.0230,=0.0391,=0.0465,=0.0588,=0.0718,=0.0234,=0.0936,=0.0244,=363
="H30269",红利低波,2013-12-19,=0.0022,=10195.2800,=-0.0929,=7.5803,=0.6679,=4.5638,=5.5488,=6.8961,=9.4786,=14.4342,=0.7689,=0.4174,=0.5386,=0.6570,=0.8000,=1.3872,=1.9670,=1.4650,=0.8521,=0.6111,=0.8850,=1.0980,=1.4166,=1.6703,=0.0477,=0.4656,=0.0246,=0.0406,=0.0503,=0.0605,=0.0732,=0.0236,=0.0946,=0.0236,=4480
="000029",180价值,2009-01-09,=0.0041,=3888.1200,=-0.1269,=7.6007,=0.4050,=5.6894,=6.9075,=7.8803,=8.5069,=10.8138,=0.7507,=0.0725,=0.6666,=0.8028,=0.8594,=1.0653,=1.4433,=1.0262,=0.6934,=0.6198,=0.7825,=0.9448,=1.0703,=1.4032,=0.0438,=0.5550,=0.0290,=0.0389,=0.0429,=0.0522,=0.0634,=0.0228,=0.0896,=0.0243,=557
="000934",中证金融,2009-07-03,=0.0026,=5499.4700,=-0.1228,=7.7420,=0.3692,=5.7083,=6.8944,=8.0903,=8.8714,=11.5527,=0.7355,=0.2266,=0.6117,=0.7181,=0.9121,=1.1471,=1.5017,=2.0404,=0.7520,=1.1467,=1.4503,=1.8025,=2.0831,=2.6696,=0.0391,=0.6255,=0.0232,=0.0331,=0.0366,=0.0445,=0.0593,=0.0220,=0.0873,=0.0231,=1151
="000922",中证红利,2008-05-26,=0.0102,=5207.4600,=-0.0539,=7.7624,=0.5389,=5.1762,=6.0245,=7.6580,=8.6158,=11.2156,=0.7513,=0.2921,=0.5911,=0.7110,=0.8491,=1.1086,=1.4999,=1.1478,=0.6967,=0.6332,=0.7726,=1.0442,=1.2311,=1.7101,=0.0466,=0.4796,=0.0309,=0.0399,=0.0471,=0.0596,=0.0693,=0.0233,=0.0895,=0.0228,=20189
="000015",红利指数,2005-01-04,=0.0095,=2967.6200,=-0.0230,=7.8805,=0.7429,=4.6646,=5.5108,=7.0887,=8.0537,=10.4439,=0.7506,=0.4569,=0.5525,=0.6398,=0.7654,=1.0179,=1.3875,=1.3263,=0.7837,=0.7277,=0.8913,=1.1393,=1.3408,=1.6890,=0.0452,=0.3173,=0.0330,=0.0426,=0.0514,=0.0644,=0.0757,=0.0233,=0.0885,=0.0212,=14220
="931446",东证红利低波,2020-04-21,=0.0029,=3168.5300,=-0.0797,=7.8891,=0.6548,=5.1478,=6.1827,=7.1544,=8.5349,=11.0216,=0.7585,=0.4761,=0.5884,=0.6963,=0.7650,=0.8708,=1.2481,=1.4075,=0.9011,=0.5909,=0.7552,=0.8902,=1.3292,=1.5979,=0.0451,=0.3615,=0.0325,=0.0416,=0.0486,=0.0564,=0.0651,=0.0224,=0.0895,=0.0240,=857
="000992",全指金融,2011-08-02,=0.0022,=5261.0100,=-0.1214,=7.9032,=0.3758,=5.9310,=7.1022,=8.2734,=9.0288,=11.6339,=0.7371,=0.2217,=0.6188,=0.7234,=0.9204,=1.1602,=1.5107,=2.0369,=0.7507,=1.1568,=1.4432,=1.8067,=2.0800,=2.6668,=0.0386,=0.6325,=0.0229,=0.0327,=0.0359,=0.0437,=0.0581,=0.0217,=0.0846,=0.0227,=2701
="000821",300红利,2012-07-20,=0.0078,=6128.1000,=-0.0816,=7.9632,=0.6473,=4.9998,=6.1944,=7.5620,=8.4656,=10.9286,=0.7770,=0.3008,=0.5725,=0.7140,=0.8664,=1.0796,=1.4919,=1.2655,=0.7491,=0.6098,=0.7993,=1.0658,=1.3215,=1.6963,=0.0478,=0.5138,=0.0319,=0.0421,=0.0473,=0.0563,=0.0673,=0.0235,=0.0916,=0.0239,=999
="399373",大盘价值,2010-01-04,=0.0049,=7457.9900,=-0.1301,=7.9950,=0.3663,=5.4746,=6.8623,=8.3453,=9.1146,=11.9914,=0.8108,=0.2208,=0.6410,=0.8033,=0.9424,=1.1408,=1.5001,=1.0739,=0.7099,=0.5920,=0.7817,=0.9285,=1.1432,=1.4541,=0.0459,=0.6489,=0.0275,=0.0366,=0.0427,=0.0526,=0.0641,=0.0236,=0.0939,=0.0248,=331
="000151",上国红利,2012-07-20,=0.0140,=1503.5700,=-0.0158,=8.0074,=0.8282,=4.5075,=5.3657,=6.9559,=7.7921,=10.0345,=0.7028,=0.3379,=0.5268,=0.6189,=0.7523,=0.9661,=1.3272,=0.9895,=0.3016,=0.6026,=0.8953,=1.0803,=1.3107,=1.6854,=0.0467,=0.3432,=0.0346,=0.0446,=0.0513,=0.0650,=0.0754,=0.0218,=0.0803,=0.0258,=224
="000824",国企红利,2012-07-20,=0.0087,=2008.3100,=-0.0532,=8.1234,=0.7326,=4.8847,=5.9406,=7.3386,=8.4421,=10.7823,=0.7800,=0.4091,=0.5610,=0.6880,=0.8249,=1.0592,=1.4469,=1.1712,=0.7021,=0.5370,=0.7016,=0.9867,=1.2552,=1.6834,=0.0466,=0.4462,=0.0328,=0.0418,=0.0481,=0.0583,=0.0694,=0.0232,=0.0892,=0.0226,=945
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0192,=3807.4200,=-0.0518,=8.1254,=0.4106,=4.8859,=6.8728,=8.8291,=11.6696,=16.1208,=0.7690,=0.2969,=0.5567,=0.7305,=0.8654,=1.1658,=1.3660,=0.8742,=0.3294,=0.5555,=0.7802,=0.9848,=1.3580,=1.5178,=0.0616,=0.7319,=0.0276,=0.0360,=0.0530,=0.0664,=0.1028,,=0.0951,,=34
="931644",800红利,2024-03-15,=0.0066,=2419.6600,=-0.0519,=8.1526,=0.4442,=6.4729,=7.3443,=8.3604,=9.0505,=9.4757,=0.7868,=0.2698,=0.7001,=0.7715,=0.8592,=0.9069,=0.9431,=1.1417,=0.5054,=0.8423,=0.9270,=1.1405,=1.2938,=1.3602,=0.0474,=0.5054,=0.0416,=0.0431,=0.0473,=0.0579,=0.0662,=0.0236,=0.0906,=0.0231,=31
="930955",红利低波100,2017-05-26,=0.0049,=10892.4400,=-0.0762,=8.2404,=0.7239,=5.0805,=6.0745,=7.4291,=8.6130,=11.5013,=0.8123,=0.4581,=0.5792,=0.6663,=0.8276,=0.9895,=1.3722,=1.3948,=0.8357,=0.5888,=0.7787,=0.9912,=1.3622,=1.7525,=0.0480,=0.5369,=0.0270,=0.0430,=0.0471,=0.0561,=0.0683,=0.0234,=0.0928,=0.0257,=2263
="000063",上证周期,2010-02-03,=0.0107,=3532.9200,=-0.1293,=8.2427,=0.3964,=5.4761,=7.1362,=8.6054,=9.4385,=12.4946,=0.8524,=0.2452,=0.6668,=0.8368,=0.9581,=1.1068,=1.4831,=1.4199,=0.7730,=0.8113,=1.0636,=1.2496,=1.4477,=1.7571,=0.0401,=0.5847,=0.0252,=0.0350,=0.0386,=0.0518,=0.0626,=0.0245,=0.0975,=0.0256,=205
="930740",300红利LV,2018-12-04,=0.0035,=6628.4100,=-0.0754,=8.2612,=0.7342,=5.4153,=6.8319,=7.5299,=8.6827,=9.6903,=0.7976,=0.2892,=0.6159,=0.7730,=0.8566,=0.9457,=1.0604,=1.4448,=0.7729,=0.6725,=0.8573,=1.0792,=1.5005,=1.9253,=0.0470,=0.5920,=0.0370,=0.0418,=0.0453,=0.0513,=0.0622,=0.0239,=0.0932,=0.0223,=623
="931848",800红利低波,2024-05-21,=0.0045,=3004.9000,=-0.0507,=8.3727,=0.2393,=7.4155,=8.2388,=9.0719,=9.4719,=9.7854,=0.8135,=0.0759,=0.7315,=0.8577,=0.9189,=0.9694,=1.0024,=1.5391,=0.9708,=1.1714,=1.2350,=1.3504,=1.3845,=1.6456,=0.0449,=0.6362,=0.0399,=0.0412,=0.0438,=0.0519,=0.0594,=0.0237,=0.0929,=0.0230,=151
="000919",300价值,2008-01-21,=0.0020,=4858.5400,=-0.0865,=8.4154,=0.4854,=5.9577,=7.3283,=8.4456,=9.2438,=12.2376,=0.8368,=0.1792,=0.6917,=0.8489,=0.9377,=1.1480,=1.5388,=1.0459,=0.7103,=0.6314,=0.7861,=0.9060,=1.1066,=1.3421,=0.0432,=0.6391,=0.0265,=0.0360,=0.0407,=0.0490,=0.0609,=0.0228,=0.0921,=0.0242,=4325
="000825",央企红利,2012-07-20,=0.0127,=3155.1300,=-0.0864,=8.4289,=0.8006,=4.7369,=6.0940,=7.3096,=8.4288,=10.5687,=0.8087,=0.4561,=0.5507,=0.6915,=0.8567,=0.9983,=1.3929,=1.1216,=0.5896,=0.6009,=0.8548,=1.0684,=1.2189,=1.7357,=0.0456,=0.4120,=0.0330,=0.0422,=0.0473,=0.0555,=0.0713,=0.0224,=0.0902,=0.0228,=362
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0083,=7934.1700,=-0.1615,=8.6064,=0.3981,=5.7712,=7.9406,=9.0740,=10.2891,=13.0207,=0.9376,=0.1885,=0.7256,=0.9441,=1.0794,=1.2097,=1.5098,=1.5574,=0.6271,=0.9123,=1.1577,=1.4277,=1.7362,=2.4187,=0.0386,=0.6101,=0.0247,=0.0321,=0.0369,=0.0450,=0.0643,,=0.1051,,=269
="399805",互联金融,2015-02-10,=-0.0025,=2835.1800,=-0.2634,=8.8778,=0.1092,=7.5943,=9.7001,=11.3960,=13.1628,=16.5816,=0.9257,=0.0956,=0.7644,=1.0390,=1.4051,=1.7212,=2.0317,=1.7068,=0.6811,=1.1667,=1.4082,=1.6147,=1.7935,=2.2636,=0.0368,=0.9106,=0.0145,=0.0183,=0.0235,=0.0335,=0.0507,=0.0238,=0.0940,=0.0248,=328
="931722",国新港股通央企红利,2023-09-13,=0.0180,=1243.2400,=-0.0566,=8.8805,=0.7249,=5.5040,=6.7027,=7.7102,=9.4620,=10.8173,=0.8062,=0.4483,=0.6213,=0.7355,=0.8252,=0.9092,=1.0298,=0.5532,=0.6201,=0.3100,=0.3816,=0.4729,=0.6109,=0.6918,=0.0572,=0.2023,=0.0469,=0.0572,=0.0618,=0.0689,=0.0823,,=0.0875,,=358
="000968",300周期,2010-05-28,=0.0084,=4034,=-0.1132,=8.9589,=0.4504,=6.1174,=7.8172,=9.1434,=10.2896,=13.3562,=0.8882,=0.2588,=0.7021,=0.8484,=1.0013,=1.1784,=1.5550,=1.4759,=0.7837,=0.8459,=1.0834,=1.2650,=1.4960,=1.8297,=0.0377,=0.6263,=0.0230,=0.0317,=0.0359,=0.0470,=0.0569,=0.0243,=0.0922,=0.0244,=99
="932305",智选高股息,2024-09-30,=0.0094,=10969.4000,=-0.0171,=8.9970,=0.6336,=7.0143,=7.4953,=8.3554,=9.4502,=10.9391,=1.0094,=0.3664,=0.8750,=0.9239,=1.0505,=1.0833,=1.1675,=0.4965,=0.0165,=0.4805,=0.7255,=0.7777,=1.2726,=1.3342,=0.0630,=0.4374,=0.0457,=0.0594,=0.0643,=0.0685,=0.0723,=0.0253,=0.1000,=0.0324,=336
="HSCESI",恒生中国企业精明指数,2015-06-08,=0.0114,=11111.6600,=-0.1349,=9.0272,=0.6286,=6.0524,=7.9274,=8.6710,=10.0571,=15.8114,=0.9411,=0.3038,=0.6924,=0.8988,=1.0076,=1.1579,=1.7191,=1.2666,=0.7009,=0.8066,=1.0010,=1.0918,=1.4384,=2.0876,=0.0376,=0.4394,=0.0200,=0.0332,=0.0384,=0.0445,=0.0600,,=0.1052,,=93
="H30356",800价值,2014-06-09,=0.0026,=6096.6500,=-0.0827,=9.0463,=0.4989,=6.4024,=7.6980,=9.0497,=9.9484,=13.4784,=0.8874,=0.2445,=0.7030,=0.8631,=0.9861,=1.1704,=1.6287,=1.0085,=0.7334,=0.5868,=0.7393,=0.8836,=1.0829,=1.3738,=0.0416,=0.6645,=0.0239,=0.0336,=0.0386,=0.0475,=0.0589,=0.0232,=0.0908,=0.0237,=33
="HSCEI",恒生中国企业指数,1994-08-08,=0.0115,=7699.7600,=-0.1362,=9.0490,=0.6318,=6.0524,=7.9405,=8.6777,=10.0791,=15.8114,=0.9429,=0.3063,=0.6924,=0.8989,=1.0088,=1.1595,=1.7191,=1.2687,=0.6998,=0.8066,=1.0015,=1.0919,=1.4420,=2.0876,=0.0375,=0.4333,=0.0200,=0.0331,=0.0384,=0.0445,=0.0600,,=0.1052,,=4755
="000925",基本面50,2009-02-26,=0.0037,=4039.4400,=-0.1253,=9.1211,=0.4986,=6.2635,=7.9688,=9.1284,=10.0957,=12.7955,=0.9412,=0.2740,=0.7306,=0.9013,=1.0534,=1.1921,=1.5728,=1.0055,=0.5937,=0.6037,=0.7864,=0.9668,=1.1046,=1.4866,=0.0402,=0.6535,=0.0256,=0.0338,=0.0375,=0.0468,=0.0563,=0.0227,=0.0882,=0.0241,=4556
="932422",A500红利低波,2025-04-09,=0.0048,=2864.9000,=-0.0767,=9.1385,=0.0100,=9.0424,=9.8152,=10.0559,=10.2284,=10.5846,=0.8905,=0.0100,=0.8811,=1.0138,=1.0403,=1.0559,=1.0978,=1.2627,=0.0401,=1.2431,=1.2956,=1.4110,=1.4703,=1.5336,=0.0461,=0.9900,=0.0388,=0.0403,=0.0412,=0.0430,=0.0466,=0.0241,=0.0948,,=349
="930723",沪港深F100,2015-08-05,=0.0039,=4579.5600,=-0.1006,=9.2081,=0.5544,=5.4557,=7.5729,=9.0528,=10.1685,=13.1279,=0.9414,=0.3942,=0.6469,=0.8477,=1.0097,=1.1158,=1.4626,=1.2256,=0.7038,=0.6039,=0.8635,=1.0804,=1.2886,=1.6654,=0.0404,=0.5957,=0.0281,=0.0354,=0.0393,=0.0500,=0.0650,,=0.0918,,=150
="932153",港股通价值策略,2025-04-30,=0.0116,=1046.4300,=-0.0041,=9.2328,=0.1250,=8.1696,=9.6368,=10.1036,=10.3957,=10.9237,=0.7736,=0.1042,=0.7012,=0.8294,=0.8796,=0.9017,=0.9365,=0.9383,=0.1389,=0.8168,=0.9706,=1.0307,=1.0639,=1.1126,=0.0459,=0.8576,=0.0397,=0.0412,=0.0425,=0.0446,=0.0538,,=0.0812,,=13
