指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0118,=12429.4900,=-0.0277,=5.9946,=0.8495,=3.2016,=4.0506,=5.1688,=5.8901,=7.9938,=0.5675,=0.5033,=0.3790,=0.4555,=0.5667,=0.7158,=1.0569,=2.2837,=0.9029,=1.0856,=1.4282,=1.7375,=2.0907,=2.9053,,=0.0932,,=0.0529,=81
="H11146",港股通内地金融,2010-06-02,=0.0161,=1091.2200,=-0.0086,=6.2572,=0.5920,=3.2759,=4.5181,=5.8807,=6.7473,=9.2347,=0.6370,=0.4182,=0.3797,=0.4941,=0.6800,=0.8765,=1.1859,=1.6170,=0.8233,=0.6692,=0.9479,=1.2668,=1.5902,=2.1885,,=0.0962,,=0.0474,=33
="930792",HK银行,2016-04-22,=0.0160,=4459.1932,=0.0124,=6.7998,=0.8132,=3.2659,=4.4520,=5.7861,=6.7249,=9.5632,=0.6507,=0.5595,=0.3905,=0.4959,=0.6239,=0.8026,=1.0771,=2.5388,=0.8909,=1.0519,=1.5154,=1.8317,=2.3223,=3.1066,,=0.0964,,=0.0498,=740
="399986",中证银行,2013-07-15,=0.0063,=7247.0700,=-0.0468,=6.8477,=0.8100,=4.1183,=5.2599,=6.2278,=6.8109,=9.0846,=0.6711,=0.3718,=0.4848,=0.5836,=0.7247,=0.9056,=1.2416,=2.6098,=0.8796,=1.4134,=1.7842,=2.1185,=2.4466,=3.3016,=0.0685,=0.0932,=0.0729,=0.0455,=9449
="H30106",H300金融服务,2013-05-21,=0.0153,=1531,=0.0117,=7.0604,=0.5393,=4.0175,=5.3653,=6.9030,=7.7687,=11.1922,=0.7578,=0.5174,=0.4470,=0.5779,=0.7475,=0.9081,=1.2489,=1.9751,=0.8716,=0.8557,=1.1817,=1.4551,=1.8458,=2.3593,,=0.1014,,=0.0450,=17
="399809",保险主题,2015-02-13,=0.0129,=2401.6800,=-0.0998,=7.2390,=0.2852,=5.4537,=6.8114,=10.6490,=15.0245,=22.8725,=0.8149,=0.3050,=0.6352,=0.7667,=1.2271,=1.4858,=1.9794,=2.1277,=0.9291,=0.5239,=0.8688,=1.0978,=1.3747,=2.3772,=0.0826,=0.1040,=0.0824,=0.0401,=1466
="000018",180金融,2007-12-10,=0.0082,=5407.7500,=-0.0897,=7.2714,=0.4130,=5.2016,=6.4287,=7.4964,=8.3012,=10.8609,=0.7749,=0.2988,=0.5902,=0.6965,=0.8891,=1.0726,=1.4199,=2.2036,=0.8079,=1.2355,=1.5824,=1.9271,=2.1898,=2.8772,=0.0781,=0.0973,=0.0761,=0.0404,=766
="000818",细分金融,2012-04-11,=0.0082,=6728.9500,=-0.0887,=7.3982,=0.4068,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7873,=0.2927,=0.5930,=0.7010,=0.9072,=1.0978,=1.4303,=2.2583,=0.8092,=1.2689,=1.6354,=1.9719,=2.2463,=2.9111,=0.0780,=0.0969,=0.0769,=0.0395,=6
="931233",港股通央企红利,2017-06-28,=0.0075,=1237.1900,=0.0612,=7.5193,=0.8251,=3.6988,=4.9387,=6.2865,=7.4211,=14.0775,=0.7216,=0.6756,=0.3929,=0.5213,=0.6416,=0.8673,=1.8161,=1.0117,=0.5779,=0.4645,=0.6185,=0.9363,=1.3937,=1.7583,,=0.0974,,=0.0526,=404
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0081,=4373.1900,=0.0877,=7.5402,=0.9914,=4.1647,=4.6086,=5.5717,=6.8445,=7.6113,=0.7161,=0.9899,=0.4381,=0.4921,=0.5816,=0.6732,=0.7230,=0.9841,=0.9683,=0.5323,=0.5913,=0.7290,=0.9113,=1.0190,,=0.0980,,=0.0520,=205
="000914",300金融,2007-07-02,=0.0082,=6123.2600,=-0.0885,=7.6751,=0.4485,=5.2769,=6.6022,=7.8181,=8.6017,=11.3863,=0.7831,=0.2869,=0.5962,=0.7048,=0.9311,=1.1371,=1.4919,=2.1163,=0.8335,=1.1210,=1.4310,=1.8123,=2.0694,=2.7052,=0.0748,=0.0919,=0.0740,=0.0390,=338
