指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=0.0559,=4626.9119,=1.1538,=250.9774,=0.9518,=70.4245,=117.4285,=132.2818,=167.8069,=348.7588,=13.1419,=0.9598,=2.8469,=4.7915,=5.4351,=7.0117,=17.6268,=28.4677,=0.9578,=7.2923,=10.9919,=12.9742,=15.6707,=37.4011,=0.0008,=0.1908,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=146
="931743",半导体材料设备,2012-12-21,=0.0517,=10499.0225,=1.0390,=170.1085,=0.9717,=30.1973,=39.8789,=61.1391,=89.3050,=224.0742,=12.8800,=0.9717,=2.5588,=3.4295,=4.3108,=7.0574,=17.1334,=19.8176,=0.9768,=2.5903,=3.1703,=3.8554,=11.1864,=25.3851,=0.0011,=0.0245,=0.0009,=0.0020,=0.0029,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=290
="931865",中证半导,2019-03-20,=0.0498,=9162.4677,=0.8514,=190.2582,=0.9665,=32.8138,=45.7023,=73.8275,=129.2399,=255.0466,=12.1074,=0.9606,=3.3892,=4.1499,=5.2915,=8.5037,=15.8034,=22.4347,=0.9744,=6.4190,=7.7047,=8.7958,=15.1866,=28.9040,=0.0008,=0.0266,=0.0006,=0.0011,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=220
="931144",通信技术,2019-05-30,=0.0427,=4052.7081,=0.7407,=82.1711,=0.9572,=22.8153,=30.4694,=37.1192,=52.1088,=113.1406,=12.2993,=0.9806,=2.5671,=3.1131,=3.7358,=4.8197,=15.3977,=7.5021,=0.9789,=1.6428,=2.1082,=2.5028,=3.4199,=9.4991,=0.0026,=0.0206,=0.0021,=0.0043,=0.0065,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=257
="000685",科创芯片,2022-06-13,=0.0506,=4277.4800,=0.6367,=242.3132,=0.9685,=42.1555,=70.3641,=119.1280,=181.2372,=335.4323,=11.8422,=0.9695,=3.1235,=4.0895,=5.1802,=7.6924,=15.4697,=24.4292,=0.9744,=7.4796,=10.0758,=12.3129,=15.8374,=31.9311,=0.0007,=0.0256,=0.0005,=0.0011,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=509
="H30184",半导体,2013-07-15,=0.0514,=14280.9642,=0.5519,=139.9524,=0.9765,=33.2056,=51.7038,=78.6772,=107.8247,=186.6477,=9.7310,=0.9608,=2.5082,=3.4337,=4.8849,=7.4784,=12.7528,=15.4095,=0.9880,=1.3963,=2.6456,=7.0264,=9.5087,=20.0377,=0.0013,=0.0132,=0.0010,=0.0017,=0.0024,=0.0035,=0.0070,=0.0203,=0.0527,=0.0094,=3395
="932066",半导体行业精选,2023-11-10,=0.0495,=6212.1752,=0.5294,=111.0400,=0.9194,=50.1901,=65.3279,=83.3927,=99.8792,=142.8699,=9.5594,=0.9194,=3.1655,=4.1490,=6.7595,=8.4182,=12.2533,=14.6229,=0.9358,=6.6489,=8.4035,=10.8149,=12.5929,=18.4956,=0.0015,=0.0821,=0.0012,=0.0016,=0.0022,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=6
="990001",中华半导体芯片,2019-03-18,=0.0503,=18046.8007,=0.4929,=141.5208,=0.9594,=33.1780,=61.5415,=86.1364,=116.8886,=187.5449,=9.5837,=0.9633,=3.1429,=4.2841,=5.3518,=7.4939,=12.4905,=15.0560,=0.9839,=3.3238,=6.0957,=7.1273,=9.5689,=19.5120,=0.0011,=0.0144,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1385
="H30007",芯片产业,2012-12-20,=0.0505,=4704.7704,=0.4857,=122.0689,=0.8713,=24.2382,=40.3144,=71.5057,=113.3747,=186.5687,=9.6981,=0.9765,=1.9412,=3.6288,=4.5400,=7.2777,=12.9184,=14.7319,=0.9872,=1.5871,=3.6957,=6.5601,=8.3638,=19.5328,=0.0011,=0.0107,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=541
="931079",5G通信,2019-04-25,=0.0412,=2839.3794,=0.4728,=55.9237,=0.9673,=21.0709,=27.7203,=33.6401,=44.6600,=103.6981,=8.4524,=0.9780,=2.3623,=3.0455,=3.6312,=5.3326,=10.5199,=3.2558,=0.9724,=1.1916,=1.4915,=1.8818,=2.3649,=4.2354,=0.0047,=0.1105,=0.0036,=0.0056,=0.0082,=0.0121,=0.0152,=0.0389,=0.1398,=0.0276,=2284
