指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0052,=12497.9600,=-0.0224,=5.9843,=0.8457,=3.2016,=4.0497,=5.1662,=5.8838,=7.9938,=0.5662,=0.4976,=0.3790,=0.4552,=0.5668,=0.7162,=1.0569,=2.2806,=0.8992,=1.0856,=1.4281,=1.7369,=2.0802,=2.9053,,=0.0932,,=0.0531,=80
="H11146",港股通内地金融,2010-06-02,=0.0104,=1100.7300,=0.0000,=6.3016,=0.6133,=3.2759,=4.5177,=5.8721,=6.7500,=9.2347,=0.6406,=0.4220,=0.3797,=0.4938,=0.6815,=0.8774,=1.1859,=1.6293,=0.8354,=0.6692,=0.9478,=1.2642,=1.5891,=2.1885,,=0.0962,,=0.0471,=31
="930792",HK银行,2016-04-22,=0.0073,=4421.9888,=0.0039,=6.8651,=0.8226,=3.2659,=4.4511,=5.7813,=6.7344,=9.5632,=0.6467,=0.5477,=0.3905,=0.4958,=0.6236,=0.8028,=1.0771,=2.5790,=0.9259,=1.0519,=1.5153,=1.8309,=2.3209,=3.1066,,=0.0964,,=0.0502,=740
="399986",中证银行,2013-07-15,=0.0083,=7357.5500,=-0.0323,=6.8994,=0.8244,=4.1183,=5.2599,=6.2204,=6.8099,=9.0846,=0.6769,=0.3875,=0.4848,=0.5836,=0.7252,=0.9066,=1.2416,=2.6296,=0.8916,=1.4134,=1.7842,=2.1175,=2.4438,=3.3016,=0.0685,=0.0932,=0.0729,=0.0451,=9429
="H30106",H300金融服务,2013-05-21,=0.0062,=1531.7400,=0.0122,=7.1883,=0.5878,=4.0175,=5.3642,=6.9004,=7.7688,=11.1922,=0.7621,=0.5205,=0.4470,=0.5777,=0.7481,=0.9083,=1.2489,=2.0212,=0.8926,=0.8557,=1.1816,=1.4545,=1.8437,=2.3593,,=0.1014,,=0.0448,=17
="399809",保险主题,2015-02-13,=0.0200,=2527.6300,=-0.0526,=7.3783,=0.3054,=5.4537,=6.8114,=10.6490,=15.0245,=22.8725,=0.8306,=0.3157,=0.6352,=0.7667,=1.2291,=1.4858,=1.9794,=2.1687,=0.9398,=0.5239,=0.8688,=1.0978,=1.3729,=2.3772,=0.0826,=0.1040,=0.0824,=0.0394,=1463
="000018",180金融,2007-12-10,=0.0121,=5569.7600,=-0.0624,=7.4231,=0.4720,=5.2016,=6.4287,=7.4964,=8.3012,=10.8609,=0.7914,=0.3541,=0.5902,=0.6965,=0.8924,=1.0739,=1.4199,=2.2502,=0.8397,=1.2355,=1.5824,=1.9271,=2.1881,=2.8772,=0.0783,=0.0973,=0.0761,=0.0395,=764
="000818",细分金融,2012-04-11,=0.0123,=6945.1800,=-0.0594,=7.5564,=0.4646,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.8051,=0.3491,=0.5930,=0.7010,=0.9092,=1.0987,=1.4303,=2.3071,=0.8434,=1.2689,=1.6354,=1.9719,=2.2435,=2.9111,=0.0780,=0.0969,=0.0769,=0.0386,=6
="931233",港股通央企红利,2017-06-28,=-0.0036,=1251.3000,=0.0733,=7.6016,=0.8438,=3.6988,=4.9373,=6.2828,=7.4213,=14.0775,=0.7242,=0.6796,=0.3929,=0.5213,=0.6409,=0.8682,=1.8161,=1.0425,=0.5955,=0.4645,=0.6185,=0.9351,=1.3944,=1.7583,,=0.0974,,=0.0532,=397
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0032,=4390.6700,=0.0920,=7.6118,=1,=4.1647,=4.6084,=5.5584,=6.8346,=7.6118,=0.7170,=0.9971,=0.4381,=0.4919,=0.5811,=0.6714,=0.7227,=1.0153,=0.9985,=0.5323,=0.5912,=0.7271,=0.9102,=1.0190,,=0.0980,,=0.0528,=203
="987016",港股通红利低波,2021-11-18,,,=0.1495,=7.7842,=1,=3.4544,=4.2816,=4.8530,=6.3564,=7.7842,=0.7220,=0.9990,=0.4152,=0.4835,=0.5355,=0.6283,=0.7226,=1.2729,=1,=0.5827,=0.6575,=0.7848,=0.9873,=1.2729,,=0.0953,,=0.0536,=105
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0043,=3010.3200,=0.0818,=7.7892,=0.9957,=3.7550,=5.0362,=5.7713,=6.6311,=7.8951,=0.7923,=0.9826,=0.4590,=0.5769,=0.6369,=0.7262,=0.8175,=1.1972,=0.9957,=0.5101,=0.6868,=0.7901,=0.8957,=1.2116,,=0.1004,,=0.0513,=264
="H11140",香港红利,2009-07-23,=-0.0004,=4009.3100,=0.0980,=7.8422,=0.7776,=3.0693,=4.4554,=5.9842,=8.4154,=13.9623,=0.7491,=0.6677,=0.3833,=0.5103,=0.6296,=0.8659,=1.1652,=1.2597,=0.7285,=0.5431,=0.7464,=0.9724,=1.5701,=2.1349,,=0.0974,,=0.0540,=24
="000914",300金融,2007-07-02,=0.0121,=6328.4700,=-0.0580,=7.8455,=0.5091,=5.2769,=6.6022,=7.8162,=8.6017,=11.3863,=0.8015,=0.3281,=0.5962,=0.7048,=0.9325,=1.1384,=1.4919,=2.1639,=0.8590,=1.1210,=1.4310,=1.8123,=2.0668,=2.7052,=0.0748,=0.0919,=0.0740,=0.0381,=338
