指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0065,=12797.8720,=0.0004,=6.1646,=0.8890,=3.2016,=4.0627,=5.1810,=5.8991,=7.9938,=0.5962,=0.5727,=0.3790,=0.4560,=0.5670,=0.7150,=1.0569,=2.3465,=0.9306,=1.0856,=1.4295,=1.7395,=2.1088,=2.9053,,=0.0932,,=0.0480,=87
="H11146",港股通内地金融,2010-06-02,=0.0056,=1157.9068,=0.0506,=6.3640,=0.6461,=3.2759,=4.5177,=5.9225,=6.7500,=9.2347,=0.6637,=0.4771,=0.3797,=0.4938,=0.6775,=0.8765,=1.1859,=1.6511,=0.8585,=0.6692,=0.9478,=1.2736,=1.5935,=2.1885,,=0.0962,,=0.0460,=36
="399986",中证银行,2013-07-15,=0.0037,=7390.4400,=-0.0280,=7.1038,=0.8570,=4.1183,=5.2599,=6.2534,=6.8358,=9.0846,=0.6867,=0.4163,=0.4848,=0.5836,=0.7231,=0.8989,=1.2416,=2.7038,=0.9233,=1.4134,=1.7842,=2.1211,=2.4627,=3.3016,=0.0685,=0.0932,=0.0729,=0.0416,=9497
="930792",HK银行,2016-04-22,=0.0094,=4914.9812,=0.1142,=7.1936,=0.8944,=3.2659,=4.4645,=5.8059,=6.7524,=9.5632,=0.7009,=0.6516,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.7061,=0.9777,=1.0519,=1.5167,=1.8347,=2.3467,=3.1066,,=0.0964,,=0.0459,=746
="H30106",H300金融服务,2013-05-21,=0.0054,=1628.5409,=0.0748,=7.3125,=0.6319,=4.0175,=5.3642,=6.9389,=7.7688,=11.1922,=0.7947,=0.5890,=0.4470,=0.5777,=0.7469,=0.9083,=1.2489,=2.0680,=0.9311,=0.8557,=1.1816,=1.4567,=1.8624,=2.3593,,=0.1014,,=0.0438,=17
="000018",180金融,2007-12-10,=-0.0004,=5452.8700,=-0.0821,=7.5016,=0.5037,=5.2016,=6.4287,=7.4972,=8.3012,=10.8609,=0.7795,=0.3248,=0.5902,=0.6965,=0.8839,=1.0700,=1.4199,=2.2719,=0.8537,=1.2355,=1.5824,=1.9299,=2.1995,=2.8772,=0.0781,=0.0973,=0.0761,=0.0386,=768
="399809",保险主题,2015-02-13,=-0.0070,=2349.4300,=-0.1194,=7.5347,=0.3298,=5.4537,=6.8114,=10.6490,=15.0245,=22.8725,=0.8237,=0.3219,=0.6352,=0.7667,=1.2249,=1.4858,=1.9794,=2.2084,=0.9456,=0.5239,=0.8688,=1.0978,=1.3925,=2.3772,=0.0826,=0.1040,=0.0824,=0.0383,=1474
="000818",细分金融,2012-04-11,,,=-0.0796,=7.6240,=0.4810,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7915,=0.3129,=0.5930,=0.7010,=0.9011,=1.0934,=1.4303,=2.3259,=0.8537,=1.2689,=1.6354,=1.9719,=2.2536,=2.9111,=0.0780,=0.0969,=0.0769,=0.0380,=6
="931233",港股通央企红利,2017-06-28,=0.0117,=1246.2136,=0.0668,=7.6506,=0.8511,=3.6988,=4.9442,=6.3054,=7.4289,=14.0775,=0.7375,=0.6881,=0.3929,=0.5217,=0.6430,=0.8662,=1.8161,=1.0356,=0.5959,=0.4645,=0.6194,=0.9400,=1.3927,=1.7583,,=0.0974,,=0.0491,=428
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0093,=4410.5200,=0.0969,=7.6589,=1,=4.1647,=4.6123,=5.6131,=6.8994,=7.6589,=0.7327,=1,=0.4381,=0.4928,=0.5838,=0.6777,=0.7327,=1.0137,=0.9915,=0.5323,=0.5919,=0.7332,=0.9184,=1.0198,,=0.0980,,=0.0494,=224
="931024",港股通非银,2017-11-06,=-0.0003,=4131.8905,=-0.0395,=7.6775,=0.0336,=6.7549,=8.7144,=11.3453,=13.3772,=22.4310,=1.0897,=0.5461,=0.6237,=0.8463,=1.0469,=1.2262,=1.7592,=1.2951,=0.8479,=0.5870,=0.8736,=1.0088,=1.2046,=2.2002,,=0.1136,,=0.0381,=185
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0098,=3022.3100,=0.0861,=7.7810,=0.9920,=3.7550,=5.0437,=5.7962,=6.6511,=7.9027,=0.8001,=0.9890,=0.4590,=0.5776,=0.6379,=0.7315,=0.8175,=1.1833,=0.9829,=0.5101,=0.6872,=0.7934,=0.9016,=1.2126,,=0.1004,,=0.0481,=274
="987016",港股通红利低波,2021-11-18,,,=0.1204,=7.8371,=0.9972,=3.4544,=4.2898,=4.8742,=6.5759,=7.8983,=0.7398,=1,=0.4152,=0.4845,=0.5369,=0.6366,=0.7398,=1.2724,=0.9944,=0.5827,=0.6583,=0.7881,=1.0581,=1.2881,,=0.0953,,=0.0497,=123
="H11140",香港红利,2009-07-23,=0.0129,=4145.4966,=0.1334,=7.9300,=0.7836,=3.0693,=4.4554,=5.9842,=8.3501,=13.9623,=0.7663,=0.7058,=0.3833,=0.5103,=0.6296,=0.8659,=1.1652,=1.2578,=0.7330,=0.5431,=0.7464,=0.9724,=1.5441,=2.1349,,=0.0985,,=0.0501,=29
="000914",300金融,2007-07-02,=-0.0013,=6170.5300,=-0.0815,=7.9848,=0.5536,=5.2769,=6.6022,=7.8273,=8.6017,=11.3863,=0.7887,=0.3071,=0.5962,=0.7048,=0.9225,=1.1337,=1.4919,=2.1874,=0.8685,=1.1210,=1.4310,=1.8123,=2.0801,=2.7052,=0.0748,=0.0919,=0.0740,=0.0375,=339
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0126,=4753.8600,=0.0640,=7.9918,=0.9044,=3.5572,=4.6367,=5.9626,=7.1415,=9.5068,=0.7337,=0.7390,=0.3828,=0.4846,=0.5771,=0.8171,=1.1073,=0.9579,=0.5954,=0.4386,=0.6505,=0.8428,=1.4213,=2.0623,,=0.0887,,=0.0509,=1456
="H30270",红利价值,2013-12-19,=0.0073,=9882.2119,=0.0367,=8.1370,=0.7852,=4.4543,=5.4259,=6.7389,=8.7414,=13.0955,=0.8317,=0.6550,=0.5256,=0.6480,=0.7609,=1.2546,=1.7317,=1.6477,=0.9996,=0.5854,=0.8105,=0.9951,=1.2675,=1.6504,=0.0717,=0.0975,=0.0748,=0.0410,=178
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0171,=1400.8500,=0.0983,=8.2326,=0.8704,=3.6777,=4.8612,=6.6082,=7.7793,=10.6953,=0.7720,=0.6656,=0.4041,=0.5046,=0.6482,=0.9078,=1.1746,=1.1951,=0.6603,=0.5013,=0.7008,=1.0658,=1.5005,=1.9871,,=0.0935,,=0.0501,=908
="931157",SHS红利成长LV,2019-04-25,=0.0066,=7609.3184,=0.0204,=8.2635,=0.7767,=4.1261,=5.5803,=6.8828,=8.3491,=11.5318,=0.8500,=0.6422,=0.5154,=0.6250,=0.8085,=0.9290,=1.5888,=1.6254,=0.9977,=0.5018,=0.7081,=1.0304,=1.3853,=1.6333,,=0.0965,,=0.0463,=305
="000934",中证金融,2009-07-03,=-0.0019,=5781.9700,=-0.0777,=8.2757,=0.5775,=5.7083,=6.8944,=8.0723,=8.8714,=11.5527,=0.7992,=0.2997,=0.6117,=0.7181,=0.9286,=1.1495,=1.5017,=2.1775,=0.8685,=1.1467,=1.4503,=1.8024,=2.0685,=2.6696,=0.0733,=0.0889,=0.0723,=0.0365,=1150
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0143,=2808.6400,=0.1336,=8.2882,=1,=3.8979,=4.9443,=5.8349,=7.1392,=8.2882,=0.7531,=0.9516,=0.4277,=0.5163,=0.5749,=0.6769,=0.8197,=1.2845,=0.9780,=0.5333,=0.6959,=0.8697,=1.1132,=1.3442,,=0.0917,,=0.0489,=481
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0088,=3900.4000,=0.0850,=8.3459,=0.9802,=4.9972,=5.5345,=6.0754,=7.6135,=8.5137,=0.8200,=0.9988,=0.5264,=0.5913,=0.6289,=0.7451,=0.8235,=0.9956,=0.9740,=0.5404,=0.5925,=0.6614,=0.8464,=1.0198,,=0.0966,,=0.0459,=108
="930914",港股通高股息,2016-11-25,=0.0165,=5458.9259,=0.1082,=8.3905,=0.8752,=3.4280,=4.4118,=5.8799,=7.7597,=11.1979,=0.8145,=0.7529,=0.3979,=0.5010,=0.6123,=0.8536,=1.1764,=1.3040,=0.8341,=0.5144,=0.6995,=0.9203,=1.2450,=2.2126,,=0.1000,,=0.0492,=676
="932596",港股通红利低波,2016-02-04,,,=0.1094,=8.3926,=0.9507,=7.4451,=7.7980,=8.0956,=8.2874,=8.5745,=0.7910,=1,=0.6528,=0.6877,=0.7170,=0.7595,=0.7910,=1.3742,=0.9507,=1.2161,=1.2738,=1.3247,=1.3627,=1.4099,,,,=0.0477,=78
