指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0026,=12609.5248,=-0.0136,=5.9971,=0.8501,=3.2016,=4.0525,=5.1795,=5.8970,=7.9938,=0.5800,=0.5395,=0.3790,=0.4560,=0.5670,=0.7156,=1.0569,=2.2827,=0.9007,=1.0856,=1.4287,=1.7393,=2.1079,=2.9053,,=0.0932,,=0.0494,=86
="H11146",港股通内地金融,2010-06-02,=0.0056,=1140.2838,=0.0360,=6.2496,=0.5883,=3.2759,=4.5181,=5.9095,=6.7473,=9.2347,=0.6517,=0.4473,=0.3797,=0.4941,=0.6786,=0.8765,=1.1859,=1.6215,=0.8282,=0.6692,=0.9479,=1.2734,=1.5919,=2.1885,,=0.0962,,=0.0469,=36
="399986",中证银行,2013-07-15,=-0.0038,=7317.0700,=-0.0376,=6.9572,=0.8327,=4.1183,=5.2599,=6.2526,=6.8329,=9.0846,=0.6725,=0.3795,=0.4848,=0.5836,=0.7237,=0.9020,=1.2416,=2.6480,=0.8982,=1.4134,=1.7842,=2.1204,=2.4596,=3.3016,=0.0685,=0.0932,=0.0729,=0.0425,=9487
="930792",HK银行,2016-04-22,=0.0040,=4795.2460,=0.0887,=6.9967,=0.8492,=3.2659,=4.4606,=5.8050,=6.7500,=9.5632,=0.6817,=0.6167,=0.3905,=0.4962,=0.6244,=0.8015,=1.0771,=2.6321,=0.9573,=1.0519,=1.5163,=1.8343,=2.3460,=3.1066,,=0.0964,,=0.0471,=745
="H30106",H300金融服务,2013-05-21,=0.0049,=1608.7291,=0.0631,=7.1944,=0.5895,=4.0175,=5.3653,=6.9293,=7.7687,=11.1922,=0.7819,=0.5648,=0.4470,=0.5779,=0.7470,=0.9081,=1.2489,=2.0346,=0.9011,=0.8557,=1.1817,=1.4567,=1.8575,=2.3593,,=0.1014,,=0.0445,=17
="000018",180金融,2007-12-10,=-0.0011,=5446.3100,=-0.0832,=7.4065,=0.4623,=5.2016,=6.4287,=7.4960,=8.3012,=10.8609,=0.7696,=0.2905,=0.5902,=0.6965,=0.8848,=1.0704,=1.4199,=2.2427,=0.8323,=1.2355,=1.5824,=1.9298,=2.1985,=2.8772,=0.0781,=0.0973,=0.0761,=0.0391,=768
="399809",保险主题,2015-02-13,=0.0023,=2367.6800,=-0.1125,=7.4150,=0.3164,=5.4537,=6.8114,=10.6460,=15.0245,=22.8725,=0.8106,=0.3016,=0.6352,=0.7667,=1.2250,=1.4858,=1.9794,=2.1726,=0.9398,=0.5239,=0.8688,=1.0978,=1.3870,=2.3772,=0.0826,=0.1040,=0.0824,=0.0389,=1473
="931233",港股通央企红利,2017-06-28,=0.0009,=1232.2056,=0.0569,=7.5050,=0.8221,=3.6988,=4.9442,=6.2944,=7.4266,=14.0775,=0.7249,=0.6806,=0.3929,=0.5217,=0.6425,=0.8662,=1.8161,=1.0166,=0.5852,=0.4645,=0.6194,=0.9389,=1.3927,=1.7583,,=0.0974,,=0.0501,=428
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0006,=4361.6400,=0.0848,=7.5067,=0.9830,=4.1647,=4.6122,=5.6035,=6.8975,=7.6535,=0.7197,=0.9943,=0.4381,=0.4927,=0.5835,=0.6768,=0.7230,=0.9944,=0.9675,=0.5323,=0.5919,=0.7327,=0.9182,=1.0198,,=0.0980,,=0.0505,=221
="000818",细分金融,2012-04-11,,,=-0.0806,=7.5331,=0.4582,=5.2356,=6.4974,=7.6839,=8.4810,=10.9951,=0.7825,=0.2864,=0.5930,=0.7010,=0.9018,=1.0946,=1.4303,=2.2982,=0.8352,=1.2689,=1.6354,=1.9720,=2.2507,=2.9111,=0.0780,=0.0969,=0.0769,=0.0384,=6
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0055,=2992.9900,=0.0756,=7.6686,=0.9773,=3.7550,=5.0434,=5.7934,=6.6487,=7.9027,=0.7900,=0.9779,=0.4590,=0.5774,=0.6377,=0.7296,=0.8175,=1.1672,=0.9706,=0.5101,=0.6871,=0.7929,=0.9007,=1.2126,,=0.1004,,=0.0488,=273
="987016",港股通红利低波,2021-11-18,,,=0.1363,=7.6863,=0.9860,=3.4544,=4.2844,=4.8721,=6.5694,=7.8983,=0.7273,=0.9972,=0.4152,=0.4842,=0.5367,=0.6357,=0.7308,=1.2493,=0.9804,=0.5827,=0.6578,=0.7878,=1.0366,=1.2881,,=0.0953,,=0.0507,=121
="H11140",香港红利,2009-07-23,=0.0051,=4083.9405,=0.1185,=7.7757,=0.7768,=3.0693,=4.4554,=5.9843,=8.3870,=13.9623,=0.7533,=0.6812,=0.3833,=0.5103,=0.6298,=0.8659,=1.1652,=1.2347,=0.7145,=0.5431,=0.7464,=0.9726,=1.5461,=2.1349,,=0.0985,,=0.0511,=30
="931024",港股通非银,2017-11-06,=0.0100,=4171.8611,=-0.0284,=7.7816,=0.0399,=6.7549,=8.7211,=11.3537,=13.3787,=22.4310,=1.1045,=0.5714,=0.6237,=0.8458,=1.0459,=1.2262,=1.7592,=1.3127,=0.8573,=0.5870,=0.8730,=1.0077,=1.2037,=2.2002,,=0.1136,,=0.0376,=183
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0013,=4690.3100,=0.0497,=7.8466,=0.8848,=3.5572,=4.6367,=5.9612,=7.1342,=9.5068,=0.7222,=0.7314,=0.3828,=0.4846,=0.5766,=0.8171,=1.1073,=0.9413,=0.5858,=0.4386,=0.6505,=0.8426,=1.4213,=2.0623,,=0.0887,,=0.0518,=1451
="000914",300金融,2007-07-02,=-0.0007,=6167.5200,=-0.0819,=7.8970,=0.5278,=5.2769,=6.6022,=7.8209,=8.6017,=11.3863,=0.7799,=0.2822,=0.5962,=0.7048,=0.9232,=1.1342,=1.4919,=2.1632,=0.8578,=1.1210,=1.4310,=1.8124,=2.0792,=2.7052,=0.0748,=0.0919,=0.0740,=0.0380,=339
="H30270",红利价值,2013-12-19,=0.0012,=9785.0700,=0.0265,=7.9980,=0.7712,=4.4543,=5.4229,=6.7369,=8.7547,=13.0955,=0.8194,=0.6386,=0.5256,=0.6480,=0.7608,=1.2548,=1.7317,=1.6184,=0.9947,=0.5854,=0.8103,=0.9950,=1.2656,=1.6504,=0.0717,=0.0975,=0.0748,=0.0416,=173
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0017,=1389.9000,=0.0897,=8.1010,=0.8578,=3.6777,=4.8612,=6.6084,=7.7741,=10.6953,=0.7615,=0.6519,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1772,=0.6316,=0.5013,=0.7008,=1.0661,=1.5005,=1.9871,,=0.0935,,=0.0509,=906
="931157",SHS红利成长LV,2019-04-25,=-0.0002,=7568.2957,=0.0153,=8.1176,=0.7344,=4.1261,=5.5727,=6.8809,=8.3496,=11.5318,=0.8377,=0.6183,=0.5154,=0.6248,=0.8083,=0.9297,=1.5888,=1.5989,=0.9836,=0.5018,=0.7069,=1.0299,=1.3833,=1.6333,,=0.0965,,=0.0471,=304
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0009,=2782.9200,=0.1232,=8.1501,=0.9887,=3.8979,=4.9443,=5.8309,=7.1332,=8.2754,=0.7420,=0.9440,=0.4277,=0.5163,=0.5749,=0.6750,=0.8197,=1.2642,=0.9654,=0.5333,=0.6959,=0.8691,=1.1126,=1.3442,,=0.0917,,=0.0498,=477
="000934",中证金融,2009-07-03,=-0.0001,=5782.2600,=-0.0777,=8.1916,=0.5439,=5.7083,=6.8944,=8.0690,=8.8714,=11.5527,=0.7910,=0.2798,=0.6117,=0.7181,=0.9293,=1.1499,=1.5017,=2.1549,=0.8570,=1.1467,=1.4503,=1.8025,=2.0667,=2.6696,=0.0733,=0.0889,=0.0723,=0.0370,=1150
="930914",港股通高股息,2016-11-25,=0.0022,=5394.9317,=0.0971,=8.2304,=0.8625,=3.4280,=4.4114,=5.8757,=7.7527,=11.1979,=0.8008,=0.7487,=0.3979,=0.5008,=0.6118,=0.8539,=1.1764,=1.2805,=0.8240,=0.5144,=0.6973,=0.9203,=1.2431,=2.2126,,=0.1000,,=0.0502,=670
="932596",港股通红利低波,2016-02-04,,,=0.1058,=8.2340,=0.7122,=7.4451,=7.7980,=8.0777,=8.2767,=8.5745,=0.7776,=1,=0.6528,=0.6877,=0.7169,=0.7561,=0.7776,=1.3495,=0.7122,=1.2161,=1.2738,=1.3229,=1.3605,=1.4099,,,,=0.0487,=77
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0087,=3869.9700,=0.0765,=8.2469,=0.9553,=4.9972,=5.5321,=6.0726,=7.5878,=8.5137,=0.8124,=0.9864,=0.5264,=0.5911,=0.6284,=0.7434,=0.8235,=0.9846,=0.9603,=0.5404,=0.5925,=0.6613,=0.8456,=1.0198,,=0.0966,,=0.0464,=108
="930992",沪港深红利低波,2017-06-28,,,=0.0318,=8.2576,=0.9657,=4.0130,=5.1218,=5.8299,=7.5323,=8.5012,=0.7820,=0.9990,=0.4277,=0.5362,=0.5885,=0.7027,=0.7825,=1.2037,=0.8503,=0.4496,=0.5983,=0.8126,=1.1697,=1.3912,,=0.0942,,=0.0490,=23
