指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q2),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q2),关注度
="931688",中证算力,2022-07-21,=0.0084,=4305.3000,=0.3698,=36.2698,=0.8999,=18.0036,=20.8604,=24.1414,=32.8048,=44.9092,=3.9585,=0.9194,=1.6529,=1.9047,=2.2961,=3.4020,=4.7747,=2.7503,=0.9096,=1.3731,=1.5974,=1.8283,=2.5278,=3.3716,=0.0151,=0.0672,=0.0131,=0.0189,=0.0260,=0.0299,=0.0338,=0.0631,=0.1011,=0.0578,=113
="990001",中华半导体芯片,2019-03-18,=0.0034,=16494.8100,=0.3645,=94.6490,=0.6153,=33.1780,=61.7179,=86.9982,=116.7688,=187.5449,=8.3247,=0.8778,=3.1429,=4.2969,=5.3840,=7.5440,=12.4905,=12.7809,=0.9562,=3.3238,=6.1025,=7.1510,=9.6919,=19.5120,=0.0013,=0.0625,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0564,=0.0410,=0.0254,=1393
="931406",5G 50,2020-02-20,=0.0119,=2902.1500,=0.3634,=31.8914,=0.7131,=15.2657,=20.6460,=24.2495,=34.6117,=51.5506,=3.6185,=0.7138,=1.5292,=1.9738,=2.6110,=3.8166,=5.3757,=2.3933,=0.9638,=0.9155,=1.4127,=1.5899,=1.9471,=2.9469,=0.0160,=0.3994,=0.0042,=0.0068,=0.0204,=0.0275,=0.0387,=0.0653,=0.1023,=0.0580,=708
="000690",科创成长,2022-11-04,=0.0095,=2544.6900,=0.3573,=70.0932,=0.3227,=26.4295,=47.5212,=82.7710,=153.8089,=288.8500,=12.5869,=0.8121,=3.7827,=4.8813,=6.5999,=12.3337,=18.2315,=11.9352,=0.6858,=2.7510,=4.0223,=8.6377,=14.5187,=20.0971,=0.0016,=0.1168,=0.0011,=0.0020,=0.0033,=0.0053,=0.0127,=0.1346,=0.1043,=0.0615,=155
="H30007",芯片产业,2012-12-20,=0.0030,=4283.0600,=0.3526,=85.4124,=0.6201,=24.2382,=40.3144,=72.7247,=113.4115,=186.5687,=8.4159,=0.9225,=1.9412,=3.6288,=4.5859,=7.3721,=12.9184,=12.5374,=0.9670,=1.5871,=3.7346,=6.5928,=8.4634,=19.5328,=0.0013,=0.0515,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0667,=0.0446,=0.0267,=549
="399363",云科技,2009-08-03,=0.0118,=12603.0100,=0.3489,=34.3784,=0.1417,=25.0041,=35.8979,=41.4309,=48.6482,=74.9161,=4.1384,=0.2748,=3.0187,=3.9514,=4.6309,=5.5540,=10.4646,=2.8194,=0.4528,=1.6015,=2.2265,=3.0008,=3.6945,=4.3638,=0.0141,=0.9679,=0.0046,=0.0055,=0.0070,=0.0105,=0.0160,=0.0735,=0.1037,=0.0278,=289
="000682",科创信息,2021-08-16,=0.0013,=2688.6900,=0.3485,=131.9307,=0.7722,=41.6131,=63.2753,=94.2190,=136.2481,=255.5918,=9.9928,=0.9465,=3.3247,=4.3669,=5.4201,=7.4389,=13.8809,=15.1794,=0.9572,=5.5790,=7.3376,=8.9625,=11.6400,=21.7670,=0.0015,=0.0370,=0.0011,=0.0020,=0.0028,=0.0038,=0.0070,=0.0461,=0.0432,=0.0205,=108
="980017",国证芯片,2015-02-17,=0.0043,=17048.0300,=0.3438,=89.8910,=0.5758,=30.3742,=55.9932,=82.3117,=108.8988,=227.4136,=9.1265,=0.9454,=3.1638,=4.1115,=5.8640,=7.5915,=13.5798,=13.5738,=0.9558,=3.6283,=5.8012,=6.7118,=8.2508,=20.9165,=0.0012,=0.0651,=0.0008,=0.0016,=0.0020,=0.0027,=0.0044,=0.0673,=0.0397,=0.0271,=2633
="931271",通信设备主题,2012-12-21,=0.0065,=4831.1000,=0.3386,=73.7234,=0.7807,=25.8971,=33.3173,=36.6265,=79.1455,=113.3155,=10.9137,=0.9353,=2.2261,=2.9109,=3.6405,=8.3447,=14.2344,=6.9940,=0.9115,=1.5689,=2.0611,=2.6138,=5.7840,=9.3619,=0.0033,=0.1057,=0.0022,=0.0043,=0.0080,=0.0098,=0.0129,=0.0994,=0.1175,=0.0626,=16
="399389",国证通信,2011-12-02,=0.0098,=11082.5300,=0.3289,=32.1552,=0.4054,=15.1336,=21.7733,=45.8004,=65.1875,=153.7967,=2.9548,=0.7713,=1.3245,=1.8461,=2.4678,=3.0171,=3.8815,=2.8042,=0.9782,=0.9743,=1.4589,=1.6828,=1.9026,=3.2843,=0.0192,=0.6077,=0.0026,=0.0050,=0.0071,=0.0294,=0.0420,=0.0553,=0.0855,=0.0549,=64
="931696",科技50策略,2021-07-12,=0.0091,=26547.8000,=0.3179,=44.7054,=0.7799,=23.0047,=28.0171,=34.2436,=47.2715,=71.4621,=8.3761,=0.9264,=3.0567,=3.9352,=4.5245,=7.2059,=11.2899,=4.2090,=0.7775,=1.9010,=2.3725,=2.7094,=4.3088,=6.7093,=0.0056,=0.0911,=0.0042,=0.0063,=0.0097,=0.0121,=0.0167,=0.1061,=0.1271,=0.0618,=15
="000698",科创100,2023-08-07,=0.0009,=1901.5300,=0.3043,=91.4092,=0.0910,=60.6995,=123.8827,=209.7430,=251.6390,=337.2511,=6.4323,=0.8602,=2.7397,=3.6423,=4.2383,=6.0787,=8.5061,=7.0326,=0.6425,=4.0312,=5.1483,=6.4999,=8.3860,=10.0837,=0.0032,=0.1768,=0.0025,=0.0032,=0.0052,=0.0064,=0.0089,=0.0429,=0.0369,=0.0143,=601
="931087",科技龙头,2019-03-20,=0.0097,=6823.2200,=0.2981,=48.0701,=0.6917,=22.2848,=33.7371,=40.8968,=52.3590,=78.0359,=8.0232,=0.9622,=2.8190,=4.2381,=5.3405,=6.5814,=11.1808,=7.0182,=0.9737,=2.0316,=3.3125,=4.0121,=5.0369,=9.7717,=0.0055,=0.2364,=0.0037,=0.0053,=0.0064,=0.0086,=0.0172,=0.1100,=0.1080,=0.0526,=2101
="000858",500信息,2013-11-06,=0.0048,=13675.3800,=0.2976,=91.7152,=0.8113,=25.3805,=43.9766,=64.2576,=90.9412,=209.3531,=6.2794,=0.9773,=2.1626,=2.9041,=3.3886,=3.9462,=8.5146,=6.7439,=0.9823,=1.1229,=1.9074,=2.6879,=3.6907,=9.1355,=0.0031,=0.0251,=0.0022,=0.0044,=0.0059,=0.0072,=0.0110,=0.0403,=0.0505,=0.0256,=355
="970070",创业板人工智能,2024-07-11,=0.0088,=7687.0600,=0.2964,=55.3121,=0.0787,=48.3861,=69.3542,=80.2589,=93.4414,=119.1606,=11.3634,=0.8596,=3.3467,=5.1803,=7.2067,=10.4498,=15.2749,=8.8148,=0.7322,=3.4016,=5.0465,=6.8338,=9.2248,=12.0918,=0.0038,=0.2884,=0.0027,=0.0036,=0.0048,=0.0065,=0.0096,=0.1387,=0.1206,=0.0470,=248
="000936",中证电信,2009-07-03,=0.0072,=12870.9000,=0.2948,=29.2861,=0.5876,=14.1836,=20.2178,=26.5971,=41.2993,=123.1725,=2.8015,=0.8055,=1.2149,=1.7612,=2.3427,=2.7954,=3.6232,=2.6988,=0.9864,=0.7463,=1.0387,=1.2785,=1.8528,=3.0800,=0.0208,=0.5756,=0.0019,=0.0063,=0.0098,=0.0319,=0.0507,=0.0572,=0.0913,=0.0557,=345
="980080",成长100,2012-12-28,,,=0.2932,=63.8536,=0.7956,=39.4731,=45.5161,=50.6991,=63.9716,=83.5146,=6.9468,=0.8220,=3.0437,=3.7007,=5.7810,=6.8886,=9.2690,=3.7830,=0.7033,=2.0191,=2.4241,=3.2022,=4.4595,=5.8594,=0.0036,=0.0769,=0.0025,=0.0047,=0.0056,=0.0069,=0.0087,=0.1077,=0.1452,=0.0594,=294
="950162",科创芯片设计,2024-07-26,=0.0064,=2397.4600,=0.2887,=121.3382,=0.0210,=109.6960,=217.0864,=260.8813,=379.7514,=687.1301,=12.8579,=0.7419,=4.2582,=7.9271,=10.7235,=13.2671,=20.2102,=19.8172,=0.6539,=8.7765,=14.5143,=18.1476,=21.6192,=32.5243,=0.0016,=0.5564,=0.0010,=0.0012,=0.0015,=0.0018,=0.0029,=0.0858,=0.0713,=0.0289,=71
="931461",电子50,2009-07-22,=0.0097,=7596.3300,=0.2886,=47.2462,=0.7639,=20.3357,=30.2775,=36.3560,=49.0359,=76.5790,=6.6174,=0.9629,=2.5323,=3.1789,=3.7179,=5.3491,=9.2899,=3.2196,=0.8105,=1.1588,=1.7975,=2.0695,=3.1692,=4.5428,=0.0062,=0.1401,=0.0046,=0.0066,=0.0091,=0.0111,=0.0147,=0.0739,=0.0884,=0.0404,=445
="930652",CS电子,2015-06-05,=0.0085,=12631.6100,=0.2877,=53.1982,=0.8018,=21.2056,=33.8173,=43.2272,=53.1183,=86.1406,=6.6629,=0.9695,=2.2039,=3.1461,=3.6611,=4.8529,=9.3375,=3.6349,=0.9559,=1.4014,=2.0216,=2.3117,=3.0950,=5.0793,=0.0054,=0.0416,=0.0040,=0.0063,=0.0077,=0.0104,=0.0141,=0.0673,=0.0838,=0.0386,=490
="000994",全指电信,2011-08-02,=0.0084,=14249.5300,=0.2794,=29.7745,=0.4170,=17.6024,=21.7761,=33.4463,=52.5075,=109.2407,=2.8762,=0.7169,=1.3865,=1.8410,=2.5294,=3.0114,=3.7766,=2.7113,=0.9769,=0.9155,=1.2459,=1.5556,=1.9099,=3.1271,=0.0202,=0.6024,=0.0022,=0.0055,=0.0085,=0.0296,=0.0398,=0.0579,=0.0895,=0.0556,=235
="931248",油气资源,2023-06-12,=0.0260,=1163.2000,=0.2730,=13.2133,=0.7775,=8.9017,=10.2642,=11.4172,=13.3581,=19.0700,=1.3811,=0.8217,=1.0292,=1.1543,=1.2336,=1.3733,=1.8318,=0.7512,=0.8546,=0.4486,=0.5240,=0.5964,=0.6939,=0.9774,=0.0378,=0.1820,=0.0285,=0.0383,=0.0456,=0.0496,=0.0548,=0.0623,=0.0906,=0.0516,=60
="932087",集成电路,2023-03-29,=0.0069,=1433.4100,=0.2657,=84.3922,=0.1385,=46.1239,=97.9636,=131.7184,=151.5764,=195.7770,=7.5911,=0.8450,=3.1405,=3.9536,=5.2127,=7.3356,=11.4486,=11.9485,=0.7870,=5.8347,=7.6863,=9.1937,=12.0451,=18.6728,=0.0016,=0.4036,=0.0010,=0.0014,=0.0017,=0.0022,=0.0029,=0.0589,=0.0481,=0.0198,=60
="399990",煤炭等权,2015-01-21,=0.0255,=3608.8200,=0.2564,=19.1235,=0.8702,=5.7123,=8.6087,=10.6443,=15.5378,=144.9606,=1.8128,=0.9691,=0.8179,=1.1204,=1.3790,=1.6221,=2.0135,=1.8327,=0.9464,=0.6732,=0.9175,=1.1221,=1.4635,=2.2100,=0.0318,=0.0894,=0.0074,=0.0368,=0.0547,=0.0638,=0.1003,=0.0521,=0.0912,=0.0456,=242
="399296",创成长,2019-01-23,=0.0052,=7821.8900,=0.2550,=35.6757,=0.2998,=22.4911,=31.0716,=43.2064,=63.6630,=104.6935,=8.0258,=0.6254,=3.9463,=4.9679,=7.1283,=10.6103,=14.9802,=5.0056,=0.3843,=2.5417,=3.4877,=5.8048,=11.8255,=17.3385,=0.0086,=0.7336,=0.0016,=0.0028,=0.0063,=0.0105,=0.0200,=0.1410,=0.2040,=0.0851,=1087
="931494",消费电子,2020-06-12,=0.0094,=6361.8800,=0.2508,=50.1000,=0.7543,=20.2625,=32.2618,=38.8897,=52.1505,=77.9188,=5.8892,=0.9501,=2.1307,=2.8246,=3.5673,=5.1522,=7.9404,=2.7884,=0.8896,=1.3000,=1.6521,=2.0118,=2.6370,=3.9249,=0.0061,=0.2372,=0.0040,=0.0058,=0.0082,=0.0109,=0.0138,=0.0590,=0.0807,=0.0373,=236
="000998",中证TMT,2011-11-08,=0.0078,=3664.7500,=0.2463,=38.6528,=0.6201,=18.9989,=27.6163,=34.6676,=43.1651,=58.6698,=4.4506,=0.9019,=1.9674,=2.4618,=3.2924,=4.0638,=5.6742,=3.1280,=0.9625,=1.2505,=1.8092,=2.1806,=2.6646,=3.9991,=0.0115,=0.5727,=0.0048,=0.0068,=0.0094,=0.0185,=0.0284,=0.0650,=0.0900,=0.0493,=568
="399610",TMT50,2010-11-08,=0.0105,=11939.5700,=0.2460,=39.3997,=0.5628,=21.0331,=30.1605,=38.0229,=46.2400,=64.7172,=6.3026,=0.9580,=2.4071,=3.2240,=4.0371,=5.2527,=8.4969,=3.3672,=0.6947,=1.5843,=2.0120,=2.7305,=3.6659,=4.6782,=0.0073,=0.3828,=0.0046,=0.0061,=0.0080,=0.0121,=0.0161,=0.0881,=0.1080,=0.0497,=524
="000993",全指信息,2011-08-02,=0.0081,=10552.1900,=0.2433,=55.8821,=0.5999,=27.3163,=42.0292,=52.3654,=68.2638,=96.2351,=6.4880,=0.9695,=2.5265,=3.2907,=4.0177,=4.7054,=8.9424,=3.8927,=0.9110,=1.8009,=2.3376,=2.8258,=3.4670,=5.3826,=0.0055,=0.2592,=0.0039,=0.0053,=0.0064,=0.0084,=0.0117,=0.0622,=0.0751,=0.0332,=4108
="000935",中证信息,2009-07-03,=0.0081,=7974.9500,=0.2426,=55.7849,=0.8063,=22.3783,=36.3294,=44.9661,=55.4559,=87.4284,=6.5008,=0.9695,=2.5910,=3.3282,=4.0455,=4.9041,=8.9117,=3.8023,=0.8958,=1.7187,=2.2023,=2.7279,=3.5210,=5.2392,=0.0056,=0.1253,=0.0042,=0.0059,=0.0072,=0.0094,=0.0127,=0.0609,=0.0833,=0.0345,=1128
="931866",中证机床,2022-05-09,=-0.0028,=2222.1400,=0.2392,=51.1041,=0.7481,=28.6086,=37.0285,=40.9833,=56.5281,=85.2007,=6.1514,=0.8904,=2.8302,=3.7723,=4.3671,=5.2987,=9.1263,=4.7658,=0.8433,=2.4023,=3.1646,=3.4523,=4.4947,=7.3925,=0.0066,=0.2260,=0.0043,=0.0066,=0.0077,=0.0096,=0.0146,=0.0788,=0.1022,=0.0544,=170
="000688",科创50,2020-07-23,=0.0029,=1657.4800,=0.2331,=136.1891,=0.7854,=35.5957,=42.7326,=72.5281,=138.6649,=263.7183,=7.9319,=0.9445,=2.9443,=4.2553,=4.9313,=6.8881,=10.5365,=10.0435,=0.8309,=3.1319,=4.6097,=5.6392,=9.7532,=13.6380,=0.0021,=0.0274,=0.0016,=0.0030,=0.0045,=0.0071,=0.0110,=0.0354,=0.0347,=0.0153,=8355
="931165",新兴科技100,2019-04-25,=0.0116,=10459.8800,=0.2291,=40.9386,=0.8181,=17.0055,=23.5179,=29.9314,=40.3745,=67.3989,=9.1916,=0.9461,=3.5721,=4.3464,=5.5570,=7.7022,=13.6689,=6.5778,=0.8059,=3.0368,=3.6638,=4.8762,=6.5139,=12.4159,=0.0064,=0.1691,=0.0047,=0.0067,=0.0090,=0.0149,=0.0264,=0.1525,=0.1919,=0.0958,=525
="980030",消费电子,2015-02-17,=0.0099,=8930.5900,=0.2291,=40.2589,=0.5321,=18.6467,=31.9267,=39.2005,=47.8169,=65.6114,=4.3348,=0.8093,=2.0026,=2.6011,=3.0543,=4.2835,=6.3059,=2.2473,=0.7557,=1.1413,=1.4028,=1.5898,=2.3710,=3.4515,=0.0068,=0.2357,=0.0040,=0.0066,=0.0082,=0.0110,=0.0143,=0.0529,=0.0648,=0.0332,=389
="399998",中证煤炭,2015-02-13,=0.0268,=2423.3100,=0.2290,=19.1235,=0.8702,=5.7123,=8.6087,=10.6443,=15.5378,=144.9606,=1.8128,=0.9691,=0.8179,=1.1204,=1.3790,=1.6221,=2.0135,=1.8327,=0.9464,=0.6732,=0.9175,=1.1221,=1.4635,=2.2100,=0.0318,=0.0894,=0.0074,=0.0368,=0.0547,=0.0638,=0.1003,=0.0521,=0.0912,=0.0456,=2138
="000689",科创材料,2022-08-15,=0.0001,=1486.7700,=0.2264,=158.3878,=0.8382,=38.7753,=45.6458,=92.7275,=153.2932,=281.6880,=6.5579,=0.9769,=1.9307,=2.6615,=3.4609,=4.5524,=8.5314,=8.0018,=0.9769,=2.1963,=3.1493,=4.0719,=5.7511,=10.7722,=0.0024,=0.0221,=0.0019,=0.0044,=0.0063,=0.0078,=0.0117,=0.0260,=0.0258,=0.0159,=49
="930792",HK银行,2016-04-22,=0.0124,=5398.5400,=0.2257,=7.3651,=0.9160,=3.2659,=4.4645,=5.8967,=6.8719,=9.5632,=0.7068,=0.6797,=0.3905,=0.4964,=0.6240,=0.7971,=1.0771,=2.7345,=0.9785,=1.0519,=1.5167,=1.8842,=2.4529,=3.1066,=0.0447,=0.0657,=0.0355,=0.0496,=0.0562,=0.0743,=0.1045,,=0.0901,=0.0459,=771
="931380",科技50,2019-11-25,=0.0074,=3870.6700,=0.2251,=41.1612,=0.3967,=22.4426,=31.3619,=46.0165,=56.4250,=71.9143,=5.5996,=0.5248,=2.7627,=3.8853,=5.5154,=7.3345,=9.9144,=4.8316,=0.5978,=2.1802,=3.0814,=4.2414,=5.6393,=7.7525,=0.0095,=0.7397,=0.0035,=0.0051,=0.0076,=0.0104,=0.0163,=0.0675,=0.0951,=0.0452,=950
="000915",300信息,2007-07-02,=0.0096,=3965.2700,=0.2198,=48.3310,=0.7993,=20.6178,=34.5626,=39.8330,=48.3468,=75.5831,=6.5924,=0.9547,=2.7398,=3.5399,=4.3502,=5.6230,=9.0762,=3.2451,=0.5113,=1.6744,=2.1697,=3.1897,=4.0451,=4.9963,=0.0066,=0.2876,=0.0049,=0.0061,=0.0076,=0.0100,=0.0144,=0.0690,=0.0971,=0.0383,=23
="931250",港股通创新药,2012-07-20,=0.0550,=1219.8300,=0.2142,=36.2946,=0.4905,=21.4435,=32.6738,=36.4099,=43.9167,=63.0533,=3.9352,=0.8568,=1.5232,=1.8495,=2.3842,=3.8343,=4.5255,=6.4026,=0.7608,=1.4727,=1.7815,=2.4047,=6.5166,=7.7209,=0.0079,=0.2716,=0.0059,=0.0076,=0.0131,=0.0162,=0.0196,=0.0728,=0.1071,=0.0564,=142
="930850",智能制造,2016-07-20,=0.0001,=5802.1700,=0.2121,=49.6985,=0.7676,=23.4329,=32.7521,=41.9128,=50.3620,=78.5602,=5.7918,=0.9440,=2.5370,=3.5241,=4.1826,=5.1137,=7.7199,=3.3846,=0.7461,=1.5919,=2.3591,=2.8029,=3.5734,=5.3954,=0.0067,=0.3297,=0.0050,=0.0062,=0.0077,=0.0101,=0.0146,=0.0625,=0.0857,=0.0387,=367
="931579",东证优势成长,2020-11-09,=0.0003,=9247.3400,=0.2116,=25.4984,=0.6421,=7.9327,=14.3474,=19.3305,=30.2758,=61.0103,=5.5590,=0.7235,=0.9149,=2.6241,=3.4633,=5.9182,=9.3390,=3.9817,=0.8625,=1.1828,=2.0647,=2.4297,=3.7082,=6.0793,=0.0133,=0.4204,=0.0040,=0.0072,=0.0147,=0.0284,=0.0527,=0.1274,=0.1983,=0.0660,=160
="HSSSHID",恒生沪深港创新药精选50指数,2020-03-01,=0.0495,=9058.1300,=0.2082,=32.7280,=0.3675,=23.4861,=29.6632,=35.4087,=51.3697,=94.0285,=4.3393,=0.6608,=2.0729,=2.8237,=3.7691,=6.3006,=8.4497,=6.2223,=0.8536,=1.3432,=1.9044,=3.7697,=6.0027,=8.1459,=0.0084,=0.4560,=0.0033,=0.0050,=0.0087,=0.0120,=0.0157,=0.0807,=0.1198,=0.0708,=295
="000699",科创200,2024-08-20,=0.0144,=1591.7200,=0.2061,=185.1678,=0.3083,=128.9087,=169.0276,=227.6994,=307.8639,=388.1174,=4.3722,=0.7115,=1.9770,=3.0484,=4.0544,=4.8075,=5.6874,=6.0982,=0.4862,=3.3605,=5.1446,=6.1294,=7.3853,=8.4376,=0.0041,=0.2016,=0.0033,=0.0041,=0.0048,=0.0067,=0.0100,=0.0171,=0.0165,=0.0098,=155
="H30198",油气产业,2013-07-15,=0.0217,=2536.3600,=0.2041,=13.4406,=0.4587,=7.8064,=10.9072,=14.1517,=25.3168,=104.2111,=1.4785,=0.9556,=0.6580,=0.8192,=1.1538,=1.2729,=1.8532,=0.7789,=0.9581,=0.2505,=0.3237,=0.4852,=0.5976,=0.9554,=0.0351,=0.2141,=0.0103,=0.0345,=0.0426,=0.0469,=0.0704,=0.0677,=0.0868,=0.0494,=124
="931787",港股创新药,2018-08-14,=0.0551,=1511.8200,=0.2038,=36.2946,=0.3907,=20.8973,=29.7229,=42.7671,=78.4806,=400.8209,=3.9352,=0.7598,=1.5132,=2.3111,=3.0009,=4.1149,=5.7621,=6.4026,=0.9108,=0.8553,=1.3380,=2.1073,=3.4543,=7.7308,=0.0079,=0.3240,=0.0045,=0.0069,=0.0102,=0.0135,=0.0202,=0.0728,=0.1071,=0.0561,=809
="000958",创业成长,2010-03-24,=0.0126,=1927.2900,=0.2024,=41.1464,=0.9613,=11.9506,=17.5032,=24.3359,=30.6936,=61.3903,=10.1983,=0.9753,=2.6815,=3.7899,=5.1716,=6.4547,=14.5711,=5.7677,=0.9683,=1.2937,=1.9105,=2.5452,=3.9752,=7.7463,=0.0058,=0.1042,=0.0040,=0.0066,=0.0089,=0.0140,=0.0209,=0.1560,=0.2198,=0.1117,=674
="000171",新兴成指,2017-01-25,=0.0094,=2217.7600,=0.2020,=31.1526,=0.6819,=15.0335,=20.4154,=24.9940,=36.1302,=63.8139,=4.8713,=0.6000,=2.6324,=3.3023,=4.3741,=6.2615,=10.8185,=4.2332,=0.7616,=1.3680,=2.1241,=2.8115,=4.4495,=8.5894,=0.0126,=0.5049,=0.0042,=0.0073,=0.0126,=0.0194,=0.0271,=0.0954,=0.1371,=0.0669,=208
