指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=-0.0072,=4317.8500,=1.0099,=194.1421,=0.8748,=70.4245,=117.4338,=133.0887,=168.4644,=348.7588,=11.4225,=0.9125,=2.8469,=4.7934,=5.5269,=7.0477,=17.6268,=25.5104,=0.9145,=7.2923,=10.9937,=13.0008,=15.7408,=37.4011,=0.0009,=0.4235,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=152
="931743",半导体材料设备,2012-12-21,=-0.0080,=9738.6200,=0.8913,=143.3397,=0.9297,=30.1973,=40.0333,=61.3644,=90.0931,=224.0742,=11.2757,=0.9373,=2.5588,=3.4348,=4.3153,=7.1507,=17.1334,=17.9538,=0.9463,=2.5903,=3.1786,=3.8572,=11.2166,=25.3851,=0.0012,=0.0563,=0.0009,=0.0020,=0.0028,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=296
="931865",中证半导,2019-03-20,=-0.0174,=8331.0700,=0.6834,=159.7626,=0.9245,=32.8138,=45.7278,=73.9055,=129.7774,=255.0466,=10.4690,=0.9255,=3.3892,=4.1525,=5.2977,=8.5474,=15.8034,=19.7099,=0.9373,=6.4190,=7.7153,=8.8237,=15.2767,=28.9040,=0.0009,=0.1167,=0.0006,=0.0011,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=218
="931144",通信技术,2019-05-30,=-0.0447,=3631.0100,=0.5596,=66.7242,=0.9191,=22.8153,=30.4745,=37.1313,=52.3577,=113.1406,=10.7115,=0.9596,=2.5671,=3.1132,=3.7450,=4.8293,=15.3977,=6.4410,=0.9550,=1.6428,=2.1083,=2.5063,=3.4220,=9.4991,=0.0032,=0.0490,=0.0021,=0.0043,=0.0064,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=258
="000685",科创芯片,2022-06-13,=-0.0326,=3813.5100,=0.4592,=188.8505,=0.8529,=42.1555,=70.8736,=119.4091,=181.3925,=335.4323,=10.1951,=0.9275,=3.1235,=4.0945,=5.1888,=7.7414,=15.4697,=20.9657,=0.9441,=7.4796,=10.0843,=12.3270,=15.8858,=31.9311,=0.0009,=0.0696,=0.0005,=0.0010,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=515
="H30184",半导体,2013-07-15,=-0.0319,=12738.1900,=0.3842,=107.5246,=0.7942,=33.2056,=51.7042,=79.0198,=107.9511,=186.6477,=8.3496,=0.8825,=2.5082,=3.4337,=4.8972,=7.4897,=12.7528,=13.2907,=0.9682,=1.3963,=2.6456,=7.0412,=9.5673,=20.0377,=0.0014,=0.0689,=0.0010,=0.0017,=0.0024,=0.0034,=0.0070,=0.0203,=0.0527,=0.0094,=3401
="932066",半导体行业精选,2023-11-10,=-0.0310,=5539.8600,=0.3638,=85.5120,=0.5407,=50.1901,=65.3857,=83.7295,=99.8792,=142.8699,=8.1534,=0.7467,=3.1655,=4.1541,=6.7710,=8.4332,=12.2533,=12.6370,=0.8044,=6.6489,=8.4103,=10.8602,=12.6126,=18.4956,=0.0017,=0.2489,=0.0012,=0.0016,=0.0022,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=6
="990001",中华半导体芯片,2019-03-18,=-0.0339,=15974.1800,=0.3214,=107.7854,=0.7091,=33.1780,=61.6060,=86.2457,=116.8936,=187.5449,=8.1672,=0.8626,=3.1429,=4.2876,=5.3574,=7.5082,=12.4905,=12.9289,=0.9596,=3.3238,=6.0972,=7.1298,=9.5787,=19.5120,=0.0012,=0.0438,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1386
="931079",5G通信,2019-04-25,=-0.0450,=2546.8500,=0.3211,=46.4792,=0.8442,=21.0709,=27.7329,=33.6903,=44.6890,=103.6981,=7.3753,=0.9544,=2.3623,=3.0512,=3.6344,=5.3558,=10.5199,=2.8728,=0.9466,=1.1916,=1.4919,=1.8868,=2.3715,=4.2354,=0.0054,=0.1794,=0.0036,=0.0056,=0.0082,=0.0121,=0.0152,=0.0389,=0.1398,=0.0276,=2286
="H30007",芯片产业,2012-12-20,=-0.0337,=4165.4500,=0.3154,=95.6333,=0.7241,=24.2382,=40.3144,=71.6672,=113.4115,=186.5687,=8.2747,=0.9130,=1.9412,=3.6288,=4.5508,=7.2956,=12.9184,=12.6932,=0.9695,=1.5871,=3.6984,=6.5615,=8.3766,=19.5328,=0.0012,=0.0384,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=546
