指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="000042",上证央企,2009-03-30,=-0.0014,=1811.1700,=-0.0001,=10.1263,=0.8298,=6.3284,=7.8863,=9.1168,=10.0174,=12.9577,=1.0396,=0.6620,=0.7230,=0.8871,=0.9895,=1.1172,=1.4812,=1.3284,=0.9946,=0.6569,=0.8569,=0.9753,=1.1220,=1.3891,=0.0745,=0.0970,=0.0773,=0.0374,=380
="399805",互联金融,2015-02-10,=0.0003,=3657.4900,=-0.0497,=10.1401,=0.2399,=7.5943,=9.8174,=11.5598,=13.2085,=16.5816,=1.0964,=0.2626,=0.7644,=1.0567,=1.4535,=1.7398,=2.0317,=1.8701,=0.8768,=1.1667,=1.4082,=1.6147,=1.7818,=2.2175,=0.0834,=0.0942,=0.0809,=0.0337,=326
="930608",中证基建,2015-03-31,=-0.0190,=8901.1501,=0.0489,=10.1955,=0.4394,=6.6667,=8.6208,=10.5592,=17.1731,=25.2863,=0.8474,=0.2321,=0.6550,=0.8276,=1.1213,=1.6212,=2.2134,=0.2431,=0.3009,=0.1701,=0.2221,=0.3430,=0.4982,=0.7101,=0.0483,=0.0718,=0.0544,=0.0289,=638
="932422",A500红利低波,2025-04-09,=0.0040,=3207.7600,=0.0337,=10.2216,=0.7727,=9.5190,=9.8572,=10.0730,=10.2346,=10.5846,=1.0861,=0.9955,=0.9943,=1.0276,=1.0409,=1.0551,=1.0941,=1.3262,=0.2318,=1.2431,=1.3098,=1.4413,=1.4783,=1.5336,=0.0682,,,=0.0426,=233
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0058,=12366.4500,=-0.0372,=10.2275,=0.8308,=6.0524,=7.8425,=8.5894,=9.8980,=15.8114,=1.1049,=0.7173,=0.6924,=0.8884,=0.9973,=1.1579,=1.7191,=1.4770,=0.8418,=0.7782,=0.9905,=1.0784,=1.4245,=2.0876,,=0.1073,,=0.0351,=90
="950090",50AH优选,2015-12-10,=-0.0123,=6119.6121,=-0.0104,=10.2471,=0.8988,=6.3188,=7.9005,=8.6039,=9.7464,=13.5010,=1.0893,=0.7004,=0.7914,=0.9478,=1.0252,=1.1249,=1.5403,=1.3808,=0.9781,=0.6574,=0.8453,=0.9460,=1.0523,=1.4553,,=0.1029,,=0.0384,=1986
="000806",消费服务,2012-02-10,=-0.0071,=8186.8494,=-0.0281,=10.2516,=0.3145,=8.7745,=9.9733,=10.8057,=11.8704,=17.0971,=1.1523,=0.1055,=1.0009,=1.2054,=1.3589,=1.5460,=2.0145,=2.2330,=0.6616,=1.6526,=1.9443,=2.1065,=2.3803,=3.0032,=0.0839,=0.1036,=0.0833,=0.0360,=410
="932153",港股通价值策略,2025-04-30,=-0.0166,=1094.7858,=0.0419,=10.2744,=0.7299,=8.1696,=9.4896,=10.0765,=10.3311,=10.9237,=0.8902,=0.7156,=0.7012,=0.8186,=0.8759,=0.8958,=0.9365,=1.0553,=0.6967,=0.8168,=0.9474,=1.0263,=1.0640,=1.1126,,,,=0.0429,=6
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0054,=8581.4600,=-0.0373,=10.3015,=0.8356,=6.0524,=7.8441,=8.6004,=9.9246,=15.8114,=1.1096,=0.7204,=0.6924,=0.8880,=0.9982,=1.1595,=1.7191,=1.4842,=0.8457,=0.7782,=0.9920,=1.0788,=1.4280,=2.0876,,=0.1073,,=0.0349,=4720
="932431",300质量,2025-03-18,=0.0029,=2027.1300,=-0.0094,=10.3624,=0.9319,=9.4685,=9.9368,=10.1080,=10.2473,=10.5369,=1.1511,=0.8766,=1.0727,=1.1111,=1.1296,=1.1430,=1.1853,=2.2297,=0.7191,=2.0194,=2.1476,=2.1956,=2.2428,=2.3259,=0.0794,,,=0.0359,=0
="931375",300质量低波,2019-11-25,=-0.0077,=17547.2200,=0.0347,=10.4376,=0.4076,=6.4946,=8.1259,=11.5295,=13.5849,=22.0532,=1.3724,=0.4076,=0.8054,=1.0752,=1.5746,=2.0874,=3.3245,=1.8595,=0.6443,=1.0044,=1.3149,=1.6387,=2.0969,=2.5370,=0.0993,=0.1354,=0.0949,=0.0287,=106
="399371",国证价值,2010-01-04,=-0.0084,=7423.3700,=0.0306,=10.4402,=0.8145,=6.4728,=7.8356,=9.0964,=10.3316,=13.0475,=1.0675,=0.6212,=0.7249,=0.8967,=1.0117,=1.2423,=1.5675,=1.1033,=0.8079,=0.5764,=0.7536,=0.8693,=1.0967,=1.3812,=0.0736,=0.0927,=0.0763,=0.0393,=109
