指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0027,=12431.8160,=-0.0275,=5.9745,=0.8406,=3.2016,=4.0497,=5.1670,=5.8878,=7.9938,=0.5653,=0.4938,=0.3790,=0.4552,=0.5668,=0.7162,=1.0569,=2.2768,=0.8974,=1.0856,=1.4281,=1.7370,=2.0856,=2.9053,,=0.0932,,=0.0532,=80
="H11146",港股通内地金融,2010-06-02,=-0.0104,=1093.4871,=-0.0065,=6.2654,=0.5964,=3.2759,=4.5181,=5.8726,=6.7473,=9.2347,=0.6371,=0.4173,=0.3797,=0.4941,=0.6812,=0.8770,=1.1859,=1.6195,=0.8270,=0.6692,=0.9479,=1.2646,=1.5896,=2.1885,,=0.0962,,=0.0474,=32
="930792",HK银行,2016-04-22,=-0.0098,=4406.7941,=0.0005,=6.7468,=0.8035,=3.2659,=4.4520,=5.7835,=6.7186,=9.5632,=0.6448,=0.5428,=0.3905,=0.4959,=0.6237,=0.8026,=1.0771,=2.5215,=0.8805,=1.0519,=1.5154,=1.8313,=2.3209,=3.1066,,=0.0964,,=0.0503,=740
="399986",中证银行,2013-07-15,=-0.0020,=7312.1800,=-0.0383,=6.9224,=0.8294,=4.1183,=5.2599,=6.2224,=6.8100,=9.0846,=0.6791,=0.3918,=0.4848,=0.5836,=0.7250,=0.9064,=1.2416,=2.6384,=0.8962,=1.4134,=1.7842,=2.1176,=2.4446,=3.3016,=0.0685,=0.0932,=0.0729,=0.0449,=9437
="H30106",H300金融服务,2013-05-21,=-0.0149,=1521.7091,=0.0056,=7.0534,=0.5385,=4.0175,=5.3653,=6.9016,=7.7687,=11.1922,=0.7567,=0.5142,=0.4470,=0.5779,=0.7482,=0.9081,=1.2489,=1.9732,=0.8716,=0.8557,=1.1817,=1.4548,=1.8441,=2.3593,,=0.1014,,=0.0451,=17
="399809",保险主题,2015-02-13,=-0.0170,=2491.9800,=-0.0659,=7.4031,=0.3086,=5.4537,=6.8114,=10.6460,=15.0245,=22.8725,=0.8334,=0.3181,=0.6352,=0.7667,=1.2285,=1.4858,=1.9794,=2.1760,=0.9415,=0.5239,=0.8688,=1.0978,=1.3737,=2.3772,=0.0826,=0.1040,=0.0824,=0.0392,=1465
="000018",180金融,2007-12-10,=-0.0083,=5514.7200,=-0.0717,=7.4166,=0.4689,=5.2016,=6.4287,=7.4960,=8.3012,=10.8609,=0.7907,=0.3515,=0.5902,=0.6965,=0.8917,=1.0738,=1.4199,=2.2483,=0.8385,=1.2355,=1.5824,=1.9273,=2.1886,=2.8772,=0.0783,=0.0973,=0.0761,=0.0395,=765
="000818",细分金融,2012-04-11,,,=-0.0616,=7.5463,=0.4623,=5.2356,=6.4974,=7.6839,=8.4810,=10.9951,=0.8040,=0.3461,=0.5930,=0.7010,=0.9088,=1.0987,=1.4303,=2.3041,=0.8410,=1.2689,=1.6354,=1.9720,=2.2451,=2.9111,=0.0780,=0.0969,=0.0769,=0.0386,=6
="931233",港股通央企红利,2017-06-28,=-0.0090,=1244.8452,=0.0678,=7.5632,=0.8391,=3.6988,=4.9373,=6.2841,=7.4188,=14.0775,=0.7270,=0.6822,=0.3929,=0.5213,=0.6412,=0.8682,=1.8161,=1.0272,=0.5910,=0.4645,=0.6185,=0.9356,=1.3944,=1.7583,,=0.0974,,=0.0530,=399
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0125,=4373.0500,=0.0876,=7.5789,=0.9986,=4.1647,=4.6084,=5.5691,=6.8376,=7.6037,=0.7216,=0.9986,=0.4381,=0.4919,=0.5812,=0.6723,=0.7227,=0.9999,=0.9913,=0.5323,=0.5912,=0.7275,=0.9106,=1.0190,,=0.0980,,=0.0524,=204
