指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q2),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q2),关注度
="H11140",香港红利,2009-07-23,=-0.0053,=4010.8388,=0.0974,=7.3778,=0.7563,=3.0693,=4.4554,=5.9845,=7.6569,=13.9623,=0.7052,=0.5939,=0.3833,=0.5103,=0.6299,=0.8635,=1.1652,=1.1714,=0.6737,=0.5431,=0.7464,=0.9728,=1.2931,=2.1349,=0.0541,=0.1741,=0.0382,=0.0553,=0.0632,=0.0876,=0.1281,=0.0477,=0.0912,=0.0482,=58
="987016",港股通红利低波,2021-11-18,,,=0.0760,=7.3808,=0.8660,=3.4544,=4.3205,=5.0538,=6.9504,=8.0054,=0.7191,=0.9500,=0.4152,=0.4894,=0.5432,=0.6753,=0.7549,=1.0965,=0.7634,=0.5827,=0.6625,=0.8091,=1.1196,=1.3012,=0.0555,=0.1162,=0.0488,=0.0584,=0.0805,=0.0922,=0.1160,=0.0478,=0.0893,=0.0462,=189
="H11153",内地国有,2010-07-30,=0.0011,=917.7943,=0.0723,=7.3845,=0.5996,=3.8321,=5.3228,=6.8441,=8.1258,=10.6098,=0.7909,=0.5838,=0.4563,=0.5948,=0.7191,=0.9014,=1.1585,=1.2136,=0.8919,=0.5182,=0.7364,=0.9227,=1.1626,=1.3703,=0.0490,=0.3818,=0.0367,=0.0455,=0.0528,=0.0741,=0.1043,=0.0540,=0.0985,=0.0498,=2
="399966",800证保,2012-12-21,=0.0107,=5564.5300,=-0.1585,=7.4108,=0.0012,=7.3261,=13.4400,=15.9488,=19.7371,=27.1945,=1.2189,=0.1116,=1.0619,=1.2944,=1.5831,=2.0319,=2.4366,=1.5869,=0.2923,=1.1634,=1.5249,=1.7736,=2.0449,=2.5211,=0.0309,=0.9922,=0.0122,=0.0161,=0.0213,=0.0245,=0.0329,=0.0846,=0.1256,=0.0585,=188
="H30588",中证证保,2015-02-02,=0.0107,=944.7943,=-0.1586,=7.4165,=0.0012,=7.3318,=13.4515,=16.0451,=19.5888,=27.6808,=1.2176,=0.1066,=1.0752,=1.2953,=1.5873,=2.0255,=2.4238,=1.5892,=0.3125,=1.1673,=1.5178,=1.7669,=2.0127,=2.5500,=0.0309,=0.9934,=0.0121,=0.0161,=0.0213,=0.0243,=0.0328,=0.0845,=0.1254,=0.0584,=485
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0009,=1231.2300,=-0.0347,=7.4404,=0.7147,=3.6777,=4.8617,=6.6115,=7.7985,=10.6953,=0.6974,=0.5540,=0.4041,=0.5047,=0.6468,=0.8969,=1.1746,=1.0861,=0.5361,=0.5013,=0.7009,=1.0621,=1.4855,=1.9871,=0.0551,=0.2873,=0.0423,=0.0528,=0.0604,=0.0808,=0.1102,,=0.0902,=0.0467,=923
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0030,=3839.1600,=0.0679,=7.4591,=0.6846,=4.9972,=5.5925,=6.2803,=7.7925,=8.5526,=0.7581,=0.7700,=0.5264,=0.5951,=0.6422,=0.7662,=0.8375,=0.9244,=0.8018,=0.5404,=0.5989,=0.6830,=0.9236,=1.0234,=0.0500,=0.1643,=0.0450,=0.0511,=0.0675,=0.0772,=0.0871,=0.0533,=0.0956,=0.0480,=122
="000914",300金融,2007-07-02,=0.0029,=6068.2700,=-0.0967,=7.4998,=0.3627,=5.2769,=6.6035,=7.8280,=8.5959,=11.3863,=0.7775,=0.3092,=0.5962,=0.7048,=0.8738,=1.1183,=1.4919,=2.0877,=0.7765,=1.1210,=1.4313,=1.8124,=2.1094,=2.7052,=0.0389,=0.5764,=0.0235,=0.0340,=0.0378,=0.0466,=0.0618,=0.0510,=0.0897,=0.0461,=349
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0011,=2668.4300,=0.0770,=7.5558,=0.8697,=3.8979,=4.9573,=5.9749,=7.3122,=8.4533,=0.7085,=0.8508,=0.4277,=0.5187,=0.5832,=0.6904,=0.8197,=1.2032,=0.8620,=0.5333,=0.7004,=0.8901,=1.1393,=1.3442,=0.0531,=0.0967,=0.0482,=0.0560,=0.0660,=0.0838,=0.1067,,=0.0891,=0.0459,=510
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0007,=4686.3100,=0.0090,=7.6903,=0.7506,=4.2457,=4.7680,=5.9112,=7.8672,=9.0746,=0.7223,=0.6990,=0.4429,=0.5021,=0.5971,=0.7380,=0.8283,=1.1852,=0.9410,=0.6036,=0.6822,=0.8925,=1.0734,=1.2508,=0.0585,=0.1548,=0.0497,=0.0601,=0.0705,=0.0876,=0.0947,,=0.0897,=0.0466,=89
="000934",中证金融,2009-07-03,=0.0038,=5675.7100,=-0.0947,=7.7434,=0.3701,=5.7083,=6.8952,=8.0813,=8.8699,=11.5527,=0.7864,=0.3026,=0.6117,=0.7182,=0.8847,=1.1285,=1.5017,=2.0978,=0.7925,=1.1467,=1.4503,=1.8026,=2.1036,=2.6696,=0.0379,=0.5780,=0.0232,=0.0331,=0.0367,=0.0444,=0.0593,=0.0504,=0.0873,=0.0451,=1161
="931157",SHS红利成长LV,2019-04-25,=-0.0002,=7158.0617,=-0.0400,=7.7719,=0.6341,=4.1261,=5.6289,=7.0174,=8.3085,=11.5318,=0.7773,=0.4128,=0.5154,=0.6307,=0.8020,=0.9165,=1.5888,=1.6826,=0.9803,=0.5018,=0.7152,=1.0466,=1.4326,=1.7619,=0.0475,=0.4624,=0.0259,=0.0421,=0.0481,=0.0555,=0.0761,=0.0487,=0.0964,=0.0513,=365
="930992",沪港深红利低波,2017-06-28,,,=-0.0355,=7.8755,=0.7910,=4.0130,=5.2296,=6.0121,=7.8928,=8.5109,=0.7461,=0.8454,=0.4277,=0.5397,=0.5981,=0.7388,=0.7950,=1.1781,=0.7660,=0.4496,=0.6029,=0.8971,=1.1906,=1.3912,=0.0512,=0.0889,=0.0476,=0.0534,=0.0712,=0.0765,=0.0949,=0.0480,=0.0878,=0.0455,=60
="H30270",红利价值,2013-12-19,=-0.0018,=9476.9561,=-0.0058,=7.8764,=0.7451,=4.4543,=5.4548,=6.8013,=8.5969,=13.0955,=0.8092,=0.6202,=0.5256,=0.6499,=0.7653,=1.2258,=1.7317,=1.6146,=0.9767,=0.5854,=0.8153,=1.0098,=1.3125,=1.6668,=0.0426,=0.2523,=0.0269,=0.0418,=0.0499,=0.0628,=0.0726,=0.0497,=0.0936,=0.0466,=228
="000992",全指金融,2011-08-02,=0.0042,=5416.9200,=-0.0954,=7.8828,=0.3730,=5.9310,=7.1035,=8.2530,=9.0286,=11.6339,=0.7864,=0.2989,=0.6188,=0.7236,=0.8879,=1.1379,=1.5107,=2.0944,=0.7958,=1.1568,=1.4434,=1.8068,=2.0970,=2.6668,=0.0375,=0.5867,=0.0229,=0.0327,=0.0362,=0.0437,=0.0581,=0.0497,=0.0846,=0.0444,=2717
="000029",180价值,2009-01-09,=-0.0005,=4144.8000,=-0.0692,=7.8985,=0.5101,=5.6894,=6.9094,=7.8759,=8.4987,=10.8138,=0.8263,=0.3096,=0.6666,=0.8015,=0.8552,=1.0605,=1.4433,=1.1114,=0.8860,=0.6198,=0.7826,=0.9449,=1.0761,=1.4032,=0.0411,=0.3154,=0.0290,=0.0397,=0.0429,=0.0521,=0.0634,=0.0509,=0.0896,=0.0469,=559
="932596",港股通红利低波,2016-02-04,,,=0.0787,=7.9041,=0.3049,=7.1792,=7.7982,=8.0191,=8.2478,=8.5745,=0.7382,=0.5447,=0.6528,=0.6978,=0.7330,=0.7554,=0.7956,=1.3603,=0.6992,=1.2161,=1.2866,=1.3385,=1.3683,=1.4305,=0.0503,=0.3780,=0.0473,=0.0491,=0.0523,=0.0546,=0.0579,=0.0463,=0.0894,,=109
="930914",港股通高股息,2016-11-25,=-0.0046,=5105.4178,=0.0381,=8.0040,=0.8119,=3.4280,=4.4420,=5.9979,=7.9225,=11.1979,=0.7711,=0.7127,=0.3979,=0.5045,=0.6327,=0.8500,=1.1764,=1.2523,=0.7859,=0.5144,=0.7099,=0.9280,=1.2639,=2.2126,=0.0517,=0.1401,=0.0387,=0.0545,=0.0656,=0.0862,=0.1194,=0.0472,=0.0918,=0.0489,=793
="931130",红利成长低波,2018-12-04,,,=0.0020,=8.0825,=0.5759,=4.4465,=5.6062,=7.8244,=8.6996,=11.5512,=0.8095,=0.3480,=0.5279,=0.6272,=0.8947,=1.0250,=1.5803,=2.7364,=0.9905,=0.3109,=0.8163,=1.3298,=2.0203,=2.8088,=0.0397,=0.3585,=0.0246,=0.0323,=0.0422,=0.0532,=0.0639,=0.0468,=0.0934,=0.0427,=158
="000063",上证周期,2010-02-03,=0.0020,=3684.2300,=-0.0920,=8.3420,=0.4216,=5.4761,=7.1368,=8.5753,=9.4369,=12.4946,=0.9271,=0.4380,=0.6668,=0.8369,=0.9508,=1.1009,=1.4831,=1.4885,=0.8184,=0.8113,=1.0639,=1.2497,=1.4621,=1.7571,=0.0386,=0.4986,=0.0252,=0.0353,=0.0386,=0.0518,=0.0626,=0.0561,=0.0975,=0.0493,=212
="H50040",上红低波,2014-03-21,=-0.0021,=10747.0703,=-0.0254,=8.3669,=0.7517,=4.6938,=5.9513,=7.1668,=9.6317,=14.3118,=0.8512,=0.5706,=0.5647,=0.6911,=0.8311,=1.3563,=1.8756,=1.6438,=0.9753,=0.6380,=0.8693,=1.2020,=1.4161,=1.6953,=0.0430,=0.3701,=0.0230,=0.0392,=0.0464,=0.0587,=0.0718,=0.0498,=0.0936,=0.0482,=377
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0027,=4051.7400,=0.0090,=8.3684,=0.4594,=4.8859,=6.8732,=8.7265,=11.3142,=15.9665,=0.7813,=0.3226,=0.5567,=0.7305,=0.8580,=1.1437,=1.3660,=0.9002,=0.3742,=0.5555,=0.7807,=0.9737,=1.3381,=1.5178,=0.0598,=0.6871,=0.0276,=0.0365,=0.0537,=0.0663,=0.1028,=0.0537,=0.0951,=0.0536,=35
="H30269",红利低波,2013-12-19,=-0.0018,=10871.2078,=-0.0328,=8.3735,=0.7456,=4.5638,=5.5488,=6.9389,=9.4763,=14.4342,=0.8616,=0.6163,=0.5386,=0.6570,=0.7996,=1.3862,=1.9670,=1.6341,=0.9798,=0.6111,=0.8850,=1.0985,=1.4176,=1.6855,=0.0436,=0.3166,=0.0246,=0.0407,=0.0503,=0.0605,=0.0732,=0.0505,=0.0946,=0.0469,=4909
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0027,=4261.5800,=-0.0462,=8.3757,=0.9429,=3.5572,=4.6664,=6.0313,=7.4222,=9.5068,=0.7724,=0.7845,=0.3828,=0.4866,=0.5897,=0.8079,=1.1073,=0.6561,=0.1952,=0.4386,=0.6610,=0.8525,=1.4028,=2.0623,=0.0585,=0.4029,=0.0385,=0.0530,=0.0638,=0.0815,=0.1103,,=0.0873,=0.0484,=1582
="399373",大盘价值,2010-01-04,=-0.0005,=8016.8900,=-0.0650,=8.4003,=0.5163,=5.4746,=6.8624,=8.3416,=9.1140,=11.9914,=0.8912,=0.4207,=0.6410,=0.8033,=0.9326,=1.1355,=1.5001,=1.1645,=0.8394,=0.5920,=0.7822,=0.9285,=1.1494,=1.4541,=0.0426,=0.4854,=0.0275,=0.0376,=0.0428,=0.0526,=0.0641,=0.0525,=0.0939,=0.0498,=339
="000922",中证红利,2008-05-26,=-0.0022,=5461.7623,=-0.0077,=8.4851,=0.7649,=5.1762,=6.0261,=7.6611,=8.6151,=11.2156,=0.8388,=0.4924,=0.5911,=0.7113,=0.8426,=1.1012,=1.4999,=1.2653,=0.8477,=0.6332,=0.7731,=1.0443,=1.2414,=1.7101,=0.0427,=0.2614,=0.0309,=0.0413,=0.0471,=0.0596,=0.0693,=0.0487,=0.0895,=0.0440,=20622
="931446",东证红利低波,2020-04-21,=-0.0023,=3327.0798,=-0.0336,=8.4898,=0.7811,=5.1478,=6.1976,=7.2340,=8.5384,=11.0216,=0.8238,=0.7101,=0.5884,=0.6984,=0.7691,=0.8682,=1.2481,=1.5228,=0.9382,=0.5909,=0.7583,=0.9014,=1.3451,=1.5979,=0.0420,=0.2446,=0.0325,=0.0416,=0.0483,=0.0562,=0.0651,=0.0477,=0.0895,=0.0473,=928
="399812",养老产业,2014-06-06,=0.0075,=5196.1600,=-0.1793,=8.5196,=0.0008,=8.4559,=17.3699,=20.2363,=25.2877,=31.4367,=1.6704,=0.0115,=1.5864,=2.0224,=2.7764,=3.2411,=4.2954,=1.2939,=0.0136,=1.2170,=1.4451,=1.6752,=1.8710,=2.5548,=0.0298,=0.9934,=0.0096,=0.0132,=0.0173,=0.0245,=0.0306,=0.0998,=0.1459,=0.0698,=6291
="399805",互联金融,2015-02-10,=0.0167,=2808.8500,=-0.2702,=8.5225,=0.0671,=7.5943,=9.4998,=11.3064,=13.1401,=16.5816,=0.9429,=0.1099,=0.7644,=1.0268,=1.3755,=1.7092,=2.0317,=1.6860,=0.6431,=1.1667,=1.4082,=1.6148,=1.7935,=2.2636,=0.0360,=0.8843,=0.0145,=0.0187,=0.0238,=0.0340,=0.0507,=0.0550,=0.0940,=0.0508,=340
="930709",香港证券,2015-07-13,=0.0174,=1280.1327,=-0.0937,=8.6205,=0.0751,=6.3679,=10.1596,=12.7708,=14.8768,=24.4010,=0.9205,=0.4203,=0.5308,=0.7588,=0.9559,=1.1873,=1.5872,=3.3376,=0.5716,=1.7834,=2.5970,=3.1591,=4.1556,=5.9903,=0.0405,=0.8079,=0.0202,=0.0265,=0.0337,=0.0402,=0.0726,=0.0572,=0.0828,=0.0419,=527
="930839",港股通高息精选,2016-06-08,=0,=3246.2835,=-0.0589,=8.6407,=0.3666,=4.9918,=7.1350,=9.3205,=13.0246,=31.7979,=1.2940,=0.7283,=0.7294,=0.9293,=1.0785,=1.5790,=4.8768,=1.0780,=0.4100,=0.3418,=0.5599,=1.2178,=1.8324,=6.3245,=0.0573,=0.6573,=0.0089,=0.0375,=0.0501,=0.0677,=0.1118,,=0.1444,=0.0781,=399
="000919",300价值,2008-01-21,=0.0023,=5039.8290,=-0.0524,=8.6510,=0.5994,=5.9577,=7.3294,=8.4458,=9.2347,=12.2376,=0.9041,=0.3837,=0.6917,=0.8489,=0.9315,=1.1246,=1.5388,=1.1172,=0.8156,=0.6314,=0.7862,=0.9061,=1.1123,=1.3421,=0.0409,=0.5163,=0.0265,=0.0370,=0.0407,=0.0490,=0.0609,=0.0515,=0.0921,=0.0477,=4351
="000821",300红利,2012-07-20,=-0.0048,=6625.6843,=-0.0070,=8.7563,=0.8555,=4.9998,=6.1945,=7.5652,=8.5562,=10.9286,=0.8666,=0.5121,=0.5725,=0.7149,=0.8622,=1.0734,=1.4919,=1.3982,=0.8872,=0.6098,=0.7997,=1.0663,=1.3346,=1.6963,=0.0436,=0.2890,=0.0319,=0.0425,=0.0473,=0.0562,=0.0673,=0.0492,=0.0916,=0.0473,=1014
="000015",红利指数,2005-01-04,=-0.0039,=3246.1800,=0.0687,=8.7661,=0.9391,=4.6646,=5.5109,=7.0911,=8.1199,=10.4439,=0.8508,=0.6373,=0.5525,=0.6399,=0.7654,=1.0118,=1.3875,=1.4728,=0.9267,=0.7277,=0.8915,=1.1518,=1.3582,=1.6890,=0.0414,=0.1564,=0.0330,=0.0427,=0.0513,=0.0643,=0.0757,=0.0478,=0.0885,=0.0409,=14306
="000151",上国红利,2012-07-20,=-0.0047,=1647.2300,=0.0783,=8.7831,=0.9638,=4.5075,=5.3671,=7.0125,=7.9770,=10.0345,=0.7807,=0.5793,=0.5268,=0.6196,=0.7511,=0.9617,=1.3272,=1.0776,=0.5051,=0.6026,=0.8954,=1.0753,=1.2980,=1.6854,=0.0430,=0.1293,=0.0346,=0.0443,=0.0513,=0.0650,=0.0754,=0.0453,=0.0803,=0.0499,=246
="930955",红利低波100,2017-05-26,=-0.0024,=11148.0212,=-0.0546,=8.8511,=0.8180,=5.0805,=6.0843,=7.4712,=8.6943,=11.5013,=0.8417,=0.5234,=0.5792,=0.6675,=0.8333,=0.9832,=1.3722,=1.4430,=0.8600,=0.5888,=0.7810,=0.9960,=1.3812,=1.7525,=0.0448,=0.3352,=0.0270,=0.0431,=0.0469,=0.0559,=0.0683,=0.0466,=0.0928,=0.0503,=2477
="931644",800红利,2024-03-15,,,=-0.0037,=8.9153,=0.6563,=6.4729,=7.4148,=8.4708,=9.0603,=9.4757,=0.8715,=0.6039,=0.7001,=0.7758,=0.8606,=0.9038,=0.9431,=1.2578,=0.6645,=0.8423,=0.9329,=1.1602,=1.2896,=1.3602,=0.0436,=0.2930,=0.0416,=0.0430,=0.0464,=0.0574,=0.0662,=0.0486,=0.0906,=0.0470,=36
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0049,=8496.4700,=-0.1021,=8.9399,=0.4594,=5.7712,=7.9426,=9.1119,=10.2875,=13.0207,=1.0324,=0.3515,=0.7256,=0.9443,=1.0776,=1.2096,=1.5098,=1.6242,=0.6749,=0.9123,=1.1617,=1.4620,=1.7427,=2.4187,=0.0371,=0.5288,=0.0247,=0.0321,=0.0368,=0.0450,=0.0643,=0.0573,=0.1051,=0.0524,=271
="000968",300周期,2010-05-28,,,=-0.0955,=8.9421,=0.4455,=6.1174,=7.8172,=9.1244,=10.2504,=13.3562,=0.9485,=0.4080,=0.7021,=0.8488,=0.9939,=1.1612,=1.5550,=1.5220,=0.8119,=0.8459,=1.0847,=1.2657,=1.5128,=1.8297,=0.0371,=0.5998,=0.0230,=0.0323,=0.0360,=0.0470,=0.0569,=0.0541,=0.0922,=0.0475,=104
="000824",国企红利,2012-07-20,=-0.0022,=2133.1804,=0.0057,=8.9883,=0.9333,=4.8847,=5.9432,=7.3404,=8.5526,=10.7823,=0.8715,=0.5928,=0.5610,=0.6881,=0.8240,=1.0525,=1.4469,=1.3000,=0.8419,=0.5370,=0.7018,=0.9868,=1.2723,=1.6834,=0.0427,=0.2499,=0.0328,=0.0418,=0.0481,=0.0583,=0.0694,=0.0481,=0.0892,=0.0457,=969
="932153",港股通价值策略,2025-04-30,=0.0026,=1117.6479,=0.0635,=9.1024,=0.0933,=8.1696,=9.4785,=10.0484,=10.3558,=10.9237,=0.8041,=0.1662,=0.7012,=0.8172,=0.8709,=0.8982,=0.9365,=0.9511,=0.1662,=0.8168,=0.9643,=1.0198,=1.0611,=1.1126,=0.0440,=0.7376,=0.0397,=0.0414,=0.0429,=0.0445,=0.0538,,=0.0817,=0.0427,=16
="930740",300红利LV,2018-12-04,=-0.0030,=6948.4354,=-0.0308,=9.1242,=0.8852,=5.4153,=6.8543,=7.5584,=8.7907,=9.6903,=0.8732,=0.5415,=0.6159,=0.7748,=0.8594,=0.9446,=1.0604,=1.5972,=0.8874,=0.6725,=0.8601,=1.0841,=1.5232,=1.9253,=0.0428,=0.2792,=0.0370,=0.0419,=0.0451,=0.0510,=0.0622,=0.0462,=0.0932,=0.0455,=656
="931722",国新港股通央企红利,2023-09-13,=-0.0053,=1329.5666,=0.0093,=9.1396,=0.7197,=5.5040,=6.7457,=7.8870,=9.5349,=10.8173,=0.8431,=0.5431,=0.6213,=0.7433,=0.8321,=0.9071,=1.0298,=0.5807,=0.6860,=0.3100,=0.3858,=0.4917,=0.6086,=0.6918,=0.0561,=0.1819,=0.0469,=0.0565,=0.0613,=0.0683,=0.0823,=0.0500,=0.0875,=0.0488,=382
