指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=0.0367,=4424.2664,=1.0594,=195.9362,=0.8775,=70.4245,=117.4338,=133.7327,=169.6952,=348.7588,=11.6611,=0.9170,=2.8469,=4.7934,=5.5479,=7.0684,=17.6268,=25.9140,=0.9190,=7.2923,=10.9937,=13.0168,=15.8032,=37.4011,=0.0009,=0.3972,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=154
="931743",半导体材料设备,2012-12-21,=0.0347,=9984.8553,=0.9391,=144.3836,=0.9325,=30.1973,=40.1666,=61.4145,=90.4062,=224.0742,=11.4259,=0.9414,=2.5588,=3.4436,=4.3248,=7.2009,=17.1334,=18.0391,=0.9490,=2.5903,=3.1786,=3.8600,=11.2337,=25.3851,=0.0012,=0.0522,=0.0009,=0.0020,=0.0028,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=300
="931865",中证半导,2019-03-20,=0.0326,=8620.2518,=0.7419,=164.4952,=0.9277,=32.8138,=46.1226,=74.0022,=130.0426,=255.0466,=10.8313,=0.9306,=3.3892,=4.1536,=5.3039,=8.5512,=15.8034,=20.2651,=0.9462,=6.4190,=7.7157,=8.8274,=15.2974,=28.9040,=0.0009,=0.0850,=0.0006,=0.0011,=0.0020,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=219
="931144",通信技术,2019-05-30,=0.0445,=3806.5084,=0.6350,=65.1768,=0.9107,=22.8153,=30.4954,=37.1507,=52.4392,=113.1406,=10.8373,=0.9602,=2.5671,=3.1135,=3.7455,=4.8332,=15.3977,=6.5508,=0.9562,=1.6428,=2.1085,=2.5068,=3.4228,=9.4991,=0.0031,=0.0443,=0.0021,=0.0043,=0.0064,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=258
="000685",科创芯片,2022-06-13,=0.0455,=4040.0900,=0.5459,=176.2325,=0.7605,=42.1555,=70.8841,=119.5201,=181.3776,=335.4323,=10.6342,=0.9404,=3.1235,=4.1005,=5.1991,=7.7549,=15.4697,=21.5089,=0.9492,=7.4796,=10.0910,=12.3425,=15.9205,=31.9311,=0.0008,=0.0508,=0.0005,=0.0010,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=516
="H30184",半导体,2013-07-15,=0.0431,=13386.3816,=0.4547,=102.7297,=0.7415,=33.2056,=51.7413,=79.1267,=107.9511,=186.6477,=8.6528,=0.9011,=2.5082,=3.4362,=4.9010,=7.4942,=12.7528,=13.6801,=0.9732,=1.3963,=2.6456,=7.0472,=9.6250,=20.0377,=0.0014,=0.0565,=0.0010,=0.0017,=0.0024,=0.0034,=0.0070,=0.0203,=0.0527,=0.0094,=3404
="932066",半导体行业精选,2023-11-10,=0.0411,=5818.0634,=0.4323,=83.1909,=0.4912,=50.1901,=65.4144,=83.4816,=99.8752,=142.8699,=8.4330,=0.7994,=3.1655,=4.1680,=6.7896,=8.4330,=12.2533,=12.9189,=0.8260,=6.6489,=8.4227,=10.8742,=12.6126,=18.4956,=0.0017,=0.2168,=0.0012,=0.0017,=0.0022,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=6
="990001",中华半导体芯片,2019-03-18,=0.0408,=16839.3610,=0.3930,=107.0976,=0.7058,=33.1780,=61.6100,=86.3825,=116.8886,=187.5449,=8.5161,=0.9021,=3.1429,=4.2882,=5.3615,=7.5142,=12.4905,=13.3753,=0.9618,=3.3238,=6.0989,=7.1329,=9.5822,=19.5120,=0.0012,=0.0277,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1388
="H30007",芯片产业,2012-12-20,=0.0408,=4394.2477,=0.3877,=95.7783,=0.7246,=24.2382,=40.3144,=71.7693,=113.4115,=186.5687,=8.6344,=0.9369,=1.9412,=3.6288,=4.5532,=7.2991,=12.9184,=13.1457,=0.9711,=1.5871,=3.6992,=6.5639,=8.3968,=19.5328,=0.0012,=0.0231,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=546
="931079",5G通信,2019-04-25,=0.0382,=2668.2729,=0.3841,=47.0903,=0.8535,=21.0709,=27.7329,=33.7258,=44.7366,=103.6981,=7.5559,=0.9573,=2.3623,=3.0512,=3.6391,=5.3690,=10.5199,=2.9461,=0.9523,=1.1916,=1.4919,=1.8895,=2.3728,=4.2354,=0.0053,=0.1645,=0.0036,=0.0056,=0.0082,=0.0121,=0.0152,=0.0389,=0.1398,=0.0276,=2288
="H30318",科技传媒通信150,2014-04-15,=0.0426,=4216.4937,=0.3714,=56.7404,=0.8829,=19.8534,=28.8631,=38.1374,=50.1023,=90.7292,=9.3130,=0.9716,=2.0037,=2.4801,=3.5091,=4.4232,=13.0479,=4.8144,=0.9666,=1.2409,=1.8640,=2.3043,=2.8488,=6.8164,=0.0040,=0.0177,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.0368,=0.1091,=0.0211,=49
="980017",国证芯片,2015-02-17,=0.0427,=17368.3400,=0.3690,=102.8099,=0.7512,=30.3742,=55.9334,=81.7264,=109.1441,=227.4136,=9.1213,=0.9466,=3.1638,=4.1048,=5.7907,=7.5297,=13.5798,=14.2935,=0.9671,=3.6283,=5.7955,=6.6982,=8.1901,=20.9165,=0.0011,=0.0329,=0.0008,=0.0016,=0.0020,=0.0027,=0.0044,=0.0146,=0.0397,=0.0130,=2625
="000682",科创信息,2021-08-16,=0.0428,=2728.6600,=0.3686,=147.6767,=0.8649,=41.6131,=61.6402,=93.5495,=136.9841,=255.5918,=9.7811,=0.9425,=3.3247,=4.3608,=5.4056,=7.2292,=13.8809,=15.1439,=0.9566,=5.5790,=7.3298,=8.9298,=11.5355,=21.7670,=0.0015,=0.0375,=0.0011,=0.0020,=0.0029,=0.0038,=0.0070,=0.0200,=0.0432,=0.0072,=106
="000690",科创成长,2022-11-04,=0.0504,=2485.0300,=0.3254,=71.9235,=0.3319,=26.4295,=46.6956,=83.4096,=154.6068,=288.8500,=11.8826,=0.7751,=3.7827,=4.8620,=6.0799,=12.3337,=18.2315,=12.3793,=0.6876,=2.7510,=4.0147,=7.9054,=14.5320,=20.0971,=0.0015,=0.0519,=0.0011,=0.0021,=0.0034,=0.0053,=0.0127,=0.0188,=0.1043,=0.0143,=152
="931406",5G 50,2020-02-20,=0.0395,=2817.4904,=0.3237,=31.6733,=0.7063,=15.2657,=20.6195,=24.0848,=34.6322,=51.5506,=3.5746,=0.6892,=1.5292,=1.9718,=2.5836,=3.8218,=5.3757,=2.3627,=0.9583,=0.9155,=1.4069,=1.5876,=1.9275,=2.9469,=0.0157,=0.3847,=0.0042,=0.0067,=0.0205,=0.0276,=0.0387,=0.0252,=0.1023,=0.0236,=706
="399363",云科技,2009-08-03,=0.0446,=12357.8200,=0.3226,=34.8901,=0.1476,=25.0041,=36.0208,=41.5203,=48.7687,=74.9161,=4.1203,=0.2622,=3.0187,=3.9515,=4.6422,=5.5540,=10.4646,=2.8264,=0.4472,=1.6015,=2.2265,=3.0414,=3.7025,=4.3638,=0.0136,=0.9687,=0.0046,=0.0055,=0.0070,=0.0104,=0.0160,=0.0491,=0.1469,=0.0254,=287
="931160",通信设备,2013-07-15,=0.0449,=20416.1817,=0.3205,=47.7272,=0.7115,=19.3231,=27.7990,=36.6969,=54.9602,=91.1971,=8.7982,=0.9720,=2.1520,=2.8712,=3.4261,=3.9737,=12.1269,=2.9855,=0.9633,=0.9706,=1.2833,=1.5072,=2.4410,=4.3558,=0.0056,=0.2193,=0.0028,=0.0052,=0.0077,=0.0150,=0.0221,=0.0428,=0.1280,=0.0276,=1313
="000698",科创100,2023-08-07,=0.0364,=1909.8200,=0.3100,=94.9931,=0.0756,=60.6995,=128.1327,=211.5596,=252.2879,=337.2511,=6.8029,=0.9163,=2.7397,=3.6221,=4.2187,=6.0213,=8.5061,=7.2560,=0.6599,=4.0312,=5.1188,=6.3854,=8.4091,=10.0837,=0.0029,=0.1093,=0.0025,=0.0033,=0.0053,=0.0064,=0.0089,=0.0093,=0.0369,=0.0028,=588
="931461",电子50,2009-07-22,=0.0384,=7687.0627,=0.3040,=50.1397,=0.8104,=20.3357,=30.2775,=36.3532,=49.0359,=76.5790,=6.7979,=0.9683,=2.5323,=3.1789,=3.7015,=5.3316,=9.2899,=3.2805,=0.8289,=1.1588,=1.7975,=2.0667,=3.1565,=4.5428,=0.0056,=0.0536,=0.0046,=0.0067,=0.0091,=0.0111,=0.0147,=0.0239,=0.0884,=0.0169,=446
="931087",科技龙头,2019-03-20,=0.0422,=6844.4431,=0.3021,=49.7839,=0.7353,=22.2848,=33.6952,=40.7721,=52.4621,=78.0359,=8.1057,=0.9668,=2.8190,=4.2304,=5.3237,=6.5517,=11.1808,=7.1352,=0.9745,=2.0316,=3.3119,=4.0024,=5.0096,=9.7717,=0.0055,=0.2320,=0.0037,=0.0053,=0.0064,=0.0086,=0.0172,=0.0321,=0.1080,=0.0209,=2098
="931696",科技50策略,2021-07-12,=0.0370,=26196.6407,=0.3005,=46.1727,=0.7849,=23.0047,=27.9681,=34.0416,=47.6149,=71.4621,=8.1677,=0.9133,=3.0567,=3.9272,=4.5060,=7.1675,=11.2899,=4.5135,=0.8403,=1.9010,=2.3691,=2.6964,=4.2923,=6.7093,=0.0054,=0.0562,=0.0042,=0.0063,=0.0097,=0.0121,=0.0167,=0.0396,=0.1271,=0.0285,=15
="930652",CS电子,2015-06-05,=0.0382,=12730.2627,=0.2978,=56.7745,=0.8644,=21.2056,=33.8173,=43.2208,=52.9681,=86.1406,=6.8511,=0.9749,=2.2039,=3.1461,=3.6491,=4.8179,=9.3375,=3.6955,=0.9658,=1.4014,=2.0216,=2.3046,=3.0826,=5.0793,=0.0049,=0.0128,=0.0040,=0.0063,=0.0077,=0.0104,=0.0141,=0.0249,=0.0838,=0.0162,=491
="950162",科创芯片设计,2024-07-26,=0.0557,=2408.1956,=0.2945,=132.4906,=0.0040,=125.5736,=221.5296,=263.2829,=380.8688,=687.1301,=13.4618,=0.8221,=4.2582,=7.8151,=9.6871,=13.2756,=20.2102,=20.6646,=0.7055,=8.7765,=14.4986,=17.8784,=21.7146,=32.5243,=0.0015,=0.4723,=0.0010,=0.0012,=0.0015,=0.0018,=0.0029,=0.0309,=0.0713,=0.0107,=68
