指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q2),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q2),关注度
="950125",科创半导体材料设备,2024-07-26,=-0.0067,=3923.7500,=0.8265,=170.1792,=0.7922,=70.4245,=117.4508,=135.6707,=171.4152,=348.7588,=10.1480,=0.8835,=2.8469,=4.8039,=5.5978,=7.1733,=17.6268,=22.8216,=0.8854,=7.2923,=10.9960,=13.0767,=15.9360,=37.4011,=0.0011,=0.4816,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0401,=0.0371,=0.0180,=156
="931743",半导体材料设备,2012-12-21,=-0.0065,=8958.0600,=0.7397,=126.4579,=0.8955,=30.1973,=40.3452,=61.8630,=92.7991,=224.0742,=10.0785,=0.8992,=2.5588,=3.4568,=4.3463,=7.2797,=17.1334,=16.0240,=0.9144,=2.5903,=3.1891,=3.8759,=11.4878,=25.3851,=0.0014,=0.0907,=0.0009,=0.0019,=0.0028,=0.0045,=0.0073,=0.0498,=0.0706,=0.0390,=308
="931144",通信技术,2019-05-30,=0.0137,=3829.5400,=0.6449,=63.4411,=0.9005,=22.8153,=30.5794,=37.2610,=52.8213,=113.1406,=10.7696,=0.9593,=2.5671,=3.1147,=3.7512,=4.8500,=15.3977,=6.4866,=0.9553,=1.6428,=2.1098,=2.5107,=3.4343,=9.4991,=0.0031,=0.0430,=0.0021,=0.0043,=0.0064,=0.0100,=0.0166,=0.1157,=0.1354,=0.0739,=261
="931865",中证半导,2019-03-20,=-0.0072,=7856.2400,=0.5875,=141.0343,=0.8537,=32.8138,=46.1432,=74.2093,=132.3396,=255.0466,=10.3832,=0.9157,=3.3892,=4.1537,=5.3139,=8.6402,=15.8034,=18.3693,=0.9128,=6.4190,=7.7170,=8.8459,=15.3849,=28.9040,=0.0010,=0.1560,=0.0006,=0.0010,=0.0020,=0.0024,=0.0032,=0.0432,=0.0580,=0.0301,=224
="000685",科创芯片,2022-06-13,=-0.0061,=3741.3500,=0.4316,=145.0400,=0.5552,=42.1555,=71.3843,=120.0820,=181.3574,=335.4323,=9.9044,=0.9138,=3.1235,=4.1011,=5.2311,=7.8545,=15.4697,=19.2220,=0.9128,=7.4796,=10.1020,=12.3540,=16.1750,=31.9311,=0.0010,=0.1618,=0.0005,=0.0010,=0.0015,=0.0021,=0.0026,=0.0456,=0.0415,=0.0173,=523
="931079",5G通信,2019-04-25,=0.0099,=2673.6300,=0.3869,=47.2857,=0.8575,=21.0709,=27.7474,=33.8321,=44.7796,=103.6981,=7.5568,=0.9581,=2.3623,=3.0521,=3.6492,=5.4002,=10.5199,=2.9655,=0.9536,=1.1916,=1.4940,=1.8920,=2.3762,=4.2354,=0.0061,=0.2704,=0.0036,=0.0056,=0.0081,=0.0121,=0.0152,=0.0942,=0.1398,=0.0637,=2293
="H30184",半导体,2013-07-15,=-0.0054,=12387.9300,=0.3462,=86.7535,=0.5621,=33.2056,=51.9628,=79.4103,=107.9511,=186.6477,=8.0354,=0.8590,=2.5082,=3.4563,=4.9311,=7.5218,=12.7528,=12.3351,=0.9406,=1.3963,=2.6456,=7.0643,=9.7074,=20.0377,=0.0016,=0.1311,=0.0010,=0.0017,=0.0024,=0.0033,=0.0070,=0.0588,=0.0527,=0.0230,=3417
="H30318",科技传媒通信150,2014-04-15,=0.0027,=4087.6400,=0.3294,=53.1660,=0.8437,=19.8534,=28.8631,=38.1291,=50.1292,=90.7292,=8.8434,=0.9662,=2.0037,=2.4801,=3.5037,=4.4372,=13.0479,=4.6411,=0.9546,=1.2409,=1.8640,=2.3034,=2.8598,=6.8164,=0.0045,=0.0412,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.1033,=0.1091,=0.0497,=50
="932066",半导体行业精选,2023-11-10,=-0.0054,=5365.4700,=0.3209,=72.2860,=0.2940,=50.1901,=65.4730,=83.2602,=99.6683,=142.8699,=7.8991,=0.6943,=3.1655,=4.1687,=6.8270,=8.4332,=12.2533,=11.7516,=0.6448,=6.6489,=8.4255,=10.9770,=12.6126,=18.4956,=0.0018,=0.3173,=0.0012,=0.0017,=0.0022,=0.0028,=0.0034,=0.0665,=0.0794,=0.0376,=8
="931160",通信设备,2013-07-15,=0.0079,=20403.6700,=0.3197,=47.9407,=0.7192,=19.3231,=27.7990,=36.6958,=54.9602,=91.1971,=8.8706,=0.9724,=2.1520,=2.8712,=3.4260,=3.9732,=12.1269,=3.0037,=0.9641,=0.9706,=1.2833,=1.5072,=2.4398,=4.3558,=0.0067,=0.3930,=0.0028,=0.0053,=0.0077,=0.0150,=0.0221,=0.1127,=0.1280,=0.0660,=1320
="931406",5G 50,2020-02-20,=0.0078,=2803.3507,=0.3170,=31.3062,=0.6947,=15.2657,=20.6215,=24.1691,=34.6304,=51.5506,=3.5361,=0.6727,=1.5292,=1.9719,=2.6035,=3.8170,=5.3757,=2.3494,=0.9560,=0.9155,=1.4089,=1.5886,=1.9378,=2.9469,=0.0163,=0.4114,=0.0042,=0.0068,=0.0204,=0.0276,=0.0387,=0.0653,=0.1023,=0.0580,=708
="399990",煤炭等权,2015-01-21,=0.0352,=3782.3500,=0.3168,=19.7678,=0.8833,=5.7123,=8.6087,=10.6436,=15.4144,=144.9606,=1.8739,=0.9889,=0.8179,=1.1204,=1.3781,=1.6191,=2.0135,=1.8944,=0.9654,=0.6732,=0.9175,=1.1213,=1.4627,=2.2100,=0.0307,=0.0693,=0.0074,=0.0368,=0.0548,=0.0638,=0.1003,=0.0521,=0.0912,=0.0456,=242
="931688",中证算力,2022-07-21,=0.0016,=4124.0300,=0.3121,=35.3971,=0.8866,=18.0036,=20.8447,=24.1013,=32.7269,=44.9092,=3.8405,=0.9038,=1.6529,=1.9037,=2.2908,=3.3971,=4.7747,=2.6841,=0.8878,=1.3731,=1.5969,=1.8255,=2.5215,=3.3716,=0.0155,=0.0814,=0.0131,=0.0190,=0.0261,=0.0299,=0.0338,=0.0631,=0.1011,=0.0578,=111
="399363",云科技,2009-08-03,=0.0017,=12152.4400,=0.3007,=33.7057,=0.1155,=25.0041,=35.9387,=41.4676,=48.6611,=74.9161,=4.0388,=0.2379,=3.0187,=3.9514,=4.6334,=5.5540,=10.4646,=2.7642,=0.4318,=1.6015,=2.2265,=3.0132,=3.6970,=4.3638,=0.0144,=0.9798,=0.0046,=0.0055,=0.0070,=0.0104,=0.0160,=0.0735,=0.1037,=0.0278,=289
="990001",中华半导体芯片,2019-03-18,=-0.0053,=15602.1000,=0.2907,=89.3547,=0.5366,=33.1780,=61.6190,=86.6951,=116.8442,=187.5449,=7.9691,=0.8476,=3.1429,=4.2935,=5.3714,=7.5295,=12.4905,=12.0660,=0.9483,=3.3238,=6.1004,=7.1438,=9.6553,=19.5120,=0.0014,=0.0914,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0564,=0.0410,=0.0254,=1392
="931248",油气资源,2023-06-12,=0.0155,=1176.7900,=0.2879,=13.6730,=0.8276,=8.9017,=10.2598,=11.3884,=13.3494,=19.0700,=1.4109,=0.8621,=1.0292,=1.1532,=1.2292,=1.3716,=1.8318,=0.7774,=0.9042,=0.4486,=0.5219,=0.5958,=0.6911,=0.9774,=0.0366,=0.1533,=0.0285,=0.0387,=0.0457,=0.0496,=0.0548,=0.0623,=0.0906,=0.0516,=58
="399998",中证煤炭,2015-02-13,=0.0315,=2534.1500,=0.2853,=19.7678,=0.8833,=5.7123,=8.6087,=10.6436,=15.4144,=144.9606,=1.8739,=0.9889,=0.8179,=1.1204,=1.3781,=1.6191,=2.0135,=1.8944,=0.9654,=0.6732,=0.9175,=1.1213,=1.4627,=2.2100,=0.0307,=0.0693,=0.0074,=0.0368,=0.0548,=0.0638,=0.1003,=0.0521,=0.0912,=0.0456,=2137
="931696",科技50策略,2021-07-12,=0.0014,=25829.8100,=0.2823,=43.6860,=0.7705,=23.0047,=27.9828,=34.1619,=47.5293,=71.4621,=7.9588,=0.9028,=3.0567,=3.9327,=4.5180,=7.1955,=11.2899,=4.3890,=0.8151,=1.9010,=2.3701,=2.7016,=4.3088,=6.7093,=0.0061,=0.1689,=0.0042,=0.0063,=0.0097,=0.0121,=0.0167,=0.1061,=0.1271,=0.0618,=15
="H30007",芯片产业,2012-12-20,=-0.0063,=4052.3700,=0.2797,=80.6793,=0.5641,=24.2382,=40.3144,=72.4361,=113.4115,=186.5687,=8.0628,=0.8845,=1.9412,=3.6288,=4.5760,=7.3442,=12.9184,=11.8427,=0.9616,=1.5871,=3.7226,=6.5799,=8.4436,=19.5328,=0.0013,=0.0718,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0667,=0.0446,=0.0267,=549
="000682",科创信息,2021-08-16,=-0.0062,=2546.9300,=0.2774,=126.7054,=0.7185,=41.6131,=63.1231,=93.7816,=136.9841,=255.5918,=9.2184,=0.9263,=3.3247,=4.3643,=5.4122,=7.3506,=13.8809,=13.7348,=0.9205,=5.5790,=7.3299,=8.9522,=11.6037,=21.7670,=0.0016,=0.0546,=0.0011,=0.0020,=0.0029,=0.0038,=0.0070,=0.0461,=0.0432,=0.0205,=108
="980017",国证芯片,2015-02-17,=-0.0058,=16190.8400,=0.2762,=85.7550,=0.5306,=30.3742,=55.9681,=81.9569,=109.0284,=227.4136,=8.7622,=0.9206,=3.1638,=4.1090,=5.8336,=7.5671,=13.5798,=12.9493,=0.9486,=3.6283,=5.7986,=6.7043,=8.2249,=20.9165,=0.0013,=0.0858,=0.0008,=0.0016,=0.0020,=0.0027,=0.0044,=0.0673,=0.0397,=0.0271,=2628
="000690",科创成长,2022-11-04,=-0.0049,=2392.3000,=0.2760,=67.3291,=0.2848,=26.4295,=47.4362,=83.1612,=153.9364,=288.8500,=11.2912,=0.7345,=3.7827,=4.8802,=6.5381,=12.2950,=18.2315,=11.2977,=0.6756,=2.7510,=4.0195,=8.4961,=14.5251,=20.0971,=0.0017,=0.1242,=0.0011,=0.0020,=0.0033,=0.0053,=0.0127,=0.1346,=0.1043,=0.0615,=155
="931271",通信设备主题,2012-12-21,=0.0034,=4572.4949,=0.2669,=69.9878,=0.7610,=25.8971,=33.3037,=36.4791,=79.1597,=113.3155,=10.3297,=0.9065,=2.2261,=2.9107,=3.6225,=8.2805,=14.2344,=6.6397,=0.8825,=1.5689,=2.0601,=2.6068,=5.7282,=9.3619,=0.0035,=0.1228,=0.0022,=0.0043,=0.0081,=0.0098,=0.0129,=0.0994,=0.1175,=0.0626,=16
="399389",国证通信,2011-12-02,=0.0067,=10525.8200,=0.2621,=31.2269,=0.3951,=15.1336,=21.7733,=45.9398,=65.1875,=153.7967,=2.8517,=0.7221,=1.3245,=1.8461,=2.4671,=3.0249,=3.8815,=2.7232,=0.9736,=0.9743,=1.4589,=1.6822,=1.8999,=3.2843,=0.0197,=0.6169,=0.0026,=0.0050,=0.0071,=0.0294,=0.0420,=0.0553,=0.0855,=0.0549,=64
="000936",中证电信,2009-07-03,=-0.0015,=12445.3400,=0.2520,=28.7056,=0.5711,=14.1836,=20.2178,=26.5906,=41.2993,=123.1725,=2.7285,=0.7410,=1.2149,=1.7612,=2.3409,=2.7951,=3.6232,=2.6453,=0.9757,=0.7463,=1.0375,=1.2775,=1.8441,=3.0800,=0.0213,=0.5860,=0.0019,=0.0063,=0.0097,=0.0319,=0.0507,=0.0572,=0.0913,=0.0557,=343
="931087",科技龙头,2019-03-20,=-0.0012,=6578.3100,=0.2515,=46.4262,=0.6518,=22.2848,=33.7123,=40.8146,=52.4348,=78.0359,=7.7856,=0.9455,=2.8190,=4.2349,=5.3319,=6.5646,=11.1808,=6.7782,=0.9686,=2.0316,=3.3123,=4.0086,=5.0312,=9.7717,=0.0057,=0.2942,=0.0037,=0.0053,=0.0064,=0.0086,=0.0172,=0.1100,=0.1080,=0.0526,=2100
="931461",电子50,2009-07-22,=0.0034,=7365.5600,=0.2494,=46.1395,=0.7386,=20.3357,=30.2775,=36.3459,=49.0359,=76.5790,=6.4850,=0.9563,=2.5323,=3.1789,=3.7104,=5.3441,=9.2899,=3.1442,=0.7942,=1.1588,=1.7975,=2.0686,=3.1651,=4.5428,=0.0064,=0.1616,=0.0046,=0.0066,=0.0091,=0.0111,=0.0147,=0.0739,=0.0884,=0.0404,=445
="980080",成长100,2012-12-28,,,=0.2493,=61.8342,=0.7584,=39.4731,=45.3470,=50.3558,=64.1375,=83.5146,=6.7497,=0.7562,=3.0437,=3.6763,=5.7642,=6.9001,=9.2690,=3.6634,=0.6868,=2.0191,=2.4217,=3.1636,=4.4723,=5.8594,=0.0037,=0.1051,=0.0025,=0.0048,=0.0056,=0.0069,=0.0087,=0.1077,=0.1452,=0.0594,=285
="000698",科创100,2023-08-07,=-0.0053,=1815.5800,=0.2453,=87.8738,=0.0733,=60.6995,=126.3904,=210.4662,=251.9517,=337.2511,=6.3269,=0.8360,=2.7397,=3.6365,=4.2289,=6.0633,=8.5061,=6.7868,=0.5827,=4.0312,=5.1281,=6.4308,=8.3979,=10.0837,=0.0032,=0.1773,=0.0025,=0.0032,=0.0053,=0.0064,=0.0089,=0.0429,=0.0369,=0.0143,=599
="930652",CS电子,2015-06-05,=0.0021,=12163.4600,=0.2400,=51.4015,=0.7732,=21.2056,=33.8173,=43.2207,=53.1100,=86.1406,=6.4799,=0.9658,=2.2039,=3.1461,=3.6535,=4.8337,=9.3375,=3.5122,=0.9348,=1.4014,=2.0216,=2.3075,=3.0890,=5.0793,=0.0056,=0.0606,=0.0040,=0.0063,=0.0077,=0.0104,=0.0141,=0.0673,=0.0838,=0.0386,=490
="970070",创业板人工智能,2024-07-11,=-0.0078,=7349.5700,=0.2395,=52.7971,=0.0494,=48.3861,=70.3296,=80.3815,=93.4816,=119.1606,=10.7875,=0.8289,=3.3467,=5.1582,=6.6808,=10.3638,=15.2749,=8.4140,=0.6711,=3.4016,=5.0274,=6.3967,=9.2707,=12.0918,=0.0040,=0.3536,=0.0027,=0.0035,=0.0050,=0.0065,=0.0096,=0.1387,=0.1206,=0.0470,=248
="H30198",油气产业,2013-07-15,=0.0134,=2603.1300,=0.2358,=14.0203,=0.4917,=7.8064,=10.9053,=14.1905,=25.3510,=104.2111,=1.5230,=0.9762,=0.6580,=0.8187,=1.1525,=1.2711,=1.8532,=0.8125,=0.9796,=0.2505,=0.3234,=0.4846,=0.5969,=0.9554,=0.0337,=0.1877,=0.0103,=0.0345,=0.0426,=0.0469,=0.0704,=0.0677,=0.0868,=0.0494,=124
="000994",全指电信,2011-08-02,=0.0003,=13739.1200,=0.2335,=29.1406,=0.4049,=17.6024,=21.7761,=33.5174,=52.5075,=109.2407,=2.7974,=0.6619,=1.3865,=1.8410,=2.5290,=3.0160,=3.7766,=2.6535,=0.9707,=0.9155,=1.2459,=1.5528,=1.9066,=3.1271,=0.0206,=0.6115,=0.0022,=0.0055,=0.0085,=0.0296,=0.0398,=0.0579,=0.0895,=0.0556,=235
