指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=-0.0153,=12317.9900,=-0.0364,=5.8697,=0.7794,=3.2016,=4.0769,=5.2129,=5.9046,=7.9938,=0.5540,=0.4333,=0.3790,=0.4571,=0.5661,=0.7129,=1.0569,=2.2032,=0.8295,=1.0856,=1.4324,=1.7471,=2.1394,=2.9053,=0.0497,=0.2521,=0.0324,=0.0492,=0.0547,=0.0739,=0.0997,,=0.0881,,=99
="H11146",港股通内地金融,2010-06-02,=-0.0188,=1130.5100,=0.0271,=6.1191,=0.5306,=3.2759,=4.5177,=6.0231,=6.7500,=9.2347,=0.6213,=0.4054,=0.3797,=0.4938,=0.6677,=0.8765,=1.1859,=1.5850,=0.7831,=0.6692,=0.9478,=1.3010,=1.5984,=2.1885,=0.0471,=0.3745,=0.0302,=0.0445,=0.0505,=0.0726,=0.0994,,=0.0970,,=40
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0181,=4099.7200,=0.0196,=6.7489,=0.7103,=4.1647,=4.6400,=5.6554,=6.9753,=7.8218,=0.6261,=0.5821,=0.4381,=0.4947,=0.5924,=0.6871,=0.7455,=1.0581,=0.9907,=0.5323,=0.5960,=0.7421,=0.9371,=1.0875,=0.0527,=0.0694,=0.0487,=0.0572,=0.0706,=0.0865,=0.0936,,=0.0921,,=243
="930792",HK银行,2016-04-22,=-0.0151,=4892.3700,=0.1107,=6.7586,=0.7946,=3.2659,=4.4645,=5.8586,=6.7890,=9.5632,=0.6584,=0.5871,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.5737,=0.9123,=1.0519,=1.5167,=1.8589,=2.3951,=3.1066,=0.0467,=0.0884,=0.0355,=0.0502,=0.0565,=0.0743,=0.1045,,=0.0901,,=754
="399986",中证银行,2013-07-15,=-0.0092,=7125.3600,=-0.0628,=6.8493,=0.7984,=4.1183,=5.2599,=6.2845,=6.8529,=9.0846,=0.6526,=0.3306,=0.4848,=0.5836,=0.7185,=0.8984,=1.2416,=2.5711,=0.8430,=1.4134,=1.7842,=2.1451,=2.5080,=3.3016,=0.0430,=0.3059,=0.0285,=0.0411,=0.0462,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9562
="H30106",H300金融服务,2013-05-21,=-0.0108,=1583.8300,=0.0466,=6.9645,=0.4982,=4.0175,=5.3642,=6.9725,=7.7688,=11.1922,=0.7469,=0.5075,=0.4470,=0.5777,=0.7431,=0.9083,=1.2489,=1.9905,=0.8630,=0.8557,=1.1816,=1.4661,=1.8877,=2.3593,=0.0446,=0.3036,=0.0288,=0.0433,=0.0473,=0.0664,=0.0918,,=0.1014,,=21
="931233",港股通央企红利,2017-06-28,=-0.0102,=1164.0500,=-0.0015,=7.2131,=0.7221,=3.6988,=4.9580,=6.3381,=7.4458,=14.0775,=0.6785,=0.5706,=0.3929,=0.5224,=0.6451,=0.8603,=1.8161,=0.9793,=0.5396,=0.4645,=0.6222,=0.9482,=1.3904,=1.7583,=0.0519,=0.1947,=0.0394,=0.0519,=0.0572,=0.0799,=0.1038,,=0.0906,,=452
="000018",180金融,2007-12-10,=-0.0066,=5291.7300,=-0.1092,=7.2448,=0.3858,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7408,=0.2576,=0.5902,=0.6965,=0.8718,=1.0696,=1.4199,=2.1761,=0.7733,=1.2355,=1.5824,=1.9500,=2.2073,=2.8772,=0.0401,=0.5602,=0.0246,=0.0353,=0.0392,=0.0493,=0.0636,=0.0229,=0.0959,=0.0245,=777
="399809",保险主题,2015-02-13,=-0.0061,=2168.8700,=-0.1870,=7.2782,=0.3067,=5.4537,=6.8114,=10.4835,=15.0245,=22.8725,=0.7807,=0.2432,=0.6352,=0.7658,=1.2249,=1.4858,=1.9794,=2.1199,=0.9106,=0.5239,=0.8688,=1.0978,=1.6718,=2.3772,=0.0398,=0.6826,=0.0120,=0.0209,=0.0294,=0.0488,=0.0686,=0.0227,=0.1015,=0.0246,=1495
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0195,=2908.2000,=0.0451,=7.3337,=0.8924,=3.7550,=5.0477,=5.8229,=6.7766,=7.9027,=0.7356,=0.7902,=0.4590,=0.5786,=0.6402,=0.7401,=0.8175,=1.1156,=0.9056,=0.5101,=0.6883,=0.7976,=0.9125,=1.2126,=0.0510,=0.0723,=0.0478,=0.0538,=0.0623,=0.0792,=0.1052,,=0.0994,,=281
="H11140",香港红利,2009-07-23,=-0.0166,=3865.4300,=0.0586,=7.3435,=0.7415,=3.0693,=4.4554,=5.9842,=8.0098,=13.9623,=0.6932,=0.5628,=0.3833,=0.5103,=0.6296,=0.8659,=1.1652,=1.1683,=0.6605,=0.5431,=0.7464,=0.9724,=1.4650,=2.1349,=0.0536,=0.1451,=0.0382,=0.0562,=0.0637,=0.0876,=0.1281,,=0.0912,,=47
="000818",细分金融,2012-04-11,=-0.0065,=6586.1900,=-0.1080,=7.3921,=0.3887,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7537,=0.2597,=0.5930,=0.7010,=0.8886,=1.0928,=1.4303,=2.2380,=0.7807,=1.2689,=1.6354,=1.9872,=2.2623,=2.9111,=0.0392,=0.5894,=0.0239,=0.0331,=0.0375,=0.0471,=0.0625,=0.0231,=0.0956,=0.0246,=7
="987016",港股通红利低波,2021-11-18,,,=0.0803,=7.4171,=0.9003,=3.4544,=4.3025,=4.9358,=6.7921,=8.0054,=0.7110,=0.9578,=0.4152,=0.4879,=0.5391,=0.6616,=0.7529,=1.1000,=0.7898,=0.5827,=0.6600,=0.7944,=1.1099,=1.3012,=0.0542,=0.0611,=0.0488,=0.0596,=0.0823,=0.0927,=0.1160,,=0.0893,,=156
