指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="987016",港股通红利低波,2021-11-18,,,=0.0264,=7.1576,=0.8710,=3.4544,=4.3049,=4.9645,=6.8399,=8.0054,=0.6861,=0.8595,=0.4152,=0.4882,=0.5402,=0.6638,=0.7529,=1.0618,=0.7721,=0.5827,=0.6602,=0.7974,=1.1076,=1.3012,=0.0561,=0.0998,=0.0488,=0.0591,=0.0818,=0.0925,=0.1160,,=0.0893,,=165
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0101,=4143.6500,=-0.0726,=7.2235,=0.8004,=3.5572,=4.6528,=6.0015,=7.2222,=9.5068,=0.6509,=0.5892,=0.3828,=0.4856,=0.5827,=0.8129,=1.1073,=0.8716,=0.5331,=0.4386,=0.6575,=0.8499,=1.4129,=2.0623,=0.0557,=0.2584,=0.0385,=0.0534,=0.0643,=0.0818,=0.1103,,=0.0873,,=1534
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0104,=1239.6700,=-0.0281,=7.2458,=0.6675,=3.6777,=4.8612,=6.6079,=7.8179,=10.6953,=0.6651,=0.5244,=0.4041,=0.5046,=0.6463,=0.9078,=1.1746,=1.0533,=0.4878,=0.5013,=0.7008,=1.0618,=1.5005,=1.9871,=0.0562,=0.3211,=0.0423,=0.0526,=0.0604,=0.0808,=0.1102,,=0.0903,,=918
="399809",保险主题,2015-02-13,=0.0289,=2187.1600,=-0.1802,=7.2978,=0.3163,=5.4537,=6.8114,=10.3843,=15.0245,=22.8725,=0.7896,=0.2742,=0.6352,=0.7647,=1.2238,=1.4858,=1.9794,=2.1256,=0.9138,=0.5239,=0.8688,=1.0970,=1.7441,=2.3772,=0.0397,=0.6726,=0.0120,=0.0209,=0.0298,=0.0488,=0.0686,=0.0227,=0.1015,=0.0246,=1499
="000018",180金融,2007-12-10,=0.0177,=5308.7600,=-0.1063,=7.2984,=0.4136,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7519,=0.2800,=0.5902,=0.6965,=0.8658,=1.0687,=1.4199,=2.1922,=0.7876,=1.2355,=1.5824,=1.9582,=2.2073,=2.8772,=0.0398,=0.5439,=0.0246,=0.0353,=0.0392,=0.0493,=0.0636,=0.0229,=0.0959,=0.0245,=774
="931024",港股通非银,2017-11-06,=0.0166,=3869.1749,=-0.0996,=7.3297,=0.0168,=6.7549,=8.5547,=11.0289,=13.3320,=22.4310,=0.9973,=0.4064,=0.6237,=0.8507,=1.0444,=1.2217,=1.7592,=1.2280,=0.7996,=0.5870,=0.8760,=1.0160,=1.2288,=2.2002,=0.0399,=0.7585,=0.0165,=0.0266,=0.0345,=0.0414,=0.0611,,=0.1344,,=197
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0077,=2568.5200,=0.0366,=7.4533,=0.8672,=3.8979,=4.9503,=5.9184,=7.2418,=8.4533,=0.6652,=0.7635,=0.4277,=0.5174,=0.5799,=0.6836,=0.8197,=1.1602,=0.8460,=0.5333,=0.6978,=0.8822,=1.1256,=1.3442,=0.0539,=0.0910,=0.0482,=0.0564,=0.0671,=0.0839,=0.1067,,=0.0894,,=498
="000818",细分金融,2012-04-11,,,=-0.1178,=7.4546,=0.4206,=5.2356,=6.4974,=7.6851,=8.4810,=10.9951,=0.7657,=0.2821,=0.5930,=0.7010,=0.8810,=1.0910,=1.4303,=2.2570,=0.7959,=1.2689,=1.6354,=1.9958,=2.2623,=2.9111,=0.0389,=0.5641,=0.0239,=0.0331,=0.0375,=0.0471,=0.0625,=0.0231,=0.0956,=0.0246,=7
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0115,=4772.4900,=0.0276,=7.4946,=0.7327,=4.2457,=4.7378,=5.8122,=7.8106,=9.0746,=0.7015,=0.6858,=0.4429,=0.5001,=0.5860,=0.7378,=0.8283,=1.1482,=0.9831,=0.6036,=0.6759,=0.8805,=1.0462,=1.2314,=0.0618,=0.2542,=0.0497,=0.0610,=0.0720,=0.0878,=0.0947,,=0.0899,,=86
="931157",SHS红利成长LV,2019-04-25,=0.0133,=7085.2899,=-0.0496,=7.5694,=0.6105,=4.1261,=5.6081,=6.9586,=8.3278,=11.5318,=0.7471,=0.3545,=0.5154,=0.6276,=0.8057,=0.9222,=1.5888,=1.6268,=0.9929,=0.5018,=0.7132,=1.0406,=1.4187,=1.6968,=0.0482,=0.5005,=0.0259,=0.0418,=0.0482,=0.0557,=0.0761,,=0.0964,,=344
="H30270",红利价值,2013-12-19,=0.0121,=9278.2377,=-0.0267,=7.5749,=0.6903,=4.4543,=5.4383,=6.7733,=8.6785,=13.0955,=0.7690,=0.5175,=0.5256,=0.6490,=0.7626,=1.2418,=1.7317,=1.5352,=0.9512,=0.5854,=0.8134,=1.0017,=1.3022,=1.6637,=0.0438,=0.3417,=0.0269,=0.0419,=0.0504,=0.0630,=0.0726,=0.0235,=0.0936,=0.0240,=200
="932596",港股通红利低波,2016-02-04,,,=0.0119,=7.5767,=0.1457,=7.1792,=7.7590,=8.0160,=8.2602,=8.5745,=0.6992,=0.2663,=0.6528,=0.6913,=0.7223,=0.7570,=0.7956,=1.3076,=0.3618,=1.2161,=1.2779,=1.3247,=1.3593,=1.4099,=0.0518,=0.3065,=0.0473,=0.0494,=0.0527,=0.0549,=0.0579,,=0.0894,,=97
="930914",港股通高股息,2016-11-25,=0.0080,=4953.5085,=0.0064,=7.5970,=0.7631,=3.4280,=4.4249,=5.9517,=7.8198,=11.1979,=0.7320,=0.6539,=0.3979,=0.5029,=0.6210,=0.8519,=1.1764,=1.2037,=0.7567,=0.5144,=0.7063,=0.9239,=1.2554,=2.2126,=0.0529,=0.1433,=0.0387,=0.0550,=0.0658,=0.0865,=0.1194,,=0.0918,,=727
="931130",红利成长低波,2018-12-04,,,=-0.0523,=7.6828,=0.4870,=4.4465,=5.5848,=7.7942,=8.7097,=11.5512,=0.7720,=0.3384,=0.5279,=0.6254,=0.8980,=1.0280,=1.5803,=2.6234,=0.9984,=0.3109,=0.8148,=1.3217,=1.9358,=2.6815,=0.0410,=0.4100,=0.0246,=0.0322,=0.0424,=0.0533,=0.0639,=0.0231,=0.0934,=0.0229,=148
="930992",沪港深红利低波,2017-06-28,,,=-0.0519,=7.6927,=0.7903,=4.0130,=5.1802,=5.9313,=7.7587,=8.5109,=0.7196,=0.7903,=0.4277,=0.5380,=0.5920,=0.7252,=0.7950,=1.1381,=0.7453,=0.4496,=0.6014,=0.8763,=1.1836,=1.3912,=0.0516,=0.0576,=0.0478,=0.0540,=0.0716,=0.0767,=0.0949,,=0.0878,,=51
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0014,=3671.0100,=0.0212,=7.6990,=0.7864,=4.9972,=5.5641,=6.2105,=7.7438,=8.5526,=0.7383,=0.7517,=0.5264,=0.5934,=0.6349,=0.7562,=0.8375,=0.9150,=0.8268,=0.5404,=0.5948,=0.6715,=0.8801,=1.0234,=0.0496,=0.1143,=0.0450,=0.0521,=0.0694,=0.0774,=0.0871,,=0.0956,,=116
="000914",300金融,2007-07-02,=0.0186,=6002.6000,=-0.1065,=7.7659,=0.4693,=5.2769,=6.6022,=7.8391,=8.6017,=11.3863,=0.7602,=0.2697,=0.5962,=0.7048,=0.8948,=1.1299,=1.4919,=2.1162,=0.8206,=1.1210,=1.4310,=1.8122,=2.0955,=2.7052,=0.0386,=0.5629,=0.0235,=0.0340,=0.0376,=0.0467,=0.0618,=0.0223,=0.0897,=0.0236,=342
="000029",180价值,2009-01-09,=0.0152,=4030.9400,=-0.0948,=8.0214,=0.5711,=5.6894,=6.9075,=7.8729,=8.5069,=10.8138,=0.7979,=0.1819,=0.6666,=0.8016,=0.8586,=1.0653,=1.4433,=1.0830,=0.8388,=0.6198,=0.7825,=0.9447,=1.0705,=1.4032,=0.0415,=0.3649,=0.0290,=0.0392,=0.0429,=0.0522,=0.0634,=0.0228,=0.0896,=0.0243,=557
="H50040",上红低波,2014-03-21,=0.0108,=10636.9991,=-0.0354,=8.0341,=0.7010,=4.6938,=5.9512,=7.1060,=9.6645,=14.3118,=0.8113,=0.4392,=0.5647,=0.6911,=0.8318,=1.3609,=1.8756,=1.5654,=0.9381,=0.6380,=0.8684,=1.2015,=1.4057,=1.6845,=0.0442,=0.4070,=0.0230,=0.0391,=0.0465,=0.0588,=0.0718,=0.0234,=0.0936,=0.0244,=365
="H30269",红利低波,2013-12-19,=0.0127,=10709.7705,=-0.0472,=8.0525,=0.7056,=4.5638,=5.5488,=6.9102,=9.4786,=14.4342,=0.8226,=0.5386,=0.5386,=0.6570,=0.7994,=1.3872,=1.9670,=1.5563,=0.9410,=0.6111,=0.8850,=1.0973,=1.4166,=1.6703,=0.0449,=0.3674,=0.0246,=0.0406,=0.0503,=0.0605,=0.0732,=0.0236,=0.0946,=0.0236,=4532
="000934",中证金融,2009-07-03,=0.0191,=5626.4300,=-0.1025,=8.0570,=0.4858,=5.7083,=6.8944,=8.0941,=8.8714,=11.5527,=0.7702,=0.2685,=0.6117,=0.7181,=0.9031,=1.1433,=1.5017,=2.1235,=0.8367,=1.1467,=1.4503,=1.8023,=2.0848,=2.6696,=0.0375,=0.5658,=0.0232,=0.0331,=0.0366,=0.0445,=0.0593,=0.0220,=0.0873,=0.0231,=1151
="000992",全指金融,2011-08-02,=0.0180,=5379.9000,=-0.1016,=8.2190,=0.4812,=5.9310,=7.1022,=8.2740,=9.0288,=11.6339,=0.7714,=0.2652,=0.6188,=0.7234,=0.9104,=1.1568,=1.5107,=2.1183,=0.8293,=1.1568,=1.4432,=1.8064,=2.0805,=2.6668,=0.0371,=0.5736,=0.0229,=0.0327,=0.0360,=0.0437,=0.0581,=0.0217,=0.0846,=0.0227,=2700
="000922",中证红利,2008-05-26,=0.0134,=5378.8412,=-0.0227,=8.2342,=0.7014,=5.1762,=6.0245,=7.6566,=8.6158,=11.2156,=0.8029,=0.4062,=0.5911,=0.7110,=0.8475,=1.1086,=1.4999,=1.2175,=0.7835,=0.6332,=0.7726,=1.0440,=1.2311,=1.7101,=0.0439,=0.3204,=0.0309,=0.0402,=0.0471,=0.0596,=0.0693,=0.0233,=0.0895,=0.0228,=20232
="931446",东证红利低波,2020-04-21,=0.0129,=3291.6061,=-0.0439,=8.2618,=0.7212,=5.1478,=6.1874,=7.1641,=8.5307,=11.0216,=0.7988,=0.6133,=0.5884,=0.6974,=0.7654,=0.8702,=1.2481,=1.4740,=0.9186,=0.5909,=0.7567,=0.8914,=1.3306,=1.5979,=0.0431,=0.2890,=0.0325,=0.0416,=0.0485,=0.0564,=0.0651,=0.0224,=0.0895,=0.0240,=862
="000015",红利指数,2005-01-04,=0.0142,=3115.3900,=0.0256,=8.4194,=0.8808,=4.6646,=5.5108,=7.0875,=8.0608,=10.4439,=0.8079,=0.5819,=0.5525,=0.6398,=0.7654,=1.0179,=1.3875,=1.4170,=0.8891,=0.7277,=0.8913,=1.1408,=1.3429,=1.6890,=0.0424,=0.1905,=0.0330,=0.0427,=0.0514,=0.0644,=0.0757,=0.0233,=0.0885,=0.0212,=14224
="399373",大盘价值,2010-01-04,=0.0151,=7795.0500,=-0.0908,=8.4601,=0.5353,=5.4746,=6.8623,=8.3403,=9.1146,=11.9914,=0.8636,=0.3225,=0.6410,=0.8033,=0.9411,=1.1408,=1.5001,=1.1364,=0.7835,=0.5920,=0.7817,=0.9283,=1.1432,=1.4541,=0.0434,=0.5278,=0.0275,=0.0366,=0.0428,=0.0526,=0.0641,=0.0236,=0.0939,=0.0248,=331
="000821",300红利,2012-07-20,=0.0150,=6444.1571,=-0.0342,=8.4636,=0.7996,=4.9998,=6.1944,=7.5603,=8.4656,=10.9286,=0.8313,=0.3736,=0.5725,=0.7140,=0.8655,=1.0796,=1.4919,=1.3451,=0.8359,=0.6098,=0.7993,=1.0658,=1.3222,=1.6963,=0.0450,=0.3876,=0.0319,=0.0422,=0.0473,=0.0563,=0.0673,=0.0235,=0.0916,=0.0239,=999
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0023,=3944.5400,=-0.0177,=8.4764,=0.4711,=4.8859,=6.8728,=8.7915,=11.5920,=16.1208,=0.8022,=0.3626,=0.5567,=0.7305,=0.8637,=1.1606,=1.3660,=0.9120,=0.3911,=0.5555,=0.7802,=0.9833,=1.3554,=1.5178,=0.0590,=0.6683,=0.0276,=0.0361,=0.0531,=0.0664,=0.1028,,=0.0951,,=35
="000151",上国红利,2012-07-20,=0.0169,=1584.3500,=0.0371,=8.5128,=0.9480,=4.5075,=5.3657,=6.9617,=7.8323,=10.0345,=0.7514,=0.5010,=0.5268,=0.6189,=0.7511,=0.9661,=1.3272,=1.0519,=0.4520,=0.6026,=0.8953,=1.0778,=1.3099,=1.6854,=0.0440,=0.1629,=0.0346,=0.0446,=0.0513,=0.0650,=0.0754,=0.0218,=0.0803,=0.0258,=224
="000063",上证周期,2010-02-03,=0.0088,=3581.6200,=-0.1173,=8.6141,=0.5080,=5.4761,=7.1362,=8.5980,=9.4385,=12.4946,=0.8976,=0.3678,=0.6668,=0.8368,=0.9564,=1.1066,=1.4831,=1.4839,=0.8342,=0.8113,=1.0636,=1.2494,=1.4483,=1.7571,=0.0386,=0.4990,=0.0252,=0.0350,=0.0386,=0.0518,=0.0626,=0.0245,=0.0975,=0.0256,=205
="931644",800红利,2024-03-15,,,=-0.0375,=8.6270,=0.5762,=6.4729,=7.3538,=8.3645,=9.0454,=9.4757,=0.8381,=0.3706,=0.7001,=0.7723,=0.8574,=0.9065,=0.9431,=1.2082,=0.5816,=0.8423,=0.9273,=1.1444,=1.2930,=1.3602,=0.0448,=0.3138,=0.0416,=0.0431,=0.0471,=0.0579,=0.0662,=0.0236,=0.0906,=0.0231,=32
="000824",国企红利,2012-07-20,=0.0146,=2095.3352,=-0.0121,=8.6361,=0.8363,=4.8847,=5.9406,=7.3385,=8.4526,=10.7823,=0.8353,=0.5188,=0.5610,=0.6880,=0.8233,=1.0592,=1.4469,=1.2452,=0.7893,=0.5370,=0.7016,=0.9865,=1.2552,=1.6834,=0.0439,=0.3241,=0.0328,=0.0418,=0.0481,=0.0583,=0.0694,=0.0232,=0.0892,=0.0226,=946
="930740",300红利LV,2018-12-04,=0.0114,=6881.2912,=-0.0401,=8.6783,=0.8004,=5.4153,=6.8338,=7.5336,=8.6603,=9.6903,=0.8437,=0.4582,=0.6159,=0.7733,=0.8564,=0.9455,=1.0604,=1.5177,=0.8124,=0.6725,=0.8577,=1.0801,=1.5016,=1.9253,=0.0448,=0.4550,=0.0370,=0.0418,=0.0453,=0.0512,=0.0622,=0.0239,=0.0932,=0.0223,=625
="930955",红利低波100,2017-05-26,=0.0157,=11297.3395,=-0.0419,=8.6814,=0.8128,=5.0805,=6.0760,=7.4313,=8.6130,=11.5013,=0.8599,=0.5751,=0.5792,=0.6664,=0.8277,=0.9887,=1.3722,=1.4695,=0.9084,=0.5888,=0.7788,=0.9915,=1.3655,=1.7525,=0.0455,=0.3613,=0.0270,=0.0431,=0.0471,=0.0561,=0.0683,=0.0234,=0.0928,=0.0257,=2287
="931848",800红利低波,2024-05-21,=0.0119,=3116.9763,=-0.0153,=8.7951,=0.3793,=7.4155,=8.2438,=9.0592,=9.4708,=9.7854,=0.8595,=0.2261,=0.7315,=0.8562,=0.9179,=0.9688,=1.0024,=1.6167,=0.9962,=1.1714,=1.2361,=1.3513,=1.3857,=1.6456,=0.0427,=0.3908,=0.0399,=0.0412,=0.0437,=0.0518,=0.0594,=0.0237,=0.0929,=0.0230,=152
="000919",300价值,2008-01-21,=0.0115,=4958.5028,=-0.0677,=8.8138,=0.6573,=5.9577,=7.3283,=8.4453,=9.2438,=12.2376,=0.8819,=0.3056,=0.6917,=0.8489,=0.9367,=1.1473,=1.5388,=1.0954,=0.7691,=0.6314,=0.7861,=0.9060,=1.1066,=1.3421,=0.0413,=0.5419,=0.0265,=0.0361,=0.0407,=0.0490,=0.0609,=0.0228,=0.0921,=0.0242,=4327
="399805",互联金融,2015-02-10,=0.0166,=2696.5600,=-0.2994,=8.9013,=0.1134,=7.5943,=9.6648,=11.3863,=13.1628,=16.5816,=0.9284,=0.0994,=0.7644,=1.0366,=1.3991,=1.7193,=2.0317,=1.7114,=0.6936,=1.1667,=1.4082,=1.6145,=1.7935,=2.2636,=0.0367,=0.9064,=0.0145,=0.0184,=0.0235,=0.0336,=0.0507,=0.0238,=0.0940,=0.0248,=328
="000825",央企红利,2012-07-20,=0.0091,=3281.2939,=-0.0498,=8.9590,=0.8936,=4.7369,=6.0940,=7.3072,=8.4379,=10.5687,=0.8660,=0.5200,=0.5507,=0.6915,=0.8553,=0.9983,=1.3929,=1.1921,=0.7419,=0.6009,=0.8548,=1.0708,=1.2189,=1.7357,=0.0429,=0.2235,=0.0330,=0.0422,=0.0473,=0.0555,=0.0713,=0.0224,=0.0902,=0.0228,=362
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0111,=8558.5200,=-0.0955,=9.1660,=0.5244,=5.7712,=7.9406,=9.0844,=10.2891,=13.0207,=0.9986,=0.2805,=0.7256,=0.9442,=1.0795,=1.2097,=1.5098,=1.6586,=0.7346,=0.9123,=1.1596,=1.4354,=1.7362,=2.4187,=0.0362,=0.4427,=0.0247,=0.0321,=0.0369,=0.0450,=0.0643,,=0.1051,,=268
="931722",国新港股通央企红利,2023-09-13,=0.0043,=1289.3110,=-0.0217,=9.2728,=0.7770,=5.5040,=6.7091,=7.7619,=9.4557,=10.8173,=0.8418,=0.5727,=0.6213,=0.7361,=0.8249,=0.9088,=1.0298,=0.5776,=0.7122,=0.3100,=0.3826,=0.4757,=0.6101,=0.6918,=0.0548,=0.0978,=0.0469,=0.0572,=0.0617,=0.0688,=0.0823,,=0.0875,,=363
="000968",300周期,2010-05-28,,,=-0.1167,=9.2808,=0.5381,=6.1174,=7.8172,=9.1332,=10.2896,=13.3562,=0.9264,=0.3501,=0.7021,=0.8484,=1.0001,=1.1755,=1.5550,=1.5289,=0.8379,=0.8459,=1.0834,=1.2644,=1.4970,=1.8297,=0.0365,=0.5649,=0.0230,=0.0318,=0.0360,=0.0470,=0.0569,=0.0243,=0.0922,=0.0244,=100
="932305",智选高股息,2024-09-30,=0.0161,=11215.8493,=0.0050,=9.3203,=0.7587,=7.0143,=7.4959,=8.3609,=9.4240,=10.9391,=1.0558,=0.5615,=0.8750,=0.9245,=1.0495,=1.0832,=1.1675,=0.5144,=0.0464,=0.4805,=0.7249,=0.7754,=1.2724,=1.3342,=0.0608,=0.3457,=0.0457,=0.0594,=0.0641,=0.0685,=0.0723,=0.0253,=0.1000,=0.0324,=340
="H30356",800价值,2014-06-09,=0.0130,=6190.3743,=-0.0686,=9.4000,=0.6255,=6.4024,=7.7031,=9.0535,=9.9462,=13.4784,=0.9278,=0.3460,=0.7030,=0.8634,=0.9859,=1.1669,=1.6287,=1.0479,=0.7659,=0.5868,=0.7401,=0.8838,=1.0826,=1.3738,=0.0401,=0.5857,=0.0239,=0.0336,=0.0386,=0.0475,=0.0589,=0.0232,=0.0908,=0.0237,=32
="931479",证券保险,2020-05-06,=0.0276,=939.5640,=-0.1159,=9.4560,=0.0618,=8.4973,=11.7577,=13.4179,=15.4976,=21.1012,=1.2775,=0.3145,=1.0296,=1.2180,=1.3723,=1.5624,=2.2844,=1.7240,=0.7307,=1.0318,=1.2752,=1.4623,=1.7851,=2.2879,=0.0283,=0.7693,=0.0162,=0.0225,=0.0251,=0.0289,=0.0357,=0.0256,=0.1317,=0.0302,=44
="932153",港股通价值策略,2025-04-30,=0.0093,=1079.0104,=0.0265,=9.4862,=0.1858,=8.1696,=9.5242,=10.0983,=10.3897,=10.9237,=0.7949,=0.1554,=0.7012,=0.8186,=0.8790,=0.9015,=0.9365,=0.9641,=0.2162,=0.8168,=0.9564,=1.0296,=1.0636,=1.1126,=0.0446,=0.7838,=0.0397,=0.0412,=0.0426,=0.0451,=0.0538,,=0.0812,,=14
="000925",基本面50,2009-02-26,=0.0131,=4185.4154,=-0.0937,=9.5405,=0.6190,=6.2635,=7.9688,=9.1438,=10.0957,=12.7955,=0.9894,=0.3847,=0.7306,=0.9013,=1.0511,=1.1921,=1.5728,=1.0518,=0.6680,=0.6037,=0.7864,=0.9667,=1.1046,=1.4866,=0.0387,=0.5542,=0.0256,=0.0338,=0.0375,=0.0468,=0.0563,=0.0227,=0.0882,=0.0241,=4557
="HSCESI",恒生中国企业精明指数,2015-06-08,=0.0102,=11807.0600,=-0.0808,=9.5659,=0.7224,=6.0524,=7.9405,=8.6763,=10.0571,=15.8114,=0.9982,=0.4757,=0.6924,=0.9001,=1.0078,=1.1579,=1.7191,=1.3423,=0.7303,=0.8066,=1.0023,=1.0941,=1.4384,=2.0876,=0.0354,=0.3029,=0.0200,=0.0332,=0.0384,=0.0444,=0.0600,,=0.1052,,=93
="H30035",300非银,2012-12-21,=0.0269,=9619.6753,=-0.1375,=9.5719,=0.0309,=8.6966,=12.8658,=15.1693,=19.3628,=26.3489,=1.2917,=0.1839,=1.0544,=1.3043,=1.6163,=2.0458,=2.4387,=1.7321,=0.5245,=1.0410,=1.4185,=1.7080,=1.9729,=2.3917,=0.0278,=0.8590,=0.0124,=0.0164,=0.0221,=0.0256,=0.0352,=0.0253,=0.1294,=0.0297,=1224
="HSCEI",恒生中国企业指数,1994-08-08,=0.0100,=8184.3800,=-0.0818,=9.5952,=0.7243,=6.0524,=7.9468,=8.6831,=10.0793,=15.8114,=0.9999,=0.4760,=0.6924,=0.9007,=1.0090,=1.1595,=1.7191,=1.3453,=0.7296,=0.8066,=1.0027,=1.0940,=1.4423,=2.0876,=0.0353,=0.3017,=0.0200,=0.0331,=0.0384,=0.0444,=0.0600,,=0.1052,,=4760
