指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0038,=12403.0400,=-0.0298,=5.8686,=0.7808,=3.2016,=4.0674,=5.1865,=5.9017,=7.9938,=0.5531,=0.4282,=0.3790,=0.4563,=0.5670,=0.7145,=1.0569,=2.2027,=0.8324,=1.0856,=1.4299,=1.7414,=2.1192,=2.9053,,=0.0881,,=0.0497,=90
="H11146",港股通内地金融,2010-06-02,=-0.0076,=1154.7500,=0.0491,=6.2011,=0.5650,=3.2759,=4.5181,=5.9699,=6.7473,=9.2347,=0.6292,=0.4111,=0.3797,=0.4941,=0.6751,=0.8760,=1.1859,=1.6018,=0.8072,=0.6692,=0.9479,=1.2799,=1.5965,=2.1885,,=0.0970,,=0.0466,=36
="930792",HK银行,2016-04-22,=-0.0144,=4790.9000,=0.0877,=6.6697,=0.7785,=3.2659,=4.4645,=5.8162,=6.7741,=9.5632,=0.6491,=0.5542,=0.3905,=0.4964,=0.6260,=0.8010,=1.0771,=2.5372,=0.8787,=1.0519,=1.5167,=1.8393,=2.3694,=3.1066,,=0.0901,,=0.0474,=748
="399986",中证银行,2013-07-15,=-0.0007,=7178.4300,=-0.0559,=6.8571,=0.8063,=4.1183,=5.2599,=6.2640,=6.8477,=9.0846,=0.6492,=0.3124,=0.4848,=0.5836,=0.7219,=0.8984,=1.2416,=2.5740,=0.8491,=1.4134,=1.7842,=2.1252,=2.4756,=3.3016,=0.0226,=0.0881,=0.0236,=0.0430,=9519
="H30106",H300金融服务,2013-05-21,=-0.0149,=1625.2200,=0.0740,=7.0095,=0.5140,=4.0175,=5.3653,=6.9537,=7.7687,=11.1922,=0.7517,=0.5087,=0.4470,=0.5779,=0.7469,=0.9081,=1.2489,=2.0035,=0.8753,=0.8557,=1.1817,=1.4576,=1.8689,=2.3593,,=0.1014,,=0.0443,=17
="000018",180金融,2007-12-10,=-0.0019,=5378.8800,=-0.0945,=7.3508,=0.4361,=5.2016,=6.4287,=7.4972,=8.3012,=10.8609,=0.7446,=0.2543,=0.5902,=0.6965,=0.8805,=1.0696,=1.4199,=2.2073,=0.8021,=1.2355,=1.5824,=1.9359,=2.2055,=2.8772,=0.0229,=0.0959,=0.0245,=0.0396,=769
="399809",保险主题,2015-02-13,=-0.0028,=2361.2600,=-0.1149,=7.3955,=0.3170,=5.4537,=6.8114,=10.6228,=15.0245,=22.8725,=0.7873,=0.2523,=0.6352,=0.7667,=1.2249,=1.4858,=1.9794,=2.1540,=0.9287,=0.5239,=0.8688,=1.0978,=1.4086,=2.3772,=0.0227,=0.1015,=0.0246,=0.0392,=1477
="931233",港股通央企红利,2017-06-28,=-0.0015,=1250.3900,=0.0725,=7.4434,=0.7995,=3.6988,=4.9509,=6.3168,=7.4439,=14.0775,=0.7002,=0.6258,=0.3929,=0.5219,=0.6444,=0.8649,=1.8161,=1.0106,=0.5721,=0.4645,=0.6199,=0.9434,=1.3923,=1.7583,,=0.0906,,=0.0503,=439
="000818",细分金融,2012-04-11,=-0.0028,=6719.6400,=-0.0899,=7.4712,=0.4299,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7570,=0.2535,=0.5930,=0.7010,=0.8982,=1.0928,=1.4303,=2.2630,=0.8030,=1.2689,=1.6354,=1.9747,=2.2597,=2.9111,=0.0231,=0.0956,=0.0246,=0.0388,=6
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0036,=4486.7600,=0.1159,=7.4872,=0.9557,=4.1647,=4.6136,=5.6311,=6.9167,=7.8218,=0.6996,=0.8781,=0.4381,=0.4934,=0.5857,=0.6831,=0.7455,=0.9949,=0.9488,=0.5323,=0.5929,=0.7358,=0.9213,=1.0366,,=0.0921,,=0.0504,=231
