指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=0.0122,=12603.8237,=-0.0139,=6.0612,=0.8701,=3.2016,=4.0872,=5.2377,=5.9035,=7.9938,=0.5737,=0.5329,=0.3790,=0.4581,=0.5652,=0.7119,=1.0569,=2.2750,=0.8920,=1.0856,=1.4348,=1.7523,=2.1440,=2.9053,=0.0481,=0.1446,=0.0324,=0.0492,=0.0546,=0.0738,=0.0997,,=0.0881,,=103
="H11146",港股通内地金融,2010-06-02,=0.0083,=1148.2359,=0.0438,=6.2229,=0.5726,=3.2759,=4.5177,=6.0301,=6.7500,=9.2347,=0.6318,=0.4335,=0.3797,=0.4938,=0.6621,=0.8765,=1.1859,=1.6119,=0.8118,=0.6692,=0.9478,=1.3164,=1.5991,=2.1885,=0.0463,=0.3277,=0.0302,=0.0445,=0.0501,=0.0726,=0.0994,,=0.0970,,=42
="932584",智选港股通红利低波,2026-06-11,,,,=6.2465,=0.9355,=5.4952,=5.6520,=5.8929,=6.1453,=6.2685,=0.6380,=0.9355,=0.5613,=0.5773,=0.6019,=0.6277,=0.6403,=0.9597,=0.9355,=0.8443,=0.8683,=0.9053,=0.9441,=0.9631,=0.0546,=0.0645,=0.0544,=0.0555,=0.0579,=0.0600,=0.0621,,,,=13
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0081,=4120.2900,=0.0248,=6.9668,=0.8028,=4.1647,=4.6532,=5.6999,=6.9483,=7.8218,=0.6464,=0.6598,=0.4381,=0.4967,=0.5937,=0.6844,=0.7455,=1.0922,=1,=0.5323,=0.5972,=0.7481,=0.9467,=1.0922,=0.0511,=0.0399,=0.0487,=0.0568,=0.0689,=0.0864,=0.0936,,=0.0921,,=261
="930792",HK银行,2016-04-22,=0.0077,=5140.7421,=0.1683,=7.0815,=0.8692,=3.2659,=4.4606,=5.8963,=6.7969,=9.5632,=0.6899,=0.6507,=0.3905,=0.4962,=0.6240,=0.8015,=1.0771,=2.6967,=0.9764,=1.0519,=1.5163,=1.8794,=2.4179,=3.1066,=0.0446,=0.0592,=0.0355,=0.0500,=0.0563,=0.0743,=0.1045,,=0.0901,,=753
="399986",中证银行,2013-07-15,=0.0151,=7322.9900,=-0.0369,=7.1576,=0.8722,=4.1183,=5.2599,=6.3043,=6.8571,=9.0846,=0.6877,=0.4437,=0.4848,=0.5836,=0.7144,=0.8940,=1.2416,=2.6868,=0.9134,=1.4134,=1.7842,=2.1672,=2.5225,=3.3016,=0.0412,=0.2008,=0.0285,=0.0411,=0.0459,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9629
="H30106",H300金融服务,2013-05-21,=0.0057,=1644.5801,=0.0869,=7.1921,=0.5860,=4.0175,=5.3642,=6.9809,=7.7688,=11.1922,=0.7706,=0.5681,=0.4470,=0.5777,=0.7401,=0.9083,=1.2489,=2.0538,=0.9205,=0.8557,=1.1816,=1.4750,=1.8995,=2.3593,=0.0432,=0.1930,=0.0288,=0.0433,=0.0472,=0.0664,=0.0918,,=0.1014,,=19
="931233",港股通央企红利,2017-06-28,=0.0057,=1166.2031,=0.0000,=7.3812,=0.7766,=3.6988,=4.9726,=6.3766,=7.4430,=14.0775,=0.6943,=0.6169,=0.3929,=0.5233,=0.6453,=0.8592,=1.8161,=1.0022,=0.5682,=0.4645,=0.6246,=0.9474,=1.3883,=1.7583,=0.0507,=0.1433,=0.0394,=0.0519,=0.0570,=0.0797,=0.1038,,=0.0906,,=472
="931024",港股通非银,2017-11-06,=0.0008,=3982.9834,=-0.0733,=7.4641,=0.0298,=6.7549,=8.5358,=11.0184,=13.3223,=22.4310,=1.0156,=0.4479,=0.6237,=0.8517,=1.0429,=1.2217,=1.7592,=1.2506,=0.8135,=0.5870,=0.8768,=1.0171,=1.2301,=2.2002,=0.0391,=0.7274,=0.0165,=0.0268,=0.0346,=0.0413,=0.0611,,=0.1344,,=203
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0073,=2961.0400,=0.0641,=7.4715,=0.9329,=3.7550,=5.0519,=5.8377,=6.8412,=7.9027,=0.7494,=0.8312,=0.4590,=0.5795,=0.6416,=0.7393,=0.8175,=1.1369,=0.9253,=0.5101,=0.6885,=0.7995,=0.9225,=1.2126,=0.0500,=0.0465,=0.0478,=0.0536,=0.0620,=0.0791,=0.1052,,=0.0995,,=281
