指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0014,=12418.9568,=-0.0285,=5.9955,=0.8497,=3.2016,=4.0506,=5.1712,=5.8911,=7.9938,=0.5668,=0.5010,=0.3790,=0.4555,=0.5667,=0.7158,=1.0569,=2.2831,=0.9015,=1.0856,=1.4282,=1.7375,=2.0926,=2.9053,,=0.0932,,=0.0519,=81
="H11146",港股通内地金融,2010-06-02,=0.0065,=1079.6300,=-0.0191,=6.1607,=0.5583,=3.2759,=4.5181,=5.8814,=6.7473,=9.2347,=0.6289,=0.4077,=0.3797,=0.4941,=0.6799,=0.8765,=1.1859,=1.5859,=0.7951,=0.6692,=0.9479,=1.2673,=1.5902,=2.1885,,=0.0962,,=0.0484,=34
="399986",中证银行,2013-07-15,=-0.0050,=7238.1300,=-0.0480,=6.8479,=0.8097,=4.1183,=5.2645,=6.2279,=6.8116,=9.0846,=0.6700,=0.3682,=0.4848,=0.5838,=0.7246,=0.9056,=1.2416,=2.6088,=0.8789,=1.4134,=1.7845,=2.1186,=2.4477,=3.3016,=0.0685,=0.0932,=0.0729,=0.0447,=9460
="930792",HK银行,2016-04-22,=0.0016,=4446.1700,=0.0094,=6.9157,=0.8318,=3.2659,=4.4558,=5.7869,=6.7344,=9.5632,=0.6487,=0.5549,=0.3905,=0.4960,=0.6239,=0.8023,=1.0771,=2.5575,=0.9061,=1.0519,=1.5156,=1.8321,=2.3237,=3.1066,,=0.0964,,=0.0498,=741
="H30106",H300金融服务,2013-05-21,=0.0015,=1516.1900,=0.0019,=7.0500,=0.5360,=4.0175,=5.3653,=6.9041,=7.7687,=11.1922,=0.7470,=0.4992,=0.4470,=0.5779,=0.7474,=0.9081,=1.2489,=1.9450,=0.8547,=0.8557,=1.1817,=1.4554,=1.8468,=2.3593,,=0.1014,,=0.0459,=17
="399809",保险主题,2015-02-13,=-0.0029,=2323.4500,=-0.1291,=7.2751,=0.2970,=5.4537,=6.8119,=10.6431,=15.0228,=22.8725,=0.8065,=0.2900,=0.6352,=0.7669,=1.2269,=1.4853,=1.9794,=2.1301,=0.9296,=0.5239,=0.8689,=1.0979,=1.3754,=2.3772,=0.0826,=0.1040,=0.0824,=0.0411,=1467
="000018",180金融,2007-12-10,=-0.0015,=5350.4500,=-0.0993,=7.2813,=0.4176,=5.2016,=6.4321,=7.4955,=8.3000,=10.8609,=0.7662,=0.2784,=0.5902,=0.6966,=0.8890,=1.0724,=1.4199,=2.2013,=0.8068,=1.2355,=1.5826,=1.9275,=2.1902,=2.8772,=0.0781,=0.0973,=0.0761,=0.0407,=766
="000818",细分金融,2012-04-11,=-0.0008,=6651.4900,=-0.0992,=7.4017,=0.4090,=5.2356,=6.4985,=7.6831,=8.4792,=10.9951,=0.7783,=0.2759,=0.5930,=0.7010,=0.9068,=1.0975,=1.4303,=2.2544,=0.8064,=1.2689,=1.6360,=1.9721,=2.2469,=2.9111,=0.0780,=0.0969,=0.0769,=0.0398,=6
="931024",港股通非银,2017-11-06,=-0.0009,=4000.1000,=-0.0684,=7.4364,=0.0135,=6.7549,=8.7439,=11.3747,=13.3897,=22.4310,=1.0622,=0.5198,=0.6237,=0.8456,=1.0446,=1.2267,=1.7592,=1.2549,=0.8324,=0.5870,=0.8718,=1.0057,=1.2004,=2.2002,,=0.1136,,=0.0359,=177
="931233",港股通央企红利,2017-06-28,=0.0010,=1221.3500,=0.0476,=7.5093,=0.8230,=3.6988,=4.9417,=6.2876,=7.4213,=14.0775,=0.7193,=0.6701,=0.3929,=0.5215,=0.6416,=0.8669,=1.8161,=1.0059,=0.5724,=0.4645,=0.6185,=0.9371,=1.3934,=1.7583,,=0.0974,,=0.0526,=407
