指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q2),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q2),关注度
="399809",保险主题,2015-02-13,=0.0068,=2246.1200,=-0.1581,=7.2085,=0.2901,=5.4537,=6.8114,=10.0865,=15.0245,=22.8725,=0.8332,=0.3667,=0.6352,=0.7647,=1.1889,=1.4858,=1.9794,=2.1374,=0.9077,=0.5239,=0.8688,=1.0978,=1.8728,=2.3772,=0.0388,=0.6382,=0.0120,=0.0209,=0.0310,=0.0488,=0.0686,=0.0540,=0.1015,=0.0485,=1527
="000818",细分金融,2012-04-11,=0.0016,=6759.8400,=-0.0845,=7.2823,=0.3416,=5.2356,=6.4974,=7.6617,=8.4810,=10.9951,=0.7909,=0.3473,=0.5930,=0.7010,=0.8679,=1.0786,=1.4303,=2.2337,=0.7618,=1.2689,=1.6354,=2.0043,=2.2666,=2.9111,=0.0388,=0.5583,=0.0239,=0.0331,=0.0376,=0.0471,=0.0625,=0.0528,=0.0956,=0.0477,=12
="931233",港股通央企红利,2017-06-28,=-0.0091,=1185.3500,=0.0167,=7.3000,=0.7389,=3.6988,=4.9854,=6.4221,=7.4439,=14.0775,=0.6958,=0.6162,=0.3929,=0.5248,=0.6486,=0.8542,=1.8161,=0.9994,=0.5599,=0.4645,=0.6272,=0.9551,=1.3859,=1.7583,=0.0522,=0.2281,=0.0394,=0.0518,=0.0569,=0.0793,=0.1038,=0.0452,=0.0906,=0.0470,=501
="930792",HK银行,2016-04-22,=-0.0076,=5357.2500,=0.2163,=7.3167,=0.9107,=3.2659,=4.4645,=5.8967,=6.8734,=9.5632,=0.7022,=0.6756,=0.3905,=0.4964,=0.6240,=0.7970,=1.0771,=2.7165,=0.9748,=1.0519,=1.5167,=1.8842,=2.4532,=3.1066,=0.0450,=0.0706,=0.0355,=0.0496,=0.0562,=0.0743,=0.1045,,=0.0901,=0.0459,=772
="399986",中证银行,2013-07-15,=-0.0010,=7493,=-0.0145,=7.3169,=0.9242,=4.1183,=5.2599,=6.3353,=6.9043,=9.0846,=0.6961,=0.4681,=0.4848,=0.5836,=0.7087,=0.8868,=1.2416,=2.7166,=0.9254,=1.4134,=1.7842,=2.1912,=2.5458,=3.3016,=0.0412,=0.2081,=0.0285,=0.0411,=0.0458,=0.0572,=0.0756,=0.0449,=0.0881,=0.0451,=9707
="H11153",内地国有,2010-07-30,=-0.0048,=922.4600,=0.0783,=7.4393,=0.6179,=3.8321,=5.3228,=6.8435,=8.1164,=10.6098,=0.7968,=0.6009,=0.4563,=0.5948,=0.7182,=0.8998,=1.1585,=1.2227,=0.9003,=0.5182,=0.7364,=0.9227,=1.1630,=1.3703,=0.0487,=0.3610,=0.0367,=0.0455,=0.0528,=0.0741,=0.1043,=0.0540,=0.0985,=0.0498,=2
="H11140",香港红利,2009-07-23,=-0.0055,=4035.1300,=0.1051,=7.4398,=0.7650,=3.0693,=4.4554,=5.9842,=7.6500,=13.9623,=0.7111,=0.6114,=0.3833,=0.5103,=0.6296,=0.8632,=1.1652,=1.1812,=0.6840,=0.5431,=0.7464,=0.9724,=1.2876,=2.1349,=0.0536,=0.1637,=0.0382,=0.0553,=0.0632,=0.0876,=0.1281,=0.0477,=0.0912,=0.0482,=58
="987016",港股通红利低波,2021-11-18,,,=0.0876,=7.4456,=0.8789,=3.4544,=4.3205,=5.0554,=6.9547,=8.0054,=0.7254,=0.9644,=0.4152,=0.4894,=0.5432,=0.6766,=0.7549,=1.1061,=0.7756,=0.5827,=0.6625,=0.8096,=1.1196,=1.3012,=0.0550,=0.1050,=0.0488,=0.0584,=0.0804,=0.0922,=0.1160,=0.0478,=0.0893,=0.0462,=191
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0037,=3854.3600,=0.0722,=7.5029,=0.6951,=4.9972,=5.5925,=6.2873,=7.7925,=8.5526,=0.7625,=0.7869,=0.5264,=0.5951,=0.6427,=0.7662,=0.8375,=0.9298,=0.8098,=0.5404,=0.5989,=0.6839,=0.9243,=1.0234,=0.0497,=0.1574,=0.0450,=0.0510,=0.0675,=0.0772,=0.0871,=0.0533,=0.0956,=0.0480,=122
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0068,=1236.1600,=-0.0308,=7.5129,=0.7319,=3.6777,=4.8612,=6.6084,=7.7930,=10.6953,=0.7042,=0.5654,=0.4041,=0.5046,=0.6466,=0.8954,=1.1746,=1.0967,=0.5443,=0.5013,=0.7008,=1.0618,=1.4833,=1.9871,=0.0546,=0.2665,=0.0423,=0.0528,=0.0604,=0.0808,=0.1102,,=0.0902,=0.0467,=923
="399966",800证保,2012-12-21,=0.0043,=5645.8300,=-0.1462,=7.5387,=0.0029,=7.3261,=13.4348,=15.9417,=19.7375,=27.1945,=1.2400,=0.1265,=1.0619,=1.2937,=1.5823,=2.0315,=2.4366,=1.6142,=0.3300,=1.1634,=1.5249,=1.7722,=2.0457,=2.5211,=0.0304,=0.9778,=0.0122,=0.0160,=0.0213,=0.0245,=0.0329,=0.0846,=0.1256,=0.0585,=188
="H30588",中证证保,2015-02-02,=0.0043,=958.5800,=-0.1464,=7.5444,=0.0029,=7.3318,=13.4460,=16.0351,=19.5891,=27.6808,=1.2387,=0.1244,=1.0752,=1.2932,=1.5865,=2.0250,=2.4238,=1.6165,=0.3572,=1.1673,=1.5178,=1.7655,=2.0128,=2.5500,=0.0304,=0.9823,=0.0121,=0.0160,=0.0213,=0.0243,=0.0328,=0.0845,=0.1254,=0.0584,=486
="000914",300金融,2007-07-02,=0.0017,=6128.8600,=-0.0877,=7.5815,=0.3980,=5.2769,=6.6022,=7.8255,=8.6017,=11.3863,=0.7860,=0.3379,=0.5962,=0.7048,=0.8729,=1.1172,=1.4919,=2.1105,=0.8006,=1.1210,=1.4310,=1.8124,=2.1104,=2.7052,=0.0385,=0.5517,=0.0235,=0.0340,=0.0378,=0.0467,=0.0618,=0.0510,=0.0897,=0.0461,=349
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0049,=2675.2000,=0.0797,=7.6167,=0.8810,=3.8979,=4.9593,=5.9803,=7.3123,=8.4533,=0.7142,=0.8769,=0.4277,=0.5188,=0.5833,=0.6905,=0.8197,=1.2129,=0.8746,=0.5333,=0.7008,=0.8912,=1.1393,=1.3442,=0.0526,=0.0830,=0.0482,=0.0560,=0.0660,=0.0838,=0.1067,,=0.0891,=0.0459,=512
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0065,=4697.0800,=0.0114,=7.7322,=0.7610,=4.2457,=4.7680,=5.9119,=7.8672,=9.0746,=0.7262,=0.7145,=0.4429,=0.5021,=0.5972,=0.7380,=0.8283,=1.1916,=0.9449,=0.6036,=0.6822,=0.8929,=1.0741,=1.2508,=0.0581,=0.1471,=0.0497,=0.0600,=0.0704,=0.0876,=0.0947,,=0.0897,=0.0466,=91
="000934",中证金融,2009-07-03,=0.0015,=5733.3900,=-0.0855,=7.8293,=0.3906,=5.7083,=6.8944,=8.0787,=8.8714,=11.5527,=0.7951,=0.3280,=0.6117,=0.7181,=0.8830,=1.1277,=1.5017,=2.1211,=0.8204,=1.1467,=1.4503,=1.8025,=2.1043,=2.6696,=0.0375,=0.5546,=0.0232,=0.0331,=0.0367,=0.0445,=0.0593,=0.0504,=0.0873,=0.0451,=1162
="931157",SHS红利成长LV,2019-04-25,=0.0001,=7196.9300,=-0.0345,=7.8309,=0.6457,=4.1261,=5.6289,=7.0180,=8.3085,=11.5318,=0.7833,=0.4353,=0.5154,=0.6307,=0.8016,=0.9165,=1.5888,=1.6954,=0.9851,=0.5018,=0.7152,=1.0472,=1.4339,=1.7619,=0.0472,=0.4369,=0.0259,=0.0421,=0.0481,=0.0555,=0.0761,=0.0487,=0.0964,=0.0513,=365
="930992",沪港深红利低波,2017-06-28,=-0.0012,=5366.5700,=-0.0361,=7.9135,=0.8034,=4.0130,=5.2296,=6.0127,=7.8993,=8.5109,=0.7497,=0.8612,=0.4277,=0.5397,=0.5981,=0.7389,=0.7950,=1.1837,=0.7819,=0.4496,=0.6029,=0.8985,=1.1906,=1.3912,=0.0510,=0.0871,=0.0476,=0.0533,=0.0712,=0.0765,=0.0949,=0.0480,=0.0878,=0.0455,=60
="932596",港股通红利低波,2016-02-04,=-0.0044,=4198.3900,=0.0824,=7.9505,=0.3871,=7.1792,=7.7993,=8.0176,=8.2404,=8.5745,=0.7425,=0.5847,=0.6528,=0.6979,=0.7332,=0.7553,=0.7956,=1.3683,=0.7984,=1.2161,=1.2867,=1.3388,=1.3683,=1.4305,=0.0500,=0.3589,=0.0473,=0.0492,=0.0522,=0.0546,=0.0579,=0.0463,=0.0894,,=111
="H30270",红利价值,2013-12-19,=-0.0003,=9555.8300,=0.0025,=7.9676,=0.7644,=4.4543,=5.4550,=6.8021,=8.5569,=13.0955,=0.8186,=0.6442,=0.5256,=0.6500,=0.7656,=1.2258,=1.7317,=1.6333,=0.9894,=0.5854,=0.8154,=1.0098,=1.3126,=1.6668,=0.0422,=0.2217,=0.0269,=0.0418,=0.0499,=0.0628,=0.0726,=0.0497,=0.0936,=0.0466,=228
="000992",全指金融,2011-08-02,=0.0018,=5475.2500,=-0.0857,=7.9725,=0.3960,=5.9310,=7.1022,=8.2495,=9.0288,=11.6339,=0.7953,=0.3272,=0.6188,=0.7234,=0.8873,=1.1365,=1.5107,=2.1182,=0.8179,=1.1568,=1.4432,=1.8067,=2.0992,=2.6668,=0.0371,=0.5645,=0.0229,=0.0327,=0.0362,=0.0437,=0.0581,=0.0497,=0.0846,=0.0444,=2717
="000029",180价值,2009-01-09,=0.0005,=4183.4800,=-0.0606,=8.0004,=0.5616,=5.6894,=6.9075,=7.8742,=8.4988,=10.8138,=0.8369,=0.3799,=0.6666,=0.8014,=0.8550,=1.0605,=1.4433,=1.1257,=0.9065,=0.6198,=0.7825,=0.9448,=1.0764,=1.4032,=0.0406,=0.2583,=0.0290,=0.0398,=0.0429,=0.0522,=0.0634,=0.0509,=0.0896,=0.0469,=559
="930914",港股通高股息,2016-11-25,=-0.0088,=5123.2100,=0.0418,=8.0488,=0.8216,=3.4280,=4.4420,=5.9988,=7.9319,=11.1979,=0.7755,=0.7208,=0.3979,=0.5045,=0.6334,=0.8500,=1.1764,=1.2593,=0.7922,=0.5144,=0.7099,=0.9285,=1.2640,=2.2126,=0.0514,=0.1330,=0.0387,=0.0544,=0.0655,=0.0862,=0.1194,=0.0472,=0.0918,=0.0489,=800
="931130",红利成长低波,2018-12-04,=-0.0014,=23652.1600,=-0.0027,=8.1409,=0.6101,=4.4465,=5.6074,=7.8255,=8.6986,=11.5512,=0.8153,=0.3524,=0.5279,=0.6273,=0.8946,=1.0232,=1.5803,=2.7562,=0.9942,=0.3109,=0.8163,=1.3299,=2.0208,=2.8088,=0.0394,=0.3428,=0.0246,=0.0323,=0.0422,=0.0532,=0.0639,=0.0468,=0.0934,=0.0427,=158
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0071,=4029.9700,=0.0036,=8.3659,=0.4594,=4.8859,=6.8728,=8.7248,=11.3002,=15.9665,=0.7811,=0.3229,=0.5567,=0.7305,=0.8576,=1.1430,=1.3660,=0.9000,=0.3741,=0.5555,=0.7802,=0.9733,=1.3359,=1.5178,=0.0598,=0.6872,=0.0276,=0.0365,=0.0538,=0.0664,=0.1028,=0.0537,=0.0951,=0.0536,=35
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0090,=4248.7500,=-0.0491,=8.3950,=0.9438,=3.5572,=4.6664,=6.0316,=7.4228,=9.5068,=0.7742,=0.7843,=0.3828,=0.4866,=0.5905,=0.8076,=1.1073,=0.6576,=0.1967,=0.4386,=0.6610,=0.8522,=1.4020,=2.0623,=0.0584,=0.3973,=0.0385,=0.0531,=0.0638,=0.0814,=0.1103,,=0.0873,=0.0484,=1584
="000063",上证周期,2010-02-03,=0.0011,=3715.3900,=-0.0843,=8.4462,=0.4545,=5.4761,=7.1362,=8.5732,=9.4385,=12.4946,=0.9387,=0.4668,=0.6668,=0.8368,=0.9504,=1.1009,=1.4831,=1.5071,=0.8368,=0.8113,=1.0636,=1.2496,=1.4630,=1.7571,=0.0381,=0.4499,=0.0252,=0.0353,=0.0386,=0.0518,=0.0626,=0.0561,=0.0975,=0.0493,=213
="H30269",红利低波,2013-12-19,=0.0003,=10897.7200,=-0.0305,=8.4495,=0.7689,=4.5638,=5.5488,=6.9409,=9.4786,=14.4342,=0.8694,=0.6362,=0.5386,=0.6570,=0.7995,=1.3872,=1.9670,=1.6489,=0.9909,=0.6111,=0.8850,=1.0980,=1.4175,=1.6855,=0.0432,=0.2950,=0.0246,=0.0406,=0.0503,=0.0605,=0.0732,=0.0505,=0.0946,=0.0469,=4932
="H50040",上红低波,2014-03-21,=-0.0003,=10780.3900,=-0.0224,=8.4529,=0.7742,=4.6938,=5.9512,=7.1752,=9.6645,=14.3118,=0.8599,=0.5995,=0.5647,=0.6911,=0.8311,=1.3609,=1.8756,=1.6606,=0.9897,=0.6380,=0.8684,=1.2019,=1.4164,=1.6953,=0.0426,=0.3325,=0.0230,=0.0391,=0.0464,=0.0588,=0.0718,=0.0498,=0.0936,=0.0482,=380
="399373",大盘价值,2010-01-04,=0.0023,=8056.4600,=-0.0603,=8.4839,=0.5398,=5.4746,=6.8623,=8.3409,=9.1146,=11.9914,=0.9001,=0.4409,=0.6410,=0.8033,=0.9323,=1.1357,=1.5001,=1.1761,=0.8681,=0.5920,=0.7817,=0.9285,=1.1499,=1.4541,=0.0422,=0.4475,=0.0275,=0.0377,=0.0428,=0.0526,=0.0641,=0.0525,=0.0939,=0.0498,=339
="931446",东证红利低波,2020-04-21,=0.0001,=3335.5200,=-0.0311,=8.5450,=0.8037,=5.1478,=6.1982,=7.2366,=8.5384,=11.0216,=0.8292,=0.7282,=0.5884,=0.6985,=0.7692,=0.8681,=1.2481,=1.5327,=0.9540,=0.5909,=0.7584,=0.9022,=1.3452,=1.5979,=0.0418,=0.2219,=0.0325,=0.0416,=0.0483,=0.0562,=0.0651,=0.0477,=0.0895,=0.0473,=931
="000922",中证红利,2008-05-26,=0.0001,=5527.9700,=0.0044,=8.5946,=0.7927,=5.1762,=6.0245,=7.6580,=8.6151,=11.2156,=0.8497,=0.5175,=0.5911,=0.7110,=0.8424,=1.1012,=1.4999,=1.2816,=0.8805,=0.6332,=0.7726,=1.0442,=1.2416,=1.7101,=0.0422,=0.2377,=0.0309,=0.0413,=0.0471,=0.0596,=0.0693,=0.0487,=0.0895,=0.0440,=20645
="399805",互联金融,2015-02-10,=0.0045,=2879.1500,=-0.2520,=8.6624,=0.0898,=7.5943,=9.4792,=11.2976,=13.1553,=16.5816,=0.9584,=0.1253,=0.7644,=1.0261,=1.3747,=1.7086,=2.0317,=1.7137,=0.6980,=1.1667,=1.4082,=1.6147,=1.7935,=2.2636,=0.0354,=0.8653,=0.0145,=0.0187,=0.0238,=0.0340,=0.0507,=0.0550,=0.0940,=0.0508,=340
="930839",港股通高息精选,2016-06-08,=-0.0054,=3251.0500,=-0.0572,=8.6665,=0.3701,=4.9918,=7.1350,=9.3150,=13.0113,=31.7979,=1.2978,=0.7285,=0.7294,=0.9293,=1.0784,=1.5790,=4.8768,=1.0812,=0.4152,=0.3418,=0.5599,=1.2160,=1.8281,=6.3245,=0.0572,=0.6506,=0.0089,=0.0375,=0.0501,=0.0677,=0.1118,,=0.1444,=0.0781,=402
="399812",养老产业,2014-06-06,=0.0026,=5321.6700,=-0.1595,=8.6921,=0.0033,=8.4559,=17.3118,=20.2296,=25.2556,=31.4367,=1.7042,=0.0161,=1.5864,=2.0189,=2.7731,=3.2414,=4.2954,=1.3201,=0.0305,=1.2170,=1.4435,=1.6755,=1.8719,=2.5548,=0.0292,=0.9864,=0.0096,=0.0132,=0.0174,=0.0245,=0.0306,=0.0998,=0.1459,=0.0698,=6297
="930709",香港证券,2015-07-13,=0.0073,=1294.4400,=-0.0836,=8.7273,=0.0788,=6.3679,=10.1512,=12.7658,=14.8674,=24.4010,=0.9319,=0.4430,=0.5308,=0.7588,=0.9554,=1.1844,=1.5872,=3.3790,=0.5794,=1.7834,=2.5970,=3.1590,=4.1506,=5.9903,=0.0400,=0.7948,=0.0202,=0.0265,=0.0337,=0.0403,=0.0726,=0.0572,=0.0828,=0.0419,=527
="000919",300价值,2008-01-21,=0.0008,=5067.8300,=-0.0471,=8.7339,=0.6279,=5.9577,=7.3283,=8.4456,=9.2359,=12.2376,=0.9128,=0.4260,=0.6917,=0.8489,=0.9310,=1.1227,=1.5388,=1.1280,=0.8488,=0.6314,=0.7861,=0.9060,=1.1128,=1.3421,=0.0405,=0.4775,=0.0265,=0.0370,=0.0407,=0.0490,=0.0609,=0.0515,=0.0921,=0.0477,=4353
="000821",300红利,2012-07-20,=0.0006,=6674.3400,=0.0003,=8.8439,=0.8855,=4.9998,=6.1944,=7.5620,=8.5614,=10.9286,=0.8753,=0.5340,=0.5725,=0.7140,=0.8621,=1.0734,=1.4919,=1.4122,=0.9032,=0.6098,=0.7993,=1.0660,=1.3351,=1.6963,=0.0432,=0.2575,=0.0319,=0.0425,=0.0473,=0.0563,=0.0673,=0.0492,=0.0916,=0.0473,=1014
="930955",红利低波100,2017-05-26,=0,=11185.3100,=-0.0514,=8.8832,=0.8222,=5.0805,=6.0843,=7.4736,=8.6973,=11.5013,=0.8448,=0.5309,=0.5792,=0.6675,=0.8335,=0.9832,=1.3722,=1.4483,=0.8645,=0.5888,=0.7810,=0.9966,=1.3815,=1.7525,=0.0447,=0.3239,=0.0270,=0.0431,=0.0469,=0.0559,=0.0683,=0.0466,=0.0928,=0.0503,=2494
="000015",红利指数,2005-01-04,=-0.0009,=3290.3400,=0.0832,=8.8890,=0.9617,=4.6646,=5.5108,=7.0887,=8.1316,=10.4439,=0.8628,=0.6485,=0.5525,=0.6398,=0.7654,=1.0114,=1.3875,=1.4934,=0.9489,=0.7277,=0.8913,=1.1540,=1.3588,=1.6890,=0.0408,=0.1343,=0.0330,=0.0427,=0.0514,=0.0644,=0.0757,=0.0478,=0.0885,=0.0409,=14315
="000151",上国红利,2012-07-20,=0.0010,=1674.3400,=0.0960,=8.8992,=0.9765,=4.5075,=5.3657,=7.0146,=7.9872,=10.0345,=0.7910,=0.6065,=0.5268,=0.6189,=0.7509,=0.9617,=1.3272,=1.0918,=0.5299,=0.6026,=0.8953,=1.0751,=1.2976,=1.6854,=0.0425,=0.0997,=0.0346,=0.0443,=0.0513,=0.0650,=0.0754,=0.0453,=0.0803,=0.0499,=246
="931644",800红利,2024-03-15,=-0.0010,=2552.1800,=-0.0000,=9.0011,=0.7259,=6.4729,=7.4156,=8.4745,=9.0598,=9.4757,=0.8799,=0.6476,=0.7001,=0.7759,=0.8606,=0.9038,=0.9431,=1.2699,=0.7210,=0.8423,=0.9332,=1.1610,=1.2895,=1.3602,=0.0432,=0.2447,=0.0416,=0.0430,=0.0464,=0.0574,=0.0662,=0.0486,=0.0906,=0.0470,=36
="000968",300周期,2010-05-28,=0.0005,=4162.9800,=-0.0848,=9.0459,=0.4767,=6.1174,=7.8172,=9.1225,=10.2298,=13.3562,=0.9595,=0.4285,=0.7021,=0.8484,=0.9937,=1.1598,=1.5550,=1.5397,=0.8327,=0.8459,=1.0834,=1.2650,=1.5131,=1.8297,=0.0367,=0.5715,=0.0230,=0.0323,=0.0360,=0.0470,=0.0569,=0.0541,=0.0922,=0.0475,=104
="000824",国企红利,2012-07-20,=0.0008,=2155.3200,=0.0161,=9.0914,=0.9543,=4.8847,=5.9406,=7.3386,=8.5589,=10.7823,=0.8815,=0.6230,=0.5610,=0.6880,=0.8236,=1.0527,=1.4469,=1.3149,=0.8727,=0.5370,=0.7016,=0.9867,=1.2729,=1.6834,=0.0422,=0.2200,=0.0328,=0.0419,=0.0481,=0.0583,=0.0694,=0.0481,=0.0892,=0.0457,=972
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0075,=8702.4300,=-0.0803,=9.1187,=0.5024,=5.7712,=7.9406,=9.1055,=10.2891,=13.0207,=1.0530,=0.4232,=0.7256,=0.9442,=1.0772,=1.2097,=1.5098,=1.6567,=0.7169,=0.9123,=1.1615,=1.4625,=1.7434,=2.4187,=0.0364,=0.4618,=0.0247,=0.0321,=0.0368,=0.0450,=0.0643,=0.0573,=0.1051,=0.0524,=271
="932153",港股通价值策略,2025-04-30,=-0.0060,=1121.6900,=0.0675,=9.1359,=0.1043,=8.1696,=9.4456,=10.0480,=10.3558,=10.9237,=0.8071,=0.1768,=0.7012,=0.8162,=0.8707,=0.8982,=0.9365,=0.9546,=0.1797,=0.8168,=0.9621,=1.0196,=1.0611,=1.1126,=0.0439,=0.7188,=0.0397,=0.0414,=0.0429,=0.0445,=0.0538,,=0.0817,=0.0427,=16
="930740",300红利LV,2018-12-04,=-0.0007,=6935.7900,=-0.0325,=9.1503,=0.8943,=5.4153,=6.8556,=7.5588,=8.7952,=9.6903,=0.8757,=0.5552,=0.6159,=0.7748,=0.8594,=0.9446,=1.0604,=1.6018,=0.8901,=0.6725,=0.8604,=1.0846,=1.5234,=1.9253,=0.0427,=0.2625,=0.0370,=0.0419,=0.0451,=0.0509,=0.0622,=0.0462,=0.0932,=0.0455,=657
="931722",国新港股通央企红利,2023-09-13,=-0.0052,=1335.2300,=0.0132,=9.1632,=0.7218,=5.5040,=6.7508,=7.8871,=9.5334,=10.8173,=0.8452,=0.5511,=0.6213,=0.7436,=0.8321,=0.9069,=1.0298,=0.5822,=0.6909,=0.3100,=0.3863,=0.4937,=0.6083,=0.6918,=0.0560,=0.1801,=0.0469,=0.0565,=0.0613,=0.0682,=0.0823,=0.0500,=0.0875,=0.0488,=384
