指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0043,=12522.2700,=-0.0205,=5.9055,=0.8084,=3.2016,=4.0509,=5.1770,=5.8945,=7.9938,=0.5711,=0.5140,=0.3790,=0.4559,=0.5668,=0.7157,=1.0569,=2.2478,=0.8710,=1.0856,=1.4286,=1.7379,=2.1017,=2.9053,,=0.0932,,=0.0501,=85
="H11146",港股通内地金融,2010-06-02,=0.0110,=1117.6600,=0.0154,=6.0981,=0.5363,=3.2759,=4.5177,=5.8966,=6.7500,=9.2347,=0.6360,=0.4187,=0.3797,=0.4938,=0.6791,=0.8770,=1.1859,=1.5825,=0.7933,=0.6692,=0.9478,=1.2710,=1.5907,=2.1885,,=0.0962,,=0.0481,=34
="930792",HK银行,2016-04-22,=0.0176,=4682.0400,=0.0630,=6.8358,=0.8158,=3.2659,=4.4605,=5.7927,=6.7364,=9.5632,=0.6661,=0.5941,=0.3905,=0.4961,=0.6241,=0.8020,=1.0771,=2.5715,=0.9181,=1.0519,=1.5160,=1.8328,=2.3293,=3.1066,,=0.0964,,=0.0483,=743
="399986",中证银行,2013-07-15,=0.0081,=7274.5900,=-0.0432,=6.8478,=0.8071,=4.1183,=5.2599,=6.2440,=6.8227,=9.0846,=0.6619,=0.3462,=0.4848,=0.5836,=0.7239,=0.9034,=1.2416,=2.6064,=0.8751,=1.4134,=1.7842,=2.1194,=2.4565,=3.3016,=0.0685,=0.0932,=0.0729,=0.0432,=9479
="H30106",H300金融服务,2013-05-21,=0.0251,=1594.6300,=0.0538,=7.0470,=0.5347,=4.0175,=5.3642,=6.9166,=7.7688,=11.1922,=0.7659,=0.5290,=0.4470,=0.5777,=0.7469,=0.9083,=1.2489,=1.9935,=0.8776,=0.8557,=1.1816,=1.4563,=1.8515,=2.3593,,=0.1014,,=0.0454,=17
="000018",180金融,2007-12-10,=0.0215,=5415.4300,=-0.0884,=7.3122,=0.4279,=5.2016,=6.4287,=7.4964,=8.3012,=10.8609,=0.7598,=0.2696,=0.5902,=0.6965,=0.8866,=1.0717,=1.4199,=2.2142,=0.8124,=1.2355,=1.5824,=1.9294,=2.1950,=2.8772,=0.0781,=0.0973,=0.0761,=0.0396,=768
="399809",保险主题,2015-02-13,=0.0466,=2401.7500,=-0.0998,=7.3123,=0.3013,=5.4537,=6.8114,=10.6490,=15.0245,=22.8725,=0.7993,=0.2758,=0.6352,=0.7667,=1.2261,=1.4858,=1.9794,=2.1426,=0.9303,=0.5239,=0.8688,=1.0978,=1.3791,=2.3772,=0.0826,=0.1040,=0.0824,=0.0394,=1471
="931233",港股通央企红利,2017-06-28,=0.0144,=1230.7798,=0.0557,=7.3877,=0.7865,=3.6988,=4.9426,=6.2891,=7.4213,=14.0775,=0.7136,=0.6588,=0.3929,=0.5215,=0.6418,=0.8664,=1.8161,=1.0008,=0.5663,=0.4645,=0.6188,=0.9385,=1.3927,=1.7583,,=0.0974,,=0.0513,=423
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0178,=4356.8300,=0.0836,=7.3922,=0.9515,=4.1647,=4.6091,=5.5929,=6.8746,=7.6535,=0.7087,=0.9629,=0.4381,=0.4925,=0.5825,=0.6752,=0.7230,=0.9792,=0.9301,=0.5323,=0.5918,=0.7308,=0.9168,=1.0198,,=0.0980,,=0.0517,=216
="000818",细分金融,2012-04-11,=0.0225,=6733.3900,=-0.0881,=7.4357,=0.4221,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7723,=0.2696,=0.5930,=0.7010,=0.9039,=1.0962,=1.4303,=2.2685,=0.8153,=1.2689,=1.6354,=1.9719,=2.2491,=2.9111,=0.0780,=0.0969,=0.0769,=0.0389,=6
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0124,=2964.8400,=0.0654,=7.5293,=0.9618,=3.7550,=5.0422,=5.7812,=6.6466,=7.9027,=0.7757,=0.9452,=0.4590,=0.5771,=0.6374,=0.7293,=0.8175,=1.1461,=0.9557,=0.5101,=0.6870,=0.7919,=0.8984,=1.2126,,=0.1004,,=0.0503,=270
="987016",港股通红利低波,2021-11-18,,,=0.1307,=7.5632,=0.9633,=3.4544,=4.2830,=4.8693,=6.5056,=7.8983,=0.7157,=0.9840,=0.4152,=0.4841,=0.5364,=0.6335,=0.7308,=1.2293,=0.9530,=0.5827,=0.6578,=0.7874,=1.0134,=1.2881,,=0.0953,,=0.0519,=121
="H11140",香港红利,2009-07-23,=-0.0023,=4024.7500,=0.1023,=7.6480,=0.7678,=3.0693,=4.4554,=5.9842,=8.4004,=13.9623,=0.7409,=0.6487,=0.3833,=0.5103,=0.6296,=0.8659,=1.1652,=1.2145,=0.6921,=0.5431,=0.7464,=0.9724,=1.5489,=2.1349,,=0.0974,,=0.0524,=28
="931024",港股通非银,2017-11-06,=0.0377,=4153.9500,=-0.0325,=7.6731,=0.0318,=6.7549,=8.7352,=11.3712,=13.3832,=22.4310,=1.0891,=0.5465,=0.6237,=0.8457,=1.0449,=1.2264,=1.7592,=1.2949,=0.8501,=0.5870,=0.8722,=1.0069,=1.2021,=2.2002,,=0.1136,,=0.0381,=180
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0118,=4682.4800,=0.0480,=7.7511,=0.8712,=3.5572,=4.6342,=5.9578,=7.1188,=9.5068,=0.7134,=0.7157,=0.3828,=0.4844,=0.5763,=0.8173,=1.1073,=0.9299,=0.5760,=0.4386,=0.6504,=0.8404,=1.4243,=2.0623,,=0.0887,,=0.0529,=1438
="000914",300金融,2007-07-02,=0.0228,=6119.4600,=-0.0891,=7.7940,=0.4926,=5.2769,=6.6022,=7.8204,=8.6017,=11.3863,=0.7697,=0.2646,=0.5962,=0.7048,=0.9250,=1.1351,=1.4919,=2.1350,=0.8467,=1.1210,=1.4310,=1.8123,=2.0752,=2.7052,=0.0748,=0.0919,=0.0740,=0.0385,=339
