指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="000698",科创100,2023-08-07,=-0.0046,=1913.9300,=0.3128,=109.1721,=0.1235,=60.6995,=128.1891,=211.8732,=252.6256,=337.2511,=7.0004,=0.9335,=2.7397,=3.6210,=4.2154,=6.0088,=8.5061,=7.4687,=0.6839,=4.0312,=5.1128,=6.3728,=8.4107,=10.0837,=0.0030,=0.1235,=0.0025,=0.0033,=0.0053,=0.0064,=0.0089,=0.0093,=0.0369,=0.0028,=586
="931688",中证算力,2022-07-21,,,=0.3001,=37.2148,=0.9160,=18.0036,=20.8195,=24.0590,=32.6158,=44.9092,=3.8766,=0.9135,=1.6529,=1.9027,=2.2861,=3.3800,=4.7747,=2.7266,=0.9023,=1.3731,=1.5953,=1.8216,=2.5065,=3.3716,=0.0147,=0.0514,=0.0131,=0.0190,=0.0261,=0.0299,=0.0338,=0.0245,=0.1011,=0.0224,=110
="931696",科技50策略,2021-07-12,=0.0148,=25947.8056,=0.2881,=49.0582,=0.8172,=23.0047,=27.8845,=34.0256,=47.6350,=71.4621,=8.3021,=0.9219,=3.0567,=3.9266,=4.4965,=7.1601,=11.2899,=4.6242,=0.8639,=1.9010,=2.3690,=2.6949,=4.2769,=6.7093,=0.0052,=0.0290,=0.0042,=0.0063,=0.0097,=0.0121,=0.0167,=0.0396,=0.1271,=0.0285,=14
="931087",科技龙头,2019-03-20,=0.0110,=6764.7720,=0.2870,=53.3711,=0.8241,=22.2848,=33.6833,=40.7546,=52.4933,=78.0359,=8.1985,=0.9706,=2.8190,=4.2303,=5.3219,=6.5461,=11.1808,=7.3057,=0.9778,=2.0316,=3.3118,=4.0023,=5.0056,=9.7717,=0.0053,=0.2014,=0.0037,=0.0053,=0.0064,=0.0086,=0.0172,=0.0321,=0.1080,=0.0209,=2098
="931271",通信设备主题,2012-12-21,=0.0199,=4622.5032,=0.2808,=84.4353,=0.8804,=25.8971,=33.2154,=36.4283,=79.5048,=113.3155,=10.9294,=0.9361,=2.2261,=2.9060,=3.6111,=8.1495,=14.2344,=7.1228,=0.9171,=1.5689,=2.0587,=2.5908,=5.6387,=9.3619,=0.0030,=0.0734,=0.0022,=0.0044,=0.0081,=0.0099,=0.0129,=0.0351,=0.1175,=0.0256,=13
="931461",电子50,2009-07-22,=0.0122,=7541.4782,=0.2793,=51.2028,=0.8232,=20.3357,=30.2775,=36.3560,=48.9015,=76.5790,=6.7877,=0.9683,=2.5323,=3.1789,=3.6997,=5.3257,=9.2899,=3.2708,=0.8269,=1.1588,=1.7975,=2.0656,=3.1546,=4.5428,=0.0056,=0.0552,=0.0046,=0.0067,=0.0091,=0.0111,=0.0147,=0.0239,=0.0884,=0.0169,=445
="930652",CS电子,2015-06-05,=0.0110,=12504.1712,=0.2747,=57.8005,=0.8768,=21.2056,=33.8173,=43.2272,=52.8031,=86.1406,=6.8334,=0.9749,=2.2039,=3.1461,=3.6495,=4.8125,=9.3375,=3.6788,=0.9650,=1.4014,=2.0216,=2.3039,=3.0796,=5.0793,=0.0049,=0.0132,=0.0040,=0.0063,=0.0077,=0.0104,=0.0141,=0.0249,=0.0838,=0.0162,=490
="399296",创成长,2019-01-23,=0.0197,=7937.4400,=0.2736,=40.0470,=0.3778,=22.4911,=30.9737,=43.4144,=63.8705,=104.6935,=8.6369,=0.6625,=3.9463,=4.9527,=7.0938,=10.6853,=14.9802,=5.5033,=0.4377,=2.5417,=3.4770,=5.8289,=11.9048,=17.3385,=0.0074,=0.6282,=0.0016,=0.0027,=0.0062,=0.0105,=0.0200,=0.0584,=0.2040,=0.0396,=1081
="970070",创业板人工智能,2024-07-11,=0.0111,=7527.4000,=0.2695,=64.5299,=0.1228,=48.3861,=70.9456,=80.8366,=93.7680,=119.1606,=11.5834,=0.8616,=3.3467,=5.1423,=6.5653,=10.2035,=15.2749,=9.2864,=0.8031,=3.4016,=4.9950,=6.2531,=9.2808,=12.0918,=0.0036,=0.2144,=0.0027,=0.0035,=0.0051,=0.0065,=0.0096,=0.0381,=0.1206,=0.0167,=242
="000936",中证电信,2009-07-03,=0.0137,=12611.2420,=0.2687,=30.1498,=0.5917,=14.1836,=20.2178,=26.5971,=41.2993,=123.1725,=2.7635,=0.7738,=1.2149,=1.7612,=2.3427,=2.7951,=3.6232,=2.6991,=0.9868,=0.7463,=1.0333,=1.2722,=1.8312,=3.0800,=0.0207,=0.5810,=0.0019,=0.0063,=0.0096,=0.0319,=0.0507,=0.0215,=0.0913,=0.0219,=341
="950162",科创芯片设计,2024-07-26,=0.0064,=2358.7126,=0.2679,=165.8122,=0.0120,=161.6128,=221.6315,=263.6294,=381.0083,=687.1301,=13.5922,=0.8287,=4.2582,=7.7796,=9.6455,=13.2756,=20.2102,=21.4535,=0.7629,=8.7765,=14.4894,=17.8405,=21.7437,=32.5243,=0.0014,=0.4303,=0.0010,=0.0012,=0.0015,=0.0018,=0.0029,=0.0309,=0.0713,=0.0107,=68
="000858",500信息,2013-11-06,=0.0058,=13344,=0.2662,=105.3990,=0.9267,=25.3805,=43.9766,=64.2576,=90.6051,=209.3531,=6.3478,=0.9802,=2.1626,=2.9041,=3.3886,=3.9462,=8.5146,=6.8503,=0.9843,=1.1229,=1.9074,=2.6879,=3.6611,=9.1355,=0.0030,=0.0157,=0.0022,=0.0044,=0.0059,=0.0072,=0.0110,=0.0212,=0.0505,=0.0070,=353
="399389",国证通信,2011-12-02,=0.0139,=10524.0500,=0.2619,=32.7514,=0.3980,=15.1336,=21.7733,=46.4458,=65.1875,=153.7967,=2.8741,=0.7268,=1.3245,=1.8461,=2.4678,=3.0381,=3.8815,=2.7662,=0.9773,=0.9743,=1.4589,=1.6828,=1.9005,=3.2843,=0.0194,=0.6185,=0.0026,=0.0049,=0.0070,=0.0294,=0.0420,=0.0209,=0.0855,=0.0209,=59
="932087",集成电路,2023-03-29,=0.0071,=1420.6570,=0.2544,=108.3069,=0.2488,=46.1239,=100.9834,=132.3687,=152.1375,=195.7770,=7.7150,=0.8617,=3.1405,=3.9438,=5.1878,=7.2459,=11.4486,=12.5553,=0.8422,=5.8347,=7.6589,=9.1167,=12.0558,=18.6728,=0.0015,=0.2682,=0.0010,=0.0014,=0.0018,=0.0022,=0.0029,=0.0203,=0.0481,=0.0079,=54
="931380",科技50,2019-11-25,=0.0077,=3958.4770,=0.2529,=44.2138,=0.4404,=22.4426,=31.3167,=46.3399,=56.4930,=71.9143,=5.8227,=0.5853,=2.7627,=3.8801,=5.5058,=7.3397,=9.9144,=5.0992,=0.6544,=2.1802,=3.0748,=4.1820,=5.6491,=7.7525,=0.0091,=0.7217,=0.0035,=0.0051,=0.0076,=0.0104,=0.0163,=0.0253,=0.0951,=0.0118,=951
="931866",中证机床,2022-05-09,=0.0132,=2245.9801,=0.2525,=57.7083,=0.8096,=28.6086,=36.9474,=40.8376,=56.8792,=85.2007,=6.5595,=0.9303,=2.8302,=3.7651,=4.3435,=5.2222,=9.1263,=5.1182,=0.8793,=2.4023,=3.1611,=3.4425,=4.4111,=7.3925,=0.0065,=0.1884,=0.0043,=0.0066,=0.0077,=0.0097,=0.0146,=0.0321,=0.1022,=0.0244,=165
="000994",全指电信,2011-08-02,=0.0137,=13844.2038,=0.2430,=30.6108,=0.4170,=17.6024,=21.7761,=33.7182,=52.5421,=109.2407,=2.8286,=0.6761,=1.3865,=1.8410,=2.5294,=3.0296,=3.7766,=2.7032,=0.9769,=0.9155,=1.2459,=1.5468,=1.9010,=3.1271,=0.0201,=0.6106,=0.0022,=0.0055,=0.0083,=0.0296,=0.0398,=0.0216,=0.0895,=0.0218,=232
="000998",中证TMT,2011-11-08,=0.0071,=3648.2526,=0.2406,=41.3007,=0.7132,=18.9989,=27.6163,=34.6676,=43.4239,=58.6698,=4.4784,=0.9077,=1.9674,=2.4618,=3.2924,=4.0197,=5.6742,=3.1700,=0.9674,=1.2505,=1.8092,=2.1806,=2.6454,=3.9991,=0.0110,=0.5686,=0.0048,=0.0067,=0.0092,=0.0185,=0.0284,=0.0233,=0.0900,=0.0196,=566
="399610",TMT50,2010-11-08,=0.0160,=11885.6300,=0.2404,=45.2509,=0.7606,=21.0331,=30.1605,=38.0640,=46.4041,=64.7172,=6.6888,=0.9749,=2.4071,=3.2240,=4.0371,=5.1948,=8.4969,=3.5666,=0.7515,=1.5843,=2.0120,=2.7305,=3.6868,=4.6782,=0.0069,=0.3197,=0.0046,=0.0061,=0.0080,=0.0121,=0.0161,=0.0296,=0.1080,=0.0206,=525
="931248",油气资源,2023-06-12,=0.0206,=1132.9781,=0.2399,=14.7668,=0.8974,=8.9017,=10.2499,=11.3674,=13.2616,=19.0700,=1.4301,=0.8818,=1.0292,=1.1531,=1.2263,=1.3659,=1.8318,=0.7808,=0.9130,=0.4486,=0.5170,=0.5946,=0.6823,=0.9774,=0.0339,=0.0753,=0.0285,=0.0392,=0.0458,=0.0497,=0.0548,=0.0301,=0.0906,=0.0280,=54
="000689",科创材料,2022-08-15,=0.0070,=1495.7400,=0.2338,=183.7334,=0.9528,=38.7753,=45.5038,=86.8781,=151.4598,=281.6880,=5.7786,=0.9507,=1.9307,=2.6314,=3.3445,=4.5161,=8.5314,=7.0045,=0.9497,=2.1963,=3.1431,=4.0576,=5.6341,=10.7722,=0.0028,=0.0400,=0.0019,=0.0045,=0.0064,=0.0079,=0.0117,=0.0126,=0.0258,=0.0058,=49
="980030",消费电子,2015-02-17,=0.0102,=8964.1200,=0.2338,=45.9739,=0.7331,=18.6467,=31.8277,=39.2028,=47.8701,=65.6114,=4.6259,=0.8789,=2.0026,=2.6000,=3.0243,=4.2766,=6.3059,=2.3264,=0.7803,=1.1413,=1.4005,=1.5847,=2.3779,=3.4515,=0.0064,=0.1407,=0.0040,=0.0066,=0.0082,=0.0110,=0.0143,=0.0190,=0.0648,=0.0154,=390
="931579",东证优势成长,2020-11-09,=0.0229,=9402.0509,=0.2319,=29.0508,=0.7607,=7.9327,=14.3152,=19.2615,=30.5212,=61.0103,=5.9771,=0.8084,=0.9149,=2.6175,=3.4518,=5.9320,=9.3390,=4.2931,=0.8903,=1.1828,=2.0627,=2.4103,=3.6765,=6.0793,=0.0119,=0.3853,=0.0040,=0.0071,=0.0151,=0.0286,=0.0527,=0.0548,=0.1983,=0.0468,=151
="000993",全指信息,2011-08-02,=0.0106,=10443.5400,=0.2305,=61.2455,=0.6873,=27.3163,=42.0292,=52.3654,=68.2638,=96.2351,=6.6450,=0.9740,=2.5265,=3.2907,=4.0177,=4.7054,=8.9424,=3.9481,=0.9065,=1.8009,=2.3376,=2.8258,=3.4670,=5.3826,=0.0050,=0.1133,=0.0039,=0.0053,=0.0064,=0.0084,=0.0117,=0.0221,=0.0751,=0.0134,=4100
="000688",科创50,2020-07-23,=0.0004,=1653.5600,=0.2301,=166.8783,=0.9132,=35.5957,=42.6474,=71.7752,=138.0167,=263.7183,=7.6436,=0.9010,=2.9443,=4.2408,=4.9007,=6.8445,=10.5365,=9.8988,=0.8169,=3.1319,=4.5936,=5.6203,=9.7488,=13.6380,=0.0021,=0.0298,=0.0016,=0.0030,=0.0045,=0.0071,=0.0110,=0.0135,=0.0347,=0.0045,=8237
="000935",中证信息,2009-07-03,=0.0099,=7883.6200,=0.2283,=59.7384,=0.8743,=22.3783,=36.3294,=44.9661,=55.2987,=87.4284,=6.6319,=0.9724,=2.5910,=3.3282,=4.0455,=4.8554,=8.9117,=3.8516,=0.9061,=1.7187,=2.2023,=2.7279,=3.5210,=5.2392,=0.0052,=0.0433,=0.0042,=0.0059,=0.0072,=0.0094,=0.0127,=0.0237,=0.0833,=0.0137,=1126
="980080",成长100,2012-12-28,,,=0.2276,=56.1773,=0.6889,=39.4731,=45.2660,=50.0766,=63.2756,=82.4653,=6.8324,=0.7811,=3.0437,=3.6676,=5.7341,=6.9121,=9.2690,=4.3884,=0.7650,=2.0191,=2.4155,=3.0922,=4.5120,=5.8594,=0.0040,=0.1129,=0.0030,=0.0049,=0.0057,=0.0069,=0.0087,=0.0481,=0.1452,=0.0254,=264
="931165",新兴科技100,2019-04-25,=0.0058,=10442.9323,=0.2271,=47.2702,=0.9291,=17.0055,=23.4272,=29.7201,=40.2041,=67.3989,=10.0963,=0.9651,=3.5721,=4.3433,=5.5028,=7.6441,=13.6689,=9.2676,=0.9629,=3.0368,=3.6590,=4.8650,=6.4490,=12.4159,=0.0063,=0.1593,=0.0047,=0.0067,=0.0091,=0.0149,=0.0264,=0.0515,=0.1919,=0.0378,=520
="931494",消费电子,2020-06-12,=0.0154,=6239.7694,=0.2268,=52.5604,=0.8008,=20.2625,=32.1185,=38.7278,=52.4459,=77.9188,=5.8378,=0.9460,=2.1307,=2.8229,=3.5354,=5.1132,=7.9404,=2.8042,=0.8967,=1.3000,=1.6502,=1.9938,=2.6198,=3.9249,=0.0052,=0.1366,=0.0040,=0.0058,=0.0083,=0.0109,=0.0138,=0.0228,=0.0807,=0.0166,=231
="000171",新兴成指,2017-01-25,=0.0158,=2260.7573,=0.2253,=33.8447,=0.7586,=15.0335,=20.3812,=24.9056,=36.2009,=63.8139,=5.1356,=0.6485,=2.6324,=3.2933,=4.3676,=6.2845,=10.8185,=4.4857,=0.8034,=1.3680,=2.1208,=2.7980,=4.4570,=8.5894,=0.0119,=0.4574,=0.0042,=0.0073,=0.0126,=0.0195,=0.0271,=0.0336,=0.1371,=0.0326,=208
="399998",中证煤炭,2015-02-13,=0.0067,=2414.8200,=0.2247,=21.6402,=0.9213,=5.7123,=8.6087,=10.6443,=15.5378,=324.9063,=1.7898,=0.9658,=0.8179,=1.1204,=1.3755,=1.6134,=2.0135,=1.9582,=0.9856,=0.6732,=0.9175,=1.1221,=1.4635,=2.2100,=0.0308,=0.0725,=0.0074,=0.0368,=0.0547,=0.0638,=0.1003,=0.0229,=0.0912,=0.0239,=2128
="399990",煤炭等权,2015-01-21,=0.0014,=3504.9800,=0.2202,=21.6402,=0.9213,=5.7123,=8.6087,=10.6443,=15.5378,=324.9063,=1.7898,=0.9658,=0.8179,=1.1204,=1.3755,=1.6134,=2.0135,=1.9582,=0.9856,=0.6732,=0.9175,=1.1221,=1.4635,=2.2100,=0.0308,=0.0725,=0.0074,=0.0368,=0.0547,=0.0638,=0.1003,=0.0229,=0.0912,=0.0239,=242
="930850",智能制造,2016-07-20,=0.0059,=5819.0274,=0.2156,=54.0377,=0.8874,=23.4329,=32.7224,=41.8065,=50.3379,=78.5602,=5.8913,=0.9567,=2.5370,=3.5207,=4.1704,=5.0905,=7.7199,=3.4512,=0.7647,=1.5919,=2.3563,=2.7922,=3.5814,=5.3954,=0.0060,=0.1491,=0.0050,=0.0062,=0.0077,=0.0101,=0.0146,=0.0208,=0.0857,=0.0160,=366
="000915",300信息,2007-07-02,=0.0117,=3943.2306,=0.2131,=51.2014,=0.8603,=20.6178,=34.5626,=39.8330,=48.2582,=75.5831,=6.7481,=0.9646,=2.7398,=3.5399,=4.3492,=5.5469,=9.0762,=3.2963,=0.5138,=1.6744,=2.1697,=3.2119,=4.0643,=4.9963,=0.0060,=0.1759,=0.0049,=0.0061,=0.0076,=0.0100,=0.0144,=0.0247,=0.0971,=0.0166,=21
="399285",物联网50,2020-02-18,=0.0160,=7614.2800,=0.2054,=40.3022,=0.8381,=21.8675,=26.4564,=31.8212,=38.8529,=48.9860,=5.7215,=0.8941,=2.6765,=3.4156,=4.0525,=5.3408,=6.9158,=3.6369,=0.9534,=1.7407,=2.0236,=2.4658,=3.1425,=4.3982,=0.0117,=0.4144,=0.0076,=0.0096,=0.0121,=0.0148,=0.0214,=0.0353,=0.1364,=0.0304,=94
="HSHK35",恒生香港35,2003-01-20,=0.0203,=3439.8300,=0.2051,=15.2331,=0.5879,=9.7413,=12.2286,=14.4491,=17.6560,=47.6465,=1.3966,=1,=0.7649,=0.9602,=1.1014,=1.2373,=1.3966,=3.5692,=0.9639,=2.1814,=2.5967,=2.9081,=3.1959,=3.7366,=0.0353,=0.2400,=0.0206,=0.0332,=0.0389,=0.0462,=0.0628,,,,=115
="HSSSHID",恒生沪深港创新药精选50指数,2020-03-01,=-0.0178,=9021.2100,=0.2033,=35.5611,=0.5070,=23.4861,=29.5625,=35.4820,=51.5558,=94.0285,=4.3827,=0.6669,=2.0729,=2.8199,=3.7574,=6.3304,=8.4497,=6.3476,=0.8621,=1.3432,=1.9004,=3.7119,=5.9965,=8.1459,=0.0078,=0.3642,=0.0033,=0.0050,=0.0088,=0.0120,=0.0157,,=0.1192,,=294
="H30198",油气产业,2013-07-15,=0.0160,=2530.1088,=0.2011,=15.1885,=0.5273,=7.8064,=10.8909,=14.2050,=25.3718,=104.2111,=1.5387,=0.9782,=0.6580,=0.8183,=1.1513,=1.2674,=1.8532,=0.8139,=0.9812,=0.2505,=0.3229,=0.4837,=0.5951,=0.9554,=0.0312,=0.1520,=0.0103,=0.0347,=0.0426,=0.0469,=0.0704,=0.0307,=0.0868,=0.0269,=122
="931643",科创创业50,2021-06-01,=0.0131,=2395.4689,=0.2009,=57.7241,=0.7784,=22.6109,=28.7890,=40.3588,=59.8991,=92.9106,=7.6345,=0.8068,=3.3216,=4.2124,=5.2127,=7.5385,=12.1685,=7.0282,=0.7760,=2.7030,=3.4214,=4.6581,=7.4418,=14.6821,=0.0062,=0.4006,=0.0024,=0.0040,=0.0074,=0.0115,=0.0174,=0.0368,=0.1190,=0.0246,=2025
="000680",科创综指,2025-01-20,=-0.0005,=1956.8500,=0.1956,=159.5295,=0.1693,=115.7401,=176.1480,=209.3841,=231.6439,=278.5830,=6.3930,=0.8255,=3.4337,=3.9791,=5.2570,=6.0570,=8.0513,=8.4026,=0.8307,=4.7291,=5.5124,=7.2114,=8.1666,=10.6066,=0.0028,=0.1380,=0.0023,=0.0031,=0.0037,=0.0050,=0.0065,=0.0091,=0.0262,=0.0033,=240
="399667",创业成长,2013-01-07,=0.0125,=6597.9800,=0.1938,=35.7716,=0.3712,=21.3636,=29.5830,=38.3895,=51.7989,=90.9628,=6.8134,=0.7565,=2.9224,=4.0916,=4.8762,=7.5404,=10.8589,=5.3247,=0.6255,=2.4713,=3.4035,=4.6759,=6.6961,=10.3001,=0.0090,=0.7618,=0.0027,=0.0042,=0.0064,=0.0096,=0.0182,=0.0481,=0.1635,=0.0355,=100
