指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=0.0207,=11945.7700,=-0.0656,=5.6476,=0.6745,=3.2016,=4.0788,=5.2291,=5.9035,=7.9938,=0.5331,=0.3623,=0.3790,=0.4573,=0.5658,=0.7127,=1.0569,=2.1198,=0.7891,=1.0856,=1.4328,=1.7502,=2.1400,=2.9053,=0.0517,=0.3734,=0.0324,=0.0492,=0.0547,=0.0738,=0.0997,,=0.0881,,=99
="932584",智选港股通红利低波,2026-06-11,=0.0075,=1703.2300,,=5.8097,=0.5294,=5.4952,=5.6119,=5.7847,=6.1204,=6.2685,=0.5934,=0.5294,=0.5613,=0.5732,=0.5909,=0.6252,=0.6403,=0.8926,=0.5294,=0.8443,=0.8622,=0.8887,=0.9403,=0.9631,=0.0587,=0.5294,=0.0544,=0.0557,=0.0586,=0.0605,=0.0621,,,,=8
="H11146",港股通内地金融,2010-06-02,=0.0355,=1077.8700,=-0.0207,=5.8376,=0.4692,=3.2759,=4.5177,=6.0271,=6.7500,=9.2347,=0.5927,=0.3783,=0.3797,=0.4938,=0.6644,=0.8765,=1.1859,=1.5121,=0.7210,=0.6692,=0.9478,=1.3097,=1.5984,=2.1885,=0.0494,=0.4858,=0.0302,=0.0445,=0.0503,=0.0726,=0.0994,,=0.0970,,=40
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0212,=3858.8700,=-0.0403,=6.4398,=0.6575,=4.1647,=4.6457,=5.6771,=6.9681,=7.8218,=0.5975,=0.5210,=0.4381,=0.4951,=0.5910,=0.6860,=0.7455,=1.0096,=0.9633,=0.5323,=0.5964,=0.7470,=0.9434,=1.0875,=0.0553,=0.1404,=0.0487,=0.0570,=0.0697,=0.0865,=0.0936,,=0.0921,,=247
="930792",HK银行,2016-04-22,=0.0305,=4753.7600,=0.0793,=6.5450,=0.7323,=3.2659,=4.4606,=5.8900,=6.7902,=9.5632,=0.6376,=0.5268,=0.3905,=0.4962,=0.6240,=0.8015,=1.0771,=2.4924,=0.8408,=1.0519,=1.5163,=1.8706,=2.4045,=3.1066,=0.0482,=0.1351,=0.0355,=0.0501,=0.0564,=0.0743,=0.1045,,=0.0901,,=751
="399986",中证银行,2013-07-15,=0.0092,=6958.2200,=-0.0848,=6.7267,=0.7406,=4.1183,=5.2599,=6.2943,=6.8536,=9.0846,=0.6412,=0.3014,=0.4848,=0.5836,=0.7165,=0.8975,=1.2416,=2.5251,=0.8054,=1.4134,=1.7842,=2.1550,=2.5120,=3.3016,=0.0438,=0.3637,=0.0285,=0.0411,=0.0460,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9589
="H30106",H300金融服务,2013-05-21,=0.0258,=1540.8200,=0.0182,=6.7413,=0.4477,=4.0175,=5.3642,=6.9740,=7.7688,=11.1922,=0.7223,=0.4534,=0.4470,=0.5777,=0.7414,=0.9083,=1.2489,=1.9251,=0.8183,=0.8557,=1.1816,=1.4698,=1.8904,=2.3593,=0.0461,=0.4380,=0.0288,=0.0433,=0.0473,=0.0664,=0.0918,,=0.1014,,=20
="931233",港股通央企红利,2017-06-28,=0.0218,=1092.8400,=-0.0626,=6.8563,=0.6024,=3.6988,=4.9626,=6.3630,=7.4456,=14.0775,=0.6450,=0.5002,=0.3929,=0.5226,=0.6449,=0.8599,=1.8161,=0.9309,=0.4825,=0.4645,=0.6240,=0.9474,=1.3893,=1.7583,=0.0546,=0.3564,=0.0394,=0.0519,=0.0571,=0.0798,=0.1038,,=0.0906,,=461
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0243,=2783,=0.0001,=6.9822,=0.8280,=3.7550,=5.0505,=5.8316,=6.7968,=7.9027,=0.7004,=0.7295,=0.4590,=0.5789,=0.6410,=0.7393,=0.8175,=1.0624,=0.8624,=0.5101,=0.6884,=0.7987,=0.9168,=1.2126,=0.0535,=0.1898,=0.0478,=0.0537,=0.0622,=0.0791,=0.1052,,=0.0995,,=281
="H11140",香港红利,2009-07-23,=0.0328,=3673.4200,=0.0061,=7.0087,=0.6871,=3.0693,=4.4494,=5.9820,=7.8684,=13.9623,=0.6616,=0.5310,=0.3833,=0.5103,=0.6294,=0.8661,=1.1652,=1.1150,=0.6218,=0.5431,=0.7455,=0.9723,=1.3771,=2.1349,=0.0561,=0.1994,=0.0382,=0.0561,=0.0635,=0.0876,=0.1281,,=0.0912,,=46
="987016",港股通红利低波,2021-11-18,,,=0.0065,=7.0828,=0.8554,=3.4544,=4.3048,=4.9592,=6.8343,=8.0054,=0.6789,=0.8429,=0.4152,=0.4881,=0.5399,=0.6627,=0.7529,=1.0507,=0.7693,=0.5827,=0.6602,=0.7965,=1.1086,=1.3012,=0.0567,=0.1056,=0.0488,=0.0593,=0.0819,=0.0925,=0.1160,,=0.0893,,=164
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0165,=4046.0200,=-0.0945,=7.1356,=0.7849,=3.5572,=4.6525,=5.9992,=7.2222,=9.5068,=0.6430,=0.5843,=0.3828,=0.4856,=0.5820,=0.8146,=1.1073,=0.8610,=0.5201,=0.4386,=0.6563,=0.8495,=1.4133,=2.0623,=0.0564,=0.2877,=0.0385,=0.0532,=0.0643,=0.0819,=0.1103,,=0.0873,,=1526
="000018",180金融,2007-12-10,=0.0029,=5206.1000,=-0.1236,=7.1653,=0.3522,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7331,=0.2548,=0.5902,=0.6965,=0.8668,=1.0696,=1.4199,=2.1522,=0.7538,=1.2355,=1.5824,=1.9564,=2.2073,=2.8772,=0.0406,=0.5831,=0.0246,=0.0353,=0.0392,=0.0493,=0.0636,=0.0229,=0.0959,=0.0245,=775
="399809",保险主题,2015-02-13,=0.0017,=2097.3700,=-0.2138,=7.1704,=0.2726,=5.4537,=6.8114,=10.4022,=15.0245,=22.8725,=0.7692,=0.2169,=0.6352,=0.7648,=1.2252,=1.4858,=1.9794,=2.0885,=0.9002,=0.5239,=0.8688,=1.0970,=1.7292,=2.3772,=0.0404,=0.6899,=0.0120,=0.0209,=0.0297,=0.0488,=0.0686,=0.0227,=0.1015,=0.0246,=1497
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0126,=1216.9100,=-0.0459,=7.1902,=0.6537,=3.6777,=4.8612,=6.6079,=7.8179,=10.6953,=0.6600,=0.5183,=0.4041,=0.5046,=0.6463,=0.9078,=1.1746,=1.0452,=0.4736,=0.5013,=0.7008,=1.0625,=1.5005,=1.9871,=0.0566,=0.3386,=0.0423,=0.0526,=0.0604,=0.0808,=0.1102,,=0.0903,,=917
="931024",港股通非银,2017-11-06,=0.0131,=3829.7200,=-0.1080,=7.2867,=0.0117,=6.7549,=8.5642,=11.0506,=13.3320,=22.4310,=0.9915,=0.3961,=0.6237,=0.8497,=1.0446,=1.2219,=1.7592,=1.2208,=0.7940,=0.5870,=0.8759,=1.0156,=1.2289,=2.2002,=0.0402,=0.7683,=0.0165,=0.0266,=0.0345,=0.0414,=0.0611,,=0.1344,,=195
