指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0033,=2853.5200,=0.1517,=8.2157,=0.9900,=3.8979,=4.9484,=5.8538,=7.1650,=8.4533,=0.7331,=0.9235,=0.4277,=0.5168,=0.5765,=0.6811,=0.8197,=1.2784,=0.9701,=0.5333,=0.6963,=0.8720,=1.1170,=1.3442,,,,=0.0490,=487
="000992",全指金融,2011-08-02,=-0.0099,=5446.8900,=-0.0904,=8.2976,=0.5134,=5.9310,=7.1022,=8.2690,=9.0288,=11.6339,=0.7655,=0.2445,=0.6188,=0.7234,=0.9344,=1.1610,=1.5107,=2.1113,=0.8268,=1.1568,=1.4432,=1.8064,=2.0736,=2.6668,=0.0217,=0.0846,=0.0227,=0.0369,=2700
="000029",180价值,2009-01-09,=-0.0049,=4136.5500,=-0.0711,=8.3171,=0.7249,=5.6894,=6.9075,=7.8870,=8.5069,=10.8138,=0.7962,=0.1625,=0.6666,=0.8062,=0.8632,=1.0653,=1.4433,=1.0806,=0.8351,=0.6198,=0.7825,=0.9447,=1.0674,=1.4032,=0.0228,=0.0896,=0.0243,=0.0409,=555
="H50040",上红低波,2014-03-21,=-0.0031,=11123.0900,=0.0087,=8.3530,=0.7621,=4.6938,=5.9512,=7.0587,=9.6645,=14.3118,=0.8318,=0.4854,=0.5647,=0.6911,=0.8366,=1.3609,=1.8756,=1.6275,=0.9761,=0.6380,=0.8684,=1.2015,=1.3978,=1.6845,=0.0234,=0.0936,=0.0244,=0.0426,=352
="H30269",红利低波,2013-12-19,=-0.0021,=11191.4600,=-0.0043,=8.3563,=0.7530,=4.5638,=5.5488,=6.8521,=9.4786,=14.4342,=0.8413,=0.5513,=0.5386,=0.6570,=0.8016,=1.3872,=1.9670,=1.6150,=0.9773,=0.6111,=0.8850,=1.0973,=1.4144,=1.6703,=0.0236,=0.0946,=0.0236,=0.0433,=4135
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0062,=4032.3100,=0.1217,=8.3749,=0.9745,=4.9972,=5.5376,=6.1082,=7.6497,=8.5526,=0.8050,=0.9515,=0.5264,=0.5919,=0.6304,=0.7518,=0.8375,=1.0018,=0.9709,=0.5404,=0.5934,=0.6634,=0.8545,=1.0234,,=0.0956,,=0.0456,=109
="931446",东证红利低波,2020-04-21,=-0.0048,=3428.3800,=-0.0042,=8.4209,=0.7645,=5.1478,=6.1714,=7.1024,=8.5391,=11.0216,=0.7957,=0.5919,=0.5884,=0.6949,=0.7633,=0.8733,=1.2481,=1.5265,=0.9588,=0.5909,=0.7529,=0.8848,=1.3145,=1.5979,=0.0224,=0.0895,=0.0240,=0.0424,=819
="000151",上国红利,2012-07-20,=-0.0090,=1601.1800,=0.0481,=8.4770,=0.9472,=4.5075,=5.3657,=6.9325,=7.6813,=10.0345,=0.7400,=0.4586,=0.5268,=0.6189,=0.7547,=0.9661,=1.3272,=1.0475,=0.4334,=0.6026,=0.8953,=1.0890,=1.3107,=1.6854,=0.0218,=0.0803,=0.0258,=0.0441,=208
="931130",红利成长低波,2018-12-04,=-0.0023,=23570.6000,=-0.0061,=8.5407,=0.7457,=4.4465,=5.5721,=7.7898,=8.7340,=11.5512,=0.8443,=0.3459,=0.5279,=0.6237,=0.9018,=1.0333,=1.5803,=1.8837,=0.7807,=0.3109,=0.8130,=1.3176,=1.9180,=2.5957,=0.0231,=0.0934,=0.0229,=0.0427,=143
="000922",中证红利,2008-05-26,=-0.0094,=5694.3100,=0.0346,=8.5459,=0.7831,=5.1762,=6.0245,=7.6566,=8.6145,=11.2156,=0.8221,=0.4313,=0.5911,=0.7110,=0.8560,=1.1086,=1.4999,=1.2636,=0.8573,=0.6332,=0.7726,=1.0440,=1.2216,=1.7101,=0.0233,=0.0895,=0.0228,=0.0423,=19968
="000821",300红利,2012-07-20,=-0.0013,=6628.4500,=-0.0066,=8.6692,=0.8466,=4.9998,=6.1944,=7.5603,=8.4212,=10.9286,=0.8397,=0.3934,=0.5725,=0.7140,=0.8731,=1.0796,=1.4919,=1.4068,=0.9089,=0.6098,=0.7993,=1.0630,=1.3163,=1.6963,=0.0235,=0.0916,=0.0239,=0.0433,=988
="000015",红利指数,2005-01-04,=-0.0080,=3205.7300,=0.0553,=8.6896,=0.9386,=4.6646,=5.5108,=7.0875,=8.0170,=10.4439,=0.8233,=0.5876,=0.5525,=0.6398,=0.7659,=1.0179,=1.3875,=1.4625,=0.9291,=0.7277,=0.8913,=1.1304,=1.3281,=1.6890,=0.0233,=0.0885,=0.0212,=0.0411,=14155
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0052,=5388.5200,=0.1602,=8.7514,=0.9669,=4.2457,=4.7125,=5.7684,=7.6375,=9.0746,=0.7856,=0.9270,=0.4429,=0.4981,=0.5804,=0.7352,=0.8283,=1.1110,=0.9559,=0.6036,=0.6732,=0.8723,=1.0243,=1.1508,,,,=0.0510,=84
="000063",上证周期,2010-02-03,=-0.0119,=3733.3400,=-0.0799,=8.8294,=0.5885,=5.4761,=7.1362,=8.5744,=9.4385,=12.4946,=0.9021,=0.3633,=0.6668,=0.8368,=0.9626,=1.1068,=1.4831,=1.5704,=0.9311,=0.8113,=1.0636,=1.2494,=1.4373,=1.7571,=0.0245,=0.0975,=0.0256,=0.0375,=206
="000824",国企红利,2012-07-20,=-0.0077,=2178,=0.0268,=8.9264,=0.9328,=4.8847,=5.9406,=7.3385,=8.3865,=10.7823,=0.8491,=0.5299,=0.5610,=0.6880,=0.8277,=1.0592,=1.4469,=1.2990,=0.8569,=0.5370,=0.7016,=0.9865,=1.2456,=1.6834,=0.0232,=0.0892,=0.0226,=0.0421,=934
="931644",800红利,2024-03-15,=-0.0085,=2642.9600,=0.0356,=8.9930,=0.7274,=6.4729,=7.3069,=8.2180,=9.0629,=9.4757,=0.8659,=0.5720,=0.7001,=0.7688,=0.8599,=0.9080,=0.9431,=1.3151,=0.8925,=0.8423,=0.9239,=1.1178,=1.2869,=1.3602,=0.0236,=0.0906,=0.0231,=0.0431,=30
="399373",大盘价值,2010-01-04,=-0.0017,=8164.7100,=-0.0477,=9.0586,=0.7748,=5.4746,=6.8623,=8.3433,=9.1146,=11.9914,=0.9038,=0.4223,=0.6410,=0.8033,=0.9469,=1.1408,=1.5001,=1.1569,=0.8355,=0.5920,=0.7817,=0.9283,=1.1405,=1.4541,=0.0236,=0.0939,=0.0248,=0.0421,=325
="930740",300红利LV,2018-12-04,=-0.0018,=7188.2200,=0.0027,=9.0744,=0.8795,=5.4153,=6.8245,=7.5082,=8.6220,=9.6903,=0.9035,=0.6574,=0.6159,=0.7705,=0.8564,=0.9464,=1.0604,=1.3830,=0.7252,=0.6725,=0.8552,=1.0760,=1.5060,=1.9253,=0.0239,=0.0932,=0.0223,=0.0425,=607
="930955",红利低波100,2017-05-26,=-0.0054,=11873.5100,=0.0070,=9.0855,=0.8491,=5.0805,=6.0626,=7.4054,=8.5715,=11.5013,=0.8830,=0.6352,=0.5792,=0.6658,=0.8257,=0.9912,=1.3722,=1.3672,=0.8091,=0.5888,=0.7770,=0.9877,=1.3503,=1.7525,=0.0234,=0.0928,=0.0257,=0.0445,=2071
="931479",证券保险,2020-05-06,=-0.0210,=915.7100,=-0.1383,=9.0933,=0.0110,=8.7385,=11.9259,=13.5112,=15.5443,=21.1012,=1.2133,=0.1841,=1.0296,=1.2304,=1.3818,=1.5741,=2.2844,=1.6539,=0.6598,=1.0318,=1.2711,=1.4530,=1.7907,=2.2879,=0.0256,=0.1317,=0.0302,=0.0295,=26
="000919",300价值,2008-01-21,=-0.0064,=5107.3100,=-0.0397,=9.1179,=0.7373,=5.9577,=7.3283,=8.4453,=9.2438,=12.2376,=0.8952,=0.3237,=0.6917,=0.8497,=0.9415,=1.1480,=1.5388,=1.1151,=0.8235,=0.6314,=0.7861,=0.9060,=1.1061,=1.3421,=0.0228,=0.0921,=0.0242,=0.0399,=4310
="000825",央企红利,2012-07-20,=-0.0041,=3520.9500,=0.0196,=9.2965,=0.9600,=4.7369,=6.0940,=7.3072,=8.3576,=10.5687,=0.8872,=0.5625,=0.5507,=0.6915,=0.8600,=0.9983,=1.3929,=1.2370,=0.8425,=0.6009,=0.8548,=1.0605,=1.2155,=1.7357,=0.0224,=0.0902,=0.0228,=0.0413,=326
="H30035",300非银,2012-12-21,=-0.0211,=9534.2300,=-0.1451,=9.3232,=0.0062,=9.0295,=13.0265,=15.1693,=19.3628,=26.3489,=1.2348,=0.1122,=1.0544,=1.3183,=1.6321,=2.0481,=2.4387,=1.6890,=0.4763,=1.0410,=1.4185,=1.7214,=1.9729,=2.3917,=0.0253,=0.1294,=0.0297,=0.0286,=1194
="931848",800红利低波,2024-05-21,=-0.0073,=3244.2900,=0.0249,=9.4140,=0.7244,=7.4155,=8.2003,=9.0594,=9.4817,=9.7854,=0.9292,=0.5532,=0.7315,=0.8593,=0.9203,=0.9708,=1.0024,=1.3676,=0.6514,=1.1714,=1.2313,=1.3476,=1.3827,=1.5428,=0.0237,=0.0929,=0.0230,=0.0419,=142
="000968",300周期,2010-05-28,=-0.0136,=4288.9100,=-0.0572,=9.5681,=0.6161,=6.1174,=7.8172,=9.1553,=10.2896,=13.3562,=0.9403,=0.3637,=0.7021,=0.8484,=1.0090,=1.1784,=1.5550,=1.5807,=0.8998,=0.8459,=1.0834,=1.2644,=1.4804,=1.8297,=0.0243,=0.0922,=0.0244,=0.0354,=98
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0087,=4574.0300,=0.1391,=9.6586,=0.6491,=4.8859,=6.8728,=8.8780,=11.9486,=16.1208,=0.9122,=0.5926,=0.5567,=0.7305,=0.8673,=1.1738,=1.3660,=1.0372,=0.5894,=0.5555,=0.7802,=0.9883,=1.3591,=1.5178,,=0.0951,,=0.0519,=32
="932305",智选高股息,2024-09-30,=-0.0078,=12354.9200,=0.1071,=9.8148,=0.8892,=7.0143,=7.4785,=8.3269,=9.3455,=10.9391,=1.0758,=0.7062,=0.8750,=0.9230,=1.0503,=1.0859,=1.1675,=0.5417,=0.0026,=0.5414,=0.7300,=0.7936,=1.2766,=1.3342,=0.0253,=0.1000,=0.0324,=0.0578,=290
="399966",800证保,2012-12-21,=-0.0213,=5743.8300,=-0.1314,=9.8210,=0.0066,=9.4219,=13.7073,=15.9952,=19.7375,=27.1945,=1.2434,=0.1130,=1.0619,=1.3206,=1.6159,=2.0408,=2.4366,=1.8258,=0.5468,=1.1634,=1.5249,=1.7818,=2.0457,=2.5211,=0.0247,=0.1256,=0.0286,=0.0275,=169
="H30588",中证证保,2015-02-02,=-0.0213,=975.5300,=-0.1313,=9.8264,=0.0066,=9.4285,=13.6533,=16.0880,=19.5891,=27.6808,=1.2423,=0.1109,=1.0752,=1.3206,=1.6242,=2.0366,=2.4238,=1.8289,=0.5703,=1.1673,=1.5178,=1.7629,=2.0128,=2.5500,=0.0246,=0.1254,=0.0286,=0.0275,=467
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0005,=9271.6900,=-0.0202,=9.8554,=0.6816,=5.7712,=7.9149,=9.0295,=10.2891,=13.0207,=1.0828,=0.5114,=0.7256,=0.9419,=1.0794,=1.2097,=1.5098,=1.7509,=0.8132,=0.9123,=1.1491,=1.4108,=1.7362,=2.4187,,=0.1047,,=0.0337,=267
="399805",互联金融,2015-02-10,=-0.0300,=3311.4000,=-0.1397,=9.8744,=0.2091,=7.5943,=9.7864,=11.4650,=13.1628,=16.5816,=1.0005,=0.1353,=0.7644,=1.0503,=1.4261,=1.7274,=2.0317,=1.8477,=0.8557,=1.1667,=1.4082,=1.6145,=1.7882,=2.2175,=0.0238,=0.0940,=0.0248,=0.0332,=328
="H30356",800价值,2014-06-09,=-0.0099,=6491.0300,=-0.0234,=9.8779,=0.7755,=6.4024,=7.6930,=9.0382,=9.9596,=13.4784,=0.9605,=0.4494,=0.7030,=0.8622,=0.9889,=1.1733,=1.6287,=1.0969,=0.8253,=0.5868,=0.7378,=0.8820,=1.0829,=1.3738,=0.0232,=0.0908,=0.0237,=0.0378,=31
="932422",A500红利低波,2025-04-09,=-0.0049,=3081.1500,=-0.0071,=9.9680,=0.2689,=9.5190,=9.8987,=10.0975,=10.2482,=10.5846,=1.0072,=0.0492,=0.9943,=1.0283,=1.0440,=1.0578,=1.0978,=1.2951,=0.1098,=1.2431,=1.3087,=1.4338,=1.4742,=1.5336,=0.0241,=0.0948,,=0.0416,=302
="000042",上证央企,2009-03-30,=-0.0103,=1757.2400,=-0.0299,=10.0403,=0.7946,=6.3284,=7.8863,=9.1604,=10.0542,=12.9577,=0.9761,=0.4610,=0.7230,=0.8871,=0.9881,=1.1137,=1.4812,=1.3004,=0.9674,=0.6569,=0.8569,=0.9762,=1.1338,=1.3891,=0.0224,=0.0920,=0.0234,=0.0363,=382
="399550",央视50,2012-06-06,=-0.0133,=8459.4300,=0.0454,=10.0610,=0.7645,=6.8960,=8.2736,=9.2873,=10.1522,=13.0561,=0.9945,=0.1476,=0.8649,=1.0162,=1.2377,=1.4261,=1.8564,=2.0901,=0.8454,=1.3448,=1.6539,=1.8079,=2.0458,=2.5217,=0.0237,=0.0945,=0.0248,=0.0394,=2268
="930723",沪港深F100,2015-08-05,=-0.0010,=5111.6300,=0.0039,=10.1077,=0.7761,=5.4557,=7.5729,=9.0109,=10.1686,=13.1279,=0.9936,=0.4656,=0.6469,=0.8477,=1.0095,=1.1158,=1.4626,=1.3070,=0.8350,=0.6039,=0.8635,=1.0766,=1.2863,=1.6654,,=0.0918,,=0.0380,=150
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0021,=12773.2700,=-0.0055,=10.1671,=0.8111,=6.0524,=7.8907,=8.6364,=10.0563,=15.8114,=1.0743,=0.6549,=0.6924,=0.8934,=1.0040,=1.1579,=1.7191,=1.4349,=0.7960,=0.7846,=0.9970,=1.0865,=1.4388,=2.0876,,=0.1048,,=0.0336,=92
="931069",中金300,2018-02-14,=-0.0103,=4918.8200,=-0.0171,=10.1705,=0.7332,=5.9518,=7.5332,=9.2821,=10.5013,=13.6164,=1.0485,=0.4589,=0.7377,=0.9212,=1.0949,=1.3555,=1.8328,=1.3603,=0.8270,=0.6656,=0.8636,=1.1135,=1.3267,=1.7542,=0.0231,=0.0958,=0.0284,=0.0376,=89
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0020,=8858.6300,=-0.0062,=10.2043,=0.8120,=6.0524,=7.8954,=8.6474,=10.0777,=15.8114,=1.0778,=0.6603,=0.6924,=0.8934,=1.0051,=1.1595,=1.7191,=1.4392,=0.7970,=0.7849,=0.9972,=1.0867,=1.4420,=2.0876,,=0.1048,,=0.0334,=4743
="932431",300质量,2025-03-18,=-0.0111,=1994.1000,=-0.0256,=10.2160,=0.6299,=9.4685,=9.9726,=10.1435,=10.3277,=10.6435,=1.0931,=0.0641,=1.0727,=1.1115,=1.1304,=1.1459,=1.1853,=2.1745,=0.3274,=2.0194,=2.1547,=2.2045,=2.2448,=2.3259,=0.0253,=0.1012,=0.0271,=0.0359,=6
="000925",基本面50,2009-02-26,=-0.0054,=4343.0300,=-0.0596,=10.2207,=0.8367,=6.2635,=7.9688,=9.0924,=10.0920,=12.7955,=0.9822,=0.3571,=0.7306,=0.9013,=1.0564,=1.1921,=1.5728,=1.0854,=0.7584,=0.6037,=0.7864,=0.9667,=1.1046,=1.4866,=0.0227,=0.0882,=0.0241,=0.0377,=4546
="950090",50AH优选,2015-12-10,=-0.0168,=6311.8800,=0.0207,=10.2898,=0.9006,=6.3188,=7.9084,=8.6433,=9.8060,=13.5010,=1.0765,=0.6525,=0.7914,=0.9492,=1.0277,=1.1241,=1.5403,=1.3916,=0.9793,=0.6574,=0.8471,=0.9498,=1.0590,=1.4553,,=0.1007,,=0.0353,=1994
="931375",300质量低波,2019-11-25,=-0.0188,=16986.7000,=0.0017,=10.3149,=0.4026,=6.4946,=8.1532,=11.4299,=13.5695,=22.0532,=1.2920,=0.3962,=0.8054,=1.0798,=1.5634,=2.0778,=3.3245,=1.8028,=0.6224,=1.0044,=1.3235,=1.6652,=2.0951,=2.5370,=0.0279,=0.1211,=0.0298,=0.0312,=110
="932153",港股通价值策略,2025-04-30,=-0.0032,=1153.3600,=0.0976,=10.3548,=0.7255,=8.1696,=9.7214,=10.1335,=10.4054,=10.9237,=0.8963,=0.7137,=0.7012,=0.8386,=0.8826,=0.9032,=0.9365,=1.0624,=0.7529,=0.8168,=0.9715,=1.0333,=1.0655,=1.1126,,=0.0812,,=0.0402,=9
="000056",上证国企,2010-01-04,=-0.0124,=1242.1800,=-0.0041,=10.3638,=0.6907,=7.2538,=8.8792,=9.7061,=10.7955,=13.3187,=1.1425,=0.5748,=0.8518,=1.0314,=1.1224,=1.2162,=1.5455,=1.6871,=0.9497,=0.7909,=0.9986,=1.1094,=1.2315,=1.7805,=0.0264,=0.1060,=0.0271,=0.0364,=197
="000859",国企一带一路,2019-05-16,=-0.0214,=2012.3700,=0.1048,=10.4320,=0.1463,=9.4709,=10.6792,=12.5530,=14.5258,=21.0714,=0.9987,=0.0100,=0.9854,=1.1932,=1.4443,=1.7807,=2.1877,=1.1332,=0.9717,=0.4715,=0.5600,=0.7378,=0.8250,=1.1782,=0.0234,=0.0898,=0.0201,=0.0350,=259
="930709",香港证券,2015-07-13,=-0.0135,=1315.8300,=-0.0684,=10.4743,=0.2183,=6.3679,=10.2424,=12.8134,=14.8886,=24.4010,=0.9633,=0.4939,=0.5308,=0.7588,=0.9672,=1.2585,=1.6136,=4.0266,=0.7626,=1.7834,=2.5970,=3.1590,=4.1596,=5.9903,,=0.0828,,=0.0343,=503
="000806",消费服务,2012-02-10,=-0.0179,=8111.1200,=-0.0371,=10.4950,=0.3860,=8.9237,=10.0250,=10.8064,=11.8704,=17.0971,=1.0991,=0.0647,=1.0009,=1.1993,=1.3534,=1.5460,=2.0145,=2.2161,=0.6289,=1.6526,=1.9455,=2.1177,=2.3803,=3.0032,=0.0246,=0.1002,=0.0266,=0.0355,=421
