指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0027,=12725.0472,=-0.0042,=6.1014,=0.8789,=3.2016,=4.0627,=5.1850,=5.9006,=7.9938,=0.5888,=0.5575,=0.3790,=0.4560,=0.5675,=0.7150,=1.0569,=2.3220,=0.9222,=1.0856,=1.4295,=1.7399,=2.1127,=2.9053,,=0.0932,,=0.0485,=87
="H11146",港股通内地金融,2010-06-02,=-0.0049,=1142.5249,=0.0370,=6.2879,=0.6056,=3.2759,=4.5177,=5.9395,=6.7500,=9.2347,=0.6546,=0.4548,=0.3797,=0.4938,=0.6763,=0.8765,=1.1859,=1.6286,=0.8326,=0.6692,=0.9478,=1.2749,=1.5950,=2.1885,,=0.0962,,=0.0466,=36
="399986",中证银行,2013-07-15,=-0.0035,=7319.4900,=-0.0373,=6.9651,=0.8314,=4.1183,=5.2599,=6.2583,=6.8416,=9.0846,=0.6718,=0.3780,=0.4848,=0.5836,=0.7227,=0.8984,=1.2416,=2.6505,=0.8965,=1.4134,=1.7842,=2.1228,=2.4665,=3.3016,=0.0685,=0.0932,=0.0729,=0.0424,=9505
="930792",HK银行,2016-04-22,=-0.0028,=4837.6282,=0.0992,=7.0969,=0.8725,=3.2659,=4.4645,=5.8087,=6.7629,=9.5632,=0.6915,=0.6415,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.6698,=0.9687,=1.0519,=1.5167,=1.8364,=2.3545,=3.1066,,=0.0964,,=0.0465,=747
="H30106",H300金融服务,2013-05-21,=-0.0007,=1606.9987,=0.0610,=7.2106,=0.5938,=4.0175,=5.3642,=6.9425,=7.7688,=11.1922,=0.7823,=0.5671,=0.4470,=0.5777,=0.7469,=0.9083,=1.2489,=2.0355,=0.9007,=0.8557,=1.1816,=1.4567,=1.8635,=2.3593,,=0.1014,,=0.0444,=17
="000018",180金融,2007-12-10,=-0.0041,=5388.4700,=-0.0929,=7.3685,=0.4444,=5.2016,=6.4287,=7.4972,=8.3012,=10.8609,=0.7634,=0.2774,=0.5902,=0.6965,=0.8821,=1.0696,=1.4199,=2.2272,=0.8203,=1.2355,=1.5824,=1.9329,=2.2027,=2.8772,=0.0781,=0.0973,=0.0761,=0.0394,=768
="399809",保险主题,2015-02-13,=-0.0054,=2311.8100,=-0.1335,=7.3806,=0.3124,=5.4537,=6.8114,=10.6490,=15.0245,=22.8725,=0.8069,=0.2939,=0.6352,=0.7667,=1.2249,=1.4858,=1.9794,=2.1655,=0.9349,=0.5239,=0.8688,=1.0978,=1.4009,=2.3772,=0.0826,=0.1040,=0.0824,=0.0390,=1477
="000818",细分金融,2012-04-11,,,=-0.0880,=7.4896,=0.4386,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7751,=0.2754,=0.5930,=0.7010,=0.9003,=1.0928,=1.4303,=2.2823,=0.8223,=1.2689,=1.6354,=1.9721,=2.2559,=2.9111,=0.0780,=0.0969,=0.0769,=0.0386,=6
="931024",港股通非银,2017-11-06,=-0.0002,=4061.6628,=-0.0569,=7.5651,=0.0254,=6.7549,=8.7072,=11.3412,=13.3764,=22.4310,=1.0661,=0.5249,=0.6237,=0.8463,=1.0474,=1.2260,=1.7592,=1.2707,=0.8376,=0.5870,=0.8743,=1.0092,=1.2096,=2.2002,,=0.1136,,=0.0388,=187
="931233",港股通央企红利,2017-06-28,=-0.0052,=1240.6136,=0.0632,=7.6998,=0.8580,=3.6988,=4.9459,=6.3117,=7.4342,=14.0775,=0.7390,=0.6886,=0.3929,=0.5217,=0.6436,=0.8652,=1.8161,=1.0409,=0.5980,=0.4645,=0.6195,=0.9411,=1.3927,=1.7583,,=0.0974,,=0.0493,=432
