指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0112,=12715.0200,=-0.0054,=6.1106,=0.8824,=3.2016,=4.0525,=5.1803,=5.8991,=7.9938,=0.5910,=0.5621,=0.3790,=0.4560,=0.5670,=0.7156,=1.0569,=2.3259,=0.9244,=1.0856,=1.4287,=1.7395,=2.1088,=2.9053,,=0.0932,,=0.0484,=87
="H11146",港股通内地金融,2010-06-02,=0.0147,=1151.5000,=0.0462,=6.3225,=0.6255,=3.2759,=4.5177,=5.9172,=6.7500,=9.2347,=0.6593,=0.4674,=0.3797,=0.4938,=0.6782,=0.8765,=1.1859,=1.6404,=0.8480,=0.6692,=0.9478,=1.2736,=1.5931,=2.1885,,=0.0962,,=0.0463,=36
="399986",中证银行,2013-07-15,=0.0105,=7363.2000,=-0.0316,=7.0685,=0.8504,=4.1183,=5.2599,=6.2532,=6.8337,=9.0846,=0.6833,=0.4118,=0.4848,=0.5836,=0.7232,=0.8997,=1.2416,=2.6904,=0.9176,=1.4134,=1.7842,=2.1210,=2.4620,=3.3016,=0.0685,=0.0932,=0.0729,=0.0418,=9495
="930792",HK银行,2016-04-22,=0.0158,=4869.3800,=0.1055,=7.1217,=0.8794,=3.2659,=4.4606,=5.8052,=6.7524,=9.5632,=0.6939,=0.6438,=0.3905,=0.4962,=0.6246,=0.8015,=1.0771,=2.6791,=0.9736,=1.0519,=1.5163,=1.8343,=2.3467,=3.1066,,=0.0964,,=0.0463,=746
="H30106",H300金融服务,2013-05-21,=0.0144,=1619.8200,=0.0704,=7.2639,=0.6161,=4.0175,=5.3642,=6.9352,=7.7688,=11.1922,=0.7895,=0.5805,=0.4470,=0.5777,=0.7469,=0.9083,=1.2489,=2.0542,=0.9222,=0.8557,=1.1816,=1.4567,=1.8611,=2.3593,,=0.1014,,=0.0441,=17
="000018",180金融,2007-12-10,=0.0071,=5455,=-0.0817,=7.4858,=0.4951,=5.2016,=6.4287,=7.4964,=8.3012,=10.8609,=0.7778,=0.3190,=0.5902,=0.6965,=0.8843,=1.0700,=1.4199,=2.2671,=0.8512,=1.2355,=1.5824,=1.9297,=2.1993,=2.8772,=0.0781,=0.0973,=0.0761,=0.0387,=768
="399809",保险主题,2015-02-13,=0.0073,=2365.9100,=-0.1132,=7.5213,=0.3269,=5.4537,=6.8114,=10.6490,=15.0245,=22.8725,=0.8222,=0.3207,=0.6352,=0.7667,=1.2249,=1.4858,=1.9794,=2.2045,=0.9456,=0.5239,=0.8688,=1.0978,=1.3916,=2.3772,=0.0826,=0.1040,=0.0824,=0.0383,=1474
="931233",港股通央企红利,2017-06-28,=0.0028,=1231.8000,=0.0566,=7.5604,=0.8364,=3.6988,=4.9442,=6.2996,=7.4283,=14.0775,=0.7302,=0.6857,=0.3929,=0.5217,=0.6428,=0.8662,=1.8161,=1.0241,=0.5904,=0.4645,=0.6194,=0.9396,=1.3927,=1.7583,,=0.0974,,=0.0497,=428
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0046,=4369.8100,=0.0868,=7.5695,=0.9887,=4.1647,=4.6123,=5.6106,=6.8988,=7.6535,=0.7258,=1,=0.4381,=0.4928,=0.5837,=0.6773,=0.7258,=1.0027,=0.9859,=0.5323,=0.5919,=0.7331,=0.9182,=1.0198,,=0.0980,,=0.0500,=224
="000818",细分金融,2012-04-11,=0.0071,=6796.0800,=-0.0796,=7.6123,=0.4786,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7902,=0.3067,=0.5930,=0.7010,=0.9012,=1.0937,=1.4303,=2.3223,=0.8537,=1.2689,=1.6354,=1.9719,=2.2523,=2.9111,=0.0780,=0.0969,=0.0769,=0.0380,=6
="931024",港股通非银,2017-11-06,=0.0093,=4133.1800,=-0.0374,=7.6912,=0.0346,=6.7549,=8.7156,=11.3478,=13.3772,=22.4310,=1.0917,=0.5502,=0.6237,=0.8463,=1.0467,=1.2262,=1.7592,=1.2974,=0.8488,=0.5870,=0.8736,=1.0083,=1.2045,=2.2002,,=0.1136,,=0.0381,=185
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0066,=2993.1100,=0.0756,=7.6972,=0.9810,=3.7550,=5.0437,=5.7951,=6.6507,=7.9027,=0.7930,=0.9816,=0.4590,=0.5776,=0.6378,=0.7303,=0.8175,=1.1715,=0.9749,=0.5101,=0.6872,=0.7933,=0.9014,=1.2126,,=0.1004,,=0.0486,=273
="987016",港股通红利低波,2021-11-18,,,=0.1251,=7.7382,=0.9907,=3.4544,=4.2844,=4.8731,=6.5759,=7.8983,=0.7322,=1,=0.4152,=0.4842,=0.5368,=0.6366,=0.7322,=1.2577,=0.9879,=0.5827,=0.6578,=0.7880,=1.0581,=1.2881,,=0.0953,,=0.0503,=123
="H11140",香港红利,2009-07-23,=0.0011,=4092.7900,=0.1209,=7.8290,=0.7800,=3.0693,=4.4554,=5.9842,=8.3568,=13.9623,=0.7584,=0.6937,=0.3833,=0.5103,=0.6296,=0.8659,=1.1652,=1.2432,=0.7229,=0.5431,=0.7464,=0.9724,=1.5448,=2.1349,,=0.0985,,=0.0507,=29
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0051,=4694.7700,=0.0507,=7.8977,=0.8926,=3.5572,=4.6367,=5.9621,=7.1390,=9.5068,=0.7269,=0.7353,=0.3828,=0.4846,=0.5769,=0.8171,=1.1073,=0.9474,=0.5888,=0.4386,=0.6505,=0.8426,=1.4213,=2.0623,,=0.0887,,=0.0515,=1457
="000914",300金融,2007-07-02,=0.0066,=6178.5600,=-0.0803,=7.9735,=0.5495,=5.2769,=6.6022,=7.8232,=8.6017,=11.3863,=0.7875,=0.3038,=0.5962,=0.7048,=0.9228,=1.1339,=1.4919,=2.1843,=0.8677,=1.1210,=1.4310,=1.8123,=2.0795,=2.7052,=0.0748,=0.0919,=0.0740,=0.0376,=339
="H30270",红利价值,2013-12-19,=0.0058,=9810.6700,=0.0292,=8.1020,=0.7829,=4.4543,=5.4229,=6.7385,=8.7547,=13.0955,=0.8282,=0.6486,=0.5256,=0.6480,=0.7609,=1.2548,=1.7317,=1.6406,=0.9991,=0.5854,=0.8103,=0.9951,=1.2675,=1.6504,=0.0717,=0.0975,=0.0748,=0.0411,=178
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0017,=1377.2900,=0.0798,=8.1345,=0.8631,=3.6777,=4.8612,=6.6082,=7.7775,=10.6953,=0.7646,=0.6583,=0.4041,=0.5046,=0.6482,=0.9078,=1.1746,=1.1821,=0.6416,=0.5013,=0.7008,=1.0658,=1.5005,=1.9871,,=0.0935,,=0.0507,=908
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0025,=2769.1000,=0.1176,=8.1903,=0.9950,=3.8979,=4.9443,=5.8344,=7.1351,=8.2754,=0.7456,=0.9478,=0.4277,=0.5163,=0.5749,=0.6764,=0.8197,=1.2705,=0.9705,=0.5333,=0.6959,=0.8696,=1.1128,=1.3442,,=0.0917,,=0.0495,=481
="931157",SHS红利成长LV,2019-04-25,=0.0031,=7559.6600,=0.0141,=8.1981,=0.7585,=4.1261,=5.5803,=6.8816,=8.3491,=11.5318,=0.8453,=0.6340,=0.5154,=0.6250,=0.8083,=0.9290,=1.5888,=1.6145,=0.9932,=0.5018,=0.7081,=1.0300,=1.3850,=1.6333,,=0.0965,,=0.0466,=305
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0023,=3866.4600,=0.0755,=8.2634,=0.9592,=4.9972,=5.5345,=6.0746,=7.6069,=8.5137,=0.8140,=0.9901,=0.5264,=0.5913,=0.6285,=0.7447,=0.8235,=0.9866,=0.9616,=0.5404,=0.5925,=0.6613,=0.8459,=1.0198,,=0.0966,,=0.0463,=108
="000934",中证金融,2009-07-03,=0.0058,=5792.8900,=-0.0760,=8.2664,=0.5754,=5.7083,=6.8944,=8.0718,=8.8714,=11.5527,=0.7984,=0.2980,=0.6117,=0.7181,=0.9288,=1.1496,=1.5017,=2.1749,=0.8673,=1.1467,=1.4503,=1.8024,=2.0672,=2.6696,=0.0733,=0.0889,=0.0723,=0.0366,=1150
="930914",港股通高股息,2016-11-25,=0.0008,=5370.3800,=0.0921,=8.2855,=0.8712,=3.4280,=4.4118,=5.8785,=7.7575,=11.1979,=0.8062,=0.7506,=0.3979,=0.5010,=0.6122,=0.8536,=1.1764,=1.2890,=0.8297,=0.5144,=0.6995,=0.9203,=1.2436,=2.2126,,=0.1000,,=0.0499,=675
="932596",港股通红利低波,2016-02-04,=0.0062,=4303.0200,=0.1094,=8.2919,=0.8156,=7.4451,=7.7980,=8.0893,=8.2851,=8.5745,=0.7831,=1,=0.6528,=0.6877,=0.7170,=0.7571,=0.7831,=1.3590,=0.7730,=1.2161,=1.2738,=1.3239,=1.3605,=1.4099,,,,=0.0483,=78
="930992",沪港深红利低波,2017-06-28,=0.0017,=5743.0500,=0.0316,=8.3097,=0.9829,=4.0130,=5.1218,=5.8311,=7.5414,=8.5012,=0.7856,=1,=0.4277,=0.5362,=0.5886,=0.7048,=0.7856,=1.2111,=0.8563,=0.4496,=0.5983,=0.8138,=1.1711,=1.3912,,=0.0942,,=0.0488,=24
="000992",全指金融,2011-08-02,=0.0056,=5547.4400,=-0.0736,=8.4827,=0.5800,=5.9310,=7.1022,=8.2450,=9.0288,=11.6339,=0.8008,=0.3017,=0.6188,=0.7234,=0.9381,=1.1644,=1.5107,=2.1557,=0.8603,=1.1568,=1.4432,=1.8065,=2.0663,=2.6668,=0.0720,=0.0851,=0.0697,=0.0360,=2698
="000151",上国红利,2012-07-20,=0.0022,=1594.6500,=0.0438,=8.4998,=0.9559,=4.5075,=5.3657,=6.9168,=7.6316,=10.0345,=0.7744,=0.5396,=0.5268,=0.6189,=0.7557,=0.9661,=1.3272,=1.0762,=0.4786,=0.6026,=0.8953,=1.0967,=1.3107,=1.6854,=0.0766,=0.0931,=0.0685,=0.0433,=202
="H30269",红利低波,2013-12-19,=0.0038,=11403.8300,=0.0146,=8.5237,=0.7918,=4.5638,=5.5488,=6.8307,=9.4786,=14.4342,=0.8753,=0.6076,=0.5386,=0.6570,=0.8017,=1.3872,=1.9670,=1.6476,=0.9992,=0.6111,=0.8850,=1.0977,=1.4134,=1.6556,=0.0718,=0.0970,=0.0686,=0.0425,=3992
="000029",180价值,2009-01-09,=0.0039,=4251.8200,=-0.0452,=8.5411,=0.8182,=5.6894,=6.9075,=7.8865,=8.4988,=10.8138,=0.8374,=0.3471,=0.6666,=0.8069,=0.8640,=1.0653,=1.4433,=1.1074,=0.8945,=0.6198,=0.7825,=0.9448,=1.0658,=1.4032,=0.0720,=0.0955,=0.0779,=0.0397,=554
="H50040",上红低波,2014-03-21,=0.0035,=11273.1000,=0.0223,=8.5510,=0.7955,=4.6938,=5.9512,=7.0428,=9.6645,=14.3118,=0.8662,=0.5812,=0.5647,=0.6911,=0.8375,=1.3609,=1.8756,=1.6643,=0.9992,=0.6380,=0.8684,=1.2018,=1.3955,=1.6750,=0.0737,=0.0983,=0.0721,=0.0418,=345
="931446",东证红利低波,2020-04-21,=0.0027,=3449.4600,=0.0019,=8.5753,=0.8164,=5.1478,=6.1603,=7.0850,=8.5361,=11.0216,=0.8269,=0.7168,=0.5884,=0.6942,=0.7618,=0.8752,=1.2481,=1.5545,=0.9852,=0.5909,=0.7519,=0.8817,=1.3062,=1.5979,=0.0725,=0.0941,=0.0749,=0.0417,=787
="000922",中证红利,2008-05-26,=0.0013,=5702.5100,=0.0361,=8.7079,=0.8281,=5.1762,=6.0245,=7.6568,=8.6004,=11.2156,=0.8614,=0.5070,=0.5911,=0.7110,=0.8573,=1.1086,=1.4999,=1.2978,=0.9138,=0.6332,=0.7726,=1.0442,=1.2181,=1.7101,=0.0673,=0.0937,=0.0683,=0.0416,=19869
="931130",红利成长低波,2018-12-04,=0.0035,=24112.6200,=0.0168,=8.7202,=0.7996,=4.4465,=5.5691,=7.7491,=8.7298,=11.5512,=0.8762,=0.4043,=0.5279,=0.6232,=0.9028,=1.0339,=1.5803,=1.9344,=0.8080,=0.3109,=0.8122,=1.3158,=1.9145,=2.5957,=0.0647,=0.0980,=0.0458,=0.0420,=139
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0002,=5130.6100,=0.1047,=8.7385,=0.9845,=4.2457,=4.7081,=5.7429,=7.5786,=8.9197,=0.8020,=0.9929,=0.4429,=0.4976,=0.5766,=0.7318,=0.8114,=1.1057,=0.9676,=0.6036,=0.6714,=0.8700,=1.0014,=1.1417,,=0.0936,,=0.0516,=82
="000821",300红利,2012-07-20,=0.0031,=6741.2700,=0.0103,=8.8392,=0.8974,=4.9998,=6.1944,=7.5608,=8.4071,=10.9286,=0.8755,=0.5012,=0.5725,=0.7140,=0.8750,=1.0796,=1.4919,=1.4348,=0.9518,=0.6098,=0.7993,=1.0625,=1.3110,=1.6963,=0.0719,=0.0964,=0.0719,=0.0424,=984
="000015",红利指数,2005-01-04,=0.0014,=3219.1100,=0.0597,=8.8829,=0.9728,=4.6646,=5.5108,=7.0876,=7.9926,=10.4439,=0.8614,=0.6117,=0.5525,=0.6398,=0.7661,=1.0179,=1.3875,=1.5068,=0.9720,=0.7277,=0.8913,=1.1284,=1.3242,=1.6890,=0.0627,=0.0940,=0.0675,=0.0404,=14116
="000824",国企红利,2012-07-20,=0.0013,=2197.4800,=0.0360,=9.0585,=0.9617,=4.8847,=5.9406,=7.3386,=8.3556,=10.7823,=0.8847,=0.5969,=0.5610,=0.6880,=0.8278,=1.0592,=1.4469,=1.3286,=0.9027,=0.5370,=0.7016,=0.9865,=1.2367,=1.6834,=0.0686,=0.0944,=0.0718,=0.0415,=936
="931644",800红利,2024-03-15,=0.0002,=2644.4900,=0.0362,=9.0960,=0.8538,=6.4729,=7.2983,=8.1840,=9.0470,=9.4757,=0.8989,=0.7233,=0.7001,=0.7676,=0.8574,=0.9087,=0.9431,=1.3330,=0.9763,=0.8423,=0.9210,=1.1113,=1.2777,=1.3504,=0.0715,=0.0955,=0.0722,=0.0426,=29
="000063",上证周期,2010-02-03,=0.0042,=3848.2600,=-0.0516,=9.1303,=0.7115,=5.4761,=7.1362,=8.5631,=9.4385,=12.4946,=0.9497,=0.4571,=0.6668,=0.8368,=0.9647,=1.1068,=1.4831,=1.6244,=0.9707,=0.8113,=1.0636,=1.2494,=1.4287,=1.7571,=0.0797,=0.1019,=0.0808,=0.0364,=206
="930955",红利低波100,2017-05-26,=0.0011,=11877.6800,=0.0073,=9.1568,=0.8615,=5.0805,=6.0602,=7.3936,=8.5493,=11.5013,=0.9211,=0.6776,=0.5792,=0.6655,=0.8242,=0.9921,=1.3722,=1.3880,=0.8351,=0.5888,=0.7762,=0.9868,=1.3120,=1.7525,=0.0751,=0.0936,=0.0714,=0.0440,=2009
