指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0028,=12574.2500,=-0.0164,=6.0092,=0.8544,=3.2016,=4.0525,=5.1796,=5.8982,=7.9938,=0.5812,=0.5411,=0.3790,=0.4560,=0.5670,=0.7156,=1.0569,=2.2873,=0.9055,=1.0856,=1.4287,=1.7395,=2.1081,=2.9053,,=0.0932,,=0.0493,=87
="H11146",港股通内地金融,2010-06-02,=-0.0048,=1134.7900,=0.0310,=6.2313,=0.5816,=3.2759,=4.5181,=5.9118,=6.7473,=9.2347,=0.6498,=0.4435,=0.3797,=0.4941,=0.6785,=0.8765,=1.1859,=1.6167,=0.8222,=0.6692,=0.9479,=1.2734,=1.5921,=2.1885,,=0.0962,,=0.0470,=36
="399986",中证银行,2013-07-15,=-0.0041,=7287.0100,=-0.0416,=6.9428,=0.8299,=4.1183,=5.2645,=6.2528,=6.8329,=9.0846,=0.6711,=0.3756,=0.4848,=0.5838,=0.7236,=0.9012,=1.2416,=2.6425,=0.8950,=1.4134,=1.7845,=2.1205,=2.4596,=3.3016,=0.0685,=0.0932,=0.0729,=0.0426,=9494
="930792",HK银行,2016-04-22,=-0.0003,=4793.7500,=0.0883,=7.0057,=0.8529,=3.2659,=4.4606,=5.8051,=6.7505,=9.5632,=0.6826,=0.6193,=0.3905,=0.4962,=0.6245,=0.8015,=1.0771,=2.6355,=0.9586,=1.0519,=1.5163,=1.8343,=2.3462,=3.1066,,=0.0964,,=0.0471,=746
="H30106",H300金融服务,2013-05-21,=-0.0074,=1596.8900,=0.0553,=7.1619,=0.5796,=4.0175,=5.3653,=6.9298,=7.7687,=11.1922,=0.7784,=0.5597,=0.4470,=0.5779,=0.7472,=0.9081,=1.2489,=2.0254,=0.8963,=0.8557,=1.1817,=1.4567,=1.8603,=2.3593,,=0.1014,,=0.0447,=17
="000018",180金融,2007-12-10,=-0.0055,=5416.4600,=-0.0882,=7.3809,=0.4522,=5.2016,=6.4321,=7.4955,=8.3000,=10.8609,=0.7670,=0.2842,=0.5902,=0.6966,=0.8848,=1.0703,=1.4199,=2.2350,=0.8262,=1.2355,=1.5826,=1.9299,=2.1985,=2.8772,=0.0781,=0.0973,=0.0761,=0.0393,=768
="399809",保险主题,2015-02-13,=-0.0080,=2348.6600,=-0.1197,=7.3926,=0.3147,=5.4537,=6.8119,=10.6431,=15.0228,=22.8725,=0.8081,=0.2970,=0.6352,=0.7669,=1.2249,=1.4853,=1.9794,=2.1661,=0.9374,=0.5239,=0.8689,=1.0979,=1.3870,=2.3772,=0.0826,=0.1040,=0.0824,=0.0390,=1474
="000818",细分金融,2012-04-11,=-0.0053,=6748.0600,=-0.0861,=7.5061,=0.4489,=5.2356,=6.4985,=7.6831,=8.4792,=10.9951,=0.7796,=0.2813,=0.5930,=0.7010,=0.9014,=1.0943,=1.4303,=2.2900,=0.8315,=1.2689,=1.6360,=1.9721,=2.2507,=2.9111,=0.0780,=0.0969,=0.0769,=0.0385,=6
="931233",港股通央企红利,2017-06-28,=-0.0031,=1228.4200,=0.0537,=7.5162,=0.8244,=3.6988,=4.9442,=6.2970,=7.4274,=14.0775,=0.7260,=0.6834,=0.3929,=0.5217,=0.6426,=0.8662,=1.8161,=1.0181,=0.5863,=0.4645,=0.6194,=0.9393,=1.3927,=1.7583,,=0.0974,,=0.0500,=428
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0027,=4349.8000,=0.0818,=7.5278,=0.9845,=4.1647,=4.6123,=5.6080,=6.8975,=7.6535,=0.7218,=0.9972,=0.4381,=0.4928,=0.5837,=0.6768,=0.7230,=0.9972,=0.9732,=0.5323,=0.5919,=0.7329,=0.9182,=1.0198,,=0.0980,,=0.0503,=224
="931024",港股通非银,2017-11-06,=-0.0184,=4095.1100,=-0.0462,=7.6358,=0.0288,=6.7549,=8.7156,=11.3504,=13.3787,=22.4310,=1.0838,=0.5427,=0.6237,=0.8458,=1.0465,=1.2262,=1.7592,=1.2881,=0.8449,=0.5870,=0.8730,=1.0078,=1.2045,=2.2002,,=0.1136,,=0.0383,=185
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0065,=2973.3900,=0.0685,=7.6548,=0.9749,=3.7550,=5.0434,=5.7941,=6.6507,=7.9027,=0.7886,=0.9737,=0.4590,=0.5774,=0.6377,=0.7303,=0.8175,=1.1651,=0.9675,=0.5101,=0.6871,=0.7933,=0.9014,=1.2126,,=0.1004,,=0.0489,=273
="987016",港股通红利低波,2021-11-18,=-0.0074,=1678.4165,=0.1251,=7.7052,=0.9879,=3.4544,=4.2844,=4.8726,=6.5701,=7.8983,=0.7291,=0.9991,=0.4152,=0.4842,=0.5368,=0.6360,=0.7308,=1.2523,=0.9832,=0.5827,=0.6578,=0.7879,=1.0474,=1.2881,,=0.0953,,=0.0506,=123
="H11140",香港红利,2009-07-23,=0.0010,=4088.1300,=0.1196,=7.7968,=0.7781,=3.0693,=4.4554,=5.9845,=8.3870,=13.9623,=0.7553,=0.6858,=0.3833,=0.5103,=0.6299,=0.8659,=1.1652,=1.2381,=0.7174,=0.5431,=0.7464,=0.9728,=1.5461,=2.1349,,=0.0985,,=0.0509,=29
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0041,=4670.8500,=0.0454,=7.8646,=0.8875,=3.5572,=4.6367,=5.9616,=7.1352,=9.5068,=0.7238,=0.7329,=0.3828,=0.4846,=0.5768,=0.8171,=1.1073,=0.9435,=0.5873,=0.4386,=0.6505,=0.8426,=1.4213,=2.0623,,=0.0887,,=0.0517,=1456
="000914",300金融,2007-07-02,=-0.0048,=6138.1100,=-0.0863,=7.8706,=0.5189,=5.2769,=6.6035,=7.8212,=8.5959,=11.3863,=0.7772,=0.2780,=0.5962,=0.7048,=0.9231,=1.1342,=1.4919,=2.1560,=0.8542,=1.1210,=1.4313,=1.8124,=2.0792,=2.7052,=0.0748,=0.0919,=0.0740,=0.0381,=339
="H30270",红利价值,2013-12-19,=-0.0032,=9753.8500,=0.0232,=7.9798,=0.7691,=4.4543,=5.4229,=6.7381,=8.7547,=13.0955,=0.8175,=0.6343,=0.5256,=0.6480,=0.7608,=1.2548,=1.7317,=1.6147,=0.9925,=0.5854,=0.8103,=0.9951,=1.2666,=1.6504,=0.0717,=0.0975,=0.0748,=0.0417,=177
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0074,=1379.5800,=0.0816,=8.1040,=0.8587,=3.6777,=4.8617,=6.6099,=7.7741,=10.6953,=0.7618,=0.6521,=0.4041,=0.5047,=0.6486,=0.9071,=1.1746,=1.1776,=0.6322,=0.5013,=0.7009,=1.0665,=1.4996,=1.9871,,=0.0935,,=0.0509,=909
="931157",SHS红利成长LV,2019-04-25,=-0.0042,=7536.1800,=0.0110,=8.1234,=0.7351,=4.1261,=5.5727,=6.8812,=8.3496,=11.5318,=0.8382,=0.6197,=0.5154,=0.6248,=0.8083,=0.9297,=1.5888,=1.6003,=0.9847,=0.5018,=0.7069,=1.0300,=1.3850,=1.6333,,=0.0965,,=0.0470,=305
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0074,=2762.3100,=0.1149,=8.1439,=0.9874,=3.8979,=4.9443,=5.8339,=7.1348,=8.2754,=0.7414,=0.9428,=0.4277,=0.5163,=0.5749,=0.6753,=0.8197,=1.2633,=0.9635,=0.5333,=0.6959,=0.8695,=1.1127,=1.3442,,=0.0917,,=0.0498,=481
="000934",中证金融,2009-07-03,=-0.0039,=5759.6900,=-0.0813,=8.1674,=0.5358,=5.7083,=6.8952,=8.0702,=8.8699,=11.5527,=0.7886,=0.2759,=0.6117,=0.7182,=0.9290,=1.1499,=1.5017,=2.1485,=0.8554,=1.1467,=1.4503,=1.8026,=2.0667,=2.6696,=0.0733,=0.0889,=0.0723,=0.0371,=1150
="932596",港股通红利低波,2016-02-04,=-0.0051,=4276.4200,=0.1025,=8.2366,=0.7143,=7.4451,=7.7980,=8.0831,=8.2767,=8.5745,=0.7779,=1,=0.6528,=0.6877,=0.7170,=0.7564,=0.7779,=1.3500,=0.7214,=1.2161,=1.2738,=1.3230,=1.3605,=1.4099,,,,=0.0486,=79
="930914",港股通高股息,2016-11-25,=-0.0054,=5365.8400,=0.0911,=8.2448,=0.8647,=3.4280,=4.4118,=5.8771,=7.7527,=11.1979,=0.8022,=0.7497,=0.3979,=0.5010,=0.6120,=0.8536,=1.1764,=1.2827,=0.8258,=0.5144,=0.6995,=0.9203,=1.2431,=2.2126,,=0.1000,,=0.0501,=674
="930992",沪港深红利低波,2017-06-28,=-0.0034,=5733.5600,=0.0299,=8.2449,=0.9619,=4.0130,=5.1218,=5.8308,=7.5410,=8.5012,=0.7808,=0.9971,=0.4277,=0.5362,=0.5885,=0.7034,=0.7825,=1.2019,=0.8467,=0.4496,=0.5983,=0.8132,=1.1706,=1.3912,,=0.0942,,=0.0491,=23
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0032,=3857.7300,=0.0731,=8.2460,=0.9542,=4.9972,=5.5321,=6.0736,=7.6069,=8.5137,=0.8123,=0.9851,=0.5264,=0.5911,=0.6285,=0.7447,=0.8235,=0.9845,=0.9591,=0.5404,=0.5925,=0.6613,=0.8459,=1.0198,,=0.0966,,=0.0464,=108
="000992",全指金融,2011-08-02,=-0.0031,=5516.6400,=-0.0787,=8.3831,=0.5519,=5.9310,=7.1035,=8.2435,=9.0286,=11.6339,=0.7912,=0.2764,=0.6188,=0.7236,=0.9390,=1.1646,=1.5107,=2.1291,=0.8456,=1.1568,=1.4434,=1.8068,=2.0659,=2.6668,=0.0720,=0.0851,=0.0697,=0.0365,=2698
="H30269",红利低波,2013-12-19,=-0.0023,=11361.1900,=0.0108,=8.4056,=0.7727,=4.5638,=5.5488,=6.8276,=9.4763,=14.4342,=0.8651,=0.5935,=0.5386,=0.6570,=0.8017,=1.3862,=1.9670,=1.6239,=0.9893,=0.6111,=0.8850,=1.0984,=1.4136,=1.6556,=0.0718,=0.0970,=0.0686,=0.0430,=3988
="H50040",上红低波,2014-03-21,=-0.0020,=11233.9500,=0.0188,=8.4307,=0.7817,=4.6938,=5.9513,=7.0386,=9.6317,=14.3118,=0.8560,=0.5544,=0.5647,=0.6911,=0.8376,=1.3563,=1.8756,=1.6399,=0.9889,=0.6380,=0.8693,=1.2019,=1.3953,=1.6750,=0.0737,=0.0983,=0.0721,=0.0423,=345
="000151",上国红利,2012-07-20,=-0.0081,=1591.0800,=0.0415,=8.4484,=0.9518,=4.5075,=5.3671,=6.9143,=7.6288,=10.0345,=0.7697,=0.5317,=0.5268,=0.6196,=0.7561,=0.9660,=1.3272,=1.0697,=0.4691,=0.6026,=0.8954,=1.0972,=1.3107,=1.6854,=0.0766,=0.0931,=0.0685,=0.0435,=202
="000029",180价值,2009-01-09,=-0.0050,=4235.3700,=-0.0489,=8.4571,=0.7842,=5.6894,=6.9094,=7.8866,=8.4943,=10.8138,=0.8302,=0.3085,=0.6666,=0.8069,=0.8641,=1.0650,=1.4433,=1.0964,=0.8773,=0.6198,=0.7826,=0.9448,=1.0655,=1.4032,=0.0720,=0.0955,=0.0779,=0.0401,=554
