指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0071,=12529.4367,=-0.0199,=5.9079,=0.8116,=3.2016,=4.0507,=5.1759,=5.8928,=7.9938,=0.5712,=0.5145,=0.3790,=0.4558,=0.5667,=0.7157,=1.0569,=2.2487,=0.8733,=1.0856,=1.4283,=1.7378,=2.0990,=2.9053,,=0.0932,,=0.0501,=83
="H11146",港股通内地金融,2010-06-02,=0.0037,=1105.4638,=0.0043,=6.0409,=0.5219,=3.2759,=4.5181,=5.8895,=6.7473,=9.2347,=0.6300,=0.4101,=0.3797,=0.4941,=0.6794,=0.8765,=1.1859,=1.5676,=0.7810,=0.6692,=0.9479,=1.2698,=1.5902,=2.1885,,=0.0962,,=0.0485,=34
="930792",HK银行,2016-04-22,=0.0030,=4600.8990,=0.0446,=6.7632,=0.8047,=3.2659,=4.4605,=5.7903,=6.7344,=9.5632,=0.6590,=0.5817,=0.3905,=0.4961,=0.6241,=0.8020,=1.0771,=2.5442,=0.8932,=1.0519,=1.5160,=1.8325,=2.3263,=3.1066,,=0.0964,,=0.0488,=743
="H30106",H300金融服务,2013-05-21,=-0.0016,=1555.6224,=0.0280,=6.9255,=0.5024,=4.0175,=5.3653,=6.9084,=7.7687,=11.1922,=0.7527,=0.5093,=0.4470,=0.5779,=0.7474,=0.9081,=1.2489,=1.9591,=0.8611,=0.8557,=1.1817,=1.4558,=1.8492,=2.3593,,=0.1014,,=0.0462,=17
="399986",中证银行,2013-07-15,=-0.0114,=7284.1600,=-0.0420,=6.9311,=0.8299,=4.1183,=5.2645,=6.2423,=6.8207,=9.0846,=0.6700,=0.3682,=0.4848,=0.5838,=0.7241,=0.9046,=1.2416,=2.6381,=0.8946,=1.4134,=1.7845,=2.1192,=2.4536,=3.3016,=0.0685,=0.0932,=0.0729,=0.0427,=9471
="000018",180金融,2007-12-10,=-0.0086,=5352.8400,=-0.0989,=7.3180,=0.4300,=5.2016,=6.4321,=7.4955,=8.3000,=10.8609,=0.7604,=0.2694,=0.5902,=0.6966,=0.8878,=1.0719,=1.4199,=2.2159,=0.8138,=1.2355,=1.5826,=1.9292,=2.1934,=2.8772,=0.0781,=0.0973,=0.0761,=0.0396,=767
="399809",保险主题,2015-02-13,=-0.0060,=2326.5000,=-0.1280,=7.3479,=0.3048,=5.4537,=6.8119,=10.6431,=15.0228,=22.8725,=0.8032,=0.2825,=0.6352,=0.7669,=1.2264,=1.4853,=1.9794,=2.1530,=0.9333,=0.5239,=0.8689,=1.0979,=1.3778,=2.3772,=0.0826,=0.1040,=0.0824,=0.0392,=1471
="931233",港股通央企红利,2017-06-28,=0.0053,=1213.2460,=0.0407,=7.3914,=0.7877,=3.6988,=4.9417,=6.2888,=7.4223,=14.0775,=0.7139,=0.6595,=0.3929,=0.5215,=0.6418,=0.8669,=1.8161,=1.0013,=0.5683,=0.4645,=0.6185,=0.9383,=1.3934,=1.7583,,=0.0974,,=0.0513,=418
="931024",港股通非银,2017-11-06,=-0.0093,=4002.8895,=-0.0677,=7.3976,=0.0130,=6.7549,=8.7359,=11.3719,=13.3832,=22.4310,=1.0500,=0.5068,=0.6237,=0.8457,=1.0446,=1.2264,=1.7592,=1.2485,=0.8284,=0.5870,=0.8722,=1.0068,=1.2019,=2.2002,,=0.1136,,=0.0396,=180
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0034,=4280.6500,=0.0646,=7.4005,=0.9543,=4.1647,=4.6091,=5.5896,=6.8739,=7.6535,=0.7095,=0.9714,=0.4381,=0.4925,=0.5824,=0.6748,=0.7230,=0.9803,=0.9357,=0.5323,=0.5918,=0.7305,=0.9146,=1.0198,,=0.0980,,=0.0517,=215
="000818",细分金融,2012-04-11,=-0.0086,=6639.6900,=-0.1008,=7.4301,=0.4197,=5.2356,=6.4985,=7.6831,=8.4792,=10.9951,=0.7717,=0.2681,=0.5930,=0.7010,=0.9058,=1.0963,=1.4303,=2.2668,=0.8151,=1.2689,=1.6360,=1.9721,=2.2486,=2.9111,=0.0780,=0.0969,=0.0769,=0.0389,=6
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0047,=2928.3900,=0.0523,=7.5129,=0.9606,=3.7550,=5.0422,=5.7807,=6.6460,=7.9027,=0.7740,=0.9409,=0.4590,=0.5771,=0.6374,=0.7284,=0.8175,=1.1436,=0.9544,=0.5101,=0.6870,=0.7919,=0.8980,=1.2126,,=0.1004,,=0.0504,=270
="987016",港股通红利低波,2021-11-18,,,=0.1307,=7.5921,=0.9708,=3.4544,=4.2830,=4.8680,=6.4947,=7.8983,=0.7184,=0.9896,=0.4152,=0.4838,=0.5362,=0.6334,=0.7308,=1.2340,=0.9633,=0.5827,=0.6577,=0.7872,=1.0105,=1.2881,,=0.0953,,=0.0517,=119
="H11140",香港红利,2009-07-23,=0.0063,=4033.9874,=0.1048,=7.6730,=0.7685,=3.0693,=4.4554,=5.9846,=8.4095,=13.9623,=0.7433,=0.6536,=0.3833,=0.5103,=0.6303,=0.8659,=1.1652,=1.2184,=0.6969,=0.5431,=0.7464,=0.9728,=1.5550,=2.1349,,=0.0974,,=0.0522,=28
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0056,=4627.6800,=0.0357,=7.7743,=0.8748,=3.5572,=4.6329,=5.9570,=7.1188,=9.5068,=0.7155,=0.7192,=0.3828,=0.4843,=0.5762,=0.8174,=1.1073,=0.9326,=0.5799,=0.4386,=0.6495,=0.8402,=1.4243,=2.0623,,=0.0887,,=0.0527,=1436
="000914",300金融,2007-07-02,=-0.0091,=6031.1000,=-0.1022,=7.7844,=0.4885,=5.2769,=6.6035,=7.8187,=8.5959,=11.3863,=0.7687,=0.2628,=0.5962,=0.7048,=0.9282,=1.1360,=1.4919,=2.1324,=0.8427,=1.1210,=1.4313,=1.8124,=2.0724,=2.7052,=0.0748,=0.0919,=0.0740,=0.0385,=339
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0003,=1354.4100,=0.0619,=7.9731,=0.8401,=3.6777,=4.8617,=6.6115,=7.7389,=10.6953,=0.7495,=0.6274,=0.4041,=0.5047,=0.6489,=0.9071,=1.1746,=1.1586,=0.6075,=0.5013,=0.7009,=1.0669,=1.4996,=1.9871,,=0.0935,,=0.0520,=904
="931157",SHS红利成长LV,2019-04-25,=-0.0099,=7480.5023,=0.0035,=7.9792,=0.6906,=4.1261,=5.5726,=6.8767,=8.3497,=11.5318,=0.8231,=0.5609,=0.5154,=0.6243,=0.8072,=0.9299,=1.5888,=1.5722,=0.9613,=0.5018,=0.7045,=1.0263,=1.3774,=1.6333,,=0.0965,,=0.0481,=299
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0041,=2745.9900,=0.1083,=8.0046,=0.9728,=3.8979,=4.9411,=5.8234,=7.1203,=8.2754,=0.7288,=0.9248,=0.4277,=0.5161,=0.5747,=0.6735,=0.8197,=1.2417,=0.9431,=0.5333,=0.6951,=0.8671,=1.1110,=1.3442,,=0.0916,,=0.0511,=472
="932596",港股通红利低波,2016-02-04,=0.0023,=4214.2500,=0.0865,=8.0489,=0.4848,=7.4451,=7.7816,=8.0672,=8.2874,=8.5745,=0.7601,=0.8788,=0.6528,=0.6865,=0.7157,=0.7550,=0.7672,=1.3194,=0.4924,=1.2161,=1.2711,=1.3203,=1.3627,=1.4099,,,,=0.0500,=76
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0020,=3738.9600,=0.0401,=8.0598,=0.9337,=4.9972,=5.5316,=6.0603,=7.5536,=8.5137,=0.7940,=0.9524,=0.5264,=0.5908,=0.6272,=0.7384,=0.8235,=0.9625,=0.9474,=0.5404,=0.5922,=0.6604,=0.8414,=1.0198,,=0.0966,,=0.0480,=108
="930914",港股通高股息,2016-11-25,=0.0035,=5314.6030,=0.0807,=8.0600,=0.8390,=3.4280,=4.4109,=5.8643,=7.7431,=11.1979,=0.7842,=0.7401,=0.3979,=0.5007,=0.6110,=0.8548,=1.1764,=1.2542,=0.8108,=0.5144,=0.6968,=0.9201,=1.2401,=2.2126,,=0.1000,,=0.0516,=662
="000934",中证金融,2009-07-03,=-0.0092,=5640.1600,=-0.1003,=8.0604,=0.4984,=5.7083,=6.8952,=8.0632,=8.8699,=11.5527,=0.7784,=0.2591,=0.6117,=0.7182,=0.9332,=1.1517,=1.5017,=2.1198,=0.8423,=1.1467,=1.4503,=1.8026,=2.0619,=2.6696,=0.0732,=0.0889,=0.0723,=0.0376,=1149
="H30270",红利价值,2013-12-19,=-0.0152,=9693.1000,=0.0169,=8.0636,=0.7806,=4.4543,=5.4212,=6.7307,=8.7751,=13.0955,=0.8262,=0.6457,=0.5256,=0.6479,=0.7598,=1.2572,=1.7317,=1.6317,=0.9978,=0.5854,=0.8085,=0.9942,=1.2606,=1.6504,=0.0717,=0.0975,=0.0748,=0.0412,=171
="930992",沪港深红利低波,2017-06-28,=-0.0073,=5706.9200,=0.0251,=8.0964,=0.9366,=4.0130,=5.1074,=5.8273,=7.4953,=8.5012,=0.7667,=0.9654,=0.4277,=0.5361,=0.5877,=0.7018,=0.7825,=1.1805,=0.8194,=0.4496,=0.5978,=0.8107,=1.1651,=1.3912,,=0.0942,,=0.0504,=16
="000992",全指金融,2011-08-02,=-0.0094,=5391.3400,=-0.0997,=8.2646,=0.5091,=5.9310,=7.1035,=8.2371,=9.0286,=11.6339,=0.7800,=0.2549,=0.6188,=0.7236,=0.9440,=1.1661,=1.5107,=2.0981,=0.8307,=1.1568,=1.4434,=1.8068,=2.0636,=2.6668,=0.0720,=0.0851,=0.0697,=0.0371,=2698
="931446",东证红利低波,2020-04-21,=-0.0131,=3430.5000,=-0.0036,=8.4657,=0.7838,=5.1478,=6.1576,=7.0746,=8.5363,=11.0216,=0.8191,=0.6892,=0.5884,=0.6934,=0.7604,=0.8756,=1.2481,=1.5345,=0.9780,=0.5909,=0.7514,=0.8807,=1.3002,=1.5979,=0.0725,=0.0941,=0.0749,=0.0421,=771
="H30269",红利低波,2013-12-19,=-0.0140,=11353.9200,=0.0101,=8.4723,=0.7862,=4.5638,=5.5488,=6.8103,=9.4763,=14.4342,=0.8720,=0.6017,=0.5386,=0.6570,=0.8017,=1.3862,=1.9670,=1.6369,=0.9971,=0.6111,=0.8850,=1.0984,=1.4136,=1.6556,=0.0718,=0.0970,=0.0686,=0.0427,=3890
="H50040",上红低波,2014-03-21,=-0.0130,=11181.7000,=0.0140,=8.5042,=0.7916,=4.6938,=5.9513,=7.0283,=9.6317,=14.3118,=0.8635,=0.5721,=0.5647,=0.6911,=0.8376,=1.3563,=1.8756,=1.6539,=0.9971,=0.6380,=0.8693,=1.2019,=1.3938,=1.6750,=0.0737,=0.0983,=0.0721,=0.0420,=340
="000029",180价值,2009-01-09,=-0.0092,=4219.6800,=-0.0524,=8.5233,=0.8093,=5.6894,=6.9094,=7.8866,=8.4928,=10.8138,=0.8373,=0.3418,=0.6666,=0.8069,=0.8644,=1.0660,=1.4433,=1.1051,=0.8904,=0.6198,=0.7826,=0.9448,=1.0647,=1.4032,=0.0720,=0.0955,=0.0779,=0.0397,=554
="000151",上国红利,2012-07-20,=-0.0164,=1585.7000,=0.0380,=8.5491,=0.9613,=4.5075,=5.3671,=6.9028,=7.6129,=10.0345,=0.7805,=0.5432,=0.5268,=0.6196,=0.7561,=0.9660,=1.3272,=1.0824,=0.4811,=0.6026,=0.8954,=1.0991,=1.3113,=1.6854,=0.0766,=0.0931,=0.0685,=0.0428,=196
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0022,=4960.6400,=0.0681,=8.6030,=0.9671,=4.2457,=4.7030,=5.7329,=7.5411,=8.9197,=0.7896,=0.9686,=0.4429,=0.4971,=0.5752,=0.7276,=0.8114,=1.0886,=0.9529,=0.6036,=0.6709,=0.8691,=0.9962,=1.1417,,=0.0936,,=0.0527,=81
="931130",红利成长低波,2018-12-04,=-0.0121,=24060.9800,=0.0146,=8.6352,=0.7793,=4.4465,=5.5672,=7.7147,=8.7340,=11.5512,=0.8678,=0.3784,=0.5279,=0.6231,=0.9038,=1.0339,=1.5803,=1.9158,=0.8007,=0.3109,=0.8120,=1.3142,=1.9145,=2.5957,=0.0647,=0.0980,=0.0458,=0.0425,=137
="000922",中证红利,2008-05-26,=-0.0166,=5649.4300,=0.0264,=8.6952,=0.8254,=5.1762,=6.0261,=7.6592,=8.5798,=11.2156,=0.8621,=0.5045,=0.5911,=0.7113,=0.8596,=1.1086,=1.4999,=1.2951,=0.9127,=0.6332,=0.7731,=1.0443,=1.2150,=1.7101,=0.0673,=0.0937,=0.0683,=0.0416,=19797
="931479",证券保险,2020-05-06,=-0.0072,=886.6700,=-0.1656,=8.8114,=0.0014,=8.7411,=12.0020,=13.5700,=15.5594,=21.1012,=1.2255,=0.1953,=1.0296,=1.2290,=1.3856,=1.5775,=2.2844,=1.6081,=0.6513,=1.0318,=1.2684,=1.4436,=1.7952,=2.2879,=0.1244,=0.1142,=0.0972,=0.0298,=17
="000821",300红利,2012-07-20,=-0.0116,=6774.0300,=0.0153,=8.8357,=0.8962,=4.9998,=6.1945,=7.5631,=8.3905,=10.9286,=0.8771,=0.4988,=0.5725,=0.7149,=0.8774,=1.0795,=1.4919,=1.4336,=0.9485,=0.6098,=0.7997,=1.0626,=1.3073,=1.6963,=0.0719,=0.0964,=0.0719,=0.0423,=978
="000015",红利指数,2005-01-04,=-0.0145,=3206.2400,=0.0555,=8.9100,=0.9761,=4.6646,=5.5109,=7.0898,=7.9823,=10.4439,=0.8646,=0.6091,=0.5525,=0.6399,=0.7661,=1.0187,=1.3875,=1.5109,=0.9732,=0.7277,=0.8915,=1.1256,=1.3216,=1.6890,=0.0627,=0.0940,=0.0675,=0.0402,=14096
="000824",国企红利,2012-07-20,=-0.0166,=2177.5300,=0.0266,=9.0557,=0.9617,=4.8847,=5.9432,=7.3387,=8.3384,=10.7823,=0.8868,=0.5976,=0.5610,=0.6881,=0.8282,=1.0592,=1.4469,=1.3280,=0.9020,=0.5370,=0.7018,=0.9868,=1.2340,=1.6834,=0.0686,=0.0944,=0.0718,=0.0415,=926
="000063",上证周期,2010-02-03,=-0.0085,=3768.5000,=-0.0712,=9.0590,=0.6849,=5.4761,=7.1368,=8.5561,=9.4369,=12.4946,=0.9420,=0.4357,=0.6668,=0.8369,=0.9662,=1.1073,=1.4831,=1.6118,=0.9580,=0.8113,=1.0639,=1.2497,=1.4247,=1.7571,=0.0797,=0.1019,=0.0808,=0.0367,=206
="930955",红利低波100,2017-05-26,=-0.0155,=11890.6800,=0.0084,=9.0795,=0.8539,=5.0805,=6.0564,=7.3897,=8.5367,=11.5013,=0.9199,=0.6738,=0.5792,=0.6655,=0.8238,=0.9923,=1.3722,=1.3797,=0.8236,=0.5888,=0.7758,=0.9863,=1.2978,=1.7525,=0.0751,=0.0936,=0.0714,=0.0440,=1947
="931644",800红利,2024-03-15,=-0.0140,=2625,=0.0285,=9.0839,=0.8327,=6.4729,=7.2773,=8.1783,=9.0454,=9.4757,=0.8990,=0.7198,=0.7001,=0.7672,=0.8566,=0.9089,=0.9431,=1.3300,=0.9738,=0.8423,=0.9209,=1.1061,=1.2728,=1.3504,=0.0715,=0.0955,=0.0722,=0.0426,=29
="H30035",300非银,2012-12-21,=-0.0053,=9307.0300,=-0.1655,=9.1085,=0.0008,=9.0295,=13.0843,=15.1662,=19.3481,=26.3489,=1.2552,=0.1256,=1.0544,=1.3253,=1.6421,=2.0474,=2.4387,=1.6529,=0.4522,=1.0410,=1.4193,=1.7258,=1.9724,=2.3917,=0.1221,=0.1128,=0.0964,=0.0290,=1176
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0014,=4170.6100,=0.0386,=9.1386,=0.5406,=4.8859,=6.8732,=8.8796,=12.1195,=16.1208,=0.8744,=0.5138,=0.5567,=0.7305,=0.8675,=1.1809,=1.3660,=0.9806,=0.4834,=0.5555,=0.7807,=0.9886,=1.3643,=1.5178,,=0.0950,,=0.0554,=32
="399373",大盘价值,2010-01-04,=-0.0102,=8172.6300,=-0.0468,=9.1403,=0.8118,=5.4746,=6.8624,=8.3403,=9.1029,=11.9914,=0.9377,=0.4658,=0.6410,=0.8034,=0.9507,=1.1406,=1.5001,=1.1642,=0.8567,=0.5920,=0.7822,=0.9285,=1.1343,=1.4541,=0.0763,=0.0969,=0.0766,=0.0417,=325
="000919",300价值,2008-01-21,=-0.0102,=5093.9000,=-0.0422,=9.1629,=0.7673,=5.9577,=7.3294,=8.4451,=9.2347,=12.2376,=0.9258,=0.4395,=0.6917,=0.8498,=0.9444,=1.1496,=1.5388,=1.1222,=0.8526,=0.6314,=0.7862,=0.9061,=1.1016,=1.3421,=0.0752,=0.0968,=0.0773,=0.0395,=4306
="930740",300红利LV,2018-12-04,=-0.0121,=7308.6000,=0.0195,=9.2622,=0.9420,=5.4153,=6.8164,=7.4950,=8.5508,=9.6903,=0.9455,=0.7934,=0.6159,=0.7693,=0.8552,=0.9472,=1.0604,=1.4090,=0.7573,=0.6725,=0.8548,=1.0748,=1.5138,=1.9253,=0.0682,=0.0943,=0.0707,=0.0413,=590
="000825",央企红利,2012-07-20,=-0.0116,=3578.1300,=0.0361,=9.4968,=0.9868,=4.7369,=6.0989,=7.3116,=8.3231,=10.5687,=0.9225,=0.6549,=0.5507,=0.6916,=0.8603,=0.9994,=1.3929,=1.2565,=0.8834,=0.6009,=0.8549,=1.0546,=1.2110,=1.7357,=0.0695,=0.0951,=0.0705,=0.0404,=302
="399966",800证保,2012-12-21,=-0.0074,=5553.5000,=-0.1602,=9.5095,=0.0008,=9.4219,=13.7103,=15.9946,=19.7371,=27.1945,=1.2556,=0.1186,=1.0619,=1.3296,=1.6261,=2.0416,=2.4366,=1.7732,=0.4938,=1.1634,=1.5249,=1.7805,=2.0449,=2.5211,=0.1176,=0.1076,=0.0911,=0.0279,=171
="H30588",中证证保,2015-02-02,=-0.0074,=943.1200,=-0.1601,=9.5166,=0.0008,=9.4285,=13.6588,=16.0866,=19.5888,=27.6808,=1.2544,=0.1178,=1.0752,=1.3290,=1.6337,=2.0363,=2.4238,=1.7756,=0.5194,=1.1673,=1.5178,=1.7581,=2.0127,=2.5500,=0.1176,=0.1081,=0.0914,=0.0279,=462
="931069",中金300,2018-02-14,=-0.0110,=4797.0100,=-0.0414,=9.5387,=0.5663,=5.9518,=7.4915,=9.2646,=10.5141,=13.6164,=0.9751,=0.3220,=0.7377,=0.9201,=1.1024,=1.3587,=1.8328,=1.3820,=0.8522,=0.6656,=0.8602,=1.1118,=1.3123,=1.7542,=0.0767,=0.1056,=0.0771,=0.0396,=90
