指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=0.0339,=4337.1464,=1.0189,=249.5222,=0.9492,=70.4245,=117.3661,=131.5847,=167.1107,=348.7588,=12.4949,=0.9451,=2.8469,=4.7878,=5.3905,=6.9805,=17.6268,=27.0225,=0.9492,=7.2923,=10.9606,=12.9447,=15.5368,=37.4011,=0.0009,=0.2947,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=140
="931743",半导体材料设备,2012-12-21,=0.0282,=9920.7419,=0.9267,=166.3754,=0.9689,=30.1973,=39.8765,=60.8638,=89.0255,=224.0742,=12.4644,=0.9676,=2.5588,=3.4273,=4.3034,=6.9756,=17.1334,=18.8526,=0.9689,=2.5903,=3.1610,=3.8442,=11.0450,=25.3851,=0.0012,=0.0324,=0.0009,=0.0021,=0.0029,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=282
="931865",中证半导,2019-03-20,=0.0246,=8814.0536,=0.7810,=194.4564,=0.9722,=32.8138,=45.6766,=73.7218,=127.9095,=255.0466,=11.9246,=0.9574,=3.3892,=4.1492,=5.2565,=8.4210,=15.8034,=22.0404,=0.9732,=6.4190,=7.7039,=8.7786,=15.1167,=28.9040,=0.0009,=0.0317,=0.0006,=0.0011,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=215
="931144",通信技术,2019-05-30,=0.0255,=3700.2852,=0.5894,=75.8572,=0.9467,=22.8153,=30.4640,=37.0450,=51.8474,=113.1406,=11.2826,=0.9708,=2.5671,=3.1120,=3.7128,=4.7989,=15.3977,=6.8998,=0.9691,=1.6428,=2.1074,=2.4957,=3.4137,=9.4991,=0.0030,=0.0327,=0.0021,=0.0043,=0.0065,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=254
="000685",科创芯片,2022-06-13,=0.0320,=4094.0900,=0.5666,=249.6962,=0.9703,=42.1555,=70.0534,=118.6944,=180.1814,=335.4323,=11.5327,=0.9663,=3.1235,=4.0884,=5.1633,=7.6565,=15.4697,=23.8927,=0.9703,=7.4796,=10.0697,=12.2812,=15.7735,=31.9311,=0.0007,=0.0297,=0.0005,=0.0011,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=502
="H30184",半导体,2013-07-15,=0.0341,=13683.7685,=0.4870,=138.9695,=0.9749,=33.2056,=51.7038,=78.4010,=107.6779,=186.6477,=9.4583,=0.9555,=2.5082,=3.4316,=4.8773,=7.4684,=12.7528,=14.9258,=0.9864,=1.3963,=2.6456,=7.0108,=9.4682,=20.0377,=0.0013,=0.0218,=0.0010,=0.0018,=0.0024,=0.0036,=0.0070,=0.0203,=0.0527,=0.0094,=3384
="932066",半导体行业精选,2023-11-10,=0.0322,=5950.7855,=0.4650,=108.7752,=0.9036,=50.1901,=65.2489,=83.2986,=99.1169,=142.8699,=9.2366,=0.9021,=3.1655,=4.1445,=6.7495,=8.3766,=12.2533,=14.0850,=0.9217,=6.6489,=8.4006,=10.7698,=12.5288,=18.4956,=0.0016,=0.1340,=0.0012,=0.0017,=0.0023,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=4
="990001",中华半导体芯片,2019-03-18,=0.0327,=17436.0356,=0.4424,=141.2645,=0.9588,=33.1780,=61.4543,=86.0073,=116.6704,=187.5449,=9.3363,=0.9548,=3.1429,=4.2830,=5.3427,=7.4812,=12.4905,=14.6970,=0.9822,=3.3238,=6.0903,=7.1250,=9.5298,=19.5120,=0.0011,=0.0173,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1383
="H30007",芯片产业,2012-12-20,=0.0323,=4535.9271,=0.4324,=133.8233,=0.9374,=24.2382,=40.3144,=71.2090,=113.0272,=186.5687,=9.5428,=0.9720,=1.9412,=3.6288,=4.5303,=7.2547,=12.9184,=14.5438,=0.9856,=1.5871,=3.6950,=6.5538,=8.3412,=19.5328,=0.0011,=0.0132,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=538
="980017",国证芯片,2015-02-17,=0.0314,=17868.0900,=0.4084,=135.5162,=0.9142,=30.3742,=55.7523,=81.0413,=108.0005,=227.4136,=10.0210,=0.9769,=3.1638,=4.0981,=5.7666,=7.5005,=13.5798,=15.5992,=0.9811,=3.6283,=5.7908,=6.6702,=8.1049,=20.9165,=0.0010,=0.0201,=0.0008,=0.0016,=0.0021,=0.0027,=0.0044,=0.0146,=0.0397,=0.0130,=2614
="000682",科创信息,2021-08-16,=0.0283,=2797.7200,=0.4032,=196.5603,=0.9747,=41.6131,=61.2413,=93.3002,=134.7187,=255.5918,=10.6477,=0.9705,=3.3247,=4.3580,=5.3913,=6.6700,=13.8809,=16.7595,=0.9747,=5.5790,=7.3222,=8.9110,=11.5103,=21.7670,=0.0014,=0.0253,=0.0011,=0.0020,=0.0030,=0.0038,=0.0070,=0.0200,=0.0432,=0.0072,=104
="H30318",科技传媒通信150,2014-04-15,=0.0304,=4259.9924,=0.3855,=70.2727,=0.9679,=19.8534,=28.8631,=38.1497,=50.0679,=90.7292,=10.1730,=0.9876,=2.0037,=2.4801,=3.5091,=4.3810,=13.0479,=5.2835,=0.9823,=1.2409,=1.8640,=2.3043,=2.8293,=6.8164,=0.0040,=0.0173,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.0368,=0.1091,=0.0211,=47
="931079",5G通信,2019-04-25,=0.0278,=2651.8013,=0.3755,=55.7480,=0.9672,=21.0709,=27.6527,=33.6163,=44.5590,=103.6981,=8.1326,=0.9740,=2.3623,=3.0440,=3.6306,=5.3202,=10.5199,=3.2163,=0.9711,=1.1916,=1.4909,=1.8810,=2.3582,=4.2354,=0.0059,=0.2326,=0.0036,=0.0056,=0.0082,=0.0121,=0.0152,=0.0389,=0.1398,=0.0276,=2281
="399363",云科技,2009-08-03,=0.0241,=12678.4200,=0.3569,=38.8021,=0.3127,=25.0041,=36.0533,=41.6146,=48.8793,=74.9161,=4.3960,=0.3745,=3.0187,=3.9515,=4.6545,=5.5540,=10.4646,=2.9945,=0.4862,=1.6015,=2.2265,=3.0561,=3.7113,=4.3826,=0.0142,=0.9790,=0.0046,=0.0055,=0.0070,=0.0103,=0.0160,=0.0491,=0.1469,=0.0254,=285
="931461",电子50,2009-07-22,=0.0326,=7944.2308,=0.3476,=60.7801,=0.9547,=20.3357,=30.2775,=36.3560,=48.6562,=76.5790,=7.4487,=0.9856,=2.5323,=3.1789,=3.6963,=5.3134,=9.2899,=3.6125,=0.9143,=1.1588,=1.7975,=2.0648,=3.1368,=4.5428,=0.0058,=0.0865,=0.0046,=0.0067,=0.0091,=0.0111,=0.0147,=0.0239,=0.0884,=0.0169,=442
="950162",科创芯片设计,2024-07-26,=0.0362,=2494.7941,=0.3410,=221.5296,=0.1768,=161.6128,=225.0491,=264.4963,=382.7813,=687.1301,=15.4278,=0.9187,=4.2582,=7.7165,=9.4177,=13.0779,=20.2102,=24.7419,=0.9411,=8.7765,=14.4745,=17.7271,=21.6027,=32.5243,=0.0013,=0.2500,=0.0010,=0.0012,=0.0015,=0.0018,=0.0029,=0.0309,=0.0713,=0.0107,=64
="931696",科技50策略,2021-07-12,=0.0290,=26902.4264,=0.3355,=55.8861,=0.9351,=23.0047,=27.8431,=33.9567,=46.9462,=71.4621,=8.9454,=0.9448,=3.0567,=3.9233,=4.4727,=7.1279,=11.2899,=5.0469,=0.9334,=1.9010,=2.3670,=2.6829,=4.2644,=6.7093,=0.0054,=0.0446,=0.0042,=0.0064,=0.0097,=0.0121,=0.0167,=0.0396,=0.1271,=0.0285,=13
="931087",科技龙头,2019-03-20,=0.0268,=7019.6641,=0.3355,=61.2527,=0.9738,=22.2848,=33.6375,=40.6561,=52.2610,=78.0359,=8.8087,=0.9849,=2.8190,=4.2285,=5.3136,=6.5323,=11.1808,=7.7291,=0.9849,=2.0316,=3.3114,=3.9858,=4.9855,=9.7717,=0.0051,=0.1652,=0.0037,=0.0053,=0.0064,=0.0086,=0.0172,=0.0321,=0.1080,=0.0209,=2097
="931406",5G 50,2020-02-20,=0.0264,=2840.3938,=0.3344,=33.6103,=0.7572,=15.2657,=20.6085,=23.9001,=34.6415,=51.5506,=3.7450,=0.7680,=1.5292,=1.9706,=2.5525,=3.8322,=5.3757,=2.4588,=0.9720,=0.9155,=1.4060,=1.5856,=1.9179,=2.9469,=0.0166,=0.4162,=0.0042,=0.0067,=0.0205,=0.0276,=0.0387,=0.0252,=0.1023,=0.0236,=703
="930652",CS电子,2015-06-05,=0.0322,=13050.2813,=0.3304,=67.7924,=0.9806,=21.2056,=33.8173,=43.2272,=52.5902,=86.1406,=7.4118,=0.9868,=2.2039,=3.1461,=3.6489,=4.7996,=9.3375,=4.0218,=0.9864,=1.4014,=2.0216,=2.3031,=3.0697,=5.0793,=0.0051,=0.0181,=0.0040,=0.0063,=0.0077,=0.0104,=0.0141,=0.0249,=0.0838,=0.0162,=487
="931688",中证算力,2022-07-21,,,=0.3262,=37.9271,=0.9277,=18.0036,=20.8114,=23.9194,=32.4830,=44.9092,=4.0624,=0.9353,=1.6529,=1.9018,=2.2760,=3.3654,=4.7747,=2.8487,=0.9315,=1.3731,=1.5931,=1.8154,=2.4973,=3.3716,=0.0155,=0.0685,=0.0131,=0.0191,=0.0261,=0.0299,=0.0338,=0.0245,=0.1011,=0.0224,=109
="932087",集成电路,2023-03-29,=0.0380,=1501.6566,=0.3259,=136.6507,=0.5786,=46.1239,=100.6652,=132.3721,=152.2237,=195.7770,=8.4630,=0.9287,=3.1405,=3.9133,=5.1803,=7.1763,=11.4486,=13.7885,=0.9287,=5.8347,=7.6261,=9.0810,=11.9929,=18.6728,=0.0014,=0.1548,=0.0010,=0.0014,=0.0018,=0.0022,=0.0029,=0.0203,=0.0481,=0.0079,=50
="931380",科技50,2019-11-25,=0.0256,=4144.6652,=0.3118,=48.2964,=0.5298,=22.4426,=31.2969,=46.2875,=56.5620,=71.9143,=6.2194,=0.6843,=2.7627,=3.8780,=5.4909,=7.3432,=9.9144,=5.4125,=0.7465,=2.1802,=3.0698,=4.1588,=5.6552,=7.7525,=0.0086,=0.6960,=0.0035,=0.0051,=0.0076,=0.0104,=0.0163,=0.0253,=0.0951,=0.0118,=948
="931866",中证机床,2022-05-09,=0.0307,=2333.2583,=0.3012,=64.4079,=0.8890,=28.6086,=36.9426,=40.7524,=56.3887,=85.2007,=6.9491,=0.9584,=2.8302,=3.7627,=4.3318,=5.1740,=9.1263,=5.6059,=0.9405,=2.4023,=3.1595,=3.4364,=4.3734,=7.3925,=0.0057,=0.0575,=0.0043,=0.0066,=0.0077,=0.0097,=0.0146,=0.0321,=0.1022,=0.0244,=162
