指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=0.0151,=11716.6919,=-0.0842,=5.4278,=0.5700,=3.2016,=4.0788,=5.2288,=5.9035,=7.9938,=0.5123,=0.3276,=0.3790,=0.4573,=0.5659,=0.7127,=1.0569,=2.0373,=0.7539,=1.0856,=1.4328,=1.7498,=2.1400,=2.9053,=0.0537,=0.4558,=0.0324,=0.0492,=0.0547,=0.0738,=0.0997,,=0.0881,,=99
="932584",智选港股通红利低波,2026-06-11,,,,=5.6526,=0.3333,=5.4959,=5.6119,=5.8224,=6.1204,=6.2685,=0.5774,=0.3333,=0.5614,=0.5732,=0.5947,=0.6252,=0.6403,=0.8684,=0.3333,=0.8444,=0.8622,=0.8945,=0.9403,=0.9631,=0.0603,=0.8000,=0.0544,=0.0557,=0.0582,=0.0603,=0.0621,,,,=7
="H11146",港股通内地金融,2010-06-02,=0.0120,=1048.9762,=-0.0502,=5.6635,=0.4144,=3.2759,=4.5177,=6.0271,=6.7500,=9.2347,=0.5750,=0.3410,=0.3797,=0.4938,=0.6648,=0.8765,=1.1859,=1.4670,=0.6744,=0.6692,=0.9478,=1.3068,=1.5984,=2.1885,=0.0509,=0.5114,=0.0302,=0.0445,=0.0503,=0.0726,=0.0994,,=0.0970,,=40
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0087,=3817.1100,=-0.0506,=6.1869,=0.6316,=4.1647,=4.6457,=5.6740,=6.9681,=7.8218,=0.5740,=0.4105,=0.4381,=0.4951,=0.5910,=0.6860,=0.7455,=0.9700,=0.8513,=0.5323,=0.5964,=0.7470,=0.9414,=1.0875,=0.0575,=0.2316,=0.0487,=0.0571,=0.0698,=0.0865,=0.0936,,=0.0921,,=247
="930792",HK银行,2016-04-22,=0.0044,=4593.1562,=0.0395,=6.3026,=0.6324,=3.2659,=4.4606,=5.8856,=6.7902,=9.5632,=0.6140,=0.4793,=0.3905,=0.4962,=0.6241,=0.8015,=1.0771,=2.4001,=0.7985,=1.0519,=1.5163,=1.8698,=2.4024,=3.1066,=0.0501,=0.1972,=0.0355,=0.0501,=0.0564,=0.0743,=0.1045,,=0.0901,,=751
="399986",中证银行,2013-07-15,=0.0191,=6885.4500,=-0.0944,=6.5511,=0.6384,=4.1183,=5.2599,=6.2938,=6.8536,=9.0846,=0.6244,=0.2594,=0.4848,=0.5836,=0.7167,=0.8978,=1.2416,=2.4592,=0.7790,=1.4134,=1.7842,=2.1541,=2.5119,=3.3016,=0.0450,=0.4305,=0.0285,=0.0411,=0.0461,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9587
="H30106",H300金融服务,2013-05-21,=0.0086,=1509.4576,=-0.0059,=6.5695,=0.4209,=4.0175,=5.3642,=6.9740,=7.7688,=11.1922,=0.7039,=0.4169,=0.4470,=0.5777,=0.7416,=0.9083,=1.2489,=1.8761,=0.7887,=0.8557,=1.1816,=1.4692,=1.8898,=2.3593,=0.0473,=0.5036,=0.0288,=0.0433,=0.0473,=0.0664,=0.0918,,=0.1014,,=20
="931233",港股通央企红利,2017-06-28,=0.0074,=1080.0192,=-0.0750,=6.6294,=0.5518,=3.6988,=4.9618,=6.3588,=7.4456,=14.0775,=0.6236,=0.4530,=0.3929,=0.5225,=0.6450,=0.8599,=1.8161,=0.9001,=0.4512,=0.4645,=0.6229,=0.9478,=1.3896,=1.7583,=0.0564,=0.4655,=0.0394,=0.0519,=0.0571,=0.0798,=0.1038,,=0.0906,,=461
="H11140",香港红利,2009-07-23,=0.0065,=3566.4692,=-0.0261,=6.7576,=0.6380,=3.0693,=4.4494,=5.9820,=7.8709,=13.9623,=0.6379,=0.5079,=0.3833,=0.5103,=0.6294,=0.8661,=1.1652,=1.0751,=0.5764,=0.5431,=0.7455,=0.9723,=1.3776,=2.1349,=0.0582,=0.2590,=0.0382,=0.0561,=0.0635,=0.0876,=0.1281,,=0.0912,,=46
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0110,=2739.0400,=-0.0157,=6.7776,=0.7969,=3.7550,=5.0505,=5.8311,=6.7930,=7.9027,=0.6798,=0.6859,=0.4590,=0.5789,=0.6410,=0.7393,=0.8175,=1.0313,=0.8462,=0.5101,=0.6884,=0.7986,=0.9148,=1.2126,=0.0552,=0.2643,=0.0478,=0.0537,=0.0622,=0.0791,=0.1052,,=0.0995,,=281
