指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="000018",180金融,2007-12-10,=0.0005,=5269.6200,=-0.1129,=7.2673,=0.3971,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7431,=0.2627,=0.5902,=0.6965,=0.8709,=1.0696,=1.4199,=2.1828,=0.7790,=1.2355,=1.5824,=1.9515,=2.2073,=2.8772,=0.0400,=0.5513,=0.0246,=0.0353,=0.0392,=0.0493,=0.0636,=0.0229,=0.0959,=0.0245,=776
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0097,=4175.6200,=-0.0654,=7.2760,=0.8048,=3.5572,=4.6524,=5.9927,=7.2266,=9.5068,=0.6552,=0.5905,=0.3828,=0.4855,=0.5816,=0.8150,=1.1073,=0.8773,=0.5331,=0.4386,=0.6559,=0.8499,=1.4141,=2.0623,=0.0554,=0.2530,=0.0385,=0.0531,=0.0644,=0.0819,=0.1103,,,,=1518
="399809",保险主题,2015-02-13,=-0.0173,=2119.5500,=-0.2055,=7.2771,=0.3076,=5.4537,=6.8114,=10.4570,=15.0245,=22.8725,=0.7806,=0.2441,=0.6352,=0.7657,=1.2252,=1.4858,=1.9794,=2.1195,=0.9101,=0.5239,=0.8688,=1.0970,=1.6922,=2.3772,=0.0398,=0.6816,=0.0120,=0.0209,=0.0295,=0.0488,=0.0686,=0.0227,=0.1015,=0.0246,=1496
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0121,=1213.3200,=-0.0487,=7.3103,=0.6890,=3.6777,=4.8612,=6.6079,=7.8179,=10.6953,=0.6710,=0.5260,=0.4041,=0.5046,=0.6481,=0.9078,=1.1746,=1.0623,=0.4951,=0.5013,=0.7008,=1.0654,=1.5005,=1.9871,=0.0557,=0.3089,=0.0423,=0.0526,=0.0604,=0.0808,=0.1102,,,,=914
="931024",港股通非银,2017-11-06,=-0.0253,=3844.9600,=-0.1045,=7.3490,=0.0118,=6.7549,=8.5832,=11.0759,=13.3392,=22.4310,=0.9999,=0.4097,=0.6237,=0.8489,=1.0453,=1.2229,=1.7592,=1.2312,=0.8034,=0.5870,=0.8754,=1.0148,=1.2291,=2.2002,=0.0398,=0.7573,=0.0165,=0.0265,=0.0345,=0.0414,=0.0611,,=0.1344,,=193
="000818",细分金融,2012-04-11,=0.0008,=6599.5600,=-0.1062,=7.4292,=0.4074,=5.2356,=6.4974,=7.6851,=8.4810,=10.9951,=0.7576,=0.2647,=0.5930,=0.7010,=0.8872,=1.0928,=1.4303,=2.2493,=0.7901,=1.2689,=1.6354,=1.9886,=2.2623,=2.9111,=0.0390,=0.5761,=0.0239,=0.0331,=0.0375,=0.0471,=0.0625,=0.0231,=0.0956,=0.0246,=7
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0115,=2502.4200,=0.0100,=7.4765,=0.8727,=3.8979,=4.9496,=5.9027,=7.2367,=8.4533,=0.6672,=0.7644,=0.4277,=0.5172,=0.5787,=0.6848,=0.8197,=1.1634,=0.8488,=0.5333,=0.6968,=0.8770,=1.1233,=1.3442,=0.0538,=0.0875,=0.0482,=0.0565,=0.0673,=0.0840,=0.1067,,,,=494
="H30270",红利价值,2013-12-19,=0.0067,=9276.5700,=-0.0268,=7.5539,=0.6873,=4.4543,=5.4340,=6.7662,=8.7092,=13.0955,=0.7596,=0.4893,=0.5256,=0.6489,=0.7638,=1.2450,=1.7317,=1.5309,=0.9495,=0.5854,=0.8126,=0.9999,=1.2975,=1.6637,=0.0439,=0.3523,=0.0269,=0.0419,=0.0506,=0.0631,=0.0726,=0.0235,=0.0936,=0.0240,=194
="931157",SHS红利成长LV,2019-04-25,=0.0023,=7031.1500,=-0.0568,=7.6001,=0.6104,=4.1261,=5.5951,=6.9158,=8.3347,=11.5318,=0.7486,=0.3521,=0.5154,=0.6262,=0.8076,=0.9238,=1.5888,=1.6334,=0.9972,=0.5018,=0.7114,=1.0391,=1.4139,=1.6968,=0.0480,=0.4857,=0.0259,=0.0417,=0.0481,=0.0558,=0.0761,,=0.0964,,=337
="930914",港股通高股息,2016-11-25,=-0.0103,=4861.7900,=-0.0114,=7.6053,=0.7637,=3.4280,=4.4208,=5.9278,=7.8302,=11.1979,=0.7328,=0.6529,=0.3979,=0.5024,=0.6161,=0.8525,=1.1764,=1.2050,=0.7569,=0.5144,=0.7043,=0.9230,=1.2585,=2.2126,=0.0529,=0.1426,=0.0387,=0.0551,=0.0659,=0.0866,=0.1194,,=0.0918,,=712
="932596",港股通红利低波,2016-02-04,=-0.0067,=3952.1300,=0.0189,=7.6090,=0.0870,=7.4451,=7.8245,=8.0494,=8.2766,=8.5745,=0.7022,=0.2337,=0.6528,=0.6985,=0.7314,=0.7593,=0.7956,=1.3131,=0.3478,=1.2161,=1.2851,=1.3270,=1.3605,=1.4099,=0.0516,=0.3043,=0.0473,=0.0494,=0.0526,=0.0550,=0.0579,,=0.0894,,=91
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0148,=4714.8600,=0.0152,=7.6115,=0.7646,=4.2457,=4.7359,=5.7980,=7.8973,=9.0746,=0.7123,=0.6995,=0.4429,=0.4987,=0.5840,=0.7380,=0.8283,=1.1653,=0.9867,=0.6036,=0.6746,=0.8777,=1.0380,=1.2314,=0.0609,=0.2008,=0.0497,=0.0609,=0.0728,=0.0879,=0.0947,,,,=84
="930992",沪港深红利低波,2017-06-28,=-0.0019,=5265.6700,=-0.0542,=7.6619,=0.7790,=4.0130,=5.1749,=5.8971,=7.7691,=8.5109,=0.7151,=0.7799,=0.4277,=0.5370,=0.5910,=0.7277,=0.7950,=1.1333,=0.7361,=0.4496,=0.6005,=0.8587,=1.1857,=1.3912,=0.0518,=0.0648,=0.0478,=0.0542,=0.0717,=0.0768,=0.0949,,=0.0878,,=49
="931130",红利成长低波,2018-12-04,=0.0127,=22524.7800,=-0.0502,=7.6833,=0.4836,=4.4465,=5.5796,=7.8197,=8.7175,=11.5512,=0.7659,=0.3321,=0.5279,=0.6249,=0.8999,=1.0297,=1.5803,=2.6236,=0.9989,=0.3109,=0.8147,=1.3204,=1.9188,=2.6815,=0.0410,=0.4130,=0.0246,=0.0322,=0.0424,=0.0533,=0.0639,=0.0231,=0.0934,=0.0229,=146
="000914",300金融,2007-07-02,=0.0005,=5974.4100,=-0.1107,=7.7408,=0.4581,=5.2769,=6.6022,=7.8391,=8.6017,=11.3863,=0.7524,=0.2548,=0.5962,=0.7048,=0.9079,=1.1328,=1.4919,=2.1094,=0.8124,=1.1210,=1.4310,=1.8122,=2.0952,=2.7052,=0.0387,=0.5761,=0.0235,=0.0340,=0.0376,=0.0467,=0.0618,=0.0223,=0.0897,=0.0236,=344
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0142,=3729.1300,=0.0373,=7.7695,=0.8108,=4.9972,=5.5519,=6.1744,=7.7564,=8.5526,=0.7451,=0.7615,=0.5264,=0.5924,=0.6338,=0.7574,=0.8375,=0.9234,=0.8378,=0.5404,=0.5946,=0.6687,=0.8671,=1.0234,=0.0492,=0.0975,=0.0450,=0.0524,=0.0703,=0.0775,=0.0871,,=0.0956,,=115
="000029",180价值,2009-01-09,=-0.0037,=4004.2600,=-0.1008,=7.9348,=0.5204,=5.6894,=6.9075,=7.8866,=8.5069,=10.8138,=0.7815,=0.1208,=0.6666,=0.8034,=0.8601,=1.0653,=1.4433,=1.0713,=0.8037,=0.6198,=0.7825,=0.9447,=1.0703,=1.4032,=0.0420,=0.4157,=0.0290,=0.0389,=0.0429,=0.0522,=0.0634,=0.0228,=0.0896,=0.0243,=558
="H50040",上红低波,2014-03-21,=0.0078,=10499.3200,=-0.0479,=7.9922,=0.6981,=4.6938,=5.9512,=7.0934,=9.6645,=14.3118,=0.7994,=0.3946,=0.5647,=0.6911,=0.8341,=1.3609,=1.8756,=1.5572,=0.9361,=0.6380,=0.8684,=1.2015,=1.4020,=1.6845,=0.0445,=0.4214,=0.0230,=0.0391,=0.0465,=0.0588,=0.0718,=0.0234,=0.0936,=0.0244,=361
="H30269",红利低波,2013-12-19,=0.0053,=10557.2600,=-0.0607,=7.9942,=0.7023,=4.5638,=5.5488,=6.8844,=9.4786,=14.4342,=0.8083,=0.5126,=0.5386,=0.6570,=0.8015,=1.3872,=1.9670,=1.5450,=0.9328,=0.6111,=0.8850,=1.0973,=1.4162,=1.6703,=0.0452,=0.3798,=0.0246,=0.0406,=0.0503,=0.0605,=0.0732,=0.0236,=0.0946,=0.0236,=4414
="000934",中证金融,2009-07-03,=0.0019,=5607.2200,=-0.1056,=8.0380,=0.4788,=5.7083,=6.8944,=8.0941,=8.8714,=11.5527,=0.7631,=0.2561,=0.6117,=0.7181,=0.9138,=1.1485,=1.5017,=2.1184,=0.8297,=1.1467,=1.4503,=1.8023,=2.0831,=2.6696,=0.0376,=0.5761,=0.0232,=0.0331,=0.0366,=0.0445,=0.0593,=0.0220,=0.0873,=0.0231,=1151
="000922",中证红利,2008-05-26,=-0.0057,=5342.6900,=-0.0293,=8.1608,=0.6680,=5.1762,=6.0245,=7.6566,=8.6158,=11.2156,=0.7877,=0.3794,=0.5911,=0.7110,=0.8508,=1.1086,=1.4999,=1.2067,=0.7674,=0.6332,=0.7726,=1.0440,=1.2311,=1.7101,=0.0443,=0.3637,=0.0309,=0.0399,=0.0471,=0.0596,=0.0693,=0.0233,=0.0895,=0.0228,=20119
="931446",东证红利低波,2020-04-21,=0.0047,=3242.3900,=-0.0582,=8.1972,=0.7051,=5.1478,=6.1795,=7.1461,=8.5361,=11.0216,=0.7868,=0.5638,=0.5884,=0.6956,=0.7652,=0.8713,=1.2481,=1.4625,=0.9170,=0.5909,=0.7551,=0.8891,=1.3258,=1.5979,=0.0434,=0.3073,=0.0325,=0.0416,=0.0486,=0.0565,=0.0651,=0.0224,=0.0895,=0.0240,=849
="000992",全指金融,2011-08-02,=0.0020,=5370.9000,=-0.1031,=8.2081,=0.4771,=5.9310,=7.1022,=8.2740,=9.0288,=11.6339,=0.7650,=0.2528,=0.6188,=0.7234,=0.9220,=1.1607,=1.5107,=2.1155,=0.8276,=1.1568,=1.4432,=1.8064,=2.0800,=2.6668,=0.0372,=0.5810,=0.0229,=0.0327,=0.0359,=0.0437,=0.0581,=0.0217,=0.0846,=0.0227,=2701
="000151",上国红利,2012-07-20,=-0.0085,=1560.7300,=0.0216,=8.2854,=0.9101,=4.5075,=5.3657,=6.9522,=7.7756,=10.0345,=0.7256,=0.4223,=0.5268,=0.6189,=0.7531,=0.9661,=1.3272,=1.0238,=0.3868,=0.6026,=0.8953,=1.0827,=1.3107,=1.6854,=0.0451,=0.2326,=0.0346,=0.0446,=0.0513,=0.0650,=0.0754,=0.0218,=0.0803,=0.0258,=222
="399373",大盘价值,2010-01-04,=-0.0061,=7674.4900,=-0.1049,=8.3282,=0.4907,=5.4746,=6.8623,=8.3539,=9.1146,=11.9914,=0.8420,=0.2779,=0.6410,=0.8033,=0.9430,=1.1408,=1.5001,=1.1186,=0.7497,=0.5920,=0.7817,=0.9283,=1.1432,=1.4541,=0.0441,=0.5621,=0.0275,=0.0366,=0.0427,=0.0526,=0.0641,=0.0236,=0.0939,=0.0248,=329
="000015",红利指数,2005-01-04,=-0.0064,=3066.9100,=0.0096,=8.3446,=0.8652,=4.6646,=5.5108,=7.0875,=8.0517,=10.4439,=0.7924,=0.5501,=0.5525,=0.6398,=0.7659,=1.0179,=1.3875,=1.4044,=0.8738,=0.7277,=0.8913,=1.1385,=1.3393,=1.6890,=0.0428,=0.2074,=0.0330,=0.0425,=0.0514,=0.0644,=0.0757,=0.0233,=0.0885,=0.0212,=14201
="000821",300红利,2012-07-20,=-0.0040,=6338.6600,=-0.0500,=8.3580,=0.7707,=4.9998,=6.1944,=7.5603,=8.4656,=10.9286,=0.8127,=0.3344,=0.5725,=0.7140,=0.8679,=1.0796,=1.4919,=1.3283,=0.8124,=0.6098,=0.7993,=1.0656,=1.3215,=1.6963,=0.0456,=0.4285,=0.0319,=0.0421,=0.0472,=0.0563,=0.0673,=0.0235,=0.0916,=0.0239,=1000
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0179,=3888.6800,=-0.0316,=8.3615,=0.4541,=4.8859,=6.8728,=8.8679,=11.6923,=16.1208,=0.7913,=0.3366,=0.5567,=0.7305,=0.8663,=1.1667,=1.3660,=0.8996,=0.3687,=0.5555,=0.7802,=0.9866,=1.3582,=1.5178,=0.0598,=0.6931,=0.0276,=0.0359,=0.0529,=0.0664,=0.1028,,=0.0951,,=33
="931644",800红利,2024-03-15,=-0.0074,=2499.4400,=-0.0207,=8.5475,=0.5547,=6.4729,=7.3401,=8.3757,=9.0511,=9.4757,=0.8219,=0.3321,=0.7001,=0.7714,=0.8598,=0.9070,=0.9431,=1.1970,=0.5584,=0.8423,=0.9266,=1.1370,=1.2941,=1.3602,=0.0452,=0.3577,=0.0416,=0.0431,=0.0472,=0.0579,=0.0662,=0.0236,=0.0906,=0.0231,=31
="000824",国企红利,2012-07-20,=-0.0013,=2078.8000,=-0.0199,=8.5499,=0.8186,=4.8847,=5.9406,=7.3385,=8.4421,=10.7823,=0.8187,=0.4870,=0.5610,=0.6880,=0.8266,=1.0592,=1.4469,=1.2327,=0.7781,=0.5370,=0.7016,=0.9865,=1.2552,=1.6834,=0.0443,=0.3551,=0.0328,=0.0418,=0.0481,=0.0583,=0.0694,=0.0232,=0.0892,=0.0226,=942
="000063",上证周期,2010-02-03,=-0.0224,=3595.2900,=-0.1139,=8.5561,=0.4849,=5.4761,=7.1362,=8.6065,=9.4385,=12.4946,=0.8822,=0.3113,=0.6668,=0.8368,=0.9593,=1.1068,=1.4831,=1.4739,=0.8289,=0.8113,=1.0636,=1.2494,=1.4472,=1.7571,=0.0387,=0.5080,=0.0252,=0.0350,=0.0385,=0.0518,=0.0626,=0.0245,=0.0975,=0.0256,=206
="930740",300红利LV,2018-12-04,=-0.0001,=6770.8500,=-0.0556,=8.5799,=0.7834,=5.4153,=6.8319,=7.5233,=8.6941,=9.6903,=0.8258,=0.3775,=0.6159,=0.7730,=0.8572,=0.9457,=1.0604,=1.5005,=0.7992,=0.6725,=0.8571,=1.0787,=1.5016,=1.9253,=0.0453,=0.5049,=0.0370,=0.0418,=0.0452,=0.0513,=0.0622,=0.0239,=0.0932,=0.0223,=621
="930955",红利低波100,2017-05-26,=0.0007,=11081.9700,=-0.0602,=8.6016,=0.7955,=5.0805,=6.0718,=7.4268,=8.6138,=11.5013,=0.8450,=0.5398,=0.5792,=0.6662,=0.8281,=0.9895,=1.3722,=1.4559,=0.8950,=0.5888,=0.7784,=0.9908,=1.3594,=1.7525,=0.0460,=0.3975,=0.0270,=0.0430,=0.0471,=0.0562,=0.0683,=0.0234,=0.0928,=0.0257,=2217
="000919",300价值,2008-01-21,=-0.0078,=4922.4800,=-0.0745,=8.7057,=0.6157,=5.9577,=7.3283,=8.4469,=9.2438,=12.2376,=0.8629,=0.2433,=0.6917,=0.8497,=0.9384,=1.1480,=1.5388,=1.0820,=0.7468,=0.6314,=0.7861,=0.9060,=1.1066,=1.3421,=0.0418,=0.5814,=0.0265,=0.0360,=0.0406,=0.0490,=0.0609,=0.0228,=0.0921,=0.0242,=4324
="931848",800红利低波,2024-05-21,=0.0023,=3066.9900,=-0.0311,=8.7141,=0.3221,=7.4155,=8.2245,=9.0824,=9.4751,=9.7854,=0.8442,=0.1304,=0.7315,=0.8593,=0.9202,=0.9701,=1.0024,=1.6018,=0.9941,=1.1714,=1.2343,=1.3488,=1.3830,=1.6456,=0.0431,=0.4447,=0.0399,=0.0412,=0.0437,=0.0519,=0.0594,=0.0237,=0.0929,=0.0230,=150
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0218,=8076.8200,=-0.1464,=8.8604,=0.4516,=5.7712,=7.9406,=9.0795,=10.2891,=13.0207,=0.9653,=0.2350,=0.7256,=0.9442,=1.0795,=1.2097,=1.5098,=1.6033,=0.6650,=0.9123,=1.1572,=1.4216,=1.7362,=2.4187,=0.0375,=0.5455,=0.0247,=0.0321,=0.0369,=0.0450,=0.0643,,=0.1051,,=269
="000825",央企红利,2012-07-20,=-0.0039,=3264.3200,=-0.0548,=8.8631,=0.8833,=4.7369,=6.0940,=7.3072,=8.4214,=10.5687,=0.8484,=0.4907,=0.5507,=0.6915,=0.8589,=0.9983,=1.3929,=1.1793,=0.7167,=0.6009,=0.8548,=1.0665,=1.2189,=1.7357,=0.0433,=0.2540,=0.0330,=0.0421,=0.0473,=0.0555,=0.0713,=0.0224,=0.0902,=0.0228,=351
="932305",智选高股息,2024-09-30,=0.0013,=11159.4600,=-0.0000,=9.0596,=0.6386,=7.0143,=7.4931,=8.3483,=9.4563,=10.9391,=1.0013,=0.3518,=0.8750,=0.9238,=1.0518,=1.0850,=1.1675,=0.5000,=0.0024,=0.4996,=0.7263,=0.7794,=1.2744,=1.3342,=0.0626,=0.4265,=0.0457,=0.0594,=0.0644,=0.0686,=0.0723,=0.0253,=0.1000,=0.0324,=324
="931479",证券保险,2020-05-06,=-0.0065,=930.9200,=-0.1240,=9.1824,=0.0343,=8.4973,=11.8154,=13.4621,=15.5132,=21.1012,=1.2330,=0.2171,=1.0296,=1.2181,=1.3756,=1.5647,=2.2844,=1.6741,=0.6841,=1.0318,=1.2727,=1.4604,=1.7894,=2.2879,=0.0292,=0.8246,=0.0162,=0.0225,=0.0250,=0.0288,=0.0357,=0.0256,=0.1317,=0.0302,=37
="931722",国新港股通央企红利,2023-09-13,=-0.0197,=1287.6700,=-0.0229,=9.1851,=0.7721,=5.5040,=6.7014,=7.6993,=9.4636,=10.8173,=0.8338,=0.5338,=0.6213,=0.7319,=0.8260,=0.9096,=1.0298,=0.5722,=0.6926,=0.3100,=0.3816,=0.4718,=0.6111,=0.6918,=0.0553,=0.1059,=0.0469,=0.0573,=0.0619,=0.0690,=0.0823,,=0.0875,,=356
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0198,=11189.5400,=-0.1288,=9.2188,=0.6694,=6.0524,=7.9205,=8.6613,=10.0571,=15.8114,=0.9615,=0.3602,=0.6924,=0.8979,=1.0078,=1.1579,=1.7191,=1.2944,=0.7141,=0.8066,=1.0006,=1.0914,=1.4384,=2.0876,=0.0368,=0.3796,=0.0200,=0.0332,=0.0385,=0.0445,=0.0600,,=0.1052,,=93
="399805",互联金融,2015-02-10,=0.0078,=3051.9600,=-0.2071,=9.2411,=0.1497,=7.5943,=9.7232,=11.4137,=13.1628,=16.5816,=0.9633,=0.1118,=0.7644,=1.0433,=1.4096,=1.7229,=2.0317,=1.7767,=0.7839,=1.1667,=1.4082,=1.6145,=1.7935,=2.2636,=0.0353,=0.8800,=0.0145,=0.0183,=0.0234,=0.0334,=0.0507,=0.0238,=0.0940,=0.0248,=328
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0196,=7759.3600,=-0.1295,=9.2540,=0.6735,=6.0524,=7.9235,=8.6739,=10.0793,=15.8114,=0.9647,=0.3656,=0.6924,=0.8981,=1.0090,=1.1595,=1.7191,=1.2983,=0.7158,=0.8066,=1.0008,=1.0913,=1.4423,=2.0876,=0.0366,=0.3693,=0.0200,=0.0331,=0.0384,=0.0446,=0.0600,,=0.1052,,=4753
="H30035",300非银,2012-12-21,=-0.0107,=9543.3100,=-0.1443,=9.2993,=0.0161,=8.6966,=12.9032,=15.1693,=19.3628,=26.3489,=1.2473,=0.1307,=1.0544,=1.3106,=1.6209,=2.0481,=2.4387,=1.6828,=0.4800,=1.0410,=1.4185,=1.7143,=1.9729,=2.3917,=0.0286,=0.8944,=0.0124,=0.0164,=0.0221,=0.0255,=0.0352,=0.0253,=0.1294,=0.0297,=1215
="000968",300周期,2010-05-28,=-0.0191,=4130.8200,=-0.0919,=9.3036,=0.5390,=6.1174,=7.8172,=9.1528,=10.2896,=13.3562,=0.9198,=0.3233,=0.7021,=0.8484,=1.0027,=1.1784,=1.5550,=1.5327,=0.8429,=0.8459,=1.0834,=1.2644,=1.4952,=1.8297,=0.0363,=0.5439,=0.0230,=0.0317,=0.0359,=0.0470,=0.0569,=0.0243,=0.0922,=0.0244,=99
="H30356",800价值,2014-06-09,=-0.0087,=6180.9300,=-0.0700,=9.3406,=0.6046,=6.4024,=7.6969,=9.0506,=9.9495,=13.4784,=0.9132,=0.3058,=0.7030,=0.8630,=0.9868,=1.1706,=1.6287,=1.0413,=0.7538,=0.5868,=0.7389,=0.8835,=1.0831,=1.3738,=0.0403,=0.6020,=0.0239,=0.0336,=0.0385,=0.0475,=0.0589,=0.0232,=0.0908,=0.0237,=32
="932422",A500红利低波,2025-04-09,=0.0029,=2908.8100,=-0.0626,=9.4473,=0.0069,=9.3028,=9.8364,=10.0752,=10.2329,=10.5846,=0.9169,=0.0069,=0.9028,=1.0172,=1.0412,=1.0563,=1.0978,=1.3054,=0.2440,=1.2431,=1.2992,=1.4190,=1.4711,=1.5336,=0.0446,=0.9588,=0.0388,=0.0403,=0.0411,=0.0428,=0.0455,=0.0241,=0.0948,,=336
="000925",基本面50,2009-02-26,=-0.0094,=4133.5600,=-0.1050,=9.4504,=0.5934,=6.2635,=7.9688,=9.1238,=10.0957,=12.7955,=0.9703,=0.3439,=0.7306,=0.9013,=1.0540,=1.1921,=1.5728,=1.0418,=0.6528,=0.6037,=0.7864,=0.9667,=1.1046,=1.4866,=0.0388,=0.5674,=0.0256,=0.0338,=0.0374,=0.0468,=0.0563,=0.0227,=0.0882,=0.0241,=4557
