指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=0.0027,=12400.4601,=-0.0300,=5.8774,=0.7843,=3.2016,=4.0763,=5.2060,=5.9017,=7.9938,=0.5541,=0.4347,=0.3790,=0.4566,=0.5663,=0.7134,=1.0569,=2.2060,=0.8331,=1.0856,=1.4318,=1.7460,=2.1346,=2.9053,,=0.0881,,=0.0496,=97
="H11146",港股通内地金融,2010-06-02,=0.0039,=1115.9144,=0.0138,=6.0466,=0.5093,=3.2759,=4.5177,=6.0109,=6.7500,=9.2347,=0.6135,=0.3962,=0.3797,=0.4938,=0.6695,=0.8765,=1.1859,=1.5619,=0.7624,=0.6692,=0.9478,=1.2955,=1.5980,=2.1885,,=0.0970,,=0.0478,=39
="930792",HK银行,2016-04-22,=0.0056,=4849.0096,=0.1009,=6.7216,=0.7880,=3.2659,=4.4606,=5.8465,=6.7741,=9.5632,=0.6541,=0.5735,=0.3905,=0.4962,=0.6246,=0.8015,=1.0771,=2.5569,=0.8944,=1.0519,=1.5163,=1.8530,=2.3926,=3.1066,,=0.0901,,=0.0471,=754
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0033,=4207.3300,=0.0464,=6.7860,=0.7264,=4.1647,=4.6262,=5.6500,=6.9865,=7.8218,=0.6296,=0.5943,=0.4381,=0.4942,=0.5908,=0.6872,=0.7455,=1.0639,=1,=0.5323,=0.5950,=0.7410,=0.9339,=1.0639,,=0.0921,,=0.0525,=238
="H30106",H300金融服务,2013-05-21,=-0.0007,=1558.2086,=0.0297,=6.8243,=0.4672,=4.0175,=5.3642,=6.9687,=7.7688,=11.1922,=0.7319,=0.4716,=0.4470,=0.5777,=0.7435,=0.9083,=1.2489,=1.9506,=0.8398,=0.8557,=1.1816,=1.4633,=1.8849,=2.3593,,=0.1014,,=0.0455,=20
="399986",中证银行,2013-07-15,=0.0056,=7195.8500,=-0.0536,=6.9487,=0.8276,=4.1183,=5.2599,=6.2801,=6.8480,=9.0846,=0.6610,=0.3556,=0.4848,=0.5836,=0.7195,=0.8984,=1.2416,=2.6084,=0.8709,=1.4134,=1.7842,=2.1408,=2.5002,=3.3016,=0.0226,=0.0881,=0.0236,=0.0424,=9556
="931024",港股通非银,2017-11-06,=-0.0083,=3834.2444,=-0.1070,=7.2231,=0.0043,=6.7549,=8.6274,=11.0943,=13.3685,=22.4310,=0.9830,=0.3790,=0.6237,=0.8481,=1.0479,=1.2233,=1.7592,=1.2095,=0.7888,=0.5870,=0.8751,=1.0130,=1.2278,=2.2002,,=0.1344,,=0.0405,=193
="000018",180金融,2007-12-10,=0.0022,=5236.2400,=-0.1185,=7.2706,=0.4010,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7396,=0.2574,=0.5902,=0.6965,=0.8738,=1.0696,=1.4199,=2.1832,=0.7822,=1.2355,=1.5824,=1.9483,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0400,=775
="399809",保险主题,2015-02-13,=0.0011,=2111.8000,=-0.2084,=7.3102,=0.3102,=5.4537,=6.8114,=10.5327,=15.0245,=22.8725,=0.7828,=0.2471,=0.6352,=0.7658,=1.2256,=1.4858,=1.9794,=2.1292,=0.9187,=0.5239,=0.8688,=1.0963,=1.4810,=2.3772,=0.0227,=0.1015,=0.0246,=0.0397,=1492
="000818",细分金融,2012-04-11,=-0.0001,=6484.4700,=-0.1218,=7.3505,=0.3667,=5.2356,=6.4974,=7.6854,=8.4810,=10.9951,=0.7477,=0.2541,=0.5930,=0.7010,=0.8907,=1.0928,=1.4303,=2.2264,=0.7764,=1.2689,=1.6354,=1.9850,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0394,=7
