指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0018,=12747.6139,=-0.0028,=6.1126,=0.8822,=3.2016,=4.0644,=5.1853,=5.9006,=7.9938,=0.5881,=0.5563,=0.3790,=0.4560,=0.5675,=0.7148,=1.0569,=2.3196,=0.9204,=1.0856,=1.4295,=1.7403,=2.1127,=2.9053,,=0.0932,,=0.0486,=87
="H11146",港股通内地金融,2010-06-02,=-0.0046,=1137.3100,=0.0333,=6.2625,=0.5918,=3.2759,=4.5177,=5.9419,=6.7500,=9.2347,=0.6522,=0.4499,=0.3797,=0.4938,=0.6760,=0.8765,=1.1859,=1.6227,=0.8261,=0.6692,=0.9478,=1.2750,=1.5955,=2.1885,,=0.0962,,=0.0468,=36
="399986",中证银行,2013-07-15,=0.0040,=7348.9700,=-0.0334,=7.0313,=0.8413,=4.1183,=5.2599,=6.2597,=6.8429,=9.0846,=0.6762,=0.3932,=0.4848,=0.5836,=0.7226,=0.8984,=1.2416,=2.6682,=0.9048,=1.4134,=1.7842,=2.1230,=2.4665,=3.3016,=0.0685,=0.0932,=0.0729,=0.0422,=9507
="930792",HK银行,2016-04-22,=-0.0010,=4832.9700,=0.0972,=7.0851,=0.8705,=3.2659,=4.4645,=5.8099,=6.7680,=9.5632,=0.6904,=0.6391,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.6653,=0.9671,=1.0519,=1.5167,=1.8365,=2.3587,=3.1066,,=0.0964,,=0.0466,=747
="H30106",H300金融服务,2013-05-21,=-0.0029,=1602.3100,=0.0589,=7.1862,=0.5849,=4.0175,=5.3642,=6.9438,=7.7688,=11.1922,=0.7800,=0.5626,=0.4470,=0.5777,=0.7469,=0.9083,=1.2489,=2.0292,=0.8954,=0.8557,=1.1816,=1.4567,=1.8649,=2.3593,,=0.1014,,=0.0445,=17
="000018",180金融,2007-12-10,=0.0051,=5416.2000,=-0.0882,=7.4310,=0.4724,=5.2016,=6.4287,=7.4972,=8.3012,=10.8609,=0.7680,=0.2881,=0.5902,=0.6965,=0.8816,=1.0696,=1.4199,=2.2413,=0.8298,=1.2355,=1.5824,=1.9330,=2.2035,=2.8772,=0.0781,=0.0973,=0.0761,=0.0392,=768
="399809",保险主题,2015-02-13,=0.0004,=2312.8200,=-0.1331,=7.4435,=0.3207,=5.4537,=6.8114,=10.6490,=15.0245,=22.8725,=0.8111,=0.3038,=0.6352,=0.7667,=1.2249,=1.4858,=1.9794,=2.1772,=0.9390,=0.5239,=0.8688,=1.0978,=1.4017,=2.3772,=0.0826,=0.1040,=0.0824,=0.0389,=1477
="931024",港股通非银,2017-11-06,=-0.0069,=4033.5524,=-0.0606,=7.5124,=0.0206,=6.7549,=8.7002,=11.3375,=13.3764,=22.4310,=1.0593,=0.5141,=0.6237,=0.8463,=1.0476,=1.2260,=1.7592,=1.2643,=0.8344,=0.5870,=0.8743,=1.0093,=1.2109,=2.2002,,=0.1136,,=0.0389,=187
="000818",细分金融,2012-04-11,=0.0062,=6762.8900,=-0.0841,=7.5511,=0.4621,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7800,=0.2844,=0.5930,=0.7010,=0.8995,=1.0928,=1.4303,=2.2969,=0.8326,=1.2689,=1.6354,=1.9729,=2.2561,=2.9111,=0.0780,=0.0969,=0.0769,=0.0384,=6
="931233",港股通央企红利,2017-06-28,=0.0023,=1243.4200,=0.0666,=7.7113,=0.8603,=3.6988,=4.9459,=6.3119,=7.4360,=14.0775,=0.7403,=0.6892,=0.3929,=0.5217,=0.6438,=0.8652,=1.8161,=1.0431,=0.5995,=0.4645,=0.6195,=0.9413,=1.3927,=1.7583,,=0.0974,,=0.0492,=433
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0007,=4382.4500,=0.0900,=7.7503,=1,=4.1647,=4.6135,=5.6256,=6.9045,=7.7503,=0.7380,=0.9986,=0.4381,=0.4931,=0.5846,=0.6788,=0.7390,=1.0247,=1,=0.5323,=0.5929,=0.7344,=0.9202,=1.0247,,=0.0980,,=0.0494,=227
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0023,=2999.6600,=0.0780,=7.8131,=0.9951,=3.7550,=5.0440,=5.7991,=6.6643,=7.9027,=0.7994,=0.9872,=0.4590,=0.5777,=0.6383,=0.7326,=0.8175,=1.1867,=0.9872,=0.5101,=0.6873,=0.7943,=0.9027,=1.2126,,=0.1004,,=0.0485,=277
="000914",300金融,2007-07-02,=0.0067,=6147.2600,=-0.0849,=7.9124,=0.5322,=5.2769,=6.6022,=7.8314,=8.6017,=11.3863,=0.7773,=0.2791,=0.5962,=0.7048,=0.9215,=1.1328,=1.4919,=2.1625,=0.8557,=1.1210,=1.4310,=1.8123,=2.0819,=2.7052,=0.0748,=0.0919,=0.0740,=0.0380,=339
="987016",港股通红利低波,2021-11-18,,,=0.1373,=7.9433,=1,=3.4544,=4.2904,=4.8766,=6.6099,=7.9433,=0.7460,=0.9991,=0.4152,=0.4846,=0.5370,=0.6380,=0.7467,=1.2881,=0.9991,=0.5827,=0.6584,=0.7890,=1.0710,=1.2881,,=0.0953,,=0.0495,=129
="H11140",香港红利,2009-07-23,=0.0029,=4183.5500,=0.1458,=8.0382,=0.7877,=3.0693,=4.4554,=5.9842,=8.3133,=13.9623,=0.7721,=0.7123,=0.3833,=0.5103,=0.6296,=0.8659,=1.1652,=1.2723,=0.7484,=0.5431,=0.7464,=0.9724,=1.5383,=2.1349,,=0.0985,,=0.0499,=31
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0020,=4735.0700,=0.0598,=8.1219,=0.9195,=3.5572,=4.6368,=5.9662,=7.1648,=9.5068,=0.7415,=0.7468,=0.3828,=0.4847,=0.5775,=0.8170,=1.1073,=0.9715,=0.6040,=0.4386,=0.6509,=0.8431,=1.4204,=2.0623,,=0.0887,,=0.0506,=1465
="H30270",红利价值,2013-12-19,=0.0092,=9910.0500,=0.0396,=8.2000,=0.7879,=4.4543,=5.4266,=6.7407,=8.7393,=13.0955,=0.8337,=0.6589,=0.5256,=0.6483,=0.7611,=1.2545,=1.7317,=1.6571,=1,=0.5854,=0.8106,=0.9954,=1.2751,=1.6571,=0.0717,=0.0975,=0.0748,=0.0407,=180
="000934",中证金融,2009-07-03,=0.0063,=5758.3500,=-0.0815,=8.2054,=0.5470,=5.7083,=6.8944,=8.0803,=8.8714,=11.5527,=0.7874,=0.2749,=0.6117,=0.7181,=0.9276,=1.1488,=1.5017,=2.1607,=0.8594,=1.1467,=1.4503,=1.8024,=2.0703,=2.6696,=0.0733,=0.0889,=0.0723,=0.0370,=1150
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0001,=1385.4200,=0.0862,=8.3379,=0.8753,=3.6777,=4.8612,=6.6082,=7.7820,=10.6953,=0.7787,=0.6729,=0.4041,=0.5046,=0.6482,=0.9078,=1.1746,=1.2099,=0.6713,=0.5013,=0.7008,=1.0658,=1.5005,=1.9871,,=0.0935,,=0.0498,=912
="931157",SHS红利成长LV,2019-04-25,=0.0033,=7569.0500,=0.0154,=8.3419,=0.7993,=4.1261,=5.5808,=6.8878,=8.3483,=11.5318,=0.8504,=0.6460,=0.5154,=0.6251,=0.8089,=0.9285,=1.5888,=1.6306,=0.9983,=0.5018,=0.7082,=1.0316,=1.3922,=1.6333,,=0.0965,,=0.0462,=314
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0035,=2803.7700,=0.1316,=8.3602,=1,=3.8979,=4.9448,=5.8384,=7.1472,=8.3602,=0.7562,=0.9524,=0.4277,=0.5163,=0.5751,=0.6772,=0.8197,=1.2936,=0.9818,=0.5333,=0.6960,=0.8705,=1.1138,=1.3442,,=0.0917,,=0.0489,=483
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0029,=3944.9100,=0.0974,=8.4471,=0.9975,=4.9972,=5.5351,=6.0846,=7.6152,=8.5137,=0.8263,=0.9988,=0.5264,=0.5917,=0.6297,=0.7472,=0.8279,=1.0078,=0.9902,=0.5404,=0.5926,=0.6622,=0.8472,=1.0198,,=0.0966,,=0.0458,=108
="000992",全指金融,2011-08-02,=0.0059,=5514.9200,=-0.0790,=8.4523,=0.5721,=5.9310,=7.1022,=8.2502,=9.0288,=11.6339,=0.7901,=0.2758,=0.6188,=0.7234,=0.9365,=1.1610,=1.5107,=2.1429,=0.8500,=1.1568,=1.4432,=1.8065,=2.0696,=2.6668,=0.0720,=0.0851,=0.0697,=0.0364,=2698
="932596",港股通红利低波,2016-02-04,=0.0017,=4377.0500,=0.1284,=8.4524,=0.9728,=7.4451,=7.8127,=8.1023,=8.3001,=8.5745,=0.7933,=0.9932,=0.6528,=0.6877,=0.7186,=0.7604,=0.7940,=1.3823,=0.9660,=1.2161,=1.2762,=1.3260,=1.3648,=1.4099,,,,=0.0477,=82
="930992",沪港深红利低波,2017-06-28,=0.0050,=5816.3200,=0.0447,=8.4535,=0.9981,=4.0130,=5.1287,=5.8358,=7.5603,=8.5012,=0.7923,=0.9981,=0.4277,=0.5363,=0.5890,=0.7106,=0.7930,=1.2284,=0.8808,=0.4496,=0.5986,=0.8174,=1.1752,=1.3912,,=0.0942,,=0.0483,=32
="930914",港股通高股息,2016-11-25,=0.0046,=5399.0500,=0.0979,=8.4700,=0.8789,=3.4280,=4.4136,=5.8838,=7.7633,=11.1979,=0.8177,=0.7560,=0.3979,=0.5015,=0.6127,=0.8534,=1.1764,=1.3139,=0.8345,=0.5144,=0.7004,=0.9205,=1.2462,=2.2126,,=0.1000,,=0.0492,=684
="931446",东证红利低波,2020-04-21,=0.0066,=3473.3200,=0.0089,=8.6097,=0.8263,=5.1478,=6.1610,=7.0931,=8.5414,=11.0216,=0.8224,=0.7011,=0.5884,=0.6943,=0.7623,=0.8748,=1.2481,=1.5519,=0.9810,=0.5909,=0.7522,=0.8821,=1.3100,=1.5979,=0.0725,=0.0941,=0.0749,=0.0418,=803
="000029",180价值,2009-01-09,=0.0064,=4243.1900,=-0.0472,=8.6193,=0.8405,=5.6894,=6.9075,=7.8865,=8.5049,=10.8138,=0.8388,=0.3590,=0.6666,=0.8069,=0.8637,=1.0653,=1.4433,=1.1146,=0.9044,=0.6198,=0.7825,=0.9448,=1.0664,=1.4032,=0.0720,=0.0955,=0.0779,=0.0395,=553
="H30269",红利低波,2013-12-19,=0.0035,=11395.8800,=0.0139,=8.6295,=0.7968,=4.5638,=5.5488,=6.8368,=9.4786,=14.4342,=0.8805,=0.6171,=0.5386,=0.6570,=0.8017,=1.3872,=1.9670,=1.6633,=1,=0.6111,=0.8850,=1.0977,=1.4134,=1.6633,=0.0718,=0.0970,=0.0686,=0.0422,=4038
