指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=0.0216,=4465.3100,=1.0785,=243.5816,=0.9394,=70.4245,=117.4082,=131.9021,=167.4358,=348.7588,=12.7220,=0.9515,=2.8469,=4.7886,=5.4209,=7.0017,=17.6268,=27.5812,=0.9515,=7.2923,=10.9751,=12.9549,=15.6348,=37.4011,=0.0009,=0.2384,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=143
="931743",半导体材料设备,2012-12-21,=0.0242,=10191.7200,=0.9793,=165.5259,=0.9651,=30.1973,=39.8789,=61.0396,=89.1923,=224.0742,=12.5182,=0.9664,=2.5588,=3.4295,=4.3064,=7.0218,=17.1334,=19.2677,=0.9703,=2.5903,=3.1703,=3.8501,=11.1589,=25.3851,=0.0012,=0.0310,=0.0009,=0.0020,=0.0029,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=289
="931865",中证半导,2019-03-20,=0.0204,=8899.4900,=0.7983,=186.4326,=0.9605,=32.8138,=45.6766,=73.8074,=128.8890,=255.0466,=11.7445,=0.9506,=3.3892,=4.1492,=5.2646,=8.4870,=15.8034,=21.8377,=0.9684,=6.4190,=7.7039,=8.7911,=15.1606,=28.9040,=0.0009,=0.0336,=0.0006,=0.0011,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=218
="931144",通信技术,2019-05-30,=0.0314,=3748.2200,=0.6100,=76.8074,=0.9485,=22.8153,=30.4694,=37.1030,=52.0063,=113.1406,=11.4239,=0.9725,=2.5671,=3.1131,=3.7254,=4.8098,=15.3977,=6.9862,=0.9697,=1.6428,=2.1082,=2.4974,=3.4180,=9.4991,=0.0029,=0.0303,=0.0021,=0.0043,=0.0065,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=257
="000685",科创芯片,2022-06-13,=0.0210,=4100.7600,=0.5691,=238.4964,=0.9654,=42.1555,=70.0534,=118.8421,=180.9601,=335.4323,=11.4015,=0.9644,=3.1235,=4.0884,=5.1752,=7.6815,=15.4697,=23.5718,=0.9694,=7.4796,=10.0697,=12.2843,=15.8184,=31.9311,=0.0007,=0.0306,=0.0005,=0.0011,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=508
="H30184",半导体,2013-07-15,=0.0176,=13714.8200,=0.4904,=135.8329,=0.9670,=33.2056,=51.7038,=78.6176,=107.7259,=186.6477,=9.3938,=0.9526,=2.5082,=3.4337,=4.8804,=7.4709,=12.7528,=14.8635,=0.9860,=1.3963,=2.6456,=7.0225,=9.4800,=20.0377,=0.0013,=0.0219,=0.0010,=0.0017,=0.0024,=0.0035,=0.0070,=0.0203,=0.0527,=0.0094,=3393
="932066",半导体行业精选,2023-11-10,=0.0161,=5978.3900,=0.4718,=108.3179,=0.8981,=50.1901,=65.2489,=83.3760,=99.6683,=142.8699,=9.2521,=0.9025,=3.1655,=4.1445,=6.7530,=8.4034,=12.2533,=14.1282,=0.9235,=6.6489,=8.4006,=10.7968,=12.5741,=18.4956,=0.0016,=0.1319,=0.0012,=0.0017,=0.0022,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=6
="990001",中华半导体芯片,2019-03-18,=0.0175,=17382.1500,=0.4379,=137.1751,=0.9399,=33.1780,=61.4543,=86.0343,=116.8362,=187.5449,=9.2637,=0.9527,=3.1429,=4.2830,=5.3475,=7.4898,=12.4905,=14.5675,=0.9800,=3.3238,=6.0903,=7.1251,=9.5488,=19.5120,=0.0011,=0.0184,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1385
="H30007",芯片产业,2012-12-20,=0.0178,=4531.9500,=0.4312,=118.2016,=0.8412,=24.2382,=40.3144,=71.4388,=113.1496,=186.5687,=9.4140,=0.9666,=1.9412,=3.6288,=4.5347,=7.2667,=12.9184,=14.2492,=0.9831,=1.5871,=3.6957,=6.5575,=8.3527,=19.5328,=0.0011,=0.0136,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=540
="980017",国证芯片,2015-02-17,=0.0197,=17801.5800,=0.4032,=131.6111,=0.8984,=30.3742,=55.8379,=81.2249,=108.3975,=227.4136,=9.9083,=0.9746,=3.1638,=4.1025,=5.7737,=7.5051,=13.5798,=15.4251,=0.9799,=3.6283,=5.7944,=6.6763,=8.1162,=20.9165,=0.0010,=0.0213,=0.0008,=0.0016,=0.0021,=0.0027,=0.0044,=0.0146,=0.0397,=0.0130,=2617
