指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=0.0364,=4495.2000,=1.0925,=246.5979,=0.9412,=70.4245,=117.4082,=131.6148,=167.1107,=348.7588,=12.8796,=0.9533,=2.8469,=4.7886,=5.4050,=6.9805,=17.6268,=27.9227,=0.9533,=7.2923,=10.9751,=12.9477,=15.5368,=37.4011,=0.0008,=0.2191,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=142
="931743",半导体材料设备,2012-12-21,=0.0329,=10246.7300,=0.9900,=166.6725,=0.9689,=30.1973,=39.8765,=60.8922,=89.1195,=224.0742,=12.6049,=0.9689,=2.5588,=3.4273,=4.3047,=7.0212,=17.1334,=19.4012,=0.9741,=2.5903,=3.1610,=3.8449,=11.1232,=25.3851,=0.0011,=0.0285,=0.0009,=0.0020,=0.0029,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=286
="931865",中证半导,2019-03-20,=0.0185,=8977.2200,=0.8140,=187.2747,=0.9614,=32.8138,=45.6766,=73.7488,=127.9941,=255.0466,=11.7975,=0.9525,=3.3892,=4.1492,=5.2569,=8.4303,=15.8034,=21.9364,=0.9703,=6.4190,=7.7039,=8.7798,=15.1170,=28.9040,=0.0008,=0.0297,=0.0006,=0.0011,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=216
="000685",科创芯片,2022-06-13,=-0.0018,=4086.8800,=0.5638,=238.1066,=0.9653,=42.1555,=70.0534,=118.8318,=180.6435,=335.4323,=11.3829,=0.9644,=3.1235,=4.0884,=5.1676,=7.6597,=15.4697,=23.5332,=0.9693,=7.4796,=10.0697,=12.2838,=15.7877,=31.9311,=0.0007,=0.0307,=0.0005,=0.0011,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=506
="931144",通信技术,2019-05-30,=-0.0252,=3606.8700,=0.5492,=73.5714,=0.9404,=22.8153,=30.4640,=37.0464,=51.9197,=113.1406,=10.9427,=0.9662,=2.5671,=3.1120,=3.7136,=4.8020,=15.3977,=6.6919,=0.9639,=1.6428,=2.1074,=2.4960,=3.4170,=9.4991,=0.0030,=0.0361,=0.0021,=0.0043,=0.0065,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=254
="H30184",半导体,2013-07-15,=-0.0042,=13626.2900,=0.4807,=135.8212,=0.9670,=33.2056,=51.7038,=78.4883,=107.7063,=186.6477,=9.3469,=0.9501,=2.5082,=3.4316,=4.8785,=7.4694,=12.7528,=14.8038,=0.9860,=1.3963,=2.6456,=7.0183,=9.4784,=20.0377,=0.0013,=0.0235,=0.0010,=0.0017,=0.0024,=0.0036,=0.0070,=0.0203,=0.0527,=0.0094,=3390
="932066",半导体行业精选,2023-11-10,=-0.0004,=5948.7000,=0.4645,=107.8284,=0.8917,=50.1901,=65.2489,=83.3331,=99.2786,=142.8699,=9.2105,=0.9008,=3.1655,=4.1445,=6.7512,=8.3826,=12.2533,=14.0643,=0.9173,=6.6489,=8.4006,=10.7785,=12.5349,=18.4956,=0.0016,=0.1368,=0.0012,=0.0017,=0.0022,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=4
="990001",中华半导体芯片,2019-03-18,=-0.0079,=17298.1300,=0.4310,=137.3927,=0.9409,=33.1780,=61.4543,=86.0186,=116.6789,=187.5449,=9.2244,=0.9510,=3.1429,=4.2830,=5.3450,=7.4853,=12.4905,=14.5219,=0.9799,=3.3238,=6.0903,=7.1250,=9.5352,=19.5120,=0.0011,=0.0184,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1383
="H30007",芯片产业,2012-12-20,=-0.0053,=4511.8500,=0.4248,=130.5945,=0.9266,=24.2382,=40.3144,=71.3328,=113.0710,=186.5687,=9.4492,=0.9682,=1.9412,=3.6288,=4.5332,=7.2567,=12.9184,=14.4036,=0.9852,=1.5871,=3.6950,=6.5570,=8.3432,=19.5328,=0.0011,=0.0140,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=538
="980017",国证芯片,2015-02-17,=-0.0070,=17742.7700,=0.3986,=131.3887,=0.8977,=30.3742,=55.7523,=81.1185,=108.3362,=227.4136,=9.8916,=0.9746,=3.1638,=4.0981,=5.7686,=7.5017,=13.5798,=15.3990,=0.9799,=3.6283,=5.7908,=6.6729,=8.1118,=20.9165,=0.0010,=0.0213,=0.0008,=0.0016,=0.0021,=0.0027,=0.0044,=0.0146,=0.0397,=0.0130,=2614
