指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=0.0247,=4741.3886,=1.2071,=257.6321,=0.9539,=70.4245,=117.4285,=132.2897,=167.9960,=348.7588,=13.4975,=0.9599,=2.8469,=4.7915,=5.4652,=7.0135,=17.6268,=29.1841,=0.9619,=7.2923,=10.9919,=12.9761,=15.6968,=37.4011,=0.0008,=0.1503,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=147
="931743",半导体材料设备,2012-12-21,=0.0218,=10728.0242,=1.0834,=173.5277,=0.9756,=30.1973,=40.0333,=61.1628,=89.3050,=224.0742,=13.1413,=0.9743,=2.5588,=3.4348,=4.3118,=7.0574,=17.1334,=20.2022,=0.9769,=2.5903,=3.1786,=3.8556,=11.1864,=25.3851,=0.0011,=0.0231,=0.0009,=0.0020,=0.0029,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=290
="931865",中证半导,2019-03-20,=0.0157,=9306.3365,=0.8805,=191.2660,=0.9685,=32.8138,=45.7023,=73.8426,=129.5543,=255.0466,=12.1732,=0.9606,=3.3892,=4.1499,=5.2925,=8.5128,=15.8034,=22.5440,=0.9744,=6.4190,=7.7047,=8.7967,=15.2118,=28.9040,=0.0008,=0.0246,=0.0006,=0.0011,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=219
="931144",通信技术,2019-05-30,=-0.0131,=3999.6667,=0.7180,=80.7669,=0.9549,=22.8153,=30.4694,=37.1274,=52.1366,=113.1406,=12.1059,=0.9783,=2.5671,=3.1131,=3.7374,=4.8225,=15.3977,=7.3841,=0.9760,=1.6428,=2.1082,=2.5046,=3.4216,=9.4991,=0.0027,=0.0217,=0.0021,=0.0043,=0.0064,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=257
="000685",科创芯片,2022-06-13,=0.0019,=4285.7600,=0.6399,=235.5152,=0.9616,=42.1555,=70.3641,=119.1304,=181.2900,=335.4323,=11.8062,=0.9685,=3.1235,=4.0895,=5.1827,=7.6968,=15.4697,=24.2759,=0.9715,=7.4796,=10.0758,=12.3244,=15.8384,=31.9311,=0.0007,=0.0285,=0.0005,=0.0010,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=509
="H30184",半导体,2013-07-15,=0.0006,=14289.3169,=0.5528,=137.6822,=0.9720,=33.2056,=51.7038,=78.7032,=107.8318,=186.6477,=9.7051,=0.9600,=2.5082,=3.4337,=4.8873,=7.4822,=12.7528,=15.3454,=0.9876,=1.3963,=2.6456,=7.0318,=9.5363,=20.0377,=0.0013,=0.0169,=0.0010,=0.0017,=0.0024,=0.0035,=0.0070,=0.0203,=0.0527,=0.0094,=3396
="932066",半导体行业精选,2023-11-10,=-0.0016,=6202.1001,=0.5269,=109.6669,=0.9076,=50.1901,=65.3279,=83.4372,=100.3888,=142.8699,=9.5130,=0.9151,=3.1655,=4.1490,=6.7630,=8.4251,=12.2533,=14.5144,=0.9300,=6.6489,=8.4035,=10.8267,=12.5959,=18.4956,=0.0015,=0.1013,=0.0012,=0.0016,=0.0022,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=6
="990001",中华半导体芯片,2019-03-18,=-0.0004,=18039.2451,=0.4923,=138.2735,=0.9434,=33.1780,=61.5415,=86.1597,=116.8936,=187.5449,=9.5479,=0.9611,=3.1429,=4.2841,=5.3528,=7.4992,=12.4905,=14.9725,=0.9828,=3.3238,=6.0957,=7.1275,=9.5704,=19.5120,=0.0011,=0.0161,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1385
="H30007",芯片产业,2012-12-20,=-0.0011,=4699.7192,=0.4841,=120.5958,=0.8586,=24.2382,=40.3144,=71.5248,=113.4115,=186.5687,=9.6659,=0.9757,=1.9412,=3.6288,=4.5415,=7.2787,=12.9184,=14.6709,=0.9868,=1.5871,=3.6957,=6.5602,=8.3668,=19.5328,=0.0011,=0.0111,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=541
="980017",国证芯片,2015-02-17,=0.0005,=18595.8600,=0.4658,=136.4293,=0.9216,=30.3742,=55.8379,=81.3526,=109.1441,=227.4136,=10.3025,=0.9817,=3.1638,=4.1025,=5.7831,=7.5160,=13.5798,=15.9916,=0.9841,=3.6283,=5.7944,=6.6869,=8.1773,=20.9165,=0.0010,=0.0183,=0.0008,=0.0016,=0.0020,=0.0027,=0.0044,=0.0146,=0.0397,=0.0130,=2616
="000682",科创信息,2021-08-16,=0.0021,=2896.4000,=0.4527,=183.6392,=0.9648,=41.6131,=61.4143,=93.4184,=135.7900,=255.5918,=10.7887,=0.9723,=3.3247,=4.3580,=5.4024,=6.8880,=13.8809,=16.7373,=0.9732,=5.5790,=7.3236,=8.9201,=11.5275,=21.7670,=0.0013,=0.0193,=0.0011,=0.0020,=0.0030,=0.0038,=0.0070,=0.0200,=0.0432,=0.0072,=106
="931079",5G通信,2019-04-25,=-0.0141,=2799.4434,=0.4521,=54.9735,=0.9617,=21.0709,=27.7203,=33.6572,=44.6665,=103.6981,=8.3143,=0.9769,=2.3623,=3.0455,=3.6315,=5.3329,=10.5199,=3.2028,=0.9679,=1.1916,=1.4915,=1.8818,=2.3699,=4.2354,=0.0047,=0.1139,=0.0036,=0.0056,=0.0082,=0.0121,=0.0152,=0.0389,=0.1398,=0.0276,=2284
="H30318",科技传媒通信150,2014-04-15,=-0.0078,=4449.5109,=0.4471,=67.8241,=0.9509,=19.8534,=28.8631,=38.1291,=50.0679,=90.7292,=10.3393,=0.9885,=2.0037,=2.4801,=3.5037,=4.4082,=13.0479,=5.2688,=0.9814,=1.2409,=1.8640,=2.3034,=2.8363,=6.8164,=0.0034,=0.0049,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.0368,=0.1091,=0.0211,=49
="931688",中证算力,2022-07-21,,,=0.4253,=38.6775,=0.9346,=18.0036,=20.8143,=24.0116,=32.5510,=44.9092,=4.0972,=0.9358,=1.6529,=1.9019,=2.2853,=3.3786,=4.7747,=2.8621,=0.9321,=1.3731,=1.5946,=1.8195,=2.5035,=3.3716,=0.0144,=0.0340,=0.0131,=0.0191,=0.0261,=0.0299,=0.0338,=0.0245,=0.1011,=0.0224,=110
="399363",云科技,2009-08-03,=-0.0153,=13093.6900,=0.4014,=38.2341,=0.2874,=25.0041,=36.0533,=41.5585,=48.7862,=74.9161,=4.3740,=0.3662,=3.0187,=3.9515,=4.6450,=5.5540,=10.4646,=2.9789,=0.4845,=1.6015,=2.2265,=3.0488,=3.7066,=4.3638,=0.0133,=0.9546,=0.0046,=0.0055,=0.0070,=0.0104,=0.0160,=0.0491,=0.1469,=0.0254,=287
="000690",科创成长,2022-11-04,=0.0038,=2615.3400,=0.3949,=117.1279,=0.6242,=26.4295,=46.3146,=83.4093,=154.6490,=288.8500,=13.8132,=0.9052,=3.7827,=4.8585,=5.6108,=12.2950,=18.2315,=14.8507,=0.8137,=2.7510,=4.0147,=6.7392,=14.5466,=20.0971,=0.0014,=0.0229,=0.0011,=0.0021,=0.0034,=0.0053,=0.0127,=0.0188,=0.1043,=0.0143,=149
