指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q2),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q2),关注度
="931024",港股通非银,2017-11-06,=-0.0113,=3904.3000,=-0.0907,=5.5812,=0,=5.5812,=8.4279,=10.8842,=13.2896,=22.4310,=0.9652,=0.3419,=0.6237,=0.8536,=1.0388,=1.2203,=1.7592,=1.0933,=0.6330,=0.5870,=0.8777,=1.0209,=1.2306,=2.2002,=0.0444,=0.9011,=0.0165,=0.0270,=0.0347,=0.0414,=0.0611,,=0.1345,=0.0629,=219
="H11146",港股通内地金融,2010-06-02,=-0.0196,=1170.5500,=0.0635,=5.7964,=0.4538,=3.2759,=4.5177,=6.0258,=6.7422,=9.2347,=0.6297,=0.4359,=0.3797,=0.4938,=0.6566,=0.8694,=1.1859,=1.5357,=0.7214,=0.6692,=0.9478,=1.3187,=1.6010,=2.1885,=0.0485,=0.4635,=0.0302,=0.0445,=0.0500,=0.0726,=0.0994,,=0.0970,=0.0476,=52
="932584",智选港股通红利低波,2026-06-11,=-0.0067,=1708.5100,,=5.9432,=0.3030,=5.4952,=5.8400,=6.0802,=6.1986,=6.4396,=0.6283,=0.5152,=0.5613,=0.5965,=0.6278,=0.6414,=0.6578,=0.9395,=0.4394,=0.8443,=0.8972,=0.9437,=0.9623,=0.9893,=0.0574,=0.7273,=0.0530,=0.0549,=0.0561,=0.0584,=0.0621,,,,=19
="931039",银行AH,2017-12-06,=-0.0146,=12990.8700,=0.0162,=6.2106,=0.9032,=3.2016,=4.1016,=5.2645,=5.9139,=7.9938,=0.5827,=0.5610,=0.3790,=0.4593,=0.5659,=0.7102,=1.0569,=2.3040,=0.9090,=1.0856,=1.4362,=1.7599,=2.1770,=2.9053,=0.0487,=0.1756,=0.0324,=0.0491,=0.0544,=0.0736,=0.0997,=0.0438,=0.0881,=0.0451,=112
="H30106",H300金融服务,2013-05-21,=-0.0191,=1654.0600,=0.0931,=6.7000,=0.4392,=4.0175,=5.3642,=6.9808,=7.7531,=11.1922,=0.7631,=0.5539,=0.4470,=0.5777,=0.7401,=0.9058,=1.2489,=1.9362,=0.8114,=0.8557,=1.1816,=1.4768,=1.9251,=2.3593,=0.0454,=0.3958,=0.0288,=0.0433,=0.0472,=0.0664,=0.0918,,=0.1014,=0.0500,=26
="931479",证券保险,2020-05-06,=-0.0079,=888.4600,=-0.1639,=6.8623,=0,=6.8623,=11.5907,=13.2909,=15.4259,=21.1012,=1.1904,=0.1712,=1.0296,=1.2199,=1.3664,=1.5565,=2.2844,=1.4478,=0.4664,=1.0318,=1.2786,=1.4716,=1.7780,=2.2879,=0.0330,=0.9761,=0.0162,=0.0225,=0.0252,=0.0290,=0.0357,=0.0884,=0.1317,=0.0613,=63
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0118,=4114.7100,=0.0234,=6.9465,=0.7805,=4.1647,=4.6778,=5.7524,=6.9948,=7.8218,=0.6419,=0.6326,=0.4381,=0.4982,=0.6001,=0.6831,=0.7455,=1.0866,=0.9729,=0.5323,=0.5995,=0.7614,=0.9716,=1.1223,=0.0521,=0.0888,=0.0487,=0.0556,=0.0675,=0.0860,=0.0936,=0.0453,=0.0921,=0.0475,=275
="H30035",300非银,2012-12-21,=-0.0084,=9185.8800,=-0.1764,=6.9515,=0,=6.9515,=12.6197,=15.1161,=19.3203,=26.3489,=1.2036,=0.1035,=1.0544,=1.2917,=1.5957,=2.0358,=2.4387,=1.4569,=0.2300,=1.0410,=1.4185,=1.6890,=1.9690,=2.3917,=0.0325,=0.9893,=0.0124,=0.0164,=0.0222,=0.0261,=0.0352,=0.0873,=0.1294,=0.0605,=1272
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0145,=2940.7500,=0.0568,=7.0761,=0.8277,=3.7550,=5.0590,=5.8735,=6.9455,=7.9027,=0.7439,=0.8023,=0.4590,=0.5806,=0.6437,=0.7428,=0.8175,=1.1005,=0.8744,=0.5101,=0.6897,=0.8040,=0.9412,=1.2126,=0.0517,=0.1118,=0.0478,=0.0533,=0.0617,=0.0790,=0.1052,,=0.0995,=0.0500,=287
="000018",180金融,2007-12-10,=-0.0119,=5445.2500,=-0.0834,=7.1421,=0.3384,=5.2016,=6.4287,=7.4932,=8.3012,=10.8609,=0.7778,=0.3549,=0.5902,=0.6965,=0.8524,=1.0577,=1.4199,=2.1720,=0.7543,=1.2355,=1.5824,=1.9635,=2.2159,=2.8772,=0.0396,=0.5297,=0.0246,=0.0353,=0.0392,=0.0493,=0.0636,=0.0529,=0.0959,=0.0477,=780
