指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=0.0002,=12449.6905,=-0.0261,=5.9363,=0.8204,=3.2016,=4.0674,=5.1874,=5.9045,=7.9938,=0.5595,=0.4606,=0.3790,=0.4563,=0.5670,=0.7145,=1.0569,=2.2281,=0.8508,=1.0856,=1.4299,=1.7422,=2.1236,=2.9053,,=0.0881,,=0.0491,=91
="H11146",港股通内地金融,2010-06-02,=0.0034,=1166.0833,=0.0594,=6.2718,=0.5959,=3.2759,=4.5177,=5.9781,=6.7500,=9.2347,=0.6364,=0.4232,=0.3797,=0.4938,=0.6742,=0.8765,=1.1859,=1.6201,=0.8233,=0.6692,=0.9478,=1.2815,=1.5976,=2.1885,,=0.0970,,=0.0461,=36
="930792",HK银行,2016-04-22,=-0.0032,=4832.4839,=0.0971,=6.7478,=0.7937,=3.2659,=4.4645,=5.8228,=6.7741,=9.5632,=0.6567,=0.5757,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.5669,=0.9050,=1.0519,=1.5167,=1.8404,=2.3741,=3.1066,,=0.0901,,=0.0469,=750
="399986",中证银行,2013-07-15,=-0.0025,=7157.7400,=-0.0586,=6.8364,=0.7958,=4.1183,=5.2599,=6.2654,=6.8477,=9.0846,=0.6473,=0.3065,=0.4848,=0.5836,=0.7217,=0.8984,=1.2416,=2.5663,=0.8428,=1.4134,=1.7842,=2.1264,=2.4787,=3.3016,=0.0226,=0.0881,=0.0236,=0.0431,=9521
="H30106",H300金融服务,2013-05-21,=-0.0012,=1635.6577,=0.0809,=7.0739,=0.5363,=4.0175,=5.3642,=6.9585,=7.7688,=11.1922,=0.7587,=0.5229,=0.4470,=0.5777,=0.7466,=0.9083,=1.2489,=2.0219,=0.8881,=0.8557,=1.1816,=1.4585,=1.8730,=2.3593,,=0.1014,,=0.0439,=17
="000018",180金融,2007-12-10,=-0.0025,=5379.8700,=-0.0944,=7.3462,=0.4336,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7441,=0.2533,=0.5902,=0.6965,=0.8795,=1.0696,=1.4199,=2.2059,=0.7995,=1.2355,=1.5824,=1.9362,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0396,=769
="399809",保险主题,2015-02-13,=-0.0066,=2361.2000,=-0.1150,=7.3785,=0.3127,=5.4537,=6.8114,=10.6228,=15.0245,=22.8725,=0.7855,=0.2488,=0.6352,=0.7667,=1.2256,=1.4858,=1.9794,=2.1491,=0.9253,=0.5239,=0.8688,=1.0963,=1.4137,=2.3772,=0.0227,=0.1015,=0.0246,=0.0393,=1482
="000818",细分金融,2012-04-11,,,=-0.0856,=7.4707,=0.4286,=5.2356,=6.4974,=7.6854,=8.4810,=10.9951,=0.7569,=0.2537,=0.5930,=0.7010,=0.8963,=1.0928,=1.4303,=2.2628,=0.8020,=1.2689,=1.6354,=1.9763,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0388,=6
="931233",港股通央企红利,2017-06-28,=0.0027,=1257.9964,=0.0791,=7.5619,=0.8349,=3.6988,=4.9509,=6.3171,=7.4456,=14.0775,=0.7113,=0.6504,=0.3929,=0.5219,=0.6445,=0.8649,=1.8161,=1.0267,=0.5914,=0.4645,=0.6199,=0.9441,=1.3923,=1.7583,,=0.0906,,=0.0495,=441
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0043,=4492.6300,=0.1174,=7.6092,=0.9876,=4.1647,=4.6230,=5.6357,=6.9183,=7.8218,=0.7110,=0.9530,=0.4381,=0.4938,=0.5860,=0.6833,=0.7455,=1.0111,=0.9807,=0.5323,=0.5931,=0.7362,=0.9213,=1.0366,,=0.0921,,=0.0496,=234
