指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=0.0025,=11951.0300,=-0.0651,=5.6263,=0.6673,=3.2016,=4.0862,=5.2328,=5.9017,=7.9938,=0.5320,=0.3603,=0.3790,=0.4576,=0.5653,=0.7124,=1.0569,=2.1118,=0.7854,=1.0856,=1.4330,=1.7506,=2.1394,=2.9053,=0.0519,=0.3847,=0.0324,=0.0492,=0.0547,=0.0738,=0.0997,,=0.0881,,=100
="H11146",港股通内地金融,2010-06-02,=0.0061,=1070.2700,=-0.0276,=5.7910,=0.4586,=3.2759,=4.5177,=6.0271,=6.7500,=9.2347,=0.5880,=0.3702,=0.3797,=0.4938,=0.6637,=0.8765,=1.1859,=1.5000,=0.7076,=0.6692,=0.9478,=1.3123,=1.5984,=2.1885,=0.0498,=0.4899,=0.0302,=0.0445,=0.0502,=0.0726,=0.0994,,=0.0970,,=41
="932584",智选港股通红利低波,2026-06-11,=0.0127,=1714.4600,,=5.8399,=0.6190,=5.4952,=5.6356,=5.7668,=6.0802,=6.2685,=0.5965,=0.6190,=0.5613,=0.5756,=0.5890,=0.6211,=0.6403,=0.8972,=0.6190,=0.8443,=0.8658,=0.8860,=0.9341,=0.9631,=0.0584,=0.3810,=0.0544,=0.0561,=0.0589,=0.0603,=0.0621,,,,=10
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0144,=3876.2800,=-0.0359,=6.4338,=0.6580,=4.1647,=4.6476,=5.6868,=6.9532,=7.8218,=0.5969,=0.5196,=0.4381,=0.4951,=0.5910,=0.6854,=0.7455,=1.0087,=0.9608,=0.5323,=0.5965,=0.7473,=0.9449,=1.0875,=0.0553,=0.1436,=0.0487,=0.0570,=0.0696,=0.0865,=0.0936,,=0.0921,,=249
="930792",HK银行,2016-04-22,=-0.0021,=4750.6300,=0.0786,=6.5298,=0.7262,=3.2659,=4.4606,=5.8909,=6.7902,=9.5632,=0.6361,=0.5236,=0.3905,=0.4962,=0.6240,=0.8015,=1.0771,=2.4866,=0.8367,=1.0519,=1.5163,=1.8754,=2.4075,=3.1066,=0.0483,=0.1383,=0.0355,=0.0501,=0.0564,=0.0743,=0.1045,,=0.0901,,=751
="H30106",H300金融服务,2013-05-21,=0.0044,=1537.7700,=0.0162,=6.7051,=0.4404,=4.0175,=5.3642,=6.9740,=7.7688,=11.1922,=0.7184,=0.4453,=0.4470,=0.5777,=0.7403,=0.9083,=1.2489,=1.9148,=0.8110,=0.8557,=1.1816,=1.4704,=1.8939,=2.3593,=0.0464,=0.4550,=0.0288,=0.0433,=0.0473,=0.0664,=0.0918,,=0.1014,,=19
="399986",中证银行,2013-07-15,=0.0015,=7006.0300,=-0.0785,=6.7824,=0.7666,=4.1183,=5.2599,=6.2972,=6.8536,=9.0846,=0.6510,=0.3336,=0.4848,=0.5836,=0.7156,=0.8968,=1.2416,=2.5460,=0.8206,=1.4134,=1.7842,=2.1571,=2.5133,=3.3016,=0.0434,=0.3414,=0.0285,=0.0411,=0.0460,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9597
="931233",港股通央企红利,2017-06-28,=0.0130,=1101.1300,=-0.0555,=6.9028,=0.6152,=3.6988,=4.9633,=6.3661,=7.4439,=14.0775,=0.6493,=0.5141,=0.3929,=0.5227,=0.6449,=0.8598,=1.8161,=0.9372,=0.4903,=0.4645,=0.6243,=0.9469,=1.3892,=1.7583,=0.0542,=0.3303,=0.0394,=0.0519,=0.0571,=0.0798,=0.1038,,=0.0906,,=463
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0083,=2804,=0.0076,=7.0312,=0.8420,=3.7550,=5.0509,=5.8321,=6.8024,=7.9027,=0.7053,=0.7414,=0.4590,=0.5790,=0.6413,=0.7390,=0.8175,=1.0699,=0.8675,=0.5101,=0.6884,=0.7988,=0.9179,=1.2126,=0.0532,=0.1675,=0.0478,=0.0537,=0.0622,=0.0791,=0.1052,,=0.0995,,=280
="H11140",香港红利,2009-07-23,=0.0139,=3727.4300,=0.0208,=7.0733,=0.7033,=3.0693,=4.4494,=5.9820,=7.8290,=13.9623,=0.6677,=0.5367,=0.3833,=0.5103,=0.6294,=0.8661,=1.1652,=1.1253,=0.6295,=0.5431,=0.7455,=0.9723,=1.3639,=2.1349,=0.0556,=0.1897,=0.0382,=0.0561,=0.0634,=0.0876,=0.1281,,=0.0912,,=47
