指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=0.0056,=12070.2500,=-0.0558,=5.6915,=0.6948,=3.2016,=4.0862,=5.2338,=5.9014,=7.9938,=0.5387,=0.3736,=0.3790,=0.4576,=0.5652,=0.7121,=1.0569,=2.1363,=0.7990,=1.0856,=1.4345,=1.7508,=2.1379,=2.9053,=0.0513,=0.3584,=0.0324,=0.0492,=0.0546,=0.0738,=0.0997,,=0.0881,,=101
="H11146",港股通内地金融,2010-06-02,=-0.0029,=1075.8300,=-0.0226,=5.8330,=0.4680,=3.2759,=4.5181,=6.0258,=6.7473,=9.2347,=0.5922,=0.3801,=0.3797,=0.4941,=0.6636,=0.8760,=1.1859,=1.5109,=0.7196,=0.6692,=0.9479,=1.3124,=1.5982,=2.1885,=0.0494,=0.4854,=0.0302,=0.0445,=0.0502,=0.0726,=0.0994,,=0.0970,,=41
="932584",智选港股通红利低波,2026-06-11,=-0.0034,=1744.9800,,=5.9031,=0.7083,=5.4952,=5.6374,=5.8097,=5.9203,=6.2685,=0.6030,=0.7083,=0.5613,=0.5758,=0.5934,=0.6047,=0.6403,=0.9069,=0.7083,=0.8443,=0.8661,=0.8926,=0.9096,=0.9631,=0.0578,=0.3333,=0.0544,=0.0568,=0.0584,=0.0600,=0.0621,,,,=10
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0015,=3932.8600,=-0.0219,=6.5075,=0.6684,=4.1647,=4.6493,=5.6914,=6.9483,=7.8218,=0.6037,=0.5436,=0.4381,=0.4957,=0.5924,=0.6846,=0.7455,=1.0202,=0.9805,=0.5323,=0.5969,=0.7478,=0.9455,=1.0875,=0.0547,=0.1157,=0.0487,=0.0569,=0.0693,=0.0865,=0.0936,,=0.0921,,=251
="930792",HK银行,2016-04-22,=0.0040,=4826.6500,=0.0958,=6.6376,=0.7610,=3.2659,=4.4645,=5.8963,=6.7890,=9.5632,=0.6466,=0.5540,=0.3905,=0.4964,=0.6241,=0.8010,=1.0771,=2.5277,=0.8616,=1.0519,=1.5167,=1.8757,=2.4100,=3.1066,=0.0475,=0.1184,=0.0355,=0.0500,=0.0563,=0.0743,=0.1045,,=0.0901,,=751
="H30106",H300金融服务,2013-05-21,=-0.0032,=1555.1000,=0.0277,=6.7773,=0.4542,=4.0175,=5.3653,=6.9710,=7.7687,=11.1922,=0.7261,=0.4627,=0.4470,=0.5779,=0.7403,=0.9081,=1.2489,=1.9354,=0.8274,=0.8557,=1.1817,=1.4711,=1.8954,=2.3593,=0.0459,=0.4182,=0.0288,=0.0433,=0.0472,=0.0664,=0.0918,,=0.1014,,=19
="399986",中证银行,2013-07-15,=0.0083,=7064.6500,=-0.0708,=6.8422,=0.7932,=4.1183,=5.2599,=6.2984,=6.8536,=9.0846,=0.6573,=0.3523,=0.4848,=0.5836,=0.7153,=0.8962,=1.2416,=2.5684,=0.8405,=1.4134,=1.7842,=2.1577,=2.5147,=3.3016,=0.0431,=0.3111,=0.0285,=0.0411,=0.0460,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9603
="931233",港股通央企红利,2017-06-28,=0.0014,=1111.8900,=-0.0463,=6.9698,=0.6373,=3.6988,=4.9633,=6.3713,=7.4439,=14.0775,=0.6556,=0.5298,=0.3929,=0.5227,=0.6449,=0.8598,=1.8161,=0.9463,=0.5000,=0.4645,=0.6243,=0.9463,=1.3892,=1.7583,=0.0537,=0.2979,=0.0394,=0.0519,=0.0571,=0.0798,=0.1038,,=0.0906,,=468
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0035,=2830.7400,=0.0172,=7.0755,=0.8476,=3.7550,=5.0512,=5.8325,=6.8229,=7.9027,=0.7097,=0.7454,=0.4590,=0.5793,=0.6415,=0.7390,=0.8175,=1.0766,=0.8730,=0.5101,=0.6885,=0.7990,=0.9199,=1.2126,=0.0528,=0.1518,=0.0478,=0.0537,=0.0621,=0.0791,=0.1052,,=0.0995,,=280
="H11140",香港红利,2009-07-23,=0.0022,=3746.7100,=0.0261,=7.1320,=0.7128,=3.0693,=4.4554,=5.9843,=7.8212,=13.9623,=0.6732,=0.5407,=0.3833,=0.5103,=0.6298,=0.8659,=1.1652,=1.1346,=0.6367,=0.5431,=0.7464,=0.9726,=1.3601,=2.1349,=0.0552,=0.1746,=0.0382,=0.0561,=0.0634,=0.0876,=0.1281,,=0.0912,,=48
="931024",港股通非银,2017-11-06,=-0.0188,=3795.2200,=-0.1161,=7.1670,=0.0056,=6.7549,=8.5481,=11.0255,=13.3230,=22.4310,=0.9752,=0.3686,=0.6237,=0.8511,=1.0440,=1.2217,=1.7592,=1.2008,=0.7774,=0.5870,=0.8767,=1.0164,=1.2280,=2.2002,=0.0407,=0.7816,=0.0165,=0.0267,=0.0345,=0.0413,=0.0611,,=0.1344,,=198
="987016",港股通红利低波,2021-11-18,,,=0.0398,=7.2256,=0.8854,=3.4544,=4.3069,=4.9720,=6.8435,=8.0054,=0.6926,=0.8836,=0.4152,=0.4883,=0.5406,=0.6642,=0.7529,=1.0719,=0.7795,=0.5827,=0.6607,=0.7979,=1.1066,=1.3012,=0.0556,=0.0829,=0.0488,=0.0591,=0.0818,=0.0924,=0.1160,,=0.0893,,=165
