指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0090,=11996.9123,=-0.0616,=5.6659,=0.6884,=3.2016,=4.0755,=5.1982,=5.9035,=7.9938,=0.5341,=0.3638,=0.3790,=0.4566,=0.5665,=0.7135,=1.0569,=2.1267,=0.7980,=1.0856,=1.4316,=1.7455,=2.1332,=2.9053,,=0.0881,,=0.0515,=97
="H11146",港股通内地金融,2010-06-02,=-0.0143,=1094.2710,=-0.0058,=5.8986,=0.4872,=3.2759,=4.5177,=6.0040,=6.7500,=9.2347,=0.5985,=0.3827,=0.3797,=0.4938,=0.6715,=0.8765,=1.1859,=1.5237,=0.7361,=0.6692,=0.9478,=1.2911,=1.5980,=2.1885,,=0.0970,,=0.0490,=40
="930792",HK银行,2016-04-22,=-0.0124,=4747.0904,=0.0778,=6.5402,=0.7373,=3.2659,=4.4645,=5.8388,=6.7741,=9.5632,=0.6365,=0.5217,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.4879,=0.8453,=1.0519,=1.5167,=1.8492,=2.3874,=3.1066,,=0.0901,,=0.0484,=751
="399986",中证银行,2013-07-15,=-0.0064,=6955.9400,=-0.0851,=6.6655,=0.7109,=4.1183,=5.2599,=6.2770,=6.8477,=9.0846,=0.6340,=0.2775,=0.4848,=0.5836,=0.7201,=0.8984,=1.2416,=2.5021,=0.8041,=1.4134,=1.7842,=2.1341,=2.4919,=3.3016,=0.0226,=0.0881,=0.0236,=0.0442,=9550
="H30106",H300金融服务,2013-05-21,=-0.0152,=1571.6504,=0.0386,=6.7498,=0.4572,=4.0175,=5.3642,=6.9684,=7.7688,=11.1922,=0.7239,=0.4528,=0.4470,=0.5777,=0.7452,=0.9083,=1.2489,=1.9293,=0.8285,=0.8557,=1.1816,=1.4617,=1.8825,=2.3593,,=0.1014,,=0.0460,=20
="000018",180金融,2007-12-10,=-0.0109,=5102.3400,=-0.1411,=7.0416,=0.3225,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7162,=0.2285,=0.5902,=0.6965,=0.8763,=1.0696,=1.4199,=2.1145,=0.7266,=1.2355,=1.5824,=1.9449,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0413,=771
="399809",保险主题,2015-02-13,=-0.0124,=2114.8800,=-0.2073,=7.0580,=0.2507,=5.4537,=6.8114,=10.5762,=15.0245,=22.8725,=0.7558,=0.1608,=0.6352,=0.7660,=1.2252,=1.4858,=1.9794,=2.0557,=0.8948,=0.5239,=0.8688,=1.0970,=1.4514,=2.3772,=0.0227,=0.1015,=0.0246,=0.0411,=1490
="000818",细分金融,2012-04-11,=-0.0114,=6358.5300,=-0.1388,=7.1401,=0.3113,=5.2356,=6.4974,=7.6851,=8.4810,=10.9951,=0.7262,=0.2305,=0.5930,=0.7010,=0.8935,=1.0928,=1.4303,=2.1627,=0.7134,=1.2689,=1.6354,=1.9833,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0406,=6
="931233",港股通央企红利,2017-06-28,=-0.0146,=1182.2620,=0.0141,=7.2237,=0.7292,=3.6988,=4.9516,=6.3271,=7.4515,=14.0775,=0.6795,=0.5762,=0.3929,=0.5221,=0.6448,=0.8640,=1.8161,=0.9808,=0.5438,=0.4645,=0.6207,=0.9458,=1.3913,=1.7583,,=0.0906,,=0.0518,=448
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0179,=4198.5900,=0.0442,=7.2672,=0.8694,=4.1647,=4.6252,=5.6458,=6.9532,=7.8218,=0.6790,=0.7796,=0.4381,=0.4942,=0.5876,=0.6854,=0.7455,=0.9657,=0.8680,=0.5323,=0.5942,=0.7388,=0.9258,=1.0366,,=0.0921,,=0.0519,=234
="987016",港股通红利低波,2021-11-18,,,=0.1167,=7.3587,=0.9072,=3.4544,=4.2989,=4.9176,=6.7429,=8.0054,=0.6799,=0.8571,=0.4152,=0.4871,=0.5383,=0.6531,=0.7529,=1.1985,=0.9017,=0.5827,=0.6592,=0.7914,=1.1007,=1.3012,,=0.0893,,=0.0524,=145
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0105,=2926.0100,=0.0515,=7.3665,=0.9108,=3.7550,=5.0463,=5.8094,=6.7372,=7.9027,=0.7384,=0.8011,=0.4590,=0.5783,=0.6395,=0.7382,=0.8175,=1.1200,=0.9156,=0.5101,=0.6878,=0.7962,=0.9092,=1.2126,,,,=0.0508,=276
="H11140",香港红利,2009-07-23,=-0.0122,=3955.6327,=0.0833,=7.4336,=0.7488,=3.0693,=4.4554,=5.9842,=8.1567,=13.9623,=0.7017,=0.5725,=0.3833,=0.5103,=0.6296,=0.8659,=1.1652,=1.1826,=0.6706,=0.5431,=0.7464,=0.9724,=1.5084,=2.1349,,=0.0912,,=0.0529,=42
="931024",港股通非银,2017-11-06,=-0.0187,=3977.4792,=-0.0736,=7.4499,=0.0156,=6.7549,=8.6472,=11.1792,=13.3698,=22.4310,=1.0139,=0.4405,=0.6237,=0.8475,=1.0486,=1.2241,=1.7592,=1.2475,=0.8146,=0.5870,=0.8751,=1.0121,=1.2244,=2.2002,,=0.1344,,=0.0393,=191
="000914",300金融,2007-07-02,=-0.0113,=5776.2100,=-0.1402,=7.4783,=0.3575,=5.2769,=6.6022,=7.8371,=8.6017,=11.3863,=0.7238,=0.2235,=0.5962,=0.7048,=0.9145,=1.1328,=1.4919,=2.0373,=0.7526,=1.1210,=1.4310,=1.8122,=2.0875,=2.7052,=0.0223,=0.0897,=0.0236,=0.0401,=342
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0110,=4520.6500,=0.0118,=7.6167,=0.8459,=3.5572,=4.6390,=5.9836,=7.1927,=9.5068,=0.6859,=0.6532,=0.3828,=0.4850,=0.5790,=0.8159,=1.1073,=0.9183,=0.5573,=0.4386,=0.6537,=0.8484,=1.4164,=2.0623,,,,=0.0530,=1500
="H30270",红利价值,2013-12-19,=-0.0049,=9440.5800,=-0.0096,=7.6292,=0.7038,=4.4543,=5.4286,=6.7521,=8.7312,=13.0955,=0.7652,=0.5083,=0.5256,=0.6486,=0.7627,=1.2496,=1.7317,=1.5462,=0.9601,=0.5854,=0.8112,=0.9979,=1.2953,=1.6637,=0.0235,=0.0936,=0.0240,=0.0435,=193
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0094,=1329.2500,=0.0422,=7.7424,=0.7859,=3.6777,=4.8612,=6.6082,=7.8103,=10.6953,=0.7109,=0.5587,=0.4041,=0.5046,=0.6482,=0.9078,=1.1746,=1.1278,=0.5595,=0.5013,=0.7008,=1.0658,=1.5005,=1.9871,,,,=0.0527,=910
="000934",中证金融,2009-07-03,=-0.0116,=5423.8500,=-0.1348,=7.7642,=0.3736,=5.7083,=6.8944,=8.0854,=8.8714,=11.5527,=0.7343,=0.2239,=0.6117,=0.7181,=0.9216,=1.1488,=1.5017,=2.0465,=0.7695,=1.1467,=1.4503,=1.8023,=2.0757,=2.6696,=0.0220,=0.0873,=0.0231,=0.0390,=1151
="931157",SHS红利成长LV,2019-04-25,=-0.0070,=7165.3257,=-0.0388,=7.7803,=0.6474,=4.1261,=5.5871,=6.9071,=8.3407,=11.5318,=0.7787,=0.4156,=0.5154,=0.6253,=0.8090,=0.9266,=1.5888,=1.5221,=0.9120,=0.5018,=0.7112,=1.0365,=1.4052,=1.6439,,=0.0964,,=0.0488,=325
="932596",港股通红利低波,2016-02-04,,,=0.0870,=7.7993,=0.1737,=7.4451,=7.8279,=8.0740,=8.2919,=8.5745,=0.7315,=0.5269,=0.6528,=0.6961,=0.7253,=0.7602,=0.7956,=1.3030,=0.3174,=1.2161,=1.2814,=1.3314,=1.3627,=1.4099,,=0.0894,,=0.0499,=87
="930914",港股通高股息,2016-11-25,=-0.0142,=5192.0377,=0.0558,=7.8302,=0.8043,=3.4280,=4.4190,=5.9083,=7.8083,=11.1979,=0.7545,=0.7013,=0.3979,=0.5021,=0.6148,=0.8527,=1.1764,=1.2406,=0.7889,=0.5144,=0.7034,=0.9220,=1.2553,=2.2126,,=0.0918,,=0.0513,=698
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0137,=2707.5800,=0.0928,=7.8395,=0.9357,=3.8979,=4.9485,=5.8705,=7.1865,=8.4533,=0.6996,=0.8423,=0.4277,=0.5169,=0.5773,=0.6822,=0.8197,=1.2199,=0.9004,=0.5333,=0.6964,=0.8734,=1.1188,=1.3442,,,,=0.0513,=489
="930992",沪港深红利低波,2017-06-28,,,=0.0090,=7.8929,=0.8358,=4.0130,=5.1491,=5.8722,=7.7249,=8.5109,=0.7358,=0.8256,=0.4277,=0.5368,=0.5899,=0.7216,=0.7950,=1.1676,=0.7764,=0.4496,=0.6002,=0.8467,=1.1840,=1.3912,,=0.0878,,=0.0503,=45
="000992",全指金融,2011-08-02,=-0.0107,=5207.8000,=-0.1303,=7.9986,=0.4004,=5.9310,=7.1022,=8.2690,=9.0288,=11.6339,=0.7380,=0.2210,=0.6188,=0.7234,=0.9303,=1.1610,=1.5107,=2.0352,=0.7592,=1.1568,=1.4432,=1.8064,=2.0759,=2.6668,=0.0217,=0.0846,=0.0227,=0.0383,=2701
="000029",180价值,2009-01-09,=-0.0080,=3988.5200,=-0.1043,=8.0694,=0.5963,=5.6894,=6.9075,=7.8870,=8.5069,=10.8138,=0.7725,=0.1043,=0.6666,=0.8043,=0.8615,=1.0653,=1.4433,=1.0484,=0.7501,=0.6198,=0.7825,=0.9447,=1.0677,=1.4032,=0.0228,=0.0896,=0.0243,=0.0422,=556
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0064,=3930.4300,=0.0933,=8.0967,=0.9005,=4.9972,=5.5474,=6.1256,=7.6946,=8.5526,=0.7786,=0.8885,=0.5264,=0.5921,=0.6325,=0.7538,=0.8375,=0.9690,=0.9113,=0.5404,=0.5944,=0.6655,=0.8601,=1.0234,,=0.0956,,=0.0471,=111
="H30269",红利低波,2013-12-19,=-0.0046,=10866.0600,=-0.0333,=8.1244,=0.7171,=4.5638,=5.5488,=6.8684,=9.4786,=14.4342,=0.8180,=0.5262,=0.5386,=0.6570,=0.8016,=1.3872,=1.9670,=1.5702,=0.9567,=0.6111,=0.8850,=1.0973,=1.4162,=1.6703,=0.0236,=0.0946,=0.0236,=0.0445,=4248
="H50040",上红低波,2014-03-21,=-0.0032,=10873.7400,=-0.0139,=8.1294,=0.7237,=4.6938,=5.9512,=7.0796,=9.6645,=14.3118,=0.8095,=0.4247,=0.5647,=0.6911,=0.8356,=1.3609,=1.8756,=1.5839,=0.9538,=0.6380,=0.8684,=1.2015,=1.3992,=1.6845,=0.0234,=0.0936,=0.0244,=0.0437,=355
="931446",东证红利低波,2020-04-21,=-0.0063,=3315.7100,=-0.0369,=8.2236,=0.7176,=5.1478,=6.1727,=7.1229,=8.5375,=11.0216,=0.7772,=0.5461,=0.5884,=0.6951,=0.7640,=0.8731,=1.2481,=1.4907,=0.9292,=0.5909,=0.7532,=0.8861,=1.3209,=1.5979,=0.0224,=0.0895,=0.0240,=0.0434,=838
