指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=-0.0149,=11696.2600,=-0.0851,=5.5385,=0.6232,=3.2016,=4.0770,=5.2210,=5.9045,=7.9938,=0.5227,=0.3343,=0.3790,=0.4572,=0.5660,=0.7128,=1.0569,=2.0788,=0.7739,=1.0856,=1.4324,=1.7485,=2.1410,=2.9053,=0.0527,=0.4124,=0.0324,=0.0492,=0.0547,=0.0739,=0.0997,,=0.0881,,=99
="932584",智选港股通红利低波,2026-06-11,=-0.0053,=1674.8100,,=5.6739,=0,=5.6739,=5.8849,=6.0003,=6.1973,=6.2685,=0.5795,=0,=0.5795,=0.6011,=0.6129,=0.6330,=0.6403,=0.8717,=0,=0.8717,=0.9041,=0.9218,=0.9521,=0.9631,=0.0601,=1,=0.0544,=0.0550,=0.0568,=0.0579,=0.0601,,,,=3
="H11146",港股通内地金融,2010-06-02,=-0.0193,=1060.3200,=-0.0367,=5.7518,=0.4507,=3.2759,=4.5177,=6.0264,=6.7500,=9.2347,=0.5840,=0.3555,=0.3797,=0.4938,=0.6659,=0.8765,=1.1859,=1.4899,=0.7000,=0.6692,=0.9478,=1.3026,=1.5984,=2.1885,=0.0501,=0.4933,=0.0302,=0.0445,=0.0504,=0.0726,=0.0994,,=0.0970,,=40
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0133,=3816.5600,=-0.0508,=6.3434,=0.6432,=4.1647,=4.6419,=5.6709,=6.9733,=7.8218,=0.5885,=0.4907,=0.4381,=0.4947,=0.5925,=0.6864,=0.7455,=0.9945,=0.9231,=0.5323,=0.5963,=0.7431,=0.9393,=1.0875,=0.0561,=0.1592,=0.0487,=0.0571,=0.0704,=0.0865,=0.0936,,=0.0921,,=246
="930792",HK银行,2016-04-22,=-0.0188,=4672.4500,=0.0608,=6.4279,=0.6874,=3.2659,=4.4645,=5.8701,=6.7890,=9.5632,=0.6262,=0.5014,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.4478,=0.8169,=1.0519,=1.5167,=1.8629,=2.3999,=3.1066,=0.0491,=0.1545,=0.0355,=0.0502,=0.0564,=0.0743,=0.1045,,=0.0901,,=752
="399986",中证银行,2013-07-15,=-0.0088,=6829.2700,=-0.1018,=6.6118,=0.6719,=4.1183,=5.2599,=6.2885,=6.8536,=9.0846,=0.6300,=0.2667,=0.4848,=0.5836,=0.7177,=0.8984,=1.2416,=2.4820,=0.7881,=1.4134,=1.7842,=2.1477,=2.5119,=3.3016,=0.0446,=0.4122,=0.0285,=0.0411,=0.0462,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9576
="H30106",H300金融服务,2013-05-21,=-0.0157,=1511.1500,=-0.0014,=6.6124,=0.4285,=4.0175,=5.3642,=6.9725,=7.7688,=11.1922,=0.7091,=0.4236,=0.4470,=0.5777,=0.7422,=0.9083,=1.2489,=1.8898,=0.8002,=0.8557,=1.1816,=1.4673,=1.8898,=2.3593,=0.0470,=0.4832,=0.0288,=0.0433,=0.0473,=0.0664,=0.0918,,=0.1014,,=20
="931233",港股通央企红利,2017-06-28,=-0.0148,=1094.4300,=-0.0612,=6.7511,=0.5776,=3.6988,=4.9591,=6.3537,=7.4458,=14.0775,=0.6351,=0.4776,=0.3929,=0.5225,=0.6453,=0.8600,=1.8161,=0.9166,=0.4689,=0.4645,=0.6222,=0.9483,=1.3900,=1.7583,=0.0554,=0.4124,=0.0394,=0.0519,=0.0571,=0.0799,=0.1038,,=0.0906,,=453
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0106,=2712.5400,=-0.0252,=6.8464,=0.8069,=3.7550,=5.0505,=5.8278,=6.7856,=7.9027,=0.6867,=0.7050,=0.4590,=0.5787,=0.6405,=0.7396,=0.8175,=1.0415,=0.8492,=0.5101,=0.6884,=0.7984,=0.9136,=1.2126,=0.0546,=0.2437,=0.0478,=0.0537,=0.0623,=0.0792,=0.1052,,=0.0994,,=280
="H11140",香港红利,2009-07-23,=-0.0232,=3610.2100,=-0.0113,=6.8673,=0.6528,=3.0693,=4.4554,=5.9842,=7.9319,=13.9623,=0.6483,=0.5162,=0.3833,=0.5103,=0.6296,=0.8659,=1.1652,=1.0925,=0.5908,=0.5431,=0.7464,=0.9724,=1.3918,=2.1349,=0.0573,=0.2188,=0.0382,=0.0561,=0.0636,=0.0876,=0.1281,,=0.0912,,=46
="987016",港股通红利低波,2021-11-18,,,=0.0044,=6.9404,=0.8318,=3.4544,=4.3030,=4.9423,=6.8120,=8.0054,=0.6653,=0.8068,=0.4152,=0.4880,=0.5393,=0.6627,=0.7529,=1.0293,=0.7648,=0.5827,=0.6601,=0.7954,=1.1099,=1.3012,=0.0579,=0.1342,=0.0488,=0.0594,=0.0821,=0.0926,=0.1160,,=0.0893,,=159
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0121,=4084.2800,=-0.0859,=7.0364,=0.7654,=3.5572,=4.6524,=5.9934,=7.2266,=9.5068,=0.6336,=0.5753,=0.3828,=0.4855,=0.5817,=0.8150,=1.1073,=0.8484,=0.4962,=0.4386,=0.6559,=0.8499,=1.4141,=2.0623,=0.0573,=0.3314,=0.0385,=0.0531,=0.0644,=0.0819,=0.1103,,,,=1517
="399809",保险主题,2015-02-13,=0.0102,=2097.8800,=-0.2137,=7.0650,=0.2523,=5.4537,=6.8114,=10.4528,=15.0245,=22.8725,=0.7579,=0.1678,=0.6352,=0.7656,=1.2249,=1.4858,=1.9794,=2.0578,=0.8883,=0.5239,=0.8688,=1.0978,=1.6996,=2.3772,=0.0410,=0.7053,=0.0120,=0.0209,=0.0295,=0.0488,=0.0686,=0.0227,=0.1015,=0.0246,=1495
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0062,=1199.1900,=-0.0598,=7.0818,=0.6184,=3.6777,=4.8612,=6.6082,=7.8179,=10.6953,=0.6500,=0.5018,=0.4041,=0.5046,=0.6482,=0.9078,=1.1746,=1.0291,=0.4466,=0.5013,=0.7008,=1.0649,=1.5005,=1.9871,=0.0575,=0.3734,=0.0423,=0.0526,=0.0604,=0.0808,=0.1102,,,,=913
="000018",180金融,2007-12-10,=0.0034,=5167.4500,=-0.1301,=7.0848,=0.3269,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7245,=0.2411,=0.5902,=0.6965,=0.8708,=1.0696,=1.4199,=2.1280,=0.7350,=1.2355,=1.5824,=1.9525,=2.2073,=2.8772,=0.0410,=0.6031,=0.0246,=0.0353,=0.0392,=0.0493,=0.0636,=0.0229,=0.0959,=0.0245,=776
="931024",港股通非银,2017-11-06,=-0.0069,=3748.6000,=-0.1269,=7.1639,=0.0023,=6.7549,=8.5821,=11.0692,=13.3357,=22.4310,=0.9747,=0.3680,=0.6237,=0.8490,=1.0453,=1.2221,=1.7592,=1.2002,=0.7782,=0.5870,=0.8758,=1.0149,=1.2289,=2.2002,=0.0409,=0.7867,=0.0165,=0.0266,=0.0345,=0.0414,=0.0611,,=0.1344,,=192
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0112,=2457.7300,=-0.0081,=7.2412,=0.8007,=3.8979,=4.9496,=5.9050,=7.2412,=8.4533,=0.6462,=0.7072,=0.4277,=0.5172,=0.5790,=0.6848,=0.8197,=1.1268,=0.8038,=0.5333,=0.6968,=0.8772,=1.1241,=1.3442,=0.0555,=0.1485,=0.0482,=0.0565,=0.0673,=0.0840,=0.1067,,,,=494
