指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0007,=12161.9000,=-0.0486,=5.8131,=0.7707,=3.2016,=4.0487,=5.1634,=5.8836,=7.9938,=0.5499,=0.4265,=0.3790,=0.4551,=0.5670,=0.7167,=1.0569,=2.2153,=0.8550,=1.0856,=1.4278,=1.7354,=2.0767,=2.9053,,=0.0932,,=0.0546,=75
="H11146",港股通内地金融,2010-06-02,=0.0057,=1084.2400,=-0.0149,=6.1940,=0.5699,=3.2759,=4.5177,=5.8647,=6.7500,=9.2347,=0.6299,=0.4062,=0.3797,=0.4938,=0.6825,=0.8774,=1.1859,=1.6010,=0.8139,=0.6692,=0.9478,=1.2630,=1.5863,=2.1885,,=0.0962,,=0.0479,=30
="399986",中证银行,2013-07-15,=0.0022,=7131.4100,=-0.0621,=6.6630,=0.7321,=4.1183,=5.2599,=6.2142,=6.8066,=9.0846,=0.6537,=0.3232,=0.4848,=0.5836,=0.7255,=0.9072,=1.2416,=2.5395,=0.8405,=1.4134,=1.7842,=2.1168,=2.4430,=3.3016,=0.0685,=0.0932,=0.0729,=0.0466,=9411
="930792",HK银行,2016-04-22,=0.0144,=4449.8200,=0.0103,=6.8076,=0.8136,=3.2659,=4.4504,=5.7804,=6.7249,=9.5632,=0.6430,=0.5386,=0.3905,=0.4958,=0.6229,=0.8034,=1.0771,=2.5618,=0.9105,=1.0519,=1.5148,=1.8302,=2.3194,=3.1066,,=0.0964,,=0.0515,=736
="H30106",H300金融服务,2013-05-21,=0.0196,=1550.2900,=0.0245,=7.1440,=0.5732,=4.0175,=5.3642,=6.8926,=7.7688,=11.1922,=0.7602,=0.5152,=0.4470,=0.5777,=0.7482,=0.9083,=1.2489,=2.0144,=0.8889,=0.8557,=1.1816,=1.4537,=1.8371,=2.3593,,=0.1014,,=0.0457,=16
="399809",保险主题,2015-02-13,=0.0117,=2496.2800,=-0.0643,=7.1784,=0.2655,=5.4537,=6.8114,=10.6490,=15.0245,=22.8725,=0.8081,=0.2918,=0.6352,=0.7667,=1.2295,=1.4858,=1.9794,=2.1099,=0.9283,=0.5239,=0.8688,=1.0978,=1.3701,=2.3772,=0.0826,=0.1040,=0.0824,=0.0405,=1458
="000018",180金融,2007-12-10,=0.0057,=5466.4500,=-0.0798,=7.2316,=0.4011,=5.2016,=6.4287,=7.4964,=8.3012,=10.8609,=0.7710,=0.2877,=0.5902,=0.6965,=0.8939,=1.0745,=1.4199,=2.1922,=0.8059,=1.2355,=1.5824,=1.9252,=2.1850,=2.8772,=0.0783,=0.0973,=0.0761,=0.0405,=763
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0025,=4393.0600,=0.0926,=7.3577,=0.9619,=4.1647,=4.6080,=5.5474,=6.8243,=7.6037,=0.6993,=0.9268,=0.4381,=0.4915,=0.5804,=0.6705,=0.7227,=0.9865,=0.9619,=0.5323,=0.5912,=0.7254,=0.9081,=1.0190,,=0.0980,,=0.0551,=194
="000818",细分金融,2012-04-11,=0.0057,=6821.8500,=-0.0761,=7.3648,=0.3937,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7847,=0.2861,=0.5930,=0.7010,=0.9104,=1.1005,=1.4303,=2.2487,=0.8067,=1.2689,=1.6354,=1.9715,=2.2409,=2.9111,=0.0780,=0.0969,=0.0769,=0.0396,=6
="931233",港股通央企红利,2017-06-28,=-0.0003,=1245.8700,=0.0687,=7.3755,=0.7874,=3.6988,=4.9350,=6.2751,=7.4168,=14.0775,=0.7076,=0.6511,=0.3929,=0.5213,=0.6404,=0.8683,=1.8161,=1.0157,=0.5825,=0.4645,=0.6185,=0.9343,=1.3960,=1.7583,,=0.0974,,=0.0553,=387
="987016",港股通红利低波,2021-11-18,,,=0.1275,=7.5439,=0.9799,=3.4544,=4.2814,=4.8491,=6.2461,=7.7483,=0.7028,=0.9741,=0.4152,=0.4834,=0.5349,=0.6258,=0.7226,=1.2380,=0.9789,=0.5827,=0.6570,=0.7843,=0.9667,=1.2728,,=0.0953,,=0.0553,=97
="H11140",香港红利,2009-07-23,=-0.0060,=3908.4800,=0.0704,=7.6012,=0.7682,=3.0693,=4.4554,=5.9842,=8.4154,=13.9623,=0.7294,=0.6260,=0.3833,=0.5103,=0.6296,=0.8659,=1.1652,=1.2255,=0.7022,=0.5431,=0.7464,=0.9724,=1.5798,=2.1349,,=0.0974,,=0.0557,=18
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0021,=2992.6300,=0.0754,=7.6234,=0.9813,=3.7550,=5.0360,=5.7640,=6.6245,=7.8951,=0.7763,=0.9540,=0.4590,=0.5768,=0.6367,=0.7247,=0.8175,=1.1699,=0.9801,=0.5101,=0.6868,=0.7897,=0.8944,=1.2116,,=0.1004,,=0.0525,=259
="000914",300金融,2007-07-02,=0.0056,=6216.3600,=-0.0747,=7.6395,=0.4378,=5.2769,=6.6022,=7.8155,=8.6017,=11.3863,=0.7812,=0.2803,=0.5962,=0.7048,=0.9351,=1.1398,=1.4919,=2.1016,=0.8248,=1.1210,=1.4310,=1.8123,=2.0638,=2.7052,=0.0748,=0.0919,=0.0740,=0.0392,=338
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0001,=4816.5200,=0.0780,=7.7572,=0.8766,=3.5572,=4.6252,=5.9369,=7.0895,=9.5068,=0.7078,=0.7106,=0.3828,=0.4841,=0.5742,=0.8190,=1.1073,=0.9423,=0.5881,=0.4386,=0.6476,=0.8386,=1.4262,=2.0623,,=0.0887,,=0.0563,=1371
="H30270",红利价值,2013-12-19,=-0.0069,=9757.1200,=0.0236,=7.8632,=0.7613,=4.4543,=5.4181,=6.7210,=8.7984,=13.0955,=0.8194,=0.6438,=0.5256,=0.6474,=0.7571,=1.2608,=1.7317,=1.5861,=0.9915,=0.5854,=0.8077,=0.9925,=1.2494,=1.6240,=0.0710,=0.0975,=0.0748,=0.0435,=154
="000934",中证金融,2009-07-03,=0.0058,=5840.9900,=-0.0683,=7.9476,=0.4604,=5.7083,=6.8944,=8.0594,=8.8714,=11.5527,=0.7939,=0.2782,=0.6117,=0.7181,=0.9398,=1.1560,=1.5017,=2.0956,=0.8306,=1.1467,=1.4503,=1.8024,=2.0547,=2.6696,=0.0732,=0.0889,=0.0723,=0.0380,=1144
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0004,=1400.2600,=0.0978,=7.9797,=0.8468,=3.6777,=4.8612,=6.6082,=7.7115,=10.6953,=0.7451,=0.6197,=0.4041,=0.5046,=0.6482,=0.9078,=1.1746,=1.1732,=0.6286,=0.5013,=0.7008,=1.0658,=1.5005,=1.9871,,=0.0935,,=0.0552,=895
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0003,=2770.4700,=0.1181,=8.0395,=0.9853,=3.8979,=4.9406,=5.8083,=7.0940,=8.2464,=0.7244,=0.9240,=0.4277,=0.5151,=0.5730,=0.6679,=0.8197,=1.2557,=0.9604,=0.5333,=0.6944,=0.8644,=1.1064,=1.3442,,=0.0916,,=0.0535,=463
="930914",港股通高股息,2016-11-25,=0.0016,=5331.3650,=0.0841,=8.0515,=0.8431,=3.4280,=4.4084,=5.8453,=7.7104,=11.1979,=0.7744,=0.7330,=0.3979,=0.5002,=0.6086,=0.8559,=1.1764,=1.2702,=0.8195,=0.5144,=0.6945,=0.9171,=1.2296,=2.2126,,=0.1000,,=0.0549,=637
="931157",SHS红利成长LV,2019-04-25,=0.0049,=7646.3100,=0.0258,=8.1015,=0.7282,=4.1261,=5.5606,=6.8582,=8.3550,=11.5318,=0.8270,=0.5845,=0.5154,=0.6234,=0.8054,=0.9315,=1.5888,=1.5995,=0.9868,=0.5018,=0.7025,=1.0142,=1.3676,=1.6333,,=0.0965,,=0.0488,=277
="931024",港股通非银,2017-11-06,=0.0224,=4277.1800,=-0.0038,=8.1309,=0.1021,=6.7549,=8.7887,=11.4016,=13.3961,=22.4310,=1.1574,=0.6529,=0.6237,=0.8449,=1.0430,=1.2272,=1.7592,=1.3741,=0.9033,=0.5870,=0.8712,=1.0051,=1.1950,=2.2002,,=0.1136,,=0.0318,=170
="000992",全指金融,2011-08-02,=0.0057,=5597.4600,=-0.0652,=8.1421,=0.4720,=5.9310,=7.1022,=8.2292,=9.0288,=11.6339,=0.7967,=0.2832,=0.6188,=0.7234,=0.9497,=1.1707,=1.5107,=2.0744,=0.8162,=1.1568,=1.4432,=1.8065,=2.0589,=2.6668,=0.0720,=0.0851,=0.0697,=0.0374,=2690
="932596",港股通红利低波,2016-02-04,=0.0043,=4195.1800,=0.0816,=8.1497,=0.6087,=7.4451,=7.7716,=8.0211,=8.3001,=8.5745,=0.7530,=0.8696,=0.6528,=0.6824,=0.7096,=0.7460,=0.7672,=1.3456,=0.6435,=1.2161,=1.2690,=1.3168,=1.3627,=1.4099,,,,=0.0531,=67
="930992",沪港深红利低波,2017-06-28,=-0.0014,=5747.7200,=0.0324,=8.1912,=0.9599,=4.0130,=5.1047,=5.8113,=7.3288,=8.5012,=0.7673,=0.9804,=0.4277,=0.5355,=0.5870,=0.6977,=0.7825,=1.1974,=0.8387,=0.4496,=0.5974,=0.8056,=1.1564,=1.3912,,=0.0942,,=0.0529,=7
="000151",上国红利,2012-07-20,=-0.0143,=1630,=0.0670,=8.2364,=0.9233,=4.5075,=5.3657,=6.8842,=7.5711,=10.0345,=0.7801,=0.5425,=0.5268,=0.6189,=0.7557,=0.9681,=1.3272,=1.0509,=0.4369,=0.6026,=0.8953,=1.1060,=1.3121,=1.6854,=0.0643,=0.0931,=0.0685,=0.0513,=187
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0058,=3784.3400,=0.0527,=8.2582,=0.9719,=4.9972,=5.5252,=6.0229,=7.4950,=8.5137,=0.8029,=0.9821,=0.5264,=0.5886,=0.6264,=0.7325,=0.8235,=0.9931,=0.9808,=0.5404,=0.5919,=0.6580,=0.8346,=1.0198,,=0.0966,,=0.0493,=107
="H30269",红利低波,2013-12-19,=-0.0029,=11340.5800,=0.0089,=8.2809,=0.7589,=4.5638,=5.5488,=6.7798,=9.4786,=14.4342,=0.8691,=0.5981,=0.5386,=0.6570,=0.8017,=1.3872,=1.9670,=1.6017,=0.9901,=0.6111,=0.8850,=1.0977,=1.4134,=1.6442,=0.0719,=0.0970,=0.0686,=0.0444,=3652
="931446",东证红利低波,2020-04-21,=0.0022,=3494.0300,=0.0149,=8.3083,=0.7608,=5.1478,=6.1542,=7.0516,=8.5375,=11.0216,=0.8231,=0.7111,=0.5884,=0.6929,=0.7582,=0.8760,=1.2481,=1.5073,=0.9719,=0.5909,=0.7504,=0.8771,=1.2779,=1.5979,=0.0725,=0.0941,=0.0749,=0.0451,=706
