指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0092,=12221.6300,=-0.0440,=5.7774,=0.7366,=3.2016,=4.0763,=5.2047,=5.9017,=7.9938,=0.5446,=0.3918,=0.3790,=0.4566,=0.5664,=0.7134,=1.0569,=2.1685,=0.8139,=1.0856,=1.4318,=1.7458,=2.1342,=2.9053,,=0.0881,,=0.0505,=97
="H11146",港股通内地金融,2010-06-02,=-0.0050,=1103.2300,=0.0023,=5.9839,=0.4949,=3.2759,=4.5177,=6.0093,=6.7500,=9.2347,=0.6072,=0.3895,=0.3797,=0.4938,=0.6700,=0.8765,=1.1859,=1.5457,=0.7495,=0.6692,=0.9478,=1.2947,=1.5980,=2.1885,,=0.0970,,=0.0483,=39
="930792",HK银行,2016-04-22,=-0.0061,=4833.2100,=0.0973,=6.6680,=0.7734,=3.2659,=4.4645,=5.8453,=6.7741,=9.5632,=0.6489,=0.5566,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.5366,=0.8741,=1.0519,=1.5167,=1.8521,=2.3903,=3.1066,,=0.0901,,=0.0474,=753
="399986",中证银行,2013-07-15,=-0.0110,=7062.6200,=-0.0711,=6.7492,=0.7567,=4.1183,=5.2599,=6.2797,=6.8478,=9.0846,=0.6420,=0.2998,=0.4848,=0.5836,=0.7197,=0.8984,=1.2416,=2.5335,=0.8153,=1.4134,=1.7842,=2.1390,=2.4968,=3.3016,=0.0226,=0.0881,=0.0236,=0.0436,=9553
="H30106",H300金融服务,2013-05-21,=-0.0142,=1568.0900,=0.0362,=6.8076,=0.4633,=4.0175,=5.3642,=6.9684,=7.7688,=11.1922,=0.7301,=0.4666,=0.4470,=0.5777,=0.7442,=0.9083,=1.2489,=1.9458,=0.8379,=0.8557,=1.1816,=1.4624,=1.8843,=2.3593,,=0.1014,,=0.0456,=20
="000018",180金融,2007-12-10,=-0.0097,=5180.4000,=-0.1279,=7.1100,=0.3361,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7231,=0.2379,=0.5902,=0.6965,=0.8743,=1.0696,=1.4199,=2.1350,=0.7447,=1.2355,=1.5824,=1.9463,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0409,=774
="399809",保险主题,2015-02-13,=-0.0116,=2096.6100,=-0.2141,=7.1152,=0.2594,=5.4537,=6.8114,=10.5363,=15.0245,=22.8725,=0.7619,=0.1802,=0.6352,=0.7658,=1.2252,=1.4858,=1.9794,=2.0724,=0.8994,=0.5239,=0.8688,=1.0970,=1.4714,=2.3772,=0.0227,=0.1015,=0.0246,=0.0408,=1489
="000818",细分金融,2012-04-11,=-0.0102,=6439.1300,=-0.1279,=7.2039,=0.3204,=5.2356,=6.4974,=7.6851,=8.4810,=10.9951,=0.7327,=0.2396,=0.5930,=0.7010,=0.8922,=1.0928,=1.4303,=2.1820,=0.7344,=1.2689,=1.6354,=1.9840,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0402,=7
="931233",港股通央企红利,2017-06-28,=-0.0078,=1196.6600,=0.0264,=7.3315,=0.7573,=3.6988,=4.9518,=6.3312,=7.4512,=14.0775,=0.6897,=0.6021,=0.3929,=0.5221,=0.6448,=0.8636,=1.8161,=0.9954,=0.5544,=0.4645,=0.6212,=0.9473,=1.3910,=1.7583,,=0.0906,,=0.0510,=448
="931024",港股通非银,2017-11-06,=-0.0220,=3904.8200,=-0.0905,=7.3382,=0.0080,=6.7549,=8.6323,=11.1186,=13.3685,=22.4310,=0.9987,=0.4073,=0.6237,=0.8481,=1.0483,=1.2233,=1.7592,=1.2288,=0.8009,=0.5870,=0.8751,=1.0127,=1.2278,=2.2002,,=0.1344,,=0.0399,=191
