指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q2),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q2),关注度
="950125",科创半导体材料设备,2024-07-26,=-0.0137,=4016.6921,=0.8697,=174.3109,=0.8160,=70.4245,=117.4341,=134.7456,=171.4152,=348.7588,=10.3943,=0.8904,=2.8469,=4.8039,=5.5654,=7.1225,=17.6268,=23.3757,=0.8924,=7.2923,=10.9939,=13.0626,=15.8925,=37.4011,=0.0010,=0.4755,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0401,=0.0371,=0.0180,=153
="931743",半导体材料设备,2012-12-21,=-0.0111,=9124.5101,=0.7720,=128.8437,=0.9000,=30.1973,=40.3366,=61.4933,=91.4716,=224.0742,=10.2686,=0.9076,=2.5588,=3.4564,=4.3420,=7.2505,=17.1334,=16.3263,=0.9215,=2.5903,=3.1826,=3.8658,=11.4447,=25.3851,=0.0013,=0.0810,=0.0009,=0.0020,=0.0028,=0.0045,=0.0073,=0.0498,=0.0706,=0.0390,=307
="931865",中证半导,2019-03-20,=-0.0103,=8051.2764,=0.6269,=144.8375,=0.8735,=32.8138,=46.1432,=74.1600,=131.7966,=255.0466,=10.6632,=0.9212,=3.3892,=4.1537,=5.3107,=8.6229,=15.8034,=18.8647,=0.9212,=6.4190,=7.7170,=8.8339,=15.3555,=28.9040,=0.0010,=0.1333,=0.0006,=0.0010,=0.0020,=0.0024,=0.0032,=0.0432,=0.0580,=0.0301,=221
="931144",通信技术,2019-05-30,=-0.0027,=3625.9897,=0.5575,=59.7150,=0.8673,=22.8153,=30.5283,=37.2252,=52.7596,=113.1406,=10.1364,=0.9495,=2.5671,=3.1138,=3.7488,=4.8385,=15.3977,=6.1057,=0.9450,=1.6428,=2.1096,=2.5099,=3.4274,=9.4991,=0.0033,=0.0590,=0.0021,=0.0043,=0.0064,=0.0100,=0.0166,=0.1157,=0.1354,=0.0739,=259
="000685",科创芯片,2022-06-13,=-0.0048,=3813.7600,=0.4593,=151.5263,=0.5720,=42.1555,=71.3843,=119.7432,=181.3574,=335.4323,=10.3479,=0.9251,=3.1235,=4.1011,=5.2126,=7.8066,=15.4697,=20.0816,=0.9251,=7.4796,=10.1020,=12.3480,=15.9770,=31.9311,=0.0009,=0.1196,=0.0005,=0.0010,=0.0015,=0.0021,=0.0026,=0.0456,=0.0415,=0.0173,=520
="H30184",半导体,2013-07-15,=-0.0070,=12660.4064,=0.3758,=89.1604,=0.5849,=33.2056,=51.8287,=79.2493,=107.9511,=186.6477,=8.2672,=0.8768,=2.5082,=3.4441,=4.9202,=7.5077,=12.7528,=12.6773,=0.9555,=1.3963,=2.6456,=7.0525,=9.6733,=20.0377,=0.0015,=0.1125,=0.0010,=0.0017,=0.0024,=0.0034,=0.0070,=0.0588,=0.0527,=0.0230,=3410
="932066",半导体行业精选,2023-11-10,=-0.0079,=5468.8942,=0.3464,=73.9194,=0.3089,=50.1901,=65.4730,=83.3760,=99.6683,=142.8699,=8.0905,=0.7262,=3.1655,=4.1687,=6.8123,=8.4332,=12.2533,=12.0171,=0.6984,=6.6489,=8.4255,=10.8866,=12.6126,=18.4956,=0.0018,=0.3016,=0.0012,=0.0017,=0.0022,=0.0028,=0.0034,=0.0665,=0.0794,=0.0376,=8
="931079",5G通信,2019-04-25,=-0.0052,=2553.5057,=0.3245,=44.9872,=0.8091,=21.0709,=27.7358,=33.8216,=44.7756,=103.6981,=7.1881,=0.9479,=2.3623,=3.0521,=3.6468,=5.3878,=10.5199,=2.8214,=0.9334,=1.1916,=1.4931,=1.8910,=2.3744,=4.2354,=0.0064,=0.3197,=0.0036,=0.0056,=0.0082,=0.0121,=0.0152,=0.0942,=0.1398,=0.0637,=2291
="990001",中华半导体芯片,2019-03-18,=-0.0064,=15959.6240,=0.3202,=91.9503,=0.5736,=33.1780,=61.6190,=86.4536,=116.8442,=187.5449,=8.2010,=0.8632,=3.1429,=4.2935,=5.3651,=7.5254,=12.4905,=12.4165,=0.9520,=3.3238,=6.1004,=7.1387,=9.6261,=19.5120,=0.0013,=0.0772,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0564,=0.0410,=0.0254,=1389
="H30007",芯片产业,2012-12-20,=-0.0071,=4147.0550,=0.3096,=82.9317,=0.5890,=24.2382,=40.3144,=72.1098,=113.4115,=186.5687,=8.2882,=0.9110,=1.9412,=3.6288,=4.5627,=7.3092,=12.9184,=12.1733,=0.9646,=1.5871,=3.7177,=6.5697,=8.4207,=19.5328,=0.0013,=0.0622,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0667,=0.0446,=0.0267,=546
="H30318",科技传媒通信150,2014-04-15,=-0.0036,=4023.9039,=0.3087,=52.2624,=0.8285,=19.8534,=28.8631,=38.1374,=50.1292,=90.7292,=8.6908,=0.9646,=2.0037,=2.4801,=3.5091,=4.4265,=13.0479,=4.5623,=0.9477,=1.2409,=1.8640,=2.3043,=2.8542,=6.8164,=0.0046,=0.0466,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.1033,=0.1091,=0.0497,=50
="000682",科创信息,2021-08-16,=-0.0044,=2596.1000,=0.3021,=132.2297,=0.7724,=41.6131,=61.7349,=93.6966,=137.0627,=255.5918,=9.6216,=0.9336,=3.3247,=4.3633,=5.4080,=7.3284,=13.8809,=14.3336,=0.9352,=5.5790,=7.3298,=8.9460,=11.5760,=21.7670,=0.0016,=0.0490,=0.0011,=0.0020,=0.0029,=0.0038,=0.0070,=0.0461,=0.0432,=0.0205,=106
="980017",国证芯片,2015-02-17,=-0.0052,=16415.7200,=0.2940,=87.5496,=0.5530,=30.3742,=55.9621,=81.9341,=109.1194,=227.4136,=8.9461,=0.9345,=3.1638,=4.1087,=5.8203,=7.5625,=13.5798,=13.2203,=0.9508,=3.6283,=5.7981,=6.6999,=8.2125,=20.9165,=0.0013,=0.0802,=0.0008,=0.0016,=0.0020,=0.0027,=0.0044,=0.0673,=0.0397,=0.0271,=2626
="931688",中证算力,2022-07-21,,,=0.2917,=35.0404,=0.8786,=18.0036,=20.8440,=24.0887,=32.6833,=44.9092,=3.8018,=0.8971,=1.6529,=1.9032,=2.2896,=3.3868,=4.7747,=2.6571,=0.8848,=1.3731,=1.5963,=1.8234,=2.5189,=3.3716,=0.0157,=0.0867,=0.0131,=0.0190,=0.0261,=0.0299,=0.0338,=0.0631,=0.1011,=0.0578,=110
="399363",云科技,2009-08-03,=-0.0052,=11926.6200,=0.2765,=33.2216,=0.0960,=25.0041,=35.9534,=41.4816,=48.7030,=74.9161,=3.9808,=0.2148,=3.0187,=3.9515,=4.6376,=5.5540,=10.4646,=2.7245,=0.4188,=1.6015,=2.2265,=3.0290,=3.6998,=4.3638,=0.0146,=0.9864,=0.0046,=0.0055,=0.0070,=0.0104,=0.0160,=0.0735,=0.1037,=0.0278,=289
="931406",5G 50,2020-02-20,=-0.0045,=2710.0456,=0.2732,=30.5549,=0.6650,=15.2657,=20.6215,=24.1058,=34.6304,=51.5506,=3.4510,=0.6505,=1.5292,=1.9719,=2.5939,=3.8170,=5.3757,=2.2930,=0.9471,=0.9155,=1.4089,=1.5885,=1.9369,=2.9469,=0.0167,=0.4200,=0.0042,=0.0068,=0.0204,=0.0276,=0.0387,=0.0653,=0.1023,=0.0580,=707
="931696",科技50策略,2021-07-12,=-0.0034,=25531.3414,=0.2675,=42.8837,=0.7610,=23.0047,=27.9742,=34.0760,=47.6059,=71.4621,=7.8054,=0.8945,=3.0567,=3.9308,=4.5108,=7.1846,=11.2899,=4.3084,=0.8018,=1.9010,=2.3694,=2.6982,=4.3012,=6.7093,=0.0062,=0.1863,=0.0042,=0.0063,=0.0097,=0.0121,=0.0167,=0.1061,=0.1271,=0.0618,=15
="000690",科创成长,2022-11-04,=0.0028,=2374.2000,=0.2663,=69.4155,=0.3065,=26.4295,=46.7854,=83.2214,=154.1337,=288.8500,=11.6432,=0.7602,=3.7827,=4.8680,=6.4952,=12.3275,=18.2315,=11.6478,=0.6796,=2.7510,=4.0187,=8.4340,=14.5314,=20.0971,=0.0016,=0.1129,=0.0011,=0.0020,=0.0033,=0.0053,=0.0127,=0.1346,=0.1043,=0.0615,=153
="399990",煤炭等权,2015-01-21,=-0.0033,=3630.5500,=0.2639,=19.5797,=0.8759,=5.7123,=8.6087,=10.6441,=15.5128,=144.9606,=1.8560,=0.9847,=0.8179,=1.1204,=1.3771,=1.6177,=2.0135,=1.8764,=0.9584,=0.6732,=0.9175,=1.1215,=1.4630,=2.2100,=0.0310,=0.0771,=0.0074,=0.0368,=0.0548,=0.0638,=0.1003,=0.0521,=0.0912,=0.0456,=242
="931160",通信设备,2013-07-15,=-0.0027,=19494.6049,=0.2609,=45.5597,=0.6603,=19.3231,=27.7990,=36.6969,=54.9602,=91.1971,=8.4295,=0.9646,=2.1520,=2.8712,=3.4261,=3.9737,=12.1269,=2.8545,=0.9369,=0.9706,=1.2833,=1.5072,=2.4410,=4.3558,=0.0071,=0.4382,=0.0028,=0.0053,=0.0077,=0.0150,=0.0221,=0.1127,=0.1280,=0.0660,=1315
="950162",科创芯片设计,2024-07-26,=-0.0037,=2338.8205,=0.2572,=122.3314,=0,=122.3314,=219.4867,=262.4670,=380.6821,=687.1301,=13.0603,=0.7730,=4.2582,=7.8333,=9.8450,=13.3028,=20.2102,=19.9794,=0.6595,=8.7765,=14.5023,=17.9155,=21.7027,=32.5243,=0.0016,=0.5538,=0.0010,=0.0012,=0.0015,=0.0018,=0.0029,=0.0858,=0.0713,=0.0289,=69
="000698",科创100,2023-08-07,=0.0014,=1831.4400,=0.2562,=89.0961,=0.0737,=60.6995,=126.8810,=210.8315,=252.0930,=337.2511,=6.4150,=0.8552,=2.7397,=3.6364,=4.2209,=6.0407,=8.5061,=6.8812,=0.6099,=4.0312,=5.1193,=6.4206,=8.4035,=10.0837,=0.0031,=0.1622,=0.0025,=0.0033,=0.0053,=0.0064,=0.0089,=0.0429,=0.0369,=0.0143,=595
="931461",电子50,2009-07-22,=-0.0056,=7364.9806,=0.2493,=46.0635,=0.7370,=20.3357,=30.2775,=36.3532,=49.0359,=76.5790,=6.4739,=0.9559,=2.5323,=3.1789,=3.7041,=5.3348,=9.2899,=3.1390,=0.7939,=1.1588,=1.7975,=2.0682,=3.1626,=4.5428,=0.0064,=0.1624,=0.0046,=0.0066,=0.0091,=0.0111,=0.0147,=0.0739,=0.0884,=0.0404,=444
="399998",中证煤炭,2015-02-13,=-0.0022,=2459.1100,=0.2472,=19.5797,=0.8759,=5.7123,=8.6087,=10.6441,=15.5128,=144.9606,=1.8560,=0.9847,=0.8179,=1.1204,=1.3771,=1.6177,=2.0135,=1.8764,=0.9584,=0.6732,=0.9175,=1.1215,=1.4630,=2.2100,=0.0310,=0.0771,=0.0074,=0.0368,=0.0548,=0.0638,=0.1003,=0.0521,=0.0912,=0.0456,=2132
="931087",科技龙头,2019-03-20,=-0.0059,=6524.2348,=0.2412,=45.6351,=0.6273,=22.2848,=33.6976,=40.7945,=52.4356,=78.0359,=7.6422,=0.9376,=2.8190,=4.2337,=5.3273,=6.5557,=11.1808,=6.6627,=0.9685,=2.0316,=3.3120,=4.0075,=5.0241,=9.7717,=0.0058,=0.3346,=0.0037,=0.0053,=0.0064,=0.0086,=0.0172,=0.1100,=0.1080,=0.0526,=2098
="930652",CS电子,2015-06-05,=-0.0050,=12170.4951,=0.2407,=51.4881,=0.7745,=21.2056,=33.8173,=43.2208,=53.1100,=86.1406,=6.4900,=0.9666,=2.2039,=3.1461,=3.6530,=4.8246,=9.3375,=3.5181,=0.9369,=1.4014,=2.0216,=2.3072,=3.0870,=5.0793,=0.0056,=0.0577,=0.0040,=0.0063,=0.0077,=0.0104,=0.0141,=0.0673,=0.0838,=0.0386,=488
