指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=0.0025,=12430.9120,=-0.0270,=5.8740,=0.7835,=3.2016,=4.0763,=5.2062,=5.9017,=7.9938,=0.5538,=0.4336,=0.3790,=0.4566,=0.5662,=0.7134,=1.0569,=2.2048,=0.8327,=1.0856,=1.4318,=1.7461,=2.1349,=2.9053,,=0.0881,,=0.0497,=98
="H11146",港股通内地金融,2010-06-02,=-0.0006,=1115.2096,=0.0150,=6.0359,=0.5063,=3.2759,=4.5177,=6.0122,=6.7500,=9.2347,=0.6125,=0.3960,=0.3797,=0.4938,=0.6695,=0.8765,=1.1859,=1.5591,=0.7596,=0.6692,=0.9478,=1.2957,=1.5980,=2.1885,,=0.0970,,=0.0479,=40
="930792",HK银行,2016-04-22,=-0.0033,=4833.0387,=0.0996,=6.7001,=0.7836,=3.2659,=4.4645,=5.8483,=6.7741,=9.5632,=0.6520,=0.5668,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.5488,=0.8859,=1.0519,=1.5167,=1.8533,=2.3926,=3.1066,,=0.0901,,=0.0472,=754
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0035,=4192.5600,=0.0427,=6.7645,=0.7201,=4.1647,=4.6318,=5.6500,=6.9850,=7.8218,=0.6276,=0.5895,=0.4381,=0.4946,=0.5909,=0.6872,=0.7455,=1.0605,=0.9987,=0.5323,=0.5950,=0.7412,=0.9339,=1.0639,,=0.0921,,=0.0526,=239
="H30106",H300金融服务,2013-05-21,=-0.0043,=1551.5308,=0.0269,=6.8046,=0.4617,=4.0175,=5.3642,=6.9684,=7.7688,=11.1922,=0.7298,=0.4662,=0.4470,=0.5777,=0.7434,=0.9083,=1.2489,=1.9450,=0.8366,=0.8557,=1.1816,=1.4636,=1.8850,=2.3593,,=0.1014,,=0.0457,=20
="399986",中证银行,2013-07-15,=0.0049,=7231.4100,=-0.0489,=6.9731,=0.8318,=4.1183,=5.2599,=6.2808,=6.8485,=9.0846,=0.6634,=0.3621,=0.4848,=0.5836,=0.7194,=0.8984,=1.2416,=2.6176,=0.8759,=1.4134,=1.7842,=2.1412,=2.5012,=3.3016,=0.0226,=0.0881,=0.0236,=0.0422,=9558
="931024",港股通非银,2017-11-06,=-0.0021,=3826.3598,=-0.1082,=7.2126,=0.0038,=6.7549,=8.6217,=11.0939,=13.3685,=22.4310,=0.9816,=0.3760,=0.6237,=0.8481,=1.0476,=1.2233,=1.7592,=1.2078,=0.7879,=0.5870,=0.8751,=1.0134,=1.2278,=2.2002,,=0.1344,,=0.0406,=193
="000018",180金融,2007-12-10,=0.0045,=5259.5800,=-0.1146,=7.2973,=0.4157,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7423,=0.2598,=0.5902,=0.6965,=0.8737,=1.0696,=1.4199,=2.1912,=0.7893,=1.2355,=1.5824,=1.9484,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0398,=776
="931233",港股通央企红利,2017-06-28,=-0.0048,=1180.4089,=0.0125,=7.3170,=0.7507,=3.6988,=4.9551,=6.3334,=7.4458,=14.0775,=0.6883,=0.5974,=0.3929,=0.5222,=0.6448,=0.8612,=1.8161,=0.9934,=0.5520,=0.4645,=0.6218,=0.9475,=1.3906,=1.7583,,=0.0906,,=0.0511,=451
="399809",保险主题,2015-02-13,=0.0079,=2128.5700,=-0.2022,=7.3374,=0.3142,=5.4537,=6.8114,=10.5318,=15.0245,=22.8725,=0.7857,=0.2573,=0.6352,=0.7658,=1.2252,=1.4858,=1.9794,=2.1371,=0.9208,=0.5239,=0.8688,=1.0970,=1.5043,=2.3772,=0.0227,=0.1015,=0.0246,=0.0395,=1493
