指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=-0.0231,=11360.8486,=-0.1112,=5.4025,=0.5600,=3.2016,=4.0770,=5.2218,=5.9045,=7.9938,=0.5099,=0.3223,=0.3790,=0.4572,=0.5660,=0.7128,=1.0569,=2.0278,=0.7424,=1.0856,=1.4324,=1.7495,=2.1410,=2.9053,=0.0540,=0.4677,=0.0324,=0.0492,=0.0547,=0.0739,=0.0997,,=0.0881,,=99
="932584",智选港股通红利低波,2026-06-11,,,,=5.4959,=0,=5.4959,=5.6356,=5.9008,=6.1973,=6.2685,=0.5614,=0,=0.5614,=0.5756,=0.6027,=0.6330,=0.6403,=0.8444,=0,=0.8444,=0.8658,=0.9066,=0.9521,=0.9631,=0.0620,=1,=0.0544,=0.0550,=0.0578,=0.0605,=0.0620,,,,=6
="H11146",港股通内地金融,2010-06-02,=-0.0188,=1034.2055,=-0.0600,=5.6126,=0.4031,=3.2759,=4.5177,=6.0271,=6.7500,=9.2347,=0.5699,=0.3297,=0.3797,=0.4938,=0.6651,=0.8765,=1.1859,=1.4538,=0.6504,=0.6692,=0.9478,=1.3046,=1.5984,=2.1885,=0.0514,=0.5260,=0.0302,=0.0445,=0.0503,=0.0726,=0.0994,,=0.0970,,=40
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0188,=3709.4100,=-0.0774,=6.1817,=0.6288,=4.1647,=4.6419,=5.6726,=6.9733,=7.8218,=0.5735,=0.4082,=0.4381,=0.4947,=0.5924,=0.6864,=0.7455,=0.9691,=0.8481,=0.5323,=0.5963,=0.7451,=0.9405,=1.0875,=0.0576,=0.2404,=0.0487,=0.0570,=0.0702,=0.0865,=0.0936,,=0.0921,,=247
="930792",HK银行,2016-04-22,=-0.0140,=4574.0143,=0.0378,=6.3054,=0.6340,=3.2659,=4.4606,=5.8787,=6.7902,=9.5632,=0.6143,=0.4785,=0.3905,=0.4962,=0.6242,=0.8015,=1.0771,=2.4012,=0.7989,=1.0519,=1.5163,=1.8682,=2.4024,=3.1066,=0.0500,=0.1963,=0.0355,=0.0502,=0.0564,=0.0743,=0.1045,,=0.0901,,=751
="399986",中证银行,2013-07-15,=-0.0236,=6634.8600,=-0.1274,=6.4644,=0.5913,=4.1183,=5.2599,=6.2918,=6.8536,=9.0846,=0.6161,=0.2507,=0.4848,=0.5836,=0.7171,=0.8984,=1.2416,=2.4266,=0.7571,=1.4134,=1.7842,=2.1511,=2.5119,=3.3016,=0.0456,=0.4713,=0.0285,=0.0411,=0.0461,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9583
="H30106",H300金融服务,2013-05-21,=-0.0135,=1482.1637,=-0.0208,=6.4786,=0.4051,=4.0175,=5.3642,=6.9740,=7.7688,=11.1922,=0.6948,=0.4043,=0.4470,=0.5777,=0.7418,=0.9083,=1.2489,=1.8516,=0.7778,=0.8557,=1.1816,=1.4677,=1.8898,=2.3593,=0.0480,=0.5272,=0.0288,=0.0433,=0.0473,=0.0664,=0.0918,,=0.1014,,=20
="931233",港股通央企红利,2017-06-28,=-0.0222,=1054.0230,=-0.0961,=6.5703,=0.5425,=3.6988,=4.9618,=6.3542,=7.4456,=14.0775,=0.6180,=0.4418,=0.3929,=0.5225,=0.6451,=0.8599,=1.8161,=0.8921,=0.4444,=0.4645,=0.6229,=0.9482,=1.3896,=1.7583,=0.0569,=0.4909,=0.0394,=0.0519,=0.0571,=0.0798,=0.1038,,=0.0906,,=457
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0159,=2657.7100,=-0.0449,=6.6792,=0.7829,=3.7550,=5.0505,=5.8294,=6.7968,=7.9027,=0.6700,=0.6508,=0.4590,=0.5787,=0.6406,=0.7396,=0.8175,=1.0161,=0.8453,=0.5101,=0.6884,=0.7985,=0.9145,=1.2126,=0.0560,=0.2974,=0.0478,=0.0537,=0.0622,=0.0792,=0.1052,,=0.0995,,=281
="H11140",香港红利,2009-07-23,=-0.0228,=3519.5979,=-0.0370,=6.7046,=0.6222,=3.0693,=4.4494,=5.9820,=7.9074,=13.9623,=0.6329,=0.5030,=0.3833,=0.5103,=0.6294,=0.8661,=1.1652,=1.0666,=0.5683,=0.5431,=0.7455,=0.9723,=1.3866,=2.1349,=0.0587,=0.2878,=0.0382,=0.0561,=0.0636,=0.0876,=0.1281,,=0.0912,,=46
="987016",港股通红利低波,2021-11-18,,,=-0.0135,=6.7489,=0.7868,=3.4544,=4.3030,=4.9497,=6.8250,=8.0054,=0.6470,=0.7761,=0.4152,=0.4880,=0.5396,=0.6627,=0.7529,=1.0009,=0.7529,=0.5827,=0.6601,=0.7958,=1.1099,=1.3012,=0.0595,=0.2043,=0.0488,=0.0594,=0.0820,=0.0926,=0.1160,,=0.0893,,=163
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0188,=3886.9700,=-0.1301,=6.8377,=0.7276,=3.5572,=4.6525,=5.9943,=7.2248,=9.5068,=0.6162,=0.5586,=0.3828,=0.4856,=0.5818,=0.8148,=1.1073,=0.8248,=0.4583,=0.4386,=0.6561,=0.8498,=1.4136,=2.0623,=0.0589,=0.4064,=0.0385,=0.0531,=0.0643,=0.0819,=0.1103,,,,=1524
="399809",保险主题,2015-02-13,=-0.0201,=2011.1600,=-0.2462,=6.8895,=0.2157,=5.4537,=6.8114,=10.4274,=15.0245,=22.8725,=0.7391,=0.1245,=0.6352,=0.7654,=1.2252,=1.4858,=1.9794,=2.0066,=0.8685,=0.5239,=0.8688,=1.0970,=1.7176,=2.3772,=0.0421,=0.7146,=0.0120,=0.0209,=0.0296,=0.0488,=0.0686,=0.0227,=0.1015,=0.0246,=1494
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0163,=1171.3000,=-0.0817,=6.8902,=0.5691,=3.6777,=4.8612,=6.6079,=7.8179,=10.6953,=0.6325,=0.4772,=0.4041,=0.5046,=0.6474,=0.9078,=1.1746,=1.0013,=0.4244,=0.5013,=0.7008,=1.0644,=1.5005,=1.9871,=0.0591,=0.4528,=0.0423,=0.0526,=0.0604,=0.0808,=0.1102,,,,=916
="000018",180金融,2007-12-10,=-0.0173,=5033.7900,=-0.1526,=6.9159,=0.3006,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7075,=0.2214,=0.5902,=0.6965,=0.8696,=1.0696,=1.4199,=2.0773,=0.6689,=1.2355,=1.5824,=1.9537,=2.2073,=2.8772,=0.0420,=0.6412,=0.0246,=0.0353,=0.0392,=0.0493,=0.0636,=0.0229,=0.0959,=0.0245,=776
="931024",港股通非银,2017-11-06,=-0.0133,=3652.9289,=-0.1488,=6.9972,=0.0023,=6.7549,=8.5716,=11.0568,=13.3357,=22.4310,=0.9521,=0.3186,=0.6237,=0.8490,=1.0451,=1.2221,=1.7592,=1.1723,=0.7443,=0.5870,=0.8758,=1.0153,=1.2289,=2.2002,=0.0418,=0.8114,=0.0165,=0.0266,=0.0345,=0.0414,=0.0611,,=0.1344,,=193
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0203,=2400.8100,=-0.0310,=7.0492,=0.7505,=3.8979,=4.9498,=5.9062,=7.2399,=8.4533,=0.6291,=0.6431,=0.4277,=0.5173,=0.5791,=0.6846,=0.8197,=1.0970,=0.7553,=0.5333,=0.6974,=0.8785,=1.1238,=1.3442,=0.0571,=0.2331,=0.0482,=0.0565,=0.0673,=0.0840,=0.1067,,,,=495
="000818",细分金融,2012-04-11,,,=-0.1317,=7.0747,=0.3035,=5.2356,=6.4974,=7.6851,=8.4810,=10.9951,=0.7218,=0.2247,=0.5930,=0.7010,=0.8854,=1.0928,=1.4303,=2.1420,=0.6792,=1.2689,=1.6354,=1.9907,=2.2623,=2.9111,=0.0410,=0.6845,=0.0239,=0.0331,=0.0375,=0.0471,=0.0625,=0.0231,=0.0956,=0.0246,=7
