指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0012,=12153.9400,=-0.0493,=5.8074,=0.7514,=3.2016,=4.0741,=5.1951,=5.9045,=7.9938,=0.5474,=0.4051,=0.3790,=0.4566,=0.5668,=0.7138,=1.0569,=2.1798,=0.8178,=1.0856,=1.4316,=1.7446,=2.1309,=2.9053,,=0.0881,,=0.0502,=95
="H11146",港股通内地金融,2010-06-02,=0.0029,=1123.1200,=0.0204,=6.0614,=0.5136,=3.2759,=4.5181,=6.0006,=6.7473,=9.2347,=0.6151,=0.3937,=0.3797,=0.4941,=0.6731,=0.8760,=1.1859,=1.5657,=0.7671,=0.6692,=0.9479,=1.2869,=1.5978,=2.1885,,=0.0970,,=0.0477,=39
="930792",HK银行,2016-04-22,=0.0090,=4831.2900,=0.0969,=6.6885,=0.7813,=3.2659,=4.4645,=5.8335,=6.7741,=9.5632,=0.6509,=0.5606,=0.3905,=0.4964,=0.6260,=0.8010,=1.0771,=2.5444,=0.8832,=1.0519,=1.5167,=1.8463,=2.3812,=3.1066,,=0.0901,,=0.0473,=750
="399986",中证银行,2013-07-15,=-0.0021,=7007.1700,=-0.0784,=6.7546,=0.7605,=4.1183,=5.2599,=6.2719,=6.8477,=9.0846,=0.6425,=0.2988,=0.4848,=0.5836,=0.7206,=0.8984,=1.2416,=2.5355,=0.8195,=1.4134,=1.7842,=2.1312,=2.4864,=3.3016,=0.0226,=0.0881,=0.0236,=0.0436,=9541
="H30106",H300金融服务,2013-05-21,=0.0075,=1609.4000,=0.0635,=6.9167,=0.4889,=4.0175,=5.3653,=6.9643,=7.7687,=11.1922,=0.7418,=0.4909,=0.4470,=0.5779,=0.7462,=0.9081,=1.2489,=1.9770,=0.8582,=0.8557,=1.1817,=1.4607,=1.8787,=2.3593,,=0.1014,,=0.0449,=18
="000018",180金融,2007-12-10,=-0.0043,=5154.4600,=-0.1323,=7.1379,=0.3491,=5.2016,=6.4287,=7.4972,=8.3012,=10.8609,=0.7260,=0.2411,=0.5902,=0.6965,=0.8770,=1.0696,=1.4199,=2.1434,=0.7543,=1.2355,=1.5824,=1.9422,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0407,=771
="399809",保险主题,2015-02-13,=-0.0038,=2155.7400,=-0.1920,=7.1729,=0.2663,=5.4537,=6.8114,=10.5910,=15.0245,=22.8725,=0.7681,=0.2065,=0.6352,=0.7666,=1.2249,=1.4858,=1.9794,=2.0892,=0.9073,=0.5239,=0.8688,=1.0978,=1.4368,=2.3772,=0.0227,=0.1015,=0.0246,=0.0404,=1486
="000818",细分金融,2012-04-11,=-0.0057,=6427.7300,=-0.1295,=7.2394,=0.3298,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7363,=0.2424,=0.5930,=0.7010,=0.8945,=1.0928,=1.4303,=2.1927,=0.7490,=1.2689,=1.6354,=1.9807,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0400,=6
="931233",港股通央企红利,2017-06-28,=0.0017,=1217.0900,=0.0440,=7.4074,=0.7832,=3.6988,=4.9516,=6.3251,=7.4515,=14.0775,=0.6968,=0.6161,=0.3929,=0.5221,=0.6448,=0.8640,=1.8161,=1.0057,=0.5660,=0.4645,=0.6207,=0.9456,=1.3913,=1.7583,,=0.0906,,=0.0505,=447
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0048,=4356.1700,=0.0834,=7.4614,=0.9358,=4.1647,=4.6248,=5.6410,=6.9421,=7.8218,=0.6972,=0.8497,=0.4381,=0.4941,=0.5873,=0.6846,=0.7455,=0.9915,=0.9303,=0.5323,=0.5933,=0.7380,=0.9245,=1.0366,,=0.0921,,=0.0506,=235
