指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=0.0073,=12695.8096,=-0.0076,=6.1235,=0.8866,=3.2016,=4.0872,=5.2391,=5.9045,=7.9938,=0.5796,=0.5496,=0.3790,=0.4581,=0.5652,=0.7119,=1.0569,=2.2984,=0.9104,=1.0856,=1.4348,=1.7523,=2.1444,=2.9053,=0.0476,=0.1271,=0.0324,=0.0492,=0.0546,=0.0738,=0.0997,,=0.0881,,=103
="H11146",港股通内地金融,2010-06-02,=0.0140,=1164.3682,=0.0548,=6.3102,=0.6156,=3.2759,=4.5177,=6.0304,=6.7500,=9.2347,=0.6407,=0.4526,=0.3797,=0.4938,=0.6619,=0.8765,=1.1859,=1.6345,=0.8382,=0.6692,=0.9478,=1.3168,=1.5994,=2.1885,=0.0457,=0.2830,=0.0302,=0.0445,=0.0501,=0.0726,=0.0994,,=0.0970,,=42
="932584",智选港股通红利低波,2026-06-11,,,,=6.3425,=1,=5.4952,=5.6520,=5.9008,=6.1749,=6.3425,=0.6478,=1,=0.5613,=0.5773,=0.6027,=0.6307,=0.6478,=0.9744,=1,=0.8443,=0.8683,=0.9066,=0.9487,=0.9744,=0.0538,=0,=0.0538,=0.0552,=0.0578,=0.0600,=0.0621,,,,=13
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0157,=4185.1400,=0.0409,=7.0559,=0.8391,=4.1647,=4.6532,=5.7008,=6.9532,=7.8218,=0.6546,=0.6860,=0.4381,=0.4967,=0.5942,=0.6844,=0.7455,=1.1062,=1,=0.5323,=0.5972,=0.7482,=0.9468,=1.1062,=0.0504,=0.0270,=0.0487,=0.0568,=0.0689,=0.0864,=0.0936,,=0.0921,,=261
="399986",中证银行,2013-07-15,=0.0018,=7336.4100,=-0.0351,=7.1374,=0.8664,=4.1183,=5.2599,=6.3047,=6.8577,=9.0846,=0.6857,=0.4425,=0.4848,=0.5836,=0.7143,=0.8938,=1.2416,=2.6792,=0.9097,=1.4134,=1.7842,=2.1678,=2.5228,=3.3016,=0.0413,=0.2058,=0.0285,=0.0411,=0.0459,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9633
="930792",HK银行,2016-04-22,=0.0145,=5215.1017,=0.1810,=7.1777,=0.8891,=3.2659,=4.4606,=5.8963,=6.7994,=9.5632,=0.6992,=0.6604,=0.3905,=0.4962,=0.6240,=0.8015,=1.0771,=2.7333,=0.9805,=1.0519,=1.5163,=1.8795,=2.4188,=3.1066,=0.0440,=0.0515,=0.0355,=0.0500,=0.0563,=0.0743,=0.1045,,=0.0901,,=753
="H30106",H300金融服务,2013-05-21,=0.0121,=1664.4685,=0.0970,=7.2899,=0.6253,=4.0175,=5.3642,=6.9837,=7.7688,=11.1922,=0.7810,=0.5884,=0.4470,=0.5777,=0.7401,=0.9083,=1.2489,=2.0818,=0.9371,=0.8557,=1.1816,=1.4753,=1.9002,=2.3593,=0.0427,=0.1736,=0.0288,=0.0433,=0.0472,=0.0664,=0.0918,,=0.1014,,=19
="931233",港股通央企红利,2017-06-28,=0.0150,=1183.6678,=0.0130,=7.4784,=0.8115,=3.6988,=4.9726,=6.3776,=7.4434,=14.0775,=0.7035,=0.6364,=0.3929,=0.5233,=0.6453,=0.8592,=1.8161,=1.0154,=0.5865,=0.4645,=0.6246,=0.9475,=1.3883,=1.7583,=0.0500,=0.1222,=0.0394,=0.0519,=0.0570,=0.0797,=0.1038,,=0.0906,,=472
="000018",180金融,2007-12-10,=0.0023,=5442.2600,=-0.0839,=7.5482,=0.5151,=5.2016,=6.4287,=7.4996,=8.3012,=10.8609,=0.7786,=0.3497,=0.5902,=0.6965,=0.8625,=1.0650,=1.4199,=2.2672,=0.8503,=1.2355,=1.5824,=1.9608,=2.2089,=2.8772,=0.0385,=0.4318,=0.0246,=0.0353,=0.0392,=0.0493,=0.0636,=0.0229,=0.0959,=0.0245,=776
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0163,=3009.2500,=0.0814,=7.5740,=0.9512,=3.7550,=5.0519,=5.8379,=6.8463,=7.9027,=0.7597,=0.8801,=0.4590,=0.5795,=0.6417,=0.7396,=0.8175,=1.1525,=0.9447,=0.5101,=0.6885,=0.7999,=0.9227,=1.2126,=0.0494,=0.0276,=0.0478,=0.0536,=0.0620,=0.0791,=0.1052,,=0.0995,,=281
="931024",港股通非银,2017-11-06,=0.0142,=4039.4489,=-0.0620,=7.5784,=0.0446,=6.7549,=8.5354,=11.0170,=13.3223,=22.4310,=1.0311,=0.4779,=0.6237,=0.8517,=1.0426,=1.2217,=1.7592,=1.2697,=0.8322,=0.5870,=0.8768,=1.0171,=1.2306,=2.2002,=0.0385,=0.6983,=0.0165,=0.0268,=0.0346,=0.0413,=0.0611,,=0.1344,,=203
="H11140",香港红利,2009-07-23,=0.0136,=3997.8770,=0.0929,=7.6387,=0.7848,=3.0693,=4.4494,=5.9820,=7.7739,=13.9623,=0.7211,=0.6319,=0.3833,=0.5103,=0.6294,=0.8661,=1.1652,=1.2152,=0.7118,=0.5431,=0.7455,=0.9723,=1.3453,=2.1349,=0.0515,=0.1200,=0.0382,=0.0558,=0.0633,=0.0876,=0.1281,,=0.0912,,=48
="399809",保险主题,2015-02-13,=-0.0008,=2237.6800,=-0.1613,=7.6405,=0.3600,=5.4537,=6.8114,=10.3206,=15.0245,=22.8725,=0.8272,=0.3505,=0.6352,=0.7647,=1.2204,=1.4858,=1.9794,=2.2254,=0.9468,=0.5239,=0.8688,=1.0970,=1.7551,=2.3772,=0.0379,=0.6371,=0.0120,=0.0209,=0.0300,=0.0488,=0.0686,=0.0227,=0.1015,=0.0246,=1508
="000818",细分金融,2012-04-11,,,=-0.0869,=7.6893,=0.5010,=5.2356,=6.4974,=7.6869,=8.4810,=10.9951,=0.7909,=0.3365,=0.5930,=0.7010,=0.8792,=1.0874,=1.4303,=2.3280,=0.8532,=1.2689,=1.6354,=2.0001,=2.2641,=2.9111,=0.0377,=0.5122,=0.0239,=0.0331,=0.0375,=0.0471,=0.0625,=0.0231,=0.0956,=0.0246,=7
