指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0073,=12642.2900,=-0.0111,=5.9993,=0.8510,=3.2016,=4.0525,=5.1794,=5.8961,=7.9938,=0.5802,=0.5402,=0.3790,=0.4560,=0.5669,=0.7156,=1.0569,=2.2836,=0.9030,=1.0856,=1.4287,=1.7391,=2.1064,=2.9053,,=0.0932,,=0.0493,=86
="H11146",港股通内地金融,2010-06-02,=-0.0013,=1133.9500,=0.0302,=6.2164,=0.5768,=3.2759,=4.5177,=5.9069,=6.7500,=9.2347,=0.6483,=0.4422,=0.3797,=0.4938,=0.6787,=0.8770,=1.1859,=1.6129,=0.8208,=0.6692,=0.9478,=1.2723,=1.5919,=2.1885,,=0.0962,,=0.0471,=35
="399986",中证银行,2013-07-15,=0.0107,=7344.6800,=-0.0340,=6.9715,=0.8343,=4.1183,=5.2599,=6.2523,=6.8303,=9.0846,=0.6739,=0.3817,=0.4848,=0.5836,=0.7237,=0.9020,=1.2416,=2.6535,=0.9007,=1.4134,=1.7842,=2.1203,=2.4592,=3.3016,=0.0685,=0.0932,=0.0729,=0.0424,=9485
="930792",HK银行,2016-04-22,=0.0032,=4776.1200,=0.0843,=6.9753,=0.8434,=3.2659,=4.4606,=5.8012,=6.7497,=9.5632,=0.6797,=0.6129,=0.3905,=0.4962,=0.6243,=0.8015,=1.0771,=2.6240,=0.9520,=1.0519,=1.5163,=1.8342,=2.3403,=3.1066,,=0.0964,,=0.0473,=745
="H30106",H300金融服务,2013-05-21,=-0.0040,=1600.9400,=0.0579,=7.1563,=0.5772,=4.0175,=5.3642,=6.9283,=7.7688,=11.1922,=0.7778,=0.5586,=0.4470,=0.5777,=0.7469,=0.9083,=1.2489,=2.0238,=0.8946,=0.8557,=1.1816,=1.4567,=1.8575,=2.3593,,=0.1014,,=0.0447,=17
="000018",180金融,2007-12-10,=0.0041,=5452.1600,=-0.0822,=7.4101,=0.4646,=5.2016,=6.4287,=7.4964,=8.3012,=10.8609,=0.7700,=0.2914,=0.5902,=0.6965,=0.8848,=1.0704,=1.4199,=2.2438,=0.8339,=1.2355,=1.5824,=1.9297,=2.1984,=2.8772,=0.0781,=0.0973,=0.0761,=0.0391,=768
="399809",保险主题,2015-02-13,=-0.0030,=2362.3600,=-0.1145,=7.4122,=0.3157,=5.4537,=6.8114,=10.6490,=15.0245,=22.8725,=0.8103,=0.3005,=0.6352,=0.7667,=1.2252,=1.4858,=1.9794,=2.1718,=0.9394,=0.5239,=0.8688,=1.0978,=1.3868,=2.3772,=0.0826,=0.1040,=0.0824,=0.0389,=1473
="931233",港股通央企红利,2017-06-28,=-0.0038,=1231.1000,=0.0560,=7.4773,=0.8149,=3.6988,=4.9442,=6.2938,=7.4253,=14.0775,=0.7222,=0.6769,=0.3929,=0.5217,=0.6423,=0.8662,=1.8161,=1.0128,=0.5783,=0.4645,=0.6194,=0.9388,=1.3927,=1.7583,,=0.0974,,=0.0507,=428
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0035,=4364.3400,=0.0855,=7.4816,=0.9759,=4.1647,=4.6122,=5.5990,=6.8948,=7.6535,=0.7173,=0.9901,=0.4381,=0.4927,=0.5834,=0.6765,=0.7230,=0.9911,=0.9618,=0.5323,=0.5919,=0.7325,=0.9182,=1.0198,,=0.0980,,=0.0511,=221
="000818",细分金融,2012-04-11,=0.0035,=6788.8200,=-0.0806,=7.5366,=0.4588,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7828,=0.2885,=0.5930,=0.7010,=0.9021,=1.0946,=1.4303,=2.2993,=0.8376,=1.2689,=1.6354,=1.9719,=2.2504,=2.9111,=0.0780,=0.0969,=0.0769,=0.0384,=6
