指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0015,=12131.0700,=-0.0511,=5.7694,=0.7320,=3.2016,=4.0741,=5.1974,=5.9045,=7.9938,=0.5438,=0.3880,=0.3790,=0.4566,=0.5667,=0.7138,=1.0569,=2.1655,=0.8133,=1.0856,=1.4316,=1.7452,=2.1332,=2.9053,,=0.0881,,=0.0506,=96
="H11146",港股通内地金融,2010-06-02,=-0.0028,=1119.9500,=0.0175,=6.0337,=0.5069,=3.2759,=4.5177,=6.0059,=6.7500,=9.2347,=0.6122,=0.3929,=0.3797,=0.4938,=0.6720,=0.8765,=1.1859,=1.5586,=0.7599,=0.6692,=0.9478,=1.2909,=1.5980,=2.1885,,=0.0970,,=0.0479,=39
="930792",HK银行,2016-04-22,=-0.0016,=4823.4700,=0.0951,=6.6533,=0.7717,=3.2659,=4.4606,=5.8370,=6.7741,=9.5632,=0.6475,=0.5491,=0.3905,=0.4962,=0.6246,=0.8015,=1.0771,=2.5310,=0.8708,=1.0519,=1.5163,=1.8486,=2.3847,=3.1066,,=0.0901,,=0.0475,=750
="399986",中证银行,2013-07-15,=0.0022,=7023.1000,=-0.0763,=6.7839,=0.7735,=4.1183,=5.2599,=6.2768,=6.8477,=9.0846,=0.6452,=0.3036,=0.4848,=0.5836,=0.7202,=0.8984,=1.2416,=2.5465,=0.8271,=1.4134,=1.7842,=2.1329,=2.4887,=3.3016,=0.0226,=0.0881,=0.0236,=0.0434,=9545
="H30106",H300金融服务,2013-05-21,=-0.0033,=1604.0500,=0.0600,=6.8896,=0.4809,=4.0175,=5.3642,=6.9687,=7.7688,=11.1922,=0.7389,=0.4850,=0.4470,=0.5777,=0.7454,=0.9083,=1.2489,=1.9693,=0.8556,=0.8557,=1.1816,=1.4615,=1.8797,=2.3593,,=0.1014,,=0.0451,=19
="000018",180金融,2007-12-10,=0.0037,=5195.6000,=-0.1254,=7.1897,=0.3663,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7312,=0.2463,=0.5902,=0.6965,=0.8766,=1.0696,=1.4199,=2.1589,=0.7661,=1.2355,=1.5824,=1.9431,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0404,=771
="399809",保险主题,2015-02-13,=0.0019,=2176.8600,=-0.1841,=7.2120,=0.2785,=5.4537,=6.8114,=10.5847,=15.0245,=22.8725,=0.7723,=0.2178,=0.6352,=0.7666,=1.2256,=1.4858,=1.9794,=2.1006,=0.9088,=0.5239,=0.8688,=1.0963,=1.4383,=2.3772,=0.0227,=0.1015,=0.0246,=0.0402,=1488
="000818",细分金融,2012-04-11,=0.0042,=6483.8800,=-0.1219,=7.2930,=0.3441,=5.2356,=6.4974,=7.6854,=8.4810,=10.9951,=0.7418,=0.2463,=0.5930,=0.7010,=0.8941,=1.0928,=1.4303,=2.2090,=0.7616,=1.2689,=1.6354,=1.9820,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0397,=6
="931233",港股通央企红利,2017-06-28,=-0.0016,=1215.1800,=0.0423,=7.3739,=0.7711,=3.6988,=4.9516,=6.3252,=7.4515,=14.0775,=0.6936,=0.6105,=0.3929,=0.5221,=0.6448,=0.8640,=1.8161,=1.0012,=0.5596,=0.4645,=0.6207,=0.9457,=1.3913,=1.7583,,=0.0906,,=0.0507,=446
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0009,=4352.4300,=0.0825,=7.4286,=0.9263,=4.1647,=4.6252,=5.6425,=6.9421,=7.8218,=0.6941,=0.8322,=0.4381,=0.4942,=0.5874,=0.6846,=0.7455,=0.9871,=0.9168,=0.5323,=0.5942,=0.7382,=0.9245,=1.0366,,=0.0921,,=0.0508,=233
="987016",港股通红利低波,2021-11-18,,,=0.1175,=7.5133,=0.9289,=3.4544,=4.2969,=4.9106,=6.7409,=8.0054,=0.6941,=0.8924,=0.4152,=0.4850,=0.5382,=0.6527,=0.7529,=1.2237,=0.9189,=0.5827,=0.6592,=0.7910,=1.0982,=1.3012,,=0.0893,,=0.0514,=143
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0036,=2978.6800,=0.0704,=7.5250,=0.9439,=3.7550,=5.0449,=5.8083,=6.7327,=7.9027,=0.7536,=0.8540,=0.4590,=0.5781,=0.6394,=0.7376,=0.8175,=1.1450,=0.9372,=0.5101,=0.6878,=0.7960,=0.9091,=1.2126,,,,=0.0497,=276
="H11140",香港红利,2009-07-23,=-0.0032,=4043.2600,=0.1073,=7.5965,=0.7629,=3.0693,=4.4494,=5.9820,=8.1779,=13.9623,=0.7171,=0.6068,=0.3833,=0.5103,=0.6294,=0.8661,=1.1652,=1.2085,=0.6891,=0.5431,=0.7455,=0.9723,=1.5093,=2.1349,,=0.0912,,=0.0518,=42
="000914",300金融,2007-07-02,=0.0039,=5892.1400,=-0.1229,=7.6396,=0.4200,=5.2769,=6.6022,=7.8376,=8.6017,=11.3863,=0.7394,=0.2426,=0.5962,=0.7048,=0.9149,=1.1328,=1.4919,=2.0813,=0.7946,=1.1210,=1.4310,=1.8121,=2.0875,=2.7052,=0.0223,=0.0897,=0.0236,=0.0393,=342
="931024",港股通非银,2017-11-06,=0.0005,=4088.8500,=-0.0477,=7.6587,=0.0342,=6.7549,=8.6509,=11.2202,=13.3704,=22.4310,=1.0423,=0.4893,=0.6237,=0.8470,=1.0488,=1.2241,=1.7592,=1.2825,=0.8353,=0.5870,=0.8751,=1.0118,=1.2232,=2.2002,,=0.1344,,=0.0382,=190
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0014,=4596.7400,=0.0288,=7.7668,=0.8610,=3.5572,=4.6390,=5.9817,=7.1879,=9.5068,=0.6994,=0.6803,=0.3828,=0.4850,=0.5789,=0.8159,=1.1073,=0.9364,=0.5758,=0.4386,=0.6537,=0.8460,=1.4164,=2.0623,,,,=0.0519,=1498
="H30270",红利价值,2013-12-19,=0.0029,=9554.5900,=0.0023,=7.7739,=0.7351,=4.4543,=5.4286,=6.7517,=8.7312,=13.0955,=0.7797,=0.5456,=0.5256,=0.6486,=0.7625,=1.2496,=1.7317,=1.5755,=0.9693,=0.5854,=0.8112,=0.9973,=1.2949,=1.6637,=0.0235,=0.0936,=0.0240,=0.0427,=192
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0033,=1353.0900,=0.0609,=7.9091,=0.8171,=3.6777,=4.8612,=6.6079,=7.8095,=10.6953,=0.7262,=0.5894,=0.4041,=0.5046,=0.6481,=0.9078,=1.1746,=1.1521,=0.5907,=0.5013,=0.7008,=1.0654,=1.5005,=1.9871,,,,=0.0516,=909
="931157",SHS红利成长LV,2019-04-25,=0.0001,=7262.4900,=-0.0257,=7.9270,=0.6665,=4.1261,=5.5871,=6.9062,=8.3407,=11.5318,=0.7934,=0.4584,=0.5154,=0.6253,=0.8091,=0.9266,=1.5888,=1.5507,=0.9331,=0.5018,=0.7112,=1.0361,=1.4038,=1.6439,,=0.0964,,=0.0479,=325
="000934",中证金融,2009-07-03,=0.0037,=5536.4900,=-0.1169,=7.9333,=0.4352,=5.7083,=6.8944,=8.0859,=8.8714,=11.5527,=0.7502,=0.2380,=0.6117,=0.7181,=0.9221,=1.1488,=1.5017,=2.0911,=0.8102,=1.1467,=1.4503,=1.8022,=2.0757,=2.6696,=0.0220,=0.0873,=0.0231,=0.0382,=1151
="932596",港股通红利低波,2016-02-04,=-0.0082,=4255.3400,=0.0971,=7.9366,=0.2909,=7.4451,=7.8406,=8.0794,=8.2919,=8.5745,=0.7444,=0.5515,=0.6528,=0.6961,=0.7238,=0.7602,=0.7956,=1.3259,=0.4485,=1.2161,=1.2814,=1.3321,=1.3627,=1.4099,,=0.0894,,=0.0490,=86
="930914",港股通高股息,2016-11-25,=-0.0012,=5297.3800,=0.0772,=7.9774,=0.8186,=3.4280,=4.4190,=5.9065,=7.7987,=11.1979,=0.7687,=0.7147,=0.3979,=0.5021,=0.6147,=0.8527,=1.1764,=1.2640,=0.8062,=0.5144,=0.7034,=0.9219,=1.2549,=2.2126,,=0.0918,,=0.0504,=698
